date,JNJ,JNJ_EPS,PE Ratio
1990-05-08,7.41,,
1990-05-09,7.3,,
1990-05-10,7.34,,
1990-05-11,7.5,,
1990-05-14,7.58,,
1990-05-15,7.63,,
1990-05-16,7.61,,
1990-05-17,7.66,,
1990-05-18,7.59,,
1990-05-21,7.72,,
1990-05-22,7.77,,
1990-05-23,7.78,,
1990-05-24,7.94,,
1990-05-25,7.83,,
1990-05-29,7.97,,
1990-05-30,8.02,,
1990-05-31,7.98,,
1990-06-01,8.03,,
1990-06-04,8.14,,
1990-06-05,8.16,,
1990-06-06,8.08,,
1990-06-07,8.03,,
1990-06-08,7.88,,
1990-06-11,8.0,,
1990-06-12,8.13,,
1990-06-13,8.09,,
1990-06-14,7.98,,
1990-06-15,8.05,,
1990-06-18,7.92,,
1990-06-19,7.97,,
1990-06-20,8.08,,
1990-06-21,8.33,,
1990-06-22,8.17,,
1990-06-25,8.09,,
1990-06-26,8.11,,
1990-06-27,8.33,,
1990-06-28,8.48,,
1990-06-29,8.47,,
1990-07-02,8.7,,
1990-07-03,8.66,,
1990-07-05,8.55,,
1990-07-06,8.61,,
1990-07-09,8.55,,
1990-07-10,8.5,,
1990-07-11,8.7,,
1990-07-12,8.86,,
1990-07-13,8.81,,
1990-07-16,8.86,,
1990-07-17,8.89,,
1990-07-18,8.92,,
1990-07-19,9.09,,
1990-07-20,9.13,,
1990-07-23,8.88,,
1990-07-24,9.0,,
1990-07-25,9.16,,
1990-07-26,9.17,,
1990-07-27,9.05,,
1990-07-30,8.95,,
1990-07-31,8.83,,
1990-08-01,8.81,,
1990-08-02,8.59,,
1990-08-03,8.41,,
1990-08-06,8.0,,
1990-08-07,8.16,,
1990-08-08,8.39,,
1990-08-09,8.36,,
1990-08-10,8.27,,
1990-08-13,8.42,,
1990-08-14,8.45,,
1990-08-15,8.55,,
1990-08-16,8.36,,
1990-08-17,8.23,,
1990-08-20,8.13,,
1990-08-21,7.98,,
1990-08-22,7.84,,
1990-08-23,7.61,,
1990-08-24,7.75,,
1990-08-27,8.08,,
1990-08-28,8.09,,
1990-08-29,8.25,,
1990-08-30,8.14,,
1990-08-31,8.2,,
1990-09-04,8.27,,
1990-09-05,8.27,,
1990-09-06,8.09,,
1990-09-07,8.2,,
1990-09-10,8.16,,
1990-09-11,8.13,,
1990-09-12,8.13,,
1990-09-13,7.95,,
1990-09-14,7.97,,
1990-09-17,8.02,,
1990-09-18,8.09,,
1990-09-19,8.0,,
1990-09-20,7.78,,
1990-09-21,7.81,,
1990-09-24,7.67,,
1990-09-25,7.88,,
1990-09-26,7.84,,
1990-09-27,7.8,,
1990-09-28,7.91,,
1990-10-01,8.23,,
1990-10-02,8.3,,
1990-10-03,8.17,,
1990-10-04,8.19,,
1990-10-05,8.19,,
1990-10-08,8.31,,
1990-10-09,8.14,,
1990-10-10,8.06,,
1990-10-11,7.92,,
1990-10-12,8.03,,
1990-10-15,8.17,,
1990-10-16,8.09,,
1990-10-17,8.14,,
1990-10-18,8.36,,
1990-10-19,8.42,,
1990-10-22,8.53,,
1990-10-23,8.58,,
1990-10-24,8.48,,
1990-10-25,8.45,,
1990-10-26,8.27,,
1990-10-29,8.19,,
1990-10-30,8.22,,
1990-10-31,8.05,,
1990-11-01,8.22,,
1990-11-02,8.33,,
1990-11-05,8.44,,
1990-11-06,8.3,,
1990-11-07,8.17,,
1990-11-08,8.13,,
1990-11-09,8.19,,
1990-11-12,8.34,,
1990-11-13,8.28,,
1990-11-14,8.28,,
1990-11-15,8.22,,
1990-11-16,8.2,,
1990-11-19,8.31,,
1990-11-20,8.25,,
1990-11-21,8.25,,
1990-11-23,8.19,,
1990-11-26,8.17,,
1990-11-27,8.2,,
1990-11-28,8.38,,
1990-11-29,8.5,,
1990-11-30,8.72,,
1990-12-03,8.88,,
1990-12-04,8.88,,
1990-12-05,8.81,,
1990-12-06,8.83,,
1990-12-07,8.84,,
1990-12-10,8.8,,
1990-12-11,8.78,,
1990-12-12,8.92,,
1990-12-13,8.84,,
1990-12-14,8.77,,
1990-12-17,8.8,,
1990-12-18,8.95,,
1990-12-19,8.95,,
1990-12-20,8.94,,
1990-12-21,8.89,,
1990-12-24,8.89,,
1990-12-26,8.92,,
1990-12-27,8.84,,
1990-12-28,8.88,,
1990-12-31,8.97,,
1991-01-02,8.75,,
1991-01-03,8.66,,
1991-01-04,8.59,,
1991-01-07,8.33,,
1991-01-08,8.41,,
1991-01-09,8.2,,
1991-01-10,8.42,,
1991-01-11,8.48,,
1991-01-14,8.5,,
1991-01-15,8.52,,
1991-01-16,8.67,,
1991-01-17,8.94,,
1991-01-18,8.98,,
1991-01-21,9.02,,
1991-01-22,8.97,,
1991-01-23,9.13,,
1991-01-24,9.34,,
1991-01-25,9.33,,
1991-01-28,9.34,,
1991-01-29,9.41,,
1991-01-30,9.55,,
1991-01-31,9.56,,
1991-02-01,9.39,,
1991-02-04,9.55,,
1991-02-05,9.53,,
1991-02-06,9.66,,
1991-02-07,9.55,,
1991-02-08,9.66,,
1991-02-11,9.98,,
1991-02-12,9.81,,
1991-02-13,9.89,,
1991-02-14,9.75,,
1991-02-15,10.13,,
1991-02-19,10.11,,
1991-02-20,10.0,,
1991-02-21,10.05,,
1991-02-22,10.06,,
1991-02-25,10.28,,
1991-02-26,10.11,,
1991-02-27,10.3,,
1991-02-28,10.27,,
1991-03-01,10.25,,
1991-03-04,10.14,,
1991-03-05,10.42,,
1991-03-06,10.95,,
1991-03-07,11.3,,
1991-03-08,11.22,,
1991-03-11,11.03,,
1991-03-12,10.94,,
1991-03-13,11.13,,
1991-03-14,11.47,,
1991-03-15,11.7,,
1991-03-18,11.59,,
1991-03-19,11.33,,
1991-03-20,11.25,,
1991-03-21,11.27,,
1991-03-22,11.42,,
1991-03-25,11.88,,
1991-03-26,12.2,,
1991-03-27,12.09,,
1991-03-28,11.98,,
1991-04-01,11.8,,
1991-04-02,12.06,,
1991-04-03,12.05,,
1991-04-04,11.86,,
1991-04-05,11.67,,
1991-04-08,12.11,,
1991-04-09,11.95,,
1991-04-10,11.89,,
1991-04-11,12.17,,
1991-04-12,12.22,,
1991-04-15,12.13,,
1991-04-16,12.53,,
1991-04-17,12.44,,
1991-04-18,12.3,,
1991-04-19,12.16,,
1991-04-22,12.06,,
1991-04-23,11.97,,
1991-04-24,11.73,,
1991-04-25,11.88,,
1991-04-26,11.86,,
1991-04-29,11.84,,
1991-04-30,11.81,,
1991-05-01,12.03,,
1991-05-02,11.78,,
1991-05-03,11.78,,
1991-05-06,11.75,,
1991-05-07,11.77,,
1991-05-08,11.7,,
1991-05-09,11.91,,
1991-05-10,11.66,,
1991-05-13,11.63,,
1991-05-14,11.55,,
1991-05-15,11.42,,
1991-05-16,11.5,,
1991-05-17,11.25,,
1991-05-20,11.41,,
1991-05-21,11.7,,
1991-05-22,11.78,,
1991-05-23,11.7,,
1991-05-24,11.58,,
1991-05-28,11.8,,
1991-05-29,11.7,,
1991-05-30,11.5,,
1991-05-31,11.33,,
1991-06-03,11.05,,
1991-06-04,11.09,,
1991-06-05,11.06,,
1991-06-06,11.05,,
1991-06-07,10.84,,
1991-06-10,10.84,,
1991-06-11,10.86,,
1991-06-12,10.66,,
1991-06-13,10.61,,
1991-06-14,10.69,,
1991-06-17,10.66,,
1991-06-18,10.59,,
1991-06-19,10.45,,
1991-06-20,10.61,,
1991-06-21,10.69,,
1991-06-24,10.5,,
1991-06-25,10.47,,
1991-06-26,10.36,,
1991-06-27,10.52,,
1991-06-28,10.44,,
1991-07-01,10.56,,
1991-07-02,10.38,,
1991-07-03,10.25,,
1991-07-05,10.56,,
1991-07-08,10.64,,
1991-07-09,10.7,,
1991-07-10,10.81,,
1991-07-11,10.89,,
1991-07-12,10.91,,
1991-07-15,10.86,,
1991-07-16,10.95,,
1991-07-17,10.81,,
1991-07-18,10.98,,
1991-07-19,10.95,,
1991-07-22,10.97,,
1991-07-23,10.89,,
1991-07-24,10.84,,
1991-07-25,10.94,,
1991-07-26,10.98,,
1991-07-29,11.22,,
1991-07-30,11.36,,
1991-07-31,11.45,,
1991-08-01,11.38,,
1991-08-02,11.44,,
1991-08-05,11.39,,
1991-08-06,11.56,,
1991-08-07,11.59,,
1991-08-08,11.52,,
1991-08-09,11.53,,
1991-08-12,11.44,,
1991-08-13,11.53,,
1991-08-14,11.36,,
1991-08-15,11.39,,
1991-08-16,11.16,,
1991-08-19,10.88,,
1991-08-20,10.91,,
1991-08-21,11.3,,
1991-08-22,11.39,,
1991-08-23,11.52,,
1991-08-26,11.55,,
1991-08-27,11.48,,
1991-08-28,11.61,,
1991-08-29,11.63,,
1991-08-30,11.61,,
1991-09-03,11.5,,
1991-09-04,11.39,,
1991-09-05,11.3,,
1991-09-06,11.23,,
1991-09-09,11.17,,
1991-09-10,11.06,,
1991-09-11,11.03,,
1991-09-12,11.23,,
1991-09-13,11.14,,
1991-09-16,11.28,,
1991-09-17,11.22,,
1991-09-18,11.17,,
1991-09-19,11.2,,
1991-09-20,11.08,,
1991-09-23,11.13,,
1991-09-24,11.33,,
1991-09-25,11.22,,
1991-09-26,11.19,,
1991-09-27,11.06,,
1991-09-30,11.05,,
1991-10-01,11.09,,
1991-10-02,10.94,,
1991-10-03,10.89,,
1991-10-04,10.84,,
1991-10-07,10.83,,
1991-10-08,10.86,,
1991-10-09,10.78,,
1991-10-10,10.8,,
1991-10-11,10.8,,
1991-10-14,10.88,,
1991-10-15,10.98,,
1991-10-16,11.08,,
1991-10-17,11.23,,
1991-10-18,11.38,,
1991-10-21,11.11,,
1991-10-22,11.66,,
1991-10-23,11.78,,
1991-10-24,11.61,,
1991-10-25,11.61,,
1991-10-28,11.81,,
1991-10-29,11.89,,
1991-10-30,11.91,,
1991-10-31,11.89,,
1991-11-01,11.92,,
1991-11-04,12.08,,
1991-11-05,12.03,,
1991-11-06,11.98,,
1991-11-07,12.02,,
1991-11-08,12.0,,
1991-11-11,12.25,,
1991-11-12,12.44,,
1991-11-13,12.27,,
1991-11-14,12.36,,
1991-11-15,11.78,,
1991-11-18,12.09,,
1991-11-19,11.91,,
1991-11-20,11.78,,
1991-11-21,11.91,,
1991-11-22,11.86,,
1991-11-25,11.78,,
1991-11-26,11.75,,
1991-11-27,11.97,,
1991-11-29,12.05,,
1991-12-02,12.34,,
1991-12-03,12.45,,
1991-12-04,12.66,,
1991-12-05,12.5,,
1991-12-06,12.83,,
1991-12-09,12.63,,
1991-12-10,13.05,,
1991-12-11,12.83,,
1991-12-12,12.97,,
1991-12-13,13.06,,
1991-12-16,13.28,,
1991-12-17,13.33,,
1991-12-18,13.28,,
1991-12-19,13.33,,
1991-12-20,13.56,,
1991-12-23,13.84,,
1991-12-24,13.81,,
1991-12-26,14.06,,
1991-12-27,14.22,,
1991-12-30,14.44,,
1991-12-31,14.31,,
1992-01-02,14.03,,
1992-01-03,13.97,,
1992-01-06,14.09,,
1992-01-07,14.28,,
1992-01-08,14.55,,
1992-01-09,14.52,,
1992-01-10,14.38,,
1992-01-13,14.38,,
1992-01-14,14.2,,
1992-01-15,13.55,,
1992-01-16,13.08,,
1992-01-17,13.41,,
1992-01-20,13.13,,
1992-01-21,13.02,,
1992-01-22,13.44,,
1992-01-23,13.33,,
1992-01-24,13.41,,
1992-01-27,13.28,,
1992-01-28,13.19,,
1992-01-29,12.91,,
1992-01-30,13.25,,
1992-01-31,13.44,,
1992-02-03,13.25,,
1992-02-04,13.44,,
1992-02-05,13.5,,
1992-02-06,13.5,,
1992-02-07,13.27,,
1992-02-10,13.31,,
1992-02-11,13.05,,
1992-02-12,13.23,,
1992-02-13,12.86,,
1992-02-14,12.63,,
1992-02-18,12.2,,
1992-02-19,12.33,,
1992-02-20,12.47,,
1992-02-21,12.44,,
1992-02-24,12.59,,
1992-02-25,12.63,,
1992-02-26,12.94,,
1992-02-27,12.86,,
1992-02-28,12.66,,
1992-03-02,12.61,,
1992-03-03,12.47,,
1992-03-04,12.22,,
1992-03-05,12.16,,
1992-03-06,12.02,,
1992-03-09,12.25,,
1992-03-10,12.08,,
1992-03-11,12.03,,
1992-03-12,12.0,,
1992-03-13,12.0,,
1992-03-16,12.16,,
1992-03-17,12.17,,
1992-03-18,12.02,,
1992-03-19,12.03,,
1992-03-20,12.0,,
1992-03-23,11.83,,
1992-03-24,12.11,,
1992-03-25,12.17,,
1992-03-26,12.25,,
1992-03-27,12.03,,
1992-03-30,11.95,,
1992-03-31,12.19,,
1992-04-01,12.27,,
1992-04-02,12.13,,
1992-04-03,12.31,,
1992-04-06,12.2,,
1992-04-07,11.98,,
1992-04-08,12.05,,
1992-04-09,12.2,,
1992-04-10,12.59,,
1992-04-13,12.63,,
1992-04-14,12.78,,
1992-04-15,12.56,,
1992-04-16,12.42,,
1992-04-20,12.09,,
1992-04-21,12.0,,
1992-04-22,11.63,,
1992-04-23,11.36,,
1992-04-24,11.52,,
1992-04-27,11.7,,
1992-04-28,11.78,,
1992-04-29,11.81,,
1992-04-30,11.86,,
1992-05-01,11.97,,
1992-05-04,12.17,,
1992-05-05,12.14,,
1992-05-06,11.88,,
1992-05-07,11.97,,
1992-05-08,11.92,,
1992-05-11,12.08,,
1992-05-12,11.88,,
1992-05-13,11.89,,
1992-05-14,11.72,,
1992-05-15,11.64,,
1992-05-18,11.73,,
1992-05-19,11.91,,
1992-05-20,11.77,,
1992-05-21,11.75,,
1992-05-22,11.86,,
1992-05-26,11.52,,
1992-05-27,11.8,,
1992-05-28,12.16,,
1992-05-29,12.11,,
1992-06-01,12.25,,
1992-06-02,11.55,,
1992-06-03,11.27,,
1992-06-04,11.25,,
1992-06-05,11.27,,
1992-06-08,11.31,,
1992-06-09,11.28,,
1992-06-10,11.0,,
1992-06-11,11.28,,
1992-06-12,11.25,,
1992-06-15,11.06,,
1992-06-16,11.03,,
1992-06-17,10.78,,
1992-06-18,10.94,,
1992-06-19,11.09,,
1992-06-22,11.28,,
1992-06-23,11.22,,
1992-06-24,10.94,,
1992-06-25,10.94,,
1992-06-26,11.19,,
1992-06-29,11.38,,
1992-06-30,11.19,,
1992-07-01,11.41,,
1992-07-02,11.41,,
1992-07-06,11.69,,
1992-07-07,11.56,,
1992-07-08,11.81,,
1992-07-09,11.78,,
1992-07-10,11.72,,
1992-07-13,11.72,,
1992-07-14,11.56,,
1992-07-15,11.63,,
1992-07-16,11.69,,
1992-07-17,11.59,,
1992-07-20,11.47,,
1992-07-21,11.41,,
1992-07-22,11.5,,
1992-07-23,11.44,,
1992-07-24,11.5,,
1992-07-27,11.78,,
1992-07-28,12.19,,
1992-07-29,12.25,,
1992-07-30,12.41,,
1992-07-31,12.31,,
1992-08-03,12.5,,
1992-08-04,12.44,,
1992-08-05,12.44,,
1992-08-06,12.44,,
1992-08-07,12.47,,
1992-08-10,12.47,,
1992-08-11,12.28,,
1992-08-12,12.16,,
1992-08-13,12.13,,
1992-08-14,12.41,,
1992-08-17,12.63,,
1992-08-18,12.72,,
1992-08-19,12.66,,
1992-08-20,12.56,,
1992-08-21,12.09,,
1992-08-24,12.28,,
1992-08-25,12.28,,
1992-08-26,12.63,,
1992-08-27,12.59,,
1992-08-28,12.5,,
1992-08-31,12.34,,
1992-09-01,12.59,,
1992-09-02,12.63,,
1992-09-03,13.16,,
1992-09-04,13.09,,
1992-09-08,13.13,,
1992-09-09,13.0,,
1992-09-10,13.09,,
1992-09-11,12.94,,
1992-09-14,12.94,,
1992-09-15,12.63,,
1992-09-16,12.72,,
1992-09-17,12.63,,
1992-09-18,12.84,,
1992-09-21,12.84,,
1992-09-22,12.66,,
1992-09-23,12.75,,
1992-09-24,12.63,,
1992-09-25,11.91,,
1992-09-28,11.88,,
1992-09-29,11.91,,
1992-09-30,11.78,,
1992-10-01,11.69,,
1992-10-02,11.47,,
1992-10-05,11.5,,
1992-10-06,11.25,,
1992-10-07,11.38,,
1992-10-08,11.75,,
1992-10-09,11.69,,
1992-10-12,12.03,,
1992-10-13,12.03,,
1992-10-14,12.0,,
1992-10-15,12.25,,
1992-10-16,12.19,,
1992-10-19,12.19,,
1992-10-20,12.31,,
1992-10-21,12.59,,
1992-10-22,12.56,,
1992-10-23,12.31,,
1992-10-26,12.41,,
1992-10-27,12.28,,
1992-10-28,12.38,,
1992-10-29,12.41,,
1992-10-30,12.5,,
1992-11-02,12.69,,
1992-11-03,12.44,,
1992-11-04,12.28,,
1992-11-05,12.06,,
1992-11-06,12.28,,
1992-11-09,12.31,,
1992-11-10,12.34,,
1992-11-11,12.59,,
1992-11-12,12.63,,
1992-11-13,12.47,,
1992-11-16,12.44,,
1992-11-17,12.47,,
1992-11-18,12.59,,
1992-11-19,12.56,,
1992-11-20,12.63,,
1992-11-23,12.56,,
1992-11-24,12.84,,
1992-11-25,12.84,,
1992-11-27,12.75,,
1992-11-30,12.59,,
1992-12-01,12.59,,
1992-12-02,12.5,,
1992-12-03,12.56,,
1992-12-04,12.78,,
1992-12-07,13.0,,
1992-12-08,13.0,,
1992-12-09,12.81,,
1992-12-10,12.88,,
1992-12-11,12.75,,
1992-12-14,12.81,,
1992-12-15,12.78,,
1992-12-16,12.91,,
1992-12-17,13.19,,
1992-12-18,13.47,,
1992-12-21,13.34,,
1992-12-22,13.28,,
1992-12-23,12.91,,
1992-12-24,12.88,,
1992-12-28,12.66,,
1992-12-29,12.59,,
1992-12-30,12.69,,
1992-12-31,12.63,,
1993-01-04,12.38,,
1993-01-05,12.09,,
1993-01-06,11.72,,
1993-01-07,11.41,,
1993-01-08,11.69,,
1993-01-11,11.69,,
1993-01-12,11.72,,
1993-01-13,11.69,,
1993-01-14,11.56,,
1993-01-15,11.72,,
1993-01-18,11.69,,
1993-01-19,11.34,,
1993-01-20,11.44,,
1993-01-21,11.5,,
1993-01-22,11.47,,
1993-01-25,11.25,,
1993-01-26,10.91,,
1993-01-27,11.06,,
1993-01-28,10.97,,
1993-01-29,11.0,,
1993-02-01,11.0,,
1993-02-02,10.88,,
1993-02-03,11.31,,
1993-02-04,11.41,,
1993-02-05,11.25,,
1993-02-08,11.22,,
1993-02-09,11.16,,
1993-02-10,11.38,,
1993-02-11,11.25,,
1993-02-12,11.25,,
1993-02-16,10.66,,
1993-02-17,10.5,,
1993-02-18,10.38,,
1993-02-19,10.16,,
1993-02-22,9.78,,
1993-02-23,10.03,,
1993-02-24,10.56,,
1993-02-25,10.41,,
1993-02-26,10.63,,
1993-03-01,10.72,,
1993-03-02,10.88,,
1993-03-03,10.63,,
1993-03-04,10.34,,
1993-03-05,10.09,,
1993-03-08,10.59,,
1993-03-09,10.78,,
1993-03-10,11.19,,
1993-03-11,11.03,,
1993-03-12,10.91,,
1993-03-15,10.88,,
1993-03-16,10.5,,
1993-03-17,10.09,,
1993-03-18,10.06,,
1993-03-19,9.81,,
1993-03-22,9.88,,
1993-03-23,10.16,,
1993-03-24,9.88,,
1993-03-25,10.25,,
1993-03-26,9.88,,
1993-03-29,10.0,,
1993-03-30,10.5,,
1993-03-31,10.66,,
1993-04-01,10.19,,
1993-04-02,10.03,,
1993-04-05,10.34,,
1993-04-06,10.0,,
1993-04-07,9.94,,
1993-04-08,9.63,,
1993-04-12,10.0,,
1993-04-13,9.84,,
1993-04-14,9.81,,
1993-04-15,9.69,,
1993-04-16,9.84,,
1993-04-19,10.38,,
1993-04-20,10.63,,
1993-04-21,10.56,,
1993-04-22,10.16,,
1993-04-23,9.97,,
1993-04-26,9.91,,
1993-04-27,10.69,,
1993-04-28,10.66,,
1993-04-29,10.59,,
1993-04-30,10.91,,
1993-05-03,11.22,,
1993-05-04,11.0,,
1993-05-05,11.16,,
1993-05-06,10.91,,
1993-05-07,10.81,,
1993-05-10,10.97,,
1993-05-11,11.22,,
1993-05-12,10.88,,
1993-05-13,10.59,,
1993-05-14,10.81,,
1993-05-17,10.94,,
1993-05-18,10.94,,
1993-05-19,11.22,,
1993-05-20,11.38,,
1993-05-21,11.28,,
1993-05-24,11.28,,
1993-05-25,11.16,,
1993-05-26,11.34,,
1993-05-27,11.06,,
1993-05-28,11.16,,
1993-06-01,11.19,,
1993-06-02,11.06,,
1993-06-03,10.91,,
1993-06-04,10.72,,
1993-06-07,10.72,,
1993-06-08,10.75,,
1993-06-09,10.84,,
1993-06-10,11.13,,
1993-06-11,11.19,,
1993-06-14,11.22,,
1993-06-15,11.25,,
1993-06-16,11.31,,
1993-06-17,11.44,,
1993-06-18,10.72,,
1993-06-21,10.63,,
1993-06-22,10.38,,
1993-06-23,10.25,,
1993-06-24,10.47,,
1993-06-25,10.5,,
1993-06-28,10.31,,
1993-06-29,10.5,,
1993-06-30,10.38,,
1993-07-01,10.09,,
1993-07-02,9.97,,
1993-07-06,9.91,,
1993-07-07,9.91,,
1993-07-08,10.03,,
1993-07-09,9.94,,
1993-07-12,9.97,,
1993-07-13,10.16,,
1993-07-14,10.13,,
1993-07-15,9.91,,
1993-07-16,9.81,,
1993-07-19,9.88,,
1993-07-20,9.94,,
1993-07-21,9.56,,
1993-07-22,9.5,,
1993-07-23,9.59,,
1993-07-26,9.56,,
1993-07-27,9.5,,
1993-07-28,9.41,,
1993-07-29,9.19,,
1993-07-30,9.13,,
1993-08-02,9.34,,
1993-08-03,9.44,,
1993-08-04,9.41,,
1993-08-05,9.25,,
1993-08-06,9.38,,
1993-08-09,9.19,,
1993-08-10,9.13,,
1993-08-11,8.91,,
1993-08-12,9.09,,
1993-08-13,9.22,,
1993-08-16,9.31,,
1993-08-17,9.63,,
1993-08-18,10.0,,
1993-08-19,10.09,,
1993-08-20,10.25,,
1993-08-23,10.09,,
1993-08-24,10.0,,
1993-08-25,9.94,,
1993-08-26,10.09,,
1993-08-27,10.09,,
1993-08-30,10.13,,
1993-08-31,10.19,,
1993-09-01,10.09,,
1993-09-02,10.22,,
1993-09-03,9.97,,
1993-09-07,9.84,,
1993-09-08,9.59,,
1993-09-09,9.69,,
1993-09-10,9.69,,
1993-09-13,9.66,,
1993-09-14,9.84,,
1993-09-15,9.75,,
1993-09-16,9.69,,
1993-09-17,9.78,,
1993-09-20,9.47,,
1993-09-21,9.72,,
1993-09-22,9.81,,
1993-09-23,9.91,,
1993-09-24,9.78,,
1993-09-27,9.91,,
1993-09-28,9.81,,
1993-09-29,9.88,,
1993-09-30,9.84,,
1993-10-01,9.78,,
1993-10-04,9.66,,
1993-10-05,9.88,,
1993-10-06,9.84,,
1993-10-07,9.91,,
1993-10-08,9.84,,
1993-10-11,9.97,,
1993-10-12,10.0,,
1993-10-13,10.06,,
1993-10-14,10.19,,
1993-10-15,10.31,,
1993-10-18,10.41,,
1993-10-19,10.34,,
1993-10-20,10.53,,
1993-10-21,10.66,,
1993-10-22,10.44,,
1993-10-25,10.5,,
1993-10-26,10.38,,
1993-10-27,10.41,,
1993-10-28,10.44,,
1993-10-29,10.53,,
1993-11-01,10.69,,
1993-11-02,10.69,,
1993-11-03,10.69,,
1993-11-04,10.59,,
1993-11-05,10.66,,
1993-11-08,10.78,,
1993-11-09,10.72,,
1993-11-10,10.88,,
1993-11-11,10.78,,
1993-11-12,10.84,,
1993-11-15,10.91,,
1993-11-16,11.06,,
1993-11-17,10.97,,
1993-11-18,11.13,,
1993-11-19,11.13,,
1993-11-22,11.19,,
1993-11-23,11.28,,
1993-11-24,11.19,,
1993-11-26,11.03,,
1993-11-29,11.06,,
1993-11-30,10.91,,
1993-12-01,11.0,,
1993-12-02,11.06,,
1993-12-03,11.19,,
1993-12-06,11.34,,
1993-12-07,11.28,,
1993-12-08,11.34,,
1993-12-09,11.06,,
1993-12-10,10.88,,
1993-12-13,10.75,,
1993-12-14,10.66,,
