date,LNT,LNT_EPS,PE Ratio
1973-10-12,4.72,,
1973-10-15,4.69,,
1973-10-16,4.69,,
1973-10-17,4.69,,
1973-10-18,4.66,,
1973-10-19,4.63,,
1973-10-22,4.56,,
1973-10-23,4.56,,
1973-10-24,4.56,,
1973-10-25,4.47,,
1973-10-26,4.47,,
1973-10-29,4.5,,
1973-10-30,4.47,,
1973-10-31,4.47,,
1973-11-01,4.47,,
1973-11-02,4.47,,
1973-11-05,4.47,,
1973-11-06,4.47,,
1973-11-07,4.47,,
1973-11-08,4.47,,
1973-11-09,4.47,,
1973-11-12,4.47,,
1973-11-13,4.47,,
1973-11-14,4.44,,
1973-11-15,4.44,,
1973-11-16,4.41,,
1973-11-19,4.41,,
1973-11-20,4.38,,
1973-11-21,4.38,,
1973-11-23,4.38,,
1973-11-26,4.34,,
1973-11-27,4.09,,
1973-11-28,4.16,,
1973-11-29,4.13,,
1973-11-30,4.13,,
1973-12-03,4.13,,
1973-12-04,4.09,,
1973-12-05,4.06,,
1973-12-06,4.19,,
1973-12-07,4.31,,
1973-12-10,4.38,,
1973-12-11,4.34,,
1973-12-12,4.34,,
1973-12-13,4.34,,
1973-12-14,4.31,,
1973-12-17,4.31,,
1973-12-18,4.34,,
1973-12-19,4.34,,
1973-12-20,4.34,,
1973-12-21,4.34,,
1973-12-24,4.34,,
1973-12-26,4.38,,
1973-12-27,4.38,,
1973-12-28,4.41,,
1973-12-31,4.47,,
1974-01-02,4.5,,
1974-01-03,4.5,,
1974-01-04,4.53,,
1974-01-07,4.53,,
1974-01-08,4.56,,
1974-01-09,4.53,,
1974-01-10,4.5,,
1974-01-11,4.5,,
1974-01-14,4.53,,
1974-01-15,4.53,,
1974-01-16,4.56,,
1974-01-17,4.59,,
1974-01-18,4.59,,
1974-01-21,4.59,,
1974-01-22,4.59,,
1974-01-23,4.59,,
1974-01-24,4.59,,
1974-01-25,4.53,,
1974-01-28,4.53,,
1974-01-29,4.53,,
1974-01-30,4.5,,
1974-01-31,4.5,,
1974-02-01,4.5,,
1974-02-04,4.47,,
1974-02-05,4.47,,
1974-02-06,4.47,,
1974-02-07,4.47,,
1974-02-08,4.47,,
1974-02-11,4.47,,
1974-02-12,4.47,,
1974-02-13,4.47,,
1974-02-14,4.47,,
1974-02-15,4.53,,
1974-02-19,4.53,,
1974-02-20,4.53,,
1974-02-21,4.56,,
1974-02-22,4.56,,
1974-02-25,4.56,,
1974-02-26,4.59,,
1974-02-27,4.63,,
1974-02-28,4.63,,
1974-03-01,4.63,,
1974-03-04,4.69,,
1974-03-05,4.69,,
1974-03-06,4.72,,
1974-03-07,4.72,,
1974-03-08,4.72,,
1974-03-11,4.72,,
1974-03-12,4.75,,
1974-03-13,4.72,,
1974-03-14,4.72,,
1974-03-15,4.72,,
1974-03-18,4.72,,
1974-03-19,4.72,,
1974-03-20,4.69,,
1974-03-21,4.69,,
1974-03-22,4.69,,
1974-03-25,4.69,,
1974-03-26,4.66,,
1974-03-27,4.63,,
1974-03-28,4.59,,
1974-03-29,4.56,,
1974-04-01,4.56,,
1974-04-02,4.5,,
1974-04-03,4.38,,
1974-04-04,4.41,,
1974-04-05,4.38,,
1974-04-08,4.38,,
1974-04-09,4.38,,
1974-04-10,4.41,,
1974-04-11,4.41,,
1974-04-15,4.41,,
1974-04-16,4.44,,
1974-04-17,4.44,,
1974-04-18,4.44,,
1974-04-19,4.44,,
1974-04-22,4.44,,
1974-04-23,4.34,,
1974-04-24,4.03,,
1974-04-25,4.0,,
1974-04-26,4.03,,
1974-04-29,3.97,,
1974-04-30,3.97,,
1974-05-01,4.0,,
1974-05-02,4.03,,
1974-05-03,4.03,,
1974-05-06,4.0,,
1974-05-07,4.0,,
1974-05-08,4.0,,
1974-05-09,3.91,,
1974-05-10,3.94,,
1974-05-13,3.91,,
1974-05-14,3.69,,
1974-05-15,3.72,,
1974-05-16,3.78,,
1974-05-17,3.84,,
1974-05-20,3.88,,
1974-05-21,3.91,,
1974-05-22,3.91,,
1974-05-23,4.03,,
1974-05-24,4.06,,
1974-05-28,4.06,,
1974-05-29,3.97,,
1974-05-30,4.0,,
1974-05-31,4.03,,
1974-06-03,4.09,,
1974-06-04,4.16,,
1974-06-05,4.16,,
1974-06-06,4.19,,
1974-06-07,4.25,,
1974-06-10,4.25,,
1974-06-11,4.28,,
1974-06-12,4.28,,
1974-06-13,4.28,,
1974-06-14,4.28,,
1974-06-17,4.16,,
1974-06-18,4.16,,
1974-06-19,4.13,,
1974-06-20,4.0,,
1974-06-21,3.97,,
1974-06-24,3.84,,
1974-06-25,3.84,,
1974-06-26,3.66,,
1974-06-27,3.75,,
1974-06-28,3.72,,
1974-07-01,3.78,,
1974-07-02,3.78,,
1974-07-03,3.81,,
1974-07-05,3.78,,
1974-07-08,3.66,,
1974-07-09,3.63,,
1974-07-10,3.66,,
1974-07-11,3.66,,
1974-07-12,3.69,,
1974-07-15,3.72,,
1974-07-16,3.72,,
1974-07-17,3.84,,
1974-07-18,4.0,,
1974-07-19,4.0,,
1974-07-22,4.13,,
1974-07-23,4.22,,
1974-07-24,4.16,,
1974-07-25,3.97,,
1974-07-26,3.91,,
1974-07-29,3.84,,
1974-07-30,3.81,,
1974-07-31,3.84,,
1974-08-01,3.94,,
1974-08-02,3.94,,
1974-08-05,4.0,,
1974-08-06,4.03,,
1974-08-07,4.13,,
1974-08-08,4.13,,
1974-08-09,4.16,,
1974-08-12,4.13,,
1974-08-13,4.09,,
1974-08-14,4.09,,
1974-08-15,4.09,,
1974-08-16,4.16,,
1974-08-19,4.16,,
1974-08-20,4.13,,
1974-08-21,4.03,,
1974-08-22,3.97,,
1974-08-23,3.97,,
1974-08-26,3.97,,
1974-08-27,3.97,,
1974-08-28,3.97,,
1974-08-29,3.94,,
1974-08-30,3.91,,
1974-09-03,3.75,,
1974-09-04,3.41,,
1974-09-05,3.47,,
1974-09-06,3.44,,
1974-09-09,3.44,,
1974-09-10,3.41,,
1974-09-11,3.44,,
1974-09-12,3.38,,
1974-09-13,3.38,,
1974-09-16,3.41,,
1974-09-17,3.41,,
1974-09-18,3.41,,
1974-09-19,3.53,,
1974-09-20,3.5,,
1974-09-23,3.53,,
1974-09-24,3.5,,
1974-09-25,3.56,,
1974-09-26,3.53,,
1974-09-27,3.5,,
1974-09-30,3.5,,
1974-10-01,3.44,,
1974-10-02,3.44,,
1974-10-03,3.44,,
1974-10-04,3.44,,
1974-10-07,3.5,,
1974-10-08,3.53,,
1974-10-09,3.63,,
1974-10-10,3.69,,
1974-10-11,3.72,,
1974-10-14,3.75,,
1974-10-15,3.88,,
1974-10-16,3.88,,
1974-10-17,3.88,,
1974-10-18,3.94,,
1974-10-21,3.91,,
1974-10-22,3.91,,
1974-10-23,3.84,,
1974-10-24,3.75,,
1974-10-25,3.72,,
1974-10-28,3.72,,
1974-10-29,3.72,,
1974-10-30,3.72,,
1974-10-31,3.72,,
1974-11-01,3.75,,
1974-11-04,3.69,,
1974-11-05,3.66,,
1974-11-06,3.69,,
1974-11-07,3.72,,
1974-11-08,3.72,,
1974-11-11,3.72,,
1974-11-12,3.72,,
1974-11-13,3.75,,
1974-11-14,3.78,,
1974-11-15,3.81,,
1974-11-18,3.81,,
1974-11-19,3.81,,
1974-11-20,3.81,,
1974-11-21,3.97,,
1974-11-22,3.97,,
1974-11-25,3.91,,
1974-11-26,3.88,,
1974-11-27,3.84,,
1974-11-29,3.81,,
1974-12-02,3.75,,
1974-12-03,3.69,,
1974-12-04,3.66,,
1974-12-05,3.66,,
1974-12-06,3.59,,
1974-12-09,3.59,,
1974-12-10,3.59,,
1974-12-11,3.59,,
1974-12-12,3.56,,
1974-12-13,3.56,,
1974-12-16,3.53,,
1974-12-17,3.53,,
1974-12-18,3.53,,
1974-12-19,3.53,,
1974-12-20,3.53,,
1974-12-23,3.47,,
1974-12-24,3.47,,
1974-12-26,3.47,,
1974-12-27,3.47,,
1974-12-30,3.47,,
1974-12-31,3.47,,
1975-01-02,3.53,,
1975-01-03,3.75,,
1975-01-06,3.81,,
1975-01-07,3.84,,
1975-01-08,3.94,,
1975-01-09,3.97,,
1975-01-10,4.03,,
1975-01-13,4.06,,
1975-01-14,4.06,,
1975-01-15,4.06,,
1975-01-16,4.09,,
1975-01-17,4.09,,
1975-01-20,4.03,,
1975-01-21,4.03,,
1975-01-22,4.03,,
1975-01-23,4.06,,
1975-01-24,4.06,,
1975-01-27,4.06,,
1975-01-28,4.09,,
1975-01-29,4.09,,
1975-01-30,4.09,,
1975-01-31,4.09,,
1975-02-03,4.09,,
1975-02-04,4.06,,
1975-02-05,4.09,,
1975-02-06,4.09,,
1975-02-07,4.09,,
1975-02-10,4.09,,
1975-02-11,4.09,,
1975-02-12,4.09,,
1975-02-13,4.09,,
1975-02-14,4.09,,
1975-02-18,4.09,,
1975-02-19,4.06,,
1975-02-20,4.09,,
1975-02-21,4.09,,
1975-02-24,4.09,,
1975-02-25,4.06,,
1975-02-26,4.03,,
1975-02-27,4.03,,
1975-02-28,4.03,,
1975-03-03,4.03,,
1975-03-04,4.03,,
1975-03-05,4.03,,
1975-03-06,4.03,,
1975-03-07,4.03,,
1975-03-10,4.03,,
1975-03-11,4.03,,
1975-03-12,4.03,,
1975-03-13,4.03,,
1975-03-14,4.03,,
1975-03-17,4.03,,
1975-03-18,4.03,,
1975-03-19,4.03,,
1975-03-20,4.03,,
1975-03-21,4.06,,
1975-03-24,4.03,,
1975-03-25,4.0,,
1975-03-26,4.0,,
1975-03-27,4.0,,
1975-03-31,4.03,,
1975-04-01,4.03,,
1975-04-02,4.03,,
1975-04-03,4.03,,
1975-04-04,4.03,,
1975-04-07,4.06,,
1975-04-08,4.06,,
1975-04-09,4.06,,
1975-04-10,4.06,,
1975-04-11,4.06,,
1975-04-14,4.06,,
1975-04-15,4.06,,
1975-04-16,4.06,,
1975-04-17,4.03,,
1975-04-18,4.06,,
1975-04-21,4.06,,
1975-04-22,4.06,,
1975-04-23,4.03,,
1975-04-24,3.91,,
1975-04-25,3.91,,
1975-04-28,3.88,,
1975-04-29,3.84,,
1975-04-30,3.84,,
1975-05-01,3.84,,
1975-05-02,3.84,,
1975-05-05,3.84,,
1975-05-06,3.88,,
1975-05-07,3.88,,
1975-05-08,3.88,,
1975-05-09,3.88,,
1975-05-12,3.88,,
1975-05-13,3.88,,
1975-05-14,3.88,,
1975-05-15,3.94,,
1975-05-16,3.97,,
1975-05-19,3.97,,
1975-05-20,3.97,,
1975-05-21,3.97,,
1975-05-22,3.97,,
1975-05-23,4.0,,
1975-05-27,4.0,,
1975-05-28,4.0,,
1975-05-29,4.0,,
1975-05-30,4.0,,
1975-06-02,4.0,,
1975-06-03,4.0,,
1975-06-04,4.03,,
1975-06-05,4.03,,
1975-06-06,4.06,,
1975-06-09,4.06,,
1975-06-10,4.06,,
1975-06-11,4.06,,
1975-06-12,4.06,,
1975-06-13,4.06,,
1975-06-16,4.06,,
1975-06-17,4.06,,
1975-06-18,4.06,,
1975-06-19,4.06,,
1975-06-20,4.25,,
1975-06-23,4.31,,
1975-06-24,4.28,,
1975-06-25,4.31,,
1975-06-26,4.34,,
1975-06-27,4.34,,
1975-06-30,4.38,,
1975-07-01,4.38,,
1975-07-02,4.28,,
1975-07-03,4.28,,
1975-07-07,4.28,,
1975-07-08,4.28,,
1975-07-09,4.25,,
1975-07-10,4.22,,
1975-07-11,4.22,,
1975-07-14,4.22,,
1975-07-15,4.25,,
1975-07-16,4.25,,
1975-07-17,4.25,,
1975-07-18,4.25,,
1975-07-21,4.28,,
1975-07-22,4.28,,
1975-07-23,4.28,,
1975-07-24,4.28,,
1975-07-25,4.25,,
1975-07-28,4.25,,
1975-07-29,4.25,,
1975-07-30,4.25,,
1975-07-31,4.28,,
1975-08-01,4.31,,
1975-08-04,4.31,,
1975-08-05,4.25,,
1975-08-06,4.25,,
1975-08-07,4.22,,
1975-08-08,4.22,,
1975-08-11,4.19,,
1975-08-12,4.19,,
1975-08-13,4.16,,
1975-08-14,4.09,,
1975-08-15,4.06,,
1975-08-18,4.03,,
1975-08-19,4.03,,
1975-08-20,4.0,,
1975-08-21,4.0,,
1975-08-22,3.97,,
1975-08-25,3.97,,
1975-08-26,3.94,,
1975-08-27,3.94,,
1975-08-28,3.94,,
1975-08-29,3.94,,
1975-09-02,3.94,,
1975-09-03,3.91,,
1975-09-04,3.91,,
1975-09-05,3.91,,
1975-09-08,3.91,,
1975-09-09,3.88,,
1975-09-10,3.88,,
1975-09-11,3.84,,
1975-09-12,3.84,,
1975-09-15,3.84,,
1975-09-16,3.84,,
1975-09-17,3.84,,
1975-09-18,3.84,,
1975-09-19,3.84,,
1975-09-22,3.88,,
1975-09-23,3.88,,
1975-09-24,3.91,,
1975-09-25,3.91,,
1975-09-26,3.91,,
1975-09-29,3.91,,
1975-09-30,3.75,,
1975-10-01,3.75,,
1975-10-02,3.69,,
1975-10-03,3.69,,
1975-10-06,3.69,,
1975-10-07,3.72,,
1975-10-08,3.84,,
1975-10-09,3.91,,
1975-10-10,3.91,,
1975-10-13,3.94,,
1975-10-14,3.91,,
1975-10-15,3.91,,
1975-10-16,3.81,,
1975-10-17,3.84,,
1975-10-20,3.84,,
1975-10-21,3.84,,
1975-10-22,3.88,,
1975-10-23,3.91,,
1975-10-24,3.91,,
1975-10-27,3.81,,
1975-10-28,3.81,,
1975-10-29,3.81,,
1975-10-30,3.81,,
1975-10-31,3.84,,
1975-11-03,3.88,,
1975-11-04,3.88,,
1975-11-05,3.94,,
1975-11-06,3.94,,
1975-11-07,3.91,,
1975-11-10,4.03,,
1975-11-11,4.06,,
1975-11-12,4.03,,
1975-11-13,4.03,,
1975-11-14,4.03,,
1975-11-17,4.03,,
1975-11-18,4.03,,
1975-11-19,4.09,,
1975-11-20,4.13,,
1975-11-21,4.13,,
1975-11-24,4.09,,
1975-11-25,4.09,,
1975-11-26,4.06,,
1975-11-28,4.09,,
1975-12-01,4.06,,
1975-12-02,4.06,,
1975-12-03,4.03,,
1975-12-04,4.03,,
1975-12-05,3.94,,
1975-12-08,3.94,,
1975-12-09,3.91,,
1975-12-10,4.0,,
1975-12-11,4.03,,
1975-12-12,4.06,,
1975-12-15,4.16,,
1975-12-16,4.16,,
1975-12-17,4.09,,
1975-12-18,4.16,,
1975-12-19,4.16,,
1975-12-22,4.16,,
1975-12-23,4.16,,
1975-12-24,4.19,,
1975-12-26,4.19,,
1975-12-29,4.19,,
1975-12-30,4.22,,
1975-12-31,4.25,,
1976-01-02,4.22,,
1976-01-05,4.38,,
1976-01-06,4.38,,
1976-01-07,4.41,,
1976-01-08,4.44,,
1976-01-09,4.38,,
1976-01-12,4.47,,
1976-01-13,4.47,,
1976-01-14,4.5,,
1976-01-15,4.56,,
1976-01-16,4.56,,
1976-01-19,4.56,,
1976-01-20,4.66,,
1976-01-21,4.59,,
1976-01-22,4.59,,
1976-01-23,4.59,,
1976-01-26,4.53,,
1976-01-27,4.56,,
1976-01-28,4.56,,
1976-01-29,4.59,,
1976-01-30,4.59,,
1976-02-02,4.59,,
1976-02-03,4.47,,
1976-02-04,4.41,,
1976-02-05,4.34,,
1976-02-06,4.31,,
1976-02-09,4.34,,
1976-02-10,4.38,,
1976-02-11,4.44,,
1976-02-12,4.44,,
1976-02-13,4.41,,
1976-02-17,4.41,,
1976-02-18,4.44,,
1976-02-19,4.41,,
1976-02-20,4.41,,
1976-02-23,4.41,,
1976-02-24,4.41,,
1976-02-25,4.41,,
1976-02-26,4.31,,
1976-02-27,4.28,,
1976-03-01,4.28,,
1976-03-02,4.28,,
1976-03-03,4.28,,
1976-03-04,4.22,,
1976-03-05,4.22,,
1976-03-08,4.25,,
1976-03-09,4.25,,
1976-03-10,4.22,,
1976-03-11,4.22,,
1976-03-12,4.22,,
1976-03-15,4.28,,
1976-03-16,4.22,,
1976-03-17,4.22,,
1976-03-18,4.22,,
1976-03-19,4.25,,
1976-03-22,4.25,,
1976-03-23,4.22,,
1976-03-24,4.25,,
1976-03-25,4.25,,
1976-03-26,4.25,,
1976-03-29,4.19,,
1976-03-30,4.22,,
1976-03-31,4.25,,
1976-04-01,4.28,,
1976-04-02,4.34,,
1976-04-05,4.44,,
1976-04-06,4.44,,
1976-04-07,4.34,,
1976-04-08,4.38,,
1976-04-09,4.28,,
1976-04-12,4.38,,
1976-04-13,4.38,,
1976-04-14,4.28,,
1976-04-15,4.38,,
1976-04-19,4.41,,
1976-04-20,4.44,,
1976-04-21,4.44,,
1976-04-22,4.31,,
1976-04-23,4.34,,
1976-04-26,4.25,,
1976-04-27,4.38,,
1976-04-28,4.41,,
1976-04-29,4.38,,
1976-04-30,4.44,,
1976-05-03,4.28,,
1976-05-04,4.28,,
1976-05-05,4.28,,
1976-05-06,4.28,,
1976-05-07,4.28,,
1976-05-10,4.34,,
1976-05-11,4.34,,
1976-05-12,4.34,,
1976-05-13,4.38,,
1976-05-14,4.28,,
1976-05-17,4.28,,
1976-05-18,4.28,,
1976-05-19,4.31,,
1976-05-20,4.34,,
1976-05-21,4.34,,
1976-05-24,4.34,,
1976-05-25,4.34,,
1976-05-26,4.34,,
1976-05-27,4.38,,
1976-05-28,4.44,,
1976-06-01,4.38,,
1976-06-02,4.41,,
1976-06-03,4.38,,
1976-06-04,4.44,,
1976-06-07,4.38,,
1976-06-08,4.34,,
1976-06-09,4.31,,
1976-06-10,4.31,,
1976-06-11,4.31,,
1976-06-14,4.34,,
1976-06-15,4.47,,
1976-06-16,4.44,,
1976-06-17,4.41,,
1976-06-18,4.38,,
1976-06-21,4.34,,
1976-06-22,4.34,,
1976-06-23,4.41,,
1976-06-24,4.47,,
1976-06-25,4.59,,
1976-06-28,4.63,,
1976-06-29,4.66,,
1976-06-30,4.66,,
1976-07-01,4.72,,
1976-07-02,4.72,,
1976-07-06,4.66,,
1976-07-07,4.72,,
1976-07-08,4.72,,
1976-07-09,4.75,,
1976-07-12,4.75,,
1976-07-13,4.81,,
1976-07-14,4.78,,
1976-07-15,4.78,,
1976-07-16,4.84,,
1976-07-19,4.88,,
1976-07-20,4.81,,
1976-07-21,4.91,,
1976-07-22,4.88,,
1976-07-23,4.88,,
1976-07-26,4.69,,
1976-07-27,4.72,,
1976-07-28,4.66,,
1976-07-29,4.69,,
1976-07-30,4.72,,
1976-08-02,4.78,,
1976-08-03,4.78,,
1976-08-04,4.75,,
1976-08-05,4.78,,
1976-08-06,4.81,,
1976-08-09,4.88,,
1976-08-10,4.81,,
1976-08-11,4.81,,
1976-08-12,4.78,,
1976-08-13,4.81,,
1976-08-16,4.81,,
1976-08-17,4.88,,
1976-08-18,4.88,,
1976-08-19,4.84,,
1976-08-20,4.88,,
1976-08-23,4.88,,
1976-08-24,4.91,,
1976-08-25,4.94,,
1976-08-26,4.91,,
1976-08-27,4.94,,
1976-08-30,4.97,,
1976-08-31,4.94,,
1976-09-01,4.94,,
1976-09-02,4.97,,
1976-09-03,4.94,,
1976-09-07,5.0,,
1976-09-08,5.0,,
1976-09-09,5.06,,
1976-09-10,5.16,,
1976-09-13,5.13,,
1976-09-14,5.09,,
1976-09-15,5.13,,
1976-09-16,5.13,,
1976-09-17,5.19,,
1976-09-20,5.22,,
1976-09-21,5.28,,
1976-09-22,5.28,,
1976-09-23,5.19,,
1976-09-24,5.19,,
1976-09-27,5.16,,
1976-09-28,5.16,,
1976-09-29,5.19,,
1976-09-30,5.13,,
1976-10-01,5.22,,
1976-10-04,5.22,,
1976-10-05,5.13,,
1976-10-06,5.13,,
1976-10-07,5.16,,
1976-10-08,5.16,,
1976-10-11,5.16,,
1976-10-12,5.19,,
1976-10-13,5.25,,
1976-10-14,5.22,,
1976-10-15,5.19,,
1976-10-18,5.22,,
1976-10-19,5.19,,
1976-10-20,5.19,,
1976-10-21,5.19,,
1976-10-22,5.16,,
1976-10-25,5.06,,
1976-10-26,5.09,,
1976-10-27,5.0,,
1976-10-28,5.0,,
1976-10-29,5.0,,
1976-11-01,5.0,,
1976-11-03,5.0,,
1976-11-04,5.03,,
1976-11-05,5.19,,
1976-11-08,5.22,,
1976-11-09,5.19,,
1976-11-10,5.19,,
1976-11-11,5.19,,
1976-11-12,5.19,,
1976-11-15,5.19,,
1976-11-16,5.22,,
1976-11-17,5.19,,
1976-11-18,5.22,,
1976-11-19,5.25,,
1976-11-22,5.19,,
1976-11-23,5.19,,
1976-11-24,5.22,,
1976-11-26,5.22,,
1976-11-29,5.19,,
1976-11-30,5.19,,
1976-12-01,5.25,,
1976-12-02,5.25,,
1976-12-03,5.31,,
1976-12-06,5.44,,
1976-12-07,5.47,,
1976-12-08,5.5,,
1976-12-09,5.44,,
1976-12-10,5.5,,
1976-12-13,5.44,,
1976-12-14,5.5,,
1976-12-15,5.5,,
1976-12-16,5.5,,
1976-12-17,5.5,,
1976-12-20,5.47,,
1976-12-21,5.5,,
1976-12-22,5.41,,
1976-12-23,5.53,,
1976-12-27,5.5,,
1976-12-28,5.63,,
1976-12-29,5.56,,
1976-12-30,5.56,,
1976-12-31,5.56,,
1977-01-03,5.59,,
1977-01-04,5.63,,
1977-01-05,5.53,,
1977-01-06,5.56,,
1977-01-07,5.59,,
1977-01-10,5.56,,
1977-01-11,5.5,,
1977-01-12,5.41,,
1977-01-13,5.41,,
1977-01-14,5.44,,
1977-01-17,5.41,,
1977-01-18,5.41,,
1977-01-19,5.47,,
1977-01-20,5.47,,
1977-01-21,5.47,,
1977-01-24,5.53,,
1977-01-25,5.34,,
1977-01-26,5.22,,
1977-01-27,5.25,,
1977-01-28,5.25,,
1977-01-31,5.28,,
1977-02-01,5.28,,
1977-02-02,5.25,,
1977-02-03,5.13,,
1977-02-04,5.25,,
1977-02-07,5.0,,
1977-02-08,5.13,,
1977-02-09,5.13,,
1977-02-10,5.22,,
1977-02-11,5.03,,
1977-02-14,5.0,,
1977-02-15,5.09,,
1977-02-16,5.13,,
1977-02-17,5.13,,
1977-02-18,5.06,,
1977-02-22,5.13,,
1977-02-23,5.16,,
1977-02-24,5.16,,
1977-02-25,5.19,,
1977-02-28,5.22,,
1977-03-01,5.19,,
1977-03-02,5.19,,
1977-03-03,5.19,,
1977-03-04,5.25,,
1977-03-07,5.22,,
1977-03-08,5.16,,
1977-03-09,5.13,,
1977-03-10,5.19,,
1977-03-11,5.13,,
1977-03-14,5.19,,
1977-03-15,5.13,,
1977-03-16,5.13,,
1977-03-17,5.09,,
1977-03-18,5.13,,
1977-03-21,5.03,,
1977-03-22,5.06,,
1977-03-23,4.97,,
1977-03-24,4.91,,
1977-03-25,5.0,,
1977-03-28,5.0,,
1977-03-29,5.03,,
1977-03-30,5.16,,
1977-03-31,5.13,,
1977-04-01,5.06,,
1977-04-04,5.13,,
1977-04-05,5.06,,
1977-04-06,5.06,,
1977-04-07,5.13,,
1977-04-11,5.16,,
1977-04-12,5.22,,
1977-04-13,5.19,,
1977-04-14,5.13,,
1977-04-15,5.13,,
1977-04-18,5.19,,
1977-04-19,5.19,,
1977-04-20,5.19,,
1977-04-21,5.25,,
1977-04-22,5.34,,
1977-04-25,5.16,,
1977-04-26,5.16,,
1977-04-27,5.13,,
1977-04-28,5.16,,
1977-04-29,5.16,,
1977-05-02,5.25,,
1977-05-03,5.25,,
1977-05-04,5.16,,
1977-05-05,5.19,,
1977-05-06,5.25,,
1977-05-09,5.22,,
1977-05-10,5.31,,
1977-05-11,5.31,,
1977-05-12,5.31,,
1977-05-13,5.28,,
1977-05-16,5.22,,
1977-05-17,5.22,,
1977-05-18,5.16,,
