date,MCHP,MCHP_EPS,PE Ratio
1995-04-11,5.83,,
1995-04-12,5.95,,
1995-04-13,6.0,,
1995-04-17,5.98,,
1995-04-18,5.98,,
1995-04-19,5.73,,
1995-04-20,5.93,,
1995-04-21,5.63,,
1995-04-24,5.58,,
1995-04-25,5.51,,
1995-04-26,5.33,,
1995-04-27,5.58,,
1995-04-28,5.58,,
1995-05-01,5.53,,
1995-05-02,5.53,,
1995-05-03,5.46,,
1995-05-04,5.33,,
1995-05-05,5.33,,
1995-05-08,5.31,,
1995-05-09,5.28,,
1995-05-10,5.06,,
1995-05-11,5.06,,
1995-05-12,5.41,,
1995-05-15,5.23,,
1995-05-16,5.65,,
1995-05-17,5.46,,
1995-05-18,5.58,,
1995-05-19,5.53,,
1995-05-22,5.58,,
1995-05-23,5.78,,
1995-05-24,5.83,,
1995-05-25,5.63,,
1995-05-26,5.7,,
1995-05-30,5.53,,
1995-05-31,5.88,,
1995-06-01,5.93,,
1995-06-02,5.8,,
1995-06-05,5.98,,
1995-06-06,5.98,,
1995-06-07,5.98,,
1995-06-08,5.93,,
1995-06-09,5.98,,
1995-06-12,5.98,,
1995-06-13,6.37,,
1995-06-14,6.72,,
1995-06-15,6.77,,
1995-06-16,6.84,,
1995-06-19,7.16,,
1995-06-20,7.51,,
1995-06-21,7.48,,
1995-06-22,7.56,,
1995-06-23,7.42,,
1995-06-26,7.41,,
1995-06-27,7.14,,
1995-06-28,6.96,,
1995-06-29,7.16,,
1995-06-30,7.19,,
1995-07-03,6.89,,
1995-07-05,6.91,,
1995-07-06,7.23,,
1995-07-07,7.26,,
1995-07-10,7.56,,
1995-07-11,7.26,,
1995-07-12,7.58,,
1995-07-13,7.51,,
1995-07-14,7.56,,
1995-07-17,7.41,,
1995-07-18,7.11,,
1995-07-19,7.14,,
1995-07-20,7.0,,
1995-07-21,7.11,,
1995-07-24,7.8,,
1995-07-25,8.0,,
1995-07-26,8.1,,
1995-07-27,8.15,,
1995-07-28,7.75,,
1995-07-31,7.6,,
1995-08-01,7.6,,
1995-08-02,7.7,,
1995-08-03,7.46,,
1995-08-04,7.46,,
1995-08-07,7.21,,
1995-08-08,7.26,,
1995-08-09,7.51,,
1995-08-10,7.41,,
1995-08-11,7.41,,
1995-08-14,7.41,,
1995-08-15,7.36,,
1995-08-16,7.65,,
1995-08-17,7.58,,
1995-08-18,7.65,,
1995-08-21,7.31,,
1995-08-22,7.31,,
1995-08-23,7.56,,
1995-08-24,7.56,,
1995-08-25,7.38,,
1995-08-28,7.48,,
1995-08-29,7.36,,
1995-08-30,7.43,,
1995-08-31,7.51,,
1995-09-01,7.56,,
1995-09-05,7.75,,
1995-09-06,7.63,,
1995-09-07,7.51,,
1995-09-08,7.9,,
1995-09-11,7.85,,
1995-09-12,7.75,,
1995-09-13,7.68,,
1995-09-14,7.46,,
1995-09-15,7.46,,
1995-09-18,7.51,,
1995-09-19,7.9,,
1995-09-20,7.72,,
1995-09-21,7.53,,
1995-09-22,7.43,,
1995-09-25,7.26,,
1995-09-26,6.94,,
1995-09-27,6.86,,
1995-09-28,7.21,,
1995-09-29,7.48,,
1995-10-02,7.31,,
1995-10-03,6.99,,
1995-10-04,6.52,,
1995-10-05,6.91,,
1995-10-06,7.11,,
1995-10-09,6.96,,
1995-10-10,7.6,,
1995-10-11,7.53,,
1995-10-12,7.41,,
1995-10-13,7.46,,
1995-10-16,7.56,,
1995-10-17,7.56,,
1995-10-18,7.93,,
1995-10-19,8.2,,
1995-10-20,7.56,,
1995-10-23,8.0,,
1995-10-24,7.85,,
1995-10-25,7.56,,
1995-10-26,7.46,,
1995-10-27,7.36,,
1995-10-30,7.85,,
1995-10-31,7.84,,
1995-11-01,7.95,,
1995-11-02,8.07,,
1995-11-03,8.59,,
1995-11-06,8.25,,
1995-11-07,7.73,,
1995-11-08,7.88,,
1995-11-09,8.64,,
1995-11-10,8.44,,
1995-11-13,8.25,,
1995-11-14,7.88,,
1995-11-15,8.3,,
1995-11-16,8.15,,
1995-11-17,8.67,,
1995-11-20,8.0,,
1995-11-21,7.8,,
1995-11-22,7.51,,
1995-11-24,7.56,,
1995-11-27,7.58,,
1995-11-28,8.2,,
1995-11-29,7.93,,
1995-11-30,8.0,,
1995-12-01,7.75,,
1995-12-04,7.65,,
1995-12-05,7.46,,
1995-12-06,7.21,,
1995-12-07,6.96,,
1995-12-08,7.11,,
1995-12-11,7.36,,
1995-12-12,7.26,,
1995-12-13,6.96,,
1995-12-14,6.91,,
1995-12-15,6.72,,
1995-12-18,6.57,,
1995-12-19,6.72,,
1995-12-20,6.91,,
1995-12-21,7.01,,
1995-12-22,7.16,,
1995-12-26,7.17,,
1995-12-27,7.26,,
1995-12-28,7.16,,
1995-12-29,7.21,,
1996-01-02,7.16,,
1996-01-03,6.47,,
1996-01-04,5.95,,
1996-01-05,5.8,,
1996-01-08,5.78,,
1996-01-09,5.48,,
1996-01-10,5.46,,
1996-01-11,6.07,,
1996-01-12,5.95,,
1996-01-15,5.51,,
1996-01-16,5.63,,
1996-01-17,5.98,,
1996-01-18,5.73,,
1996-01-19,5.73,,
1996-01-22,6.17,,
1996-01-23,6.28,,
1996-01-24,6.42,,
1996-01-25,6.91,,
1996-01-26,6.96,,
1996-01-29,6.59,,
1996-01-30,6.47,,
1996-01-31,6.57,,
1996-02-01,6.81,,
1996-02-02,7.01,,
1996-02-05,7.09,,
1996-02-06,7.26,,
1996-02-07,7.21,,
1996-02-08,7.26,,
1996-02-09,7.31,,
1996-02-12,7.21,,
1996-02-13,7.14,,
1996-02-14,7.01,,
1996-02-15,7.09,,
1996-02-16,7.01,,
1996-02-20,6.77,,
1996-02-21,6.96,,
1996-02-22,7.26,,
1996-02-23,7.6,,
1996-02-26,7.11,,
1996-02-27,5.63,,
1996-02-28,5.83,,
1996-02-29,5.48,,
1996-03-01,5.06,,
1996-03-04,5.23,,
1996-03-05,5.23,,
1996-03-06,5.14,,
1996-03-07,5.16,,
1996-03-08,4.74,,
1996-03-11,4.94,,
1996-03-12,5.19,,
1996-03-13,5.43,,
1996-03-14,5.58,,
1996-03-15,5.73,,
1996-03-18,6.02,,
1996-03-19,5.65,,
1996-03-20,5.53,,
1996-03-21,5.43,,
1996-03-22,5.53,,
1996-03-25,5.43,,
1996-03-26,5.33,,
1996-03-27,5.46,,
1996-03-28,5.58,,
1996-03-29,5.43,,
1996-04-01,5.1,,
1996-04-02,5.01,,
1996-04-03,5.16,,
1996-04-04,5.14,,
1996-04-08,5.28,,
1996-04-09,5.51,,
1996-04-10,5.36,,
1996-04-11,5.23,,
1996-04-12,5.19,,
1996-04-15,5.19,,
1996-04-16,5.43,,
1996-04-17,5.04,,
1996-04-18,4.35,,
1996-04-19,4.54,,
1996-04-22,5.19,,
1996-04-23,5.17,,
1996-04-24,5.33,,
1996-04-25,5.33,,
1996-04-26,4.81,,
1996-04-29,5.04,,
1996-04-30,5.04,,
1996-05-01,5.09,,
1996-05-02,5.04,,
1996-05-03,5.28,,
1996-05-06,5.38,,
1996-05-07,5.63,,
1996-05-08,5.68,,
1996-05-09,5.53,,
1996-05-10,5.48,,
1996-05-13,5.53,,
1996-05-14,5.68,,
1996-05-15,5.6,,
1996-05-16,5.78,,
1996-05-17,5.56,,
1996-05-20,5.53,,
1996-05-21,5.58,,
1996-05-22,5.48,,
1996-05-23,5.32,,
1996-05-24,5.14,,
1996-05-28,5.19,,
1996-05-29,5.01,,
1996-05-30,5.16,,
1996-05-31,5.09,,
1996-06-03,5.06,,
1996-06-04,5.09,,
1996-06-05,4.91,,
1996-06-06,4.69,,
1996-06-07,4.79,,
1996-06-10,4.59,,
1996-06-11,4.62,,
1996-06-12,4.74,,
1996-06-13,4.54,,
1996-06-14,4.35,,
1996-06-17,4.54,,
1996-06-18,4.4,,
1996-06-19,4.49,,
1996-06-20,4.44,,
1996-06-21,4.52,,
1996-06-24,4.47,,
1996-06-25,4.42,,
1996-06-26,4.77,,
1996-06-27,5.01,,
1996-06-28,4.89,,
1996-07-01,4.96,,
1996-07-02,4.99,,
1996-07-03,4.94,,
1996-07-05,4.64,,
1996-07-08,4.57,,
1996-07-09,4.77,,
1996-07-10,4.59,,
1996-07-11,4.49,,
1996-07-12,4.4,,
1996-07-15,4.15,,
1996-07-16,4.2,,
1996-07-17,4.32,,
1996-07-18,4.79,,
1996-07-19,5.43,,
1996-07-22,5.31,,
1996-07-23,5.19,,
1996-07-24,5.28,,
1996-07-25,5.58,,
1996-07-26,6.07,,
1996-07-29,6.01,,
1996-07-30,6.07,,
1996-07-31,6.3,,
1996-08-01,6.67,,
1996-08-02,7.04,,
1996-08-05,6.99,,
1996-08-06,7.28,,
1996-08-07,7.11,,
1996-08-08,7.01,,
1996-08-09,7.06,,
1996-08-12,7.0,,
1996-08-13,6.57,,
1996-08-14,6.69,,
1996-08-15,6.74,,
1996-08-16,6.77,,
1996-08-19,6.72,,
1996-08-20,6.69,,
1996-08-21,7.14,,
1996-08-22,7.01,,
1996-08-23,7.23,,
1996-08-26,7.23,,
1996-08-27,7.15,,
1996-08-28,7.33,,
1996-08-29,7.28,,
1996-08-30,7.25,,
1996-09-03,7.28,,
1996-09-04,7.19,,
1996-09-05,6.15,,
1996-09-06,6.35,,
1996-09-09,6.64,,
1996-09-10,6.49,,
1996-09-11,6.84,,
1996-09-12,6.84,,
1996-09-13,7.11,,
1996-09-16,7.21,,
1996-09-17,7.31,,
1996-09-18,7.21,,
1996-09-19,7.33,,
1996-09-20,7.11,,
1996-09-23,7.11,,
1996-09-24,7.23,,
1996-09-25,7.6,,
1996-09-26,7.41,,
1996-09-27,7.51,,
1996-09-30,7.38,,
1996-10-01,7.36,,
1996-10-02,7.63,,
1996-10-03,7.41,,
1996-10-04,7.54,,
1996-10-07,7.75,,
1996-10-08,7.56,,
1996-10-09,7.68,,
1996-10-10,7.51,,
1996-10-11,7.65,,
1996-10-14,7.9,,
1996-10-15,7.85,,
1996-10-16,7.8,,
1996-10-17,7.83,,
1996-10-18,7.75,,
1996-10-21,7.41,,
1996-10-22,7.21,,
1996-10-23,7.83,,
1996-10-24,7.7,,
1996-10-25,7.6,,
1996-10-28,7.51,,
1996-10-29,6.91,,
1996-10-30,7.01,,
1996-10-31,7.16,,
1996-11-01,7.09,,
1996-11-04,6.96,,
1996-11-05,6.99,,
1996-11-06,7.33,,
1996-11-07,7.8,,
1996-11-08,7.78,,
1996-11-11,7.95,,
1996-11-12,8.49,,
1996-11-13,8.52,,
1996-11-14,9.06,,
1996-11-15,9.04,,
1996-11-18,8.77,,
1996-11-19,9.09,,
1996-11-20,8.86,,
1996-11-21,8.91,,
1996-11-22,9.63,,
1996-11-25,9.98,,
1996-11-26,9.6,,
1996-11-27,9.53,,
1996-11-29,9.43,,
1996-12-02,9.28,,
1996-12-03,9.63,,
1996-12-04,9.78,,
1996-12-05,10.32,,
1996-12-06,10.0,,
1996-12-09,10.22,,
1996-12-10,10.25,,
1996-12-11,9.98,,
1996-12-12,10.2,,
1996-12-13,9.7,,
1996-12-16,9.19,,
1996-12-17,9.31,,
1996-12-18,9.7,,
1996-12-19,9.48,,
1996-12-20,9.48,,
1996-12-23,9.56,,
1996-12-24,9.63,,
1996-12-26,9.6,,
1996-12-27,9.54,,
1996-12-30,9.78,,
1996-12-31,10.05,,
1997-01-02,10.44,,
1997-01-03,10.6,,
1997-01-06,10.84,,
1997-01-07,10.63,,
1997-01-08,10.7,,
1997-01-09,11.04,,
1997-01-10,11.22,,
1997-01-13,11.7,,
1997-01-14,11.37,,
1997-01-15,9.93,,
1997-01-16,10.3,,
1997-01-17,10.11,,
1997-01-20,10.37,,
1997-01-21,10.93,,
1997-01-22,10.67,,
1997-01-23,10.7,,
1997-01-24,10.81,,
1997-01-27,10.13,,
1997-01-28,10.96,,
1997-01-29,10.81,,
1997-01-30,10.74,,
1997-01-31,11.3,,
1997-02-03,11.33,,
1997-02-04,11.11,,
1997-02-05,10.48,,
1997-02-06,10.15,,
1997-02-07,10.81,,
1997-02-10,10.52,,
1997-02-11,10.3,,
1997-02-12,10.72,,
1997-02-13,10.81,,
1997-02-14,10.59,,
1997-02-18,10.63,,
1997-02-19,10.89,,
1997-02-20,10.89,,
1997-02-21,10.89,,
1997-02-24,10.81,,
1997-02-25,10.8,,
1997-02-26,10.81,,
1997-02-27,10.67,,
1997-02-28,11.07,,
1997-03-03,10.94,,
1997-03-04,10.85,,
1997-03-05,10.41,,
1997-03-06,10.54,,
1997-03-07,8.67,,
1997-03-10,7.96,,
1997-03-11,8.09,,
1997-03-12,8.0,,
1997-03-13,8.0,,
1997-03-14,7.7,,
1997-03-17,7.56,,
1997-03-18,7.63,,
1997-03-19,7.44,,
1997-03-20,7.93,,
1997-03-21,7.89,,
1997-03-24,7.59,,
1997-03-25,7.59,,
1997-03-26,7.41,,
1997-03-27,8.7,,
1997-03-31,8.89,,
1997-04-01,8.61,,
1997-04-02,8.69,,
1997-04-03,9.22,,
1997-04-04,9.81,,
1997-04-07,9.33,,
1997-04-08,9.74,,
1997-04-09,9.65,,
1997-04-10,9.37,,
1997-04-11,9.15,,
1997-04-14,9.48,,
1997-04-15,9.78,,
1997-04-16,9.15,,
1997-04-17,8.96,,
1997-04-18,8.96,,
1997-04-21,8.78,,
1997-04-22,8.63,,
1997-04-23,9.56,,
1997-04-24,9.19,,
1997-04-25,8.78,,
1997-04-28,8.89,,
1997-04-29,9.15,,
1997-04-30,9.26,,
1997-05-01,8.91,,
1997-05-02,9.56,,
1997-05-05,10.39,,
1997-05-06,10.67,,
1997-05-07,10.07,,
1997-05-08,10.37,,
1997-05-09,10.59,,
1997-05-12,10.04,,
1997-05-13,9.89,,
1997-05-14,9.67,,
1997-05-15,10.0,,
1997-05-16,9.78,,
1997-05-19,9.35,,
1997-05-20,9.87,,
1997-05-21,10.04,,
1997-05-22,10.04,,
1997-05-23,10.04,,
1997-05-27,10.74,,
1997-05-28,10.67,,
1997-05-29,10.44,,
1997-05-30,10.52,,
1997-06-02,10.56,,
1997-06-03,10.26,,
1997-06-04,9.89,,
1997-06-05,9.78,,
1997-06-06,9.36,,
1997-06-09,9.61,,
1997-06-10,9.31,,
1997-06-11,9.28,,
1997-06-12,9.0,,
1997-06-13,8.59,,
1997-06-16,9.21,,
