date,RCL,RCL_EPS,PE Ratio
1993-12-16,12.13,,
1993-12-17,12.25,,
1993-12-20,12.38,,
1993-12-21,12.56,,
1993-12-22,12.44,,
1993-12-23,12.75,,
1993-12-27,12.94,,
1993-12-28,13.38,,
1993-12-29,13.13,,
1993-12-30,13.25,,
1993-12-31,13.38,,
1994-01-03,13.25,,
1994-01-04,13.56,,
1994-01-05,13.25,,
1994-01-06,13.19,,
1994-01-07,13.19,,
1994-01-10,13.56,,
1994-01-11,13.38,,
1994-01-12,13.44,,
1994-01-13,13.38,,
1994-01-14,13.44,,
1994-01-17,14.13,,
1994-01-18,14.0,,
1994-01-19,13.75,,
1994-01-20,13.94,,
1994-01-21,14.0,,
1994-01-24,14.06,,
1994-01-25,14.06,,
1994-01-26,13.88,,
1994-01-27,13.63,,
1994-01-28,13.56,,
1994-01-31,13.56,,
1994-02-01,13.56,,
1994-02-02,13.56,,
1994-02-03,13.44,,
1994-02-04,13.38,,
1994-02-07,13.31,,
1994-02-08,14.13,,
1994-02-09,14.06,,
1994-02-10,14.0,,
1994-02-11,13.81,,
1994-02-14,13.88,,
1994-02-15,13.63,,
1994-02-16,13.38,,
1994-02-17,13.5,,
1994-02-18,13.5,,
1994-02-22,13.25,,
1994-02-23,13.31,,
1994-02-24,13.44,,
1994-02-25,13.44,,
1994-02-28,13.69,,
1994-03-01,13.63,,
1994-03-02,13.25,,
1994-03-03,13.25,,
1994-03-04,13.44,,
1994-03-07,13.44,,
1994-03-08,13.5,,
1994-03-09,13.5,,
1994-03-10,13.44,,
1994-03-11,13.13,,
1994-03-14,13.31,,
1994-03-15,13.38,,
1994-03-16,13.38,,
1994-03-17,13.31,,
1994-03-18,13.5,,
1994-03-21,13.63,,
1994-03-22,13.5,,
1994-03-23,13.69,,
1994-03-24,13.56,,
1994-03-25,13.56,,
1994-03-28,13.5,,
1994-03-29,13.31,,
1994-03-30,12.94,,
1994-03-31,12.44,,
1994-04-04,12.0,,
1994-04-05,12.38,,
1994-04-06,12.31,,
1994-04-07,12.44,,
1994-04-08,12.38,,
1994-04-11,12.44,,
1994-04-12,12.69,,
1994-04-13,12.69,,
1994-04-14,12.69,,
1994-04-15,12.75,,
1994-04-18,12.81,,
1994-04-19,12.69,,
1994-04-20,12.56,,
1994-04-21,12.5,,
1994-04-22,12.63,,
1994-04-25,12.81,,
1994-04-26,12.88,,
1994-04-28,13.38,,
1994-04-29,13.88,,
1994-05-02,13.94,,
1994-05-03,13.88,,
1994-05-04,13.63,,
1994-05-05,13.75,,
1994-05-06,13.69,,
1994-05-09,13.38,,
1994-05-10,13.31,,
1994-05-11,13.31,,
1994-05-12,13.63,,
1994-05-13,13.5,,
1994-05-16,13.81,,
1994-05-17,13.75,,
1994-05-18,13.81,,
1994-05-19,14.13,,
1994-05-20,14.31,,
1994-05-23,14.31,,
1994-05-24,14.0,,
1994-05-25,14.25,,
1994-05-26,14.25,,
1994-05-27,14.38,,
1994-05-31,14.56,,
1994-06-01,14.63,,
1994-06-02,14.25,,
1994-06-03,14.38,,
1994-06-06,14.5,,
1994-06-07,14.0,,
1994-06-08,14.06,,
1994-06-09,14.06,,
1994-06-10,14.06,,
1994-06-13,14.13,,
1994-06-14,14.25,,
1994-06-15,14.19,,
1994-06-16,14.31,,
1994-06-17,14.25,,
1994-06-20,13.81,,
1994-06-21,13.44,,
1994-06-22,13.75,,
1994-06-23,13.75,,
1994-06-24,13.5,,
1994-06-27,13.56,,
1994-06-28,13.94,,
1994-06-29,13.94,,
1994-06-30,13.88,,
1994-07-01,13.88,,
1994-07-05,13.81,,
1994-07-06,13.88,,
1994-07-07,14.19,,
1994-07-08,14.56,,
1994-07-11,14.44,,
1994-07-12,14.75,,
1994-07-13,14.56,,
1994-07-14,14.56,,
1994-07-15,14.56,,
1994-07-18,14.44,,
1994-07-19,14.5,,
1994-07-20,14.44,,
1994-07-21,14.5,,
1994-07-22,14.44,,
1994-07-25,14.44,,
1994-07-26,14.44,,
1994-07-27,14.44,,
1994-07-28,14.44,,
1994-07-29,14.44,,
1994-08-01,14.44,,
1994-08-02,14.5,,
1994-08-03,14.44,,
1994-08-04,14.5,,
1994-08-05,14.63,,
1994-08-08,14.69,,
1994-08-09,14.69,,
1994-08-10,14.5,,
1994-08-11,14.5,,
1994-08-12,14.75,,
1994-08-15,14.75,,
1994-08-16,14.88,,
1994-08-17,14.88,,
1994-08-18,14.88,,
1994-08-19,14.88,,
1994-08-22,14.81,,
1994-08-23,14.88,,
1994-08-24,14.81,,
1994-08-25,14.69,,
1994-08-26,14.75,,
1994-08-29,14.75,,
1994-08-30,14.75,,
1994-08-31,14.69,,
1994-09-01,13.69,,
1994-09-02,14.06,,
1994-09-06,14.38,,
1994-09-07,14.38,,
1994-09-08,14.25,,
1994-09-09,14.13,,
1994-09-12,14.19,,
1994-09-13,14.31,,
1994-09-14,14.38,,
1994-09-15,14.5,,
1994-09-16,14.19,,
1994-09-19,14.06,,
1994-09-20,14.0,,
1994-09-21,13.75,,
1994-09-22,13.63,,
1994-09-23,13.44,,
1994-09-26,13.19,,
1994-09-27,12.94,,
1994-09-28,13.13,,
1994-09-29,13.31,,
1994-09-30,13.0,,
1994-10-03,13.19,,
1994-10-04,13.06,,
1994-10-05,13.0,,
1994-10-06,13.06,,
1994-10-07,13.06,,
1994-10-10,13.69,,
1994-10-11,13.75,,
1994-10-12,14.5,,
1994-10-13,14.81,,
1994-10-14,14.5,,
1994-10-17,14.69,,
1994-10-18,14.75,,
1994-10-19,14.75,,
1994-10-20,14.5,,
1994-10-21,14.56,,
1994-10-24,14.56,,
1994-10-25,14.5,,
1994-10-26,14.88,,
1994-10-27,15.19,,
1994-10-28,15.0,,
1994-10-31,14.88,,
1994-11-01,14.5,,
1994-11-02,14.56,,
1994-11-03,14.56,,
1994-11-04,14.63,,
1994-11-07,14.5,,
1994-11-08,14.31,,
1994-11-09,14.31,,
1994-11-10,14.19,,
1994-11-11,14.13,,
1994-11-14,14.13,,
1994-11-15,14.0,,
1994-11-16,14.0,,
1994-11-17,13.94,,
1994-11-18,13.81,,
1994-11-21,13.81,,
1994-11-22,13.63,,
1994-11-23,13.5,,
1994-11-25,13.63,,
1994-11-28,13.5,,
1994-11-29,13.5,,
1994-11-30,13.75,,
1994-12-01,13.56,,
1994-12-02,13.5,,
1994-12-05,13.5,,
1994-12-06,13.38,,
1994-12-07,13.44,,
1994-12-08,13.19,,
1994-12-09,12.88,,
1994-12-12,12.69,,
1994-12-13,12.75,,
1994-12-14,13.0,,
1994-12-15,13.0,,
1994-12-16,13.25,,
1994-12-19,13.13,,
1994-12-20,13.06,,
1994-12-21,13.13,,
1994-12-22,13.38,,
1994-12-23,13.88,,
1994-12-27,13.69,,
1994-12-28,13.5,,
1994-12-29,13.88,,
1994-12-30,14.25,,
1995-01-03,13.81,,
1995-01-04,13.5,,
1995-01-05,13.44,,
1995-01-06,13.5,,
1995-01-09,13.56,,
1995-01-10,13.44,,
1995-01-11,13.0,,
1995-01-12,13.25,,
1995-01-13,13.31,,
1995-01-16,13.31,,
1995-01-17,13.19,,
1995-01-18,13.13,,
1995-01-19,13.19,,
1995-01-20,13.19,,
1995-01-23,13.25,,
1995-01-24,13.5,,
1995-01-25,13.88,,
1995-01-26,14.0,,
1995-01-27,13.88,,
1995-01-30,13.88,,
1995-01-31,13.75,,
1995-02-01,13.75,,
1995-02-02,13.81,,
1995-02-03,13.81,,
1995-02-06,13.81,,
1995-02-07,13.63,,
1995-02-08,12.69,,
1995-02-09,12.75,,
1995-02-10,12.94,,
1995-02-13,12.63,,
1995-02-14,12.75,,
1995-02-15,12.63,,
1995-02-16,12.75,,
1995-02-17,12.94,,
1995-02-21,12.94,,
1995-02-22,12.94,,
1995-02-23,13.19,,
1995-02-24,13.06,,
1995-02-27,12.88,,
1995-02-28,12.75,,
1995-03-01,12.75,,
1995-03-02,12.69,,
1995-03-03,12.75,,
1995-03-06,12.69,,
1995-03-07,12.63,,
1995-03-08,12.63,,
1995-03-09,12.44,,
1995-03-10,12.44,,
1995-03-13,12.25,,
1995-03-14,12.13,,
1995-03-15,12.25,,
1995-03-16,12.38,,
1995-03-17,12.75,,
1995-03-20,12.81,,
1995-03-21,12.94,,
1995-03-22,12.5,,
1995-03-23,12.31,,
1995-03-24,12.5,,
1995-03-27,12.63,,
1995-03-28,12.75,,
1995-03-29,12.75,,
1995-03-30,12.94,,
1995-03-31,13.06,,
1995-04-03,13.13,,
1995-04-04,12.94,,
1995-04-05,12.88,,
1995-04-06,13.0,,
1995-04-07,13.13,,
1995-04-10,13.31,,
1995-04-11,13.25,,
1995-04-12,13.13,,
1995-04-13,13.13,,
1995-04-17,12.88,,
1995-04-18,12.69,,
1995-04-19,12.63,,
1995-04-20,12.19,,
1995-04-21,12.0,,
1995-04-24,12.0,,
1995-04-25,12.06,,
1995-04-26,12.19,,
1995-04-27,11.94,,
1995-04-28,11.94,,
1995-05-01,11.75,,
1995-05-02,12.13,,
1995-05-03,12.5,,
1995-05-04,12.38,,
1995-05-05,12.44,,
1995-05-08,12.81,,
1995-05-09,12.75,,
1995-05-10,12.69,,
1995-05-11,12.94,,
1995-05-12,12.94,,
1995-05-15,12.81,,
1995-05-16,12.75,,
1995-05-17,12.81,,
1995-05-18,13.0,,
1995-05-19,12.88,,
1995-05-22,12.88,,
1995-05-23,12.75,,
1995-05-24,12.81,,
1995-05-25,13.0,,
1995-05-26,12.94,,
1995-05-30,13.19,,
1995-05-31,12.5,,
1995-06-01,12.25,,
1995-06-02,12.0,,
1995-06-05,11.56,,
1995-06-06,11.19,,
1995-06-07,11.63,,
1995-06-08,11.5,,
1995-06-09,11.31,,
1995-06-12,11.13,,
1995-06-13,11.5,,
1995-06-14,11.06,,
1995-06-15,11.0,,
1995-06-16,11.0,,
1995-06-19,10.94,,
1995-06-20,10.94,,
1995-06-21,10.94,,
1995-06-22,10.88,,
1995-06-23,10.94,,
1995-06-26,11.13,,
1995-06-27,11.13,,
1995-06-28,11.19,,
1995-06-29,11.0,,
1995-06-30,11.0,,
1995-07-03,11.0,,
1995-07-05,10.88,,
1995-07-06,11.06,,
1995-07-07,11.13,,
1995-07-10,11.38,,
1995-07-11,11.44,,
1995-07-12,11.63,,
1995-07-13,11.56,,
1995-07-14,11.63,,
1995-07-17,11.69,,
1995-07-18,11.69,,
1995-07-19,11.56,,
1995-07-20,11.69,,
1995-07-21,11.44,,
1995-07-24,11.5,,
1995-07-25,11.38,,
1995-07-26,11.31,,
1995-07-27,11.19,,
1995-07-28,11.06,,
1995-07-31,10.88,,
1995-08-01,10.94,,
1995-08-02,10.81,,
1995-08-03,10.81,,
1995-08-04,10.81,,
1995-08-07,10.75,,
1995-08-08,10.75,,
1995-08-09,11.06,,
1995-08-10,11.06,,
1995-08-11,11.0,,
1995-08-14,10.81,,
1995-08-15,11.06,,
1995-08-16,11.13,,
1995-08-17,11.25,,
1995-08-18,11.25,,
1995-08-21,11.19,,
1995-08-22,11.06,,
1995-08-23,11.06,,
1995-08-24,11.31,,
1995-08-25,11.19,,
1995-08-28,11.13,,
1995-08-29,11.19,,
1995-08-30,10.81,,
1995-08-31,10.88,,
1995-09-01,10.75,,
1995-09-05,10.88,,
1995-09-06,11.06,,
1995-09-07,11.44,,
1995-09-08,11.31,,
1995-09-11,11.19,,
1995-09-12,11.06,,
1995-09-13,11.06,,
1995-09-14,11.25,,
1995-09-15,11.31,,
1995-09-18,11.25,,
1995-09-19,11.5,,
1995-09-20,11.69,,
1995-09-21,11.81,,
1995-09-22,11.75,,
1995-09-25,11.94,,
1995-09-26,12.06,,
1995-09-27,11.81,,
1995-09-28,11.88,,
1995-09-29,12.13,,
1995-10-02,11.94,,
1995-10-03,11.69,,
1995-10-04,11.38,,
1995-10-05,11.69,,
1995-10-06,11.56,,
1995-10-09,11.5,,
1995-10-10,11.44,,
1995-10-11,11.44,,
1995-10-12,11.5,,
1995-10-13,11.63,,
1995-10-16,11.63,,
1995-10-17,11.81,,
1995-10-18,11.75,,
1995-10-19,11.81,,
1995-10-20,11.63,,
1995-10-23,11.69,,
1995-10-24,11.75,,
1995-10-25,11.75,,
1995-10-26,11.69,,
1995-10-27,11.81,,
1995-10-30,11.75,,
1995-10-31,11.5,,
1995-11-01,11.5,,
1995-11-02,11.88,,
1995-11-03,12.13,,
1995-11-06,12.25,,
1995-11-07,12.19,,
1995-11-08,12.13,,
1995-11-09,12.19,,
1995-11-10,12.19,,
1995-11-13,12.25,,
1995-11-14,12.13,,
1995-11-15,12.5,,
1995-11-16,12.5,,
1995-11-17,12.25,,
1995-11-20,12.19,,
1995-11-21,12.06,,
1995-11-22,12.13,,
1995-11-24,12.06,,
1995-11-27,12.25,,
1995-11-28,12.38,,
1995-11-29,12.19,,
1995-11-30,12.13,,
1995-12-01,11.81,,
1995-12-04,11.5,,
1995-12-05,11.69,,
1995-12-06,12.0,,
1995-12-07,12.13,,
1995-12-08,12.0,,
1995-12-11,11.94,,
1995-12-12,11.88,,
1995-12-13,11.81,,
1995-12-14,11.5,,
1995-12-15,11.5,,
1995-12-18,11.13,,
1995-12-19,10.94,,
1995-12-20,10.88,,
1995-12-21,10.81,,
1995-12-22,10.94,,
1995-12-26,10.63,,
1995-12-27,10.81,,
1995-12-28,10.63,,
1995-12-29,11.0,,
1996-01-02,11.25,,
1996-01-03,11.25,,
1996-01-04,11.06,,
1996-01-05,11.06,,
1996-01-08,11.19,,
1996-01-09,11.19,,
1996-01-10,10.94,,
1996-01-11,10.94,,
1996-01-12,11.0,,
1996-01-15,11.0,,
1996-01-16,11.25,,
1996-01-17,11.25,,
1996-01-18,11.13,,
1996-01-19,11.19,,
1996-01-22,11.0,,
1996-01-23,10.81,,
1996-01-24,11.0,,
1996-01-25,11.0,,
1996-01-26,10.94,,
1996-01-29,11.0,,
1996-01-30,11.0,,
1996-01-31,11.19,,
1996-02-01,11.38,,
1996-02-02,11.44,,
1996-02-05,11.13,,
1996-02-06,11.25,,
1996-02-07,11.75,,
1996-02-08,12.0,,
1996-02-09,12.06,,
1996-02-12,12.19,,
1996-02-13,12.19,,
1996-02-14,12.31,,
1996-02-15,12.25,,
1996-02-16,12.38,,
1996-02-20,12.0,,
1996-02-21,11.88,,
1996-02-22,12.06,,
1996-02-23,12.25,,
1996-02-26,12.06,,
1996-02-27,11.88,,
1996-02-28,11.94,,
1996-02-29,11.69,,
1996-03-01,11.88,,
1996-03-04,12.25,,
1996-03-05,12.13,,
1996-03-06,12.25,,
1996-03-07,12.31,,
1996-03-08,11.88,,
1996-03-11,12.06,,
1996-03-12,12.0,,
1996-03-13,11.94,,
1996-03-14,12.06,,
1996-03-15,11.88,,
1996-03-18,11.69,,
1996-03-19,11.63,,
1996-03-20,11.63,,
1996-03-21,11.69,,
1996-03-22,11.81,,
1996-03-25,11.88,,
1996-03-26,11.75,,
1996-03-27,11.69,,
1996-03-28,11.88,,
1996-03-29,12.19,,
1996-04-01,12.25,,
1996-04-02,12.0,,
1996-04-03,12.13,,
1996-04-04,12.31,,
1996-04-08,12.25,,
1996-04-09,12.75,,
1996-04-10,12.81,,
1996-04-11,12.81,,
1996-04-12,12.81,,
1996-04-15,13.0,,
1996-04-16,13.0,,
1996-04-17,13.0,,
1996-04-18,13.13,,
1996-04-19,13.31,,
1996-04-22,13.44,,
1996-04-23,13.25,,
1996-04-24,13.56,,
1996-04-25,14.0,,
1996-04-26,14.06,,
1996-04-29,14.06,,
1996-04-30,14.06,,
1996-05-01,13.94,,
1996-05-02,14.0,,
1996-05-03,14.06,,
1996-05-06,13.94,,
1996-05-07,13.94,,
1996-05-08,13.75,,
1996-05-09,13.88,,
1996-05-10,14.06,,
1996-05-13,14.0,,
1996-05-14,14.13,,
1996-05-15,14.19,,
1996-05-16,14.13,,
1996-05-17,14.06,,
1996-05-20,14.13,,
1996-05-21,14.0,,
1996-05-22,14.0,,
1996-05-23,14.0,,
1996-05-24,14.13,,
1996-05-28,14.13,,
1996-05-29,14.25,,
1996-05-30,14.38,,
1996-05-31,14.38,,
1996-06-03,14.44,,
1996-06-04,14.44,,
1996-06-05,14.31,,
1996-06-06,14.38,,
1996-06-07,14.38,,
1996-06-10,14.38,,
1996-06-11,14.38,,
1996-06-12,14.31,,
1996-06-13,14.44,,
1996-06-14,14.19,,
1996-06-17,14.13,,
1996-06-18,14.06,,
1996-06-19,13.88,,
1996-06-20,13.75,,
1996-06-21,13.56,,
1996-06-24,13.63,,
1996-06-25,14.0,,
1996-06-26,13.94,,
1996-06-27,14.13,,
1996-06-28,14.25,,
1996-07-01,14.19,,
1996-07-02,14.25,,
1996-07-03,14.0,,
1996-07-05,13.94,,
1996-07-08,13.75,,
1996-07-09,13.75,,
1996-07-10,13.88,,
1996-07-11,13.31,,
1996-07-12,13.0,,
1996-07-15,13.0,,
1996-07-16,12.5,,
1996-07-17,12.38,,
1996-07-18,12.25,,
1996-07-19,12.25,,
1996-07-22,12.13,,
1996-07-23,11.94,,
1996-07-24,11.44,,
1996-07-25,11.94,,
1996-07-26,12.0,,
1996-07-29,12.19,,
1996-07-30,12.25,,
1996-07-31,12.25,,
1996-08-01,12.5,,
1996-08-02,12.69,,
1996-08-05,12.81,,
1996-08-06,12.94,,
1996-08-07,12.88,,
1996-08-08,12.94,,
1996-08-09,13.0,,
1996-08-12,12.94,,
1996-08-13,12.94,,
1996-08-14,12.88,,
1996-08-15,12.94,,
1996-08-16,12.94,,
1996-08-19,12.88,,
1996-08-20,12.94,,
1996-08-21,13.06,,
1996-08-22,13.13,,
1996-08-23,13.13,,
1996-08-26,13.19,,
1996-08-27,13.13,,
1996-08-28,13.25,,
1996-08-29,13.06,,
1996-08-30,13.19,,
1996-09-03,13.31,,
1996-09-04,13.31,,
1996-09-05,13.19,,
1996-09-06,13.31,,
1996-09-09,13.44,,
1996-09-10,13.5,,
1996-09-11,13.38,,
1996-09-12,13.38,,
1996-09-13,13.5,,
1996-09-16,13.25,,
1996-09-17,13.19,,
1996-09-18,13.38,,
1996-09-19,13.31,,
1996-09-20,13.38,,
1996-09-23,13.31,,
1996-09-24,13.38,,
1996-09-25,13.31,,
1996-09-26,13.25,,
1996-09-27,13.31,,
1996-09-30,13.31,,
1996-10-01,13.38,,
1996-10-02,13.38,,
1996-10-03,13.31,,
1996-10-04,13.31,,
1996-10-07,13.38,,
1996-10-08,13.31,,
1996-10-09,13.31,,
1996-10-10,13.5,,
1996-10-11,13.63,,
1996-10-14,13.44,,
1996-10-15,13.19,,
1996-10-16,13.25,,
1996-10-17,13.31,,
1996-10-18,13.38,,
1996-10-21,13.44,,
1996-10-22,13.38,,
1996-10-23,13.38,,
1996-10-24,13.38,,
1996-10-25,13.25,,
1996-10-28,13.13,,
1996-10-29,13.19,,
1996-10-30,13.31,,
1996-10-31,13.44,,
1996-11-01,13.31,,
1996-11-04,13.13,,
1996-11-05,13.19,,
1996-11-06,13.13,,
1996-11-07,13.19,,
1996-11-08,13.5,,
1996-11-11,13.25,,
1996-11-12,13.13,,
1996-11-13,13.0,,
1996-11-14,13.06,,
1996-11-15,13.0,,
1996-11-18,12.94,,
1996-11-19,13.0,,
1996-11-20,13.0,,
1996-11-21,12.81,,
1996-11-22,12.75,,
1996-11-25,13.0,,
1996-11-26,13.0,,
1996-11-27,12.88,,
1996-11-29,12.94,,
1996-12-02,13.0,,
1996-12-03,12.88,,
1996-12-04,12.88,,
1996-12-05,12.88,,
1996-12-06,12.81,,
1996-12-09,12.81,,
1996-12-10,12.88,,
1996-12-11,12.75,,
1996-12-12,12.75,,
1996-12-13,12.63,,
1996-12-16,12.5,,
1996-12-17,12.38,,
1996-12-18,12.31,,
1996-12-19,11.94,,
1996-12-20,12.0,,
1996-12-23,11.63,,
1996-12-24,11.63,,
1996-12-26,11.81,,
1996-12-27,11.75,,
1996-12-30,11.75,,
1996-12-31,11.69,,
1997-01-02,11.94,,
1997-01-03,12.0,,
1997-01-06,12.25,,
1997-01-07,12.31,,
1997-01-08,12.25,,
1997-01-09,12.13,,
1997-01-10,11.88,,
1997-01-13,11.81,,
1997-01-14,11.88,,
1997-01-15,11.75,,
1997-01-16,11.88,,
1997-01-17,11.81,,
1997-01-20,11.75,,
1997-01-21,11.75,,
1997-01-22,11.88,,
1997-01-23,12.06,,
1997-01-24,12.06,,
1997-01-27,12.13,,
1997-01-28,12.44,,
1997-01-29,12.63,,
1997-01-30,13.0,,
1997-01-31,13.19,,
1997-02-03,13.94,,
1997-02-04,14.13,,
1997-02-05,14.06,,
1997-02-06,13.56,,
1997-02-07,13.75,,
1997-02-10,13.56,,
1997-02-11,13.31,,
1997-02-12,13.5,,
1997-02-13,14.19,,
1997-02-14,14.25,,
1997-02-18,14.06,,
1997-02-19,14.13,,
1997-02-20,13.94,,
1997-02-21,14.0,,
1997-02-24,14.0,,
1997-02-25,14.25,,
1997-02-26,14.5,,
1997-02-27,14.69,,
1997-02-28,14.63,,
1997-03-03,14.63,,
1997-03-04,15.0,,
1997-03-05,15.19,,
1997-03-06,15.31,,
1997-03-07,15.31,,
1997-03-10,15.25,,
1997-03-11,15.25,,
1997-03-12,15.25,,
1997-03-13,15.25,,
1997-03-14,15.44,,
1997-03-17,15.44,,
1997-03-18,15.19,,
1997-03-19,15.63,,
1997-03-20,15.94,,
1997-03-21,15.94,,
1997-03-24,16.06,,
1997-03-25,15.63,,
1997-03-26,15.69,,
1997-03-27,15.5,,
1997-03-31,15.25,,
1997-04-01,15.63,,
1997-04-02,15.75,,
1997-04-03,15.5,,
1997-04-04,15.31,,
1997-04-07,15.5,,
1997-04-08,15.5,,
1997-04-09,15.38,,
1997-04-10,15.5,,
1997-04-11,15.25,,
1997-04-14,15.25,,
1997-04-15,15.38,,
1997-04-16,15.56,,
1997-04-17,15.63,,
1997-04-18,15.88,,
1997-04-21,15.63,,
1997-04-22,15.94,,
1997-04-23,15.75,,
1997-04-24,16.06,,
1997-04-25,15.94,,
1997-04-28,15.88,,
1997-04-29,15.88,,
1997-04-30,15.94,,
1997-05-01,15.88,,
1997-05-02,15.81,,
1997-05-05,15.69,,
1997-05-06,15.88,,
1997-05-07,16.13,,
1997-05-08,16.31,,
1997-05-09,16.31,,
1997-05-12,16.81,,
1997-05-13,16.69,,
1997-05-14,16.81,,
1997-05-15,16.94,,
1997-05-16,16.81,,
1997-05-19,17.06,,
1997-05-20,17.0,,
1997-05-21,17.19,,
1997-05-22,17.19,,
1997-05-23,17.19,,
1997-05-27,17.31,,
1997-05-28,17.5,,
1997-05-29,17.63,,
1997-05-30,17.44,,
1997-06-02,17.69,,
1997-06-03,17.81,,
1997-06-04,17.75,,
1997-06-05,17.63,,
1997-06-06,17.69,,
1997-06-09,17.94,,
1997-06-10,17.88,,
1997-06-11,17.88,,
1997-06-12,17.88,,
1997-06-13,18.13,,
1997-06-16,18.44,,
1997-06-17,19.56,,
1997-06-18,18.88,,
1997-06-19,18.75,,
1997-06-20,18.81,,
1997-06-23,18.88,,
1997-06-24,18.75,,
1997-06-25,18.44,,
1997-06-26,17.06,,
1997-06-27,17.31,,
1997-06-30,17.47,,
1997-07-01,17.38,,
1997-07-02,17.31,,
1997-07-03,17.94,,
1997-07-07,18.25,,
1997-07-08,18.25,,
1997-07-09,18.09,,
1997-07-10,18.19,,
1997-07-11,18.0,,
1997-07-14,18.0,,
1997-07-15,17.91,,
1997-07-16,17.84,,
1997-07-17,17.84,,
1997-07-18,17.69,,
1997-07-21,17.38,,
1997-07-22,19.16,,
1997-07-23,19.03,,
1997-07-24,18.47,,
