date,SWK,SWK_EPS,PE Ratio
1996-12-13,27.88,,
1996-12-16,26.63,,
1996-12-17,27.25,,
1996-12-18,27.38,,
1996-12-19,27.75,,
1996-12-20,27.75,,
1996-12-23,27.88,,
1996-12-24,28.13,,
1996-12-26,27.75,,
1996-12-27,27.75,,
1996-12-30,28.5,,
1996-12-31,27.0,,
1997-01-02,29.38,,
1997-01-03,32.38,,
1997-01-06,31.75,,
1997-01-07,32.25,,
1997-01-08,33.5,,
1997-01-09,34.5,,
1997-01-10,34.5,,
1997-01-13,35.63,,
1997-01-14,36.63,,
1997-01-15,35.63,,
1997-01-16,36.63,,
1997-01-17,37.5,,
1997-01-20,38.13,,
1997-01-21,38.13,,
1997-01-22,39.0,,
1997-01-23,38.0,,
1997-01-24,36.75,,
1997-01-27,36.63,,
1997-01-28,35.75,,
1997-01-29,36.0,,
1997-01-30,37.63,,
1997-01-31,38.0,,
1997-02-03,37.88,,
1997-02-04,38.5,,
1997-02-05,37.0,,
1997-02-06,36.63,,
1997-02-07,36.88,,
1997-02-10,36.25,,
1997-02-11,36.38,,
1997-02-12,36.38,,
1997-02-13,37.38,,
1997-02-14,37.38,,
1997-02-18,37.38,,
1997-02-19,37.0,,
1997-02-20,37.25,,
1997-02-21,37.75,,
1997-02-24,38.88,,
1997-02-25,38.88,,
1997-02-26,38.5,,
1997-02-27,38.5,,
1997-02-28,38.25,,
1997-03-03,38.25,,
1997-03-04,38.38,,
1997-03-05,39.75,,
1997-03-06,38.88,,
1997-03-07,40.13,,
1997-03-10,40.75,,
1997-03-11,39.88,,
1997-03-12,39.5,,
1997-03-13,39.13,,
1997-03-14,39.25,,
1997-03-17,39.75,,
1997-03-18,39.5,,
1997-03-19,39.38,,
1997-03-20,39.25,,
1997-03-21,39.38,,
1997-03-24,39.5,,
1997-03-25,39.5,,
1997-03-26,39.25,,
1997-03-27,38.88,,
1997-03-31,37.88,,
1997-04-01,37.88,,
1997-04-02,37.0,,
1997-04-03,37.13,,
1997-04-04,37.5,,
1997-04-07,38.0,,
1997-04-08,37.25,,
1997-04-09,36.75,,
1997-04-10,36.38,,
1997-04-11,36.0,,
1997-04-14,36.0,,
1997-04-15,37.0,,
1997-04-16,37.75,,
1997-04-17,37.75,,
1997-04-18,38.0,,
1997-04-21,38.13,,
1997-04-22,38.38,,
1997-04-23,37.88,,
1997-04-24,38.0,,
1997-04-25,38.13,,
1997-04-28,37.88,,
1997-04-29,39.63,,
1997-04-30,38.88,,
1997-05-01,37.75,,
1997-05-02,38.75,,
1997-05-05,39.25,,
1997-05-06,39.25,,
1997-05-07,38.5,,
1997-05-08,38.38,,
1997-05-09,38.5,,
1997-05-12,39.38,,
1997-05-13,38.25,,
1997-05-14,38.63,,
1997-05-15,39.13,,
1997-05-16,38.63,,
1997-05-19,39.25,,
1997-05-20,39.38,,
1997-05-21,39.25,,
1997-05-22,39.38,,
1997-05-23,39.75,,
1997-05-27,41.13,,
1997-05-28,40.75,,
1997-05-29,42.25,,
1997-05-30,41.0,,
1997-06-02,40.5,,
1997-06-03,40.88,,
1997-06-04,40.5,,
1997-06-05,40.25,,
1997-06-06,41.0,,
1997-06-09,41.75,,
1997-06-10,41.75,,
1997-06-11,41.25,,
1997-06-12,43.75,,
1997-06-13,42.75,,
1997-06-16,42.75,,
1997-06-17,43.5,,
1997-06-18,42.75,,
1997-06-19,43.0,,
1997-06-20,42.38,,
1997-06-23,41.38,,
1997-06-24,42.19,,
1997-06-25,40.88,,
1997-06-26,40.63,,
1997-06-27,41.5,,
1997-06-30,40.0,,
1997-07-01,40.75,,
1997-07-02,43.81,,
1997-07-03,42.81,,
1997-07-07,44.13,,
1997-07-08,43.81,,
1997-07-09,43.88,,
1997-07-10,44.56,,
1997-07-11,46.75,,
1997-07-14,44.69,,
1997-07-15,45.94,,
1997-07-16,45.56,,
1997-07-17,46.5,,
1997-07-18,44.44,,
1997-07-21,43.75,,
1997-07-22,44.44,,
1997-07-23,45.56,,
1997-07-24,45.88,,
1997-07-25,45.5,,
1997-07-28,45.06,,
1997-07-29,45.63,,
1997-07-30,45.75,,
1997-07-31,45.31,,
1997-08-01,44.69,,
1997-08-04,44.81,,
1997-08-05,45.56,,
1997-08-06,45.44,,
1997-08-07,45.0,,
1997-08-08,43.5,,
1997-08-11,44.5,,
1997-08-12,44.25,,
1997-08-13,44.31,,
1997-08-14,44.0,,
1997-08-15,43.0,,
1997-08-18,43.06,,
1997-08-19,43.31,,
1997-08-20,43.88,,
1997-08-21,43.06,,
1997-08-22,43.75,,
1997-08-25,43.13,,
1997-08-26,43.94,,
1997-08-27,43.25,,
1997-08-28,42.81,,
1997-08-29,42.56,,
1997-09-02,42.88,,
1997-09-03,42.88,,
1997-09-04,42.0,,
1997-09-05,43.0,,
1997-09-08,43.06,,
1997-09-09,43.38,,
1997-09-10,42.94,,
1997-09-11,42.06,,
1997-09-12,43.06,,
1997-09-15,42.44,,
1997-09-16,43.63,,
1997-09-17,43.56,,
1997-09-18,43.38,,
1997-09-19,43.0,,
1997-09-22,43.06,,
1997-09-23,42.5,,
1997-09-24,42.63,,
1997-09-25,42.88,,
1997-09-26,42.63,,
1997-09-29,43.0,,
1997-09-30,43.0,,
1997-10-01,43.94,,
1997-10-02,43.19,,
1997-10-03,43.25,,
1997-10-06,43.06,,
1997-10-07,43.56,,
1997-10-08,42.81,,
1997-10-09,42.75,,
1997-10-10,42.94,,
1997-10-13,43.19,,
1997-10-14,42.88,,
1997-10-15,42.75,,
1997-10-16,42.06,,
1997-10-17,41.81,,
1997-10-20,43.0,,
1997-10-21,44.0,,
1997-10-22,43.75,,
1997-10-23,42.94,,
1997-10-24,43.06,,
1997-10-27,41.0,,
1997-10-28,42.56,,
1997-10-29,41.69,,
1997-10-30,41.69,,
1997-10-31,42.25,,
1997-11-03,43.94,,
1997-11-04,43.25,,
1997-11-05,43.5,,
1997-11-06,43.13,,
1997-11-07,42.63,,
1997-11-10,42.25,,
1997-11-11,42.75,,
1997-11-12,42.0,,
1997-11-13,42.19,,
1997-11-14,42.63,,
1997-11-17,42.94,,
1997-11-18,42.13,,
1997-11-19,42.63,,
1997-11-20,43.44,,
1997-11-21,43.63,,
1997-11-24,43.31,,
1997-11-25,43.38,,
1997-11-26,44.06,,
1997-11-28,44.06,,
1997-12-01,44.63,,
1997-12-02,44.94,,
1997-12-03,45.31,,
1997-12-04,45.31,,
1997-12-05,45.69,,
1997-12-08,45.88,,
1997-12-09,45.44,,
1997-12-10,44.94,,
1997-12-11,44.5,,
1997-12-12,44.06,,
1997-12-15,44.25,,
1997-12-16,44.19,,
1997-12-17,44.25,,
1997-12-18,44.06,,
1997-12-19,44.0,,
1997-12-22,44.94,,
1997-12-23,43.75,,
1997-12-24,44.38,,
1997-12-26,43.81,,
1997-12-29,45.38,,
1997-12-30,46.38,,
1997-12-31,47.19,,
1998-01-02,45.56,,
1998-01-05,45.38,,
1998-01-06,44.19,,
1998-01-07,44.19,,
1998-01-08,44.13,,
1998-01-09,42.94,,
1998-01-12,44.0,,
1998-01-13,43.69,,
1998-01-14,43.88,,
1998-01-15,43.56,,
1998-01-16,44.13,,
1998-01-20,46.06,,
1998-01-21,45.13,,
1998-01-22,44.56,,
1998-01-23,44.31,,
1998-01-26,44.56,,
1998-01-27,44.94,,
1998-01-28,44.5,,
1998-01-29,44.69,,
1998-01-30,44.25,,
1998-02-02,46.25,,
1998-02-03,45.5,,
1998-02-04,46.94,,
1998-02-05,45.88,,
1998-02-06,46.13,,
1998-02-09,46.44,,
1998-02-10,46.5,,
1998-02-11,46.44,,
1998-02-12,47.0,,
1998-02-13,46.94,,
1998-02-17,46.69,,
1998-02-18,47.0,,
1998-02-19,46.06,,
1998-02-20,46.06,,
1998-02-23,46.06,,
1998-02-24,45.88,,
1998-02-25,47.06,,
1998-02-26,46.94,,
1998-02-27,47.81,,
1998-03-02,48.38,,
1998-03-03,48.75,,
1998-03-04,48.63,,
1998-03-05,48.19,,
1998-03-06,49.81,,
1998-03-09,49.38,,
1998-03-10,49.31,,
1998-03-11,49.63,,
1998-03-12,51.25,,
1998-03-13,50.88,,
1998-03-16,52.0,,
1998-03-17,52.0,,
1998-03-18,52.0,,
1998-03-19,53.0,,
1998-03-20,53.31,,
1998-03-23,52.75,,
1998-03-24,53.13,,
1998-03-25,52.63,,
1998-03-26,52.69,,
1998-03-27,53.31,,
1998-03-30,53.88,,
1998-03-31,55.75,,
1998-04-01,55.25,,
1998-04-02,55.75,,
1998-04-03,55.25,,
1998-04-06,55.44,,
1998-04-07,54.19,,
1998-04-08,54.06,,
1998-04-09,54.81,,
1998-04-13,54.44,,
1998-04-14,55.31,,
1998-04-15,56.38,,
1998-04-16,55.44,,
1998-04-17,55.38,,
1998-04-20,54.44,,
1998-04-21,54.13,,
1998-04-22,53.63,,
1998-04-23,51.94,,
1998-04-24,51.75,,
1998-04-27,50.44,,
1998-04-28,50.56,,
1998-04-29,50.88,,
1998-04-30,51.19,,
1998-05-01,52.0,,
1998-05-04,52.0,,
1998-05-05,51.5,,
1998-05-06,50.63,,
1998-05-07,49.31,,
1998-05-08,49.94,,
1998-05-11,50.19,,
1998-05-12,50.0,,
1998-05-13,49.94,,
1998-05-14,49.63,,
1998-05-15,49.56,,
1998-05-18,48.75,,
1998-05-19,48.69,,
1998-05-20,49.19,,
1998-05-21,49.25,,
1998-05-22,47.75,,
1998-05-26,47.13,,
1998-05-27,46.44,,
1998-05-28,46.19,,
1998-05-29,47.38,,
1998-06-01,47.63,,
1998-06-02,47.06,,
1998-06-03,46.25,,
1998-06-04,46.38,,
1998-06-05,47.25,,
1998-06-08,47.06,,
1998-06-09,46.69,,
1998-06-10,46.0,,
1998-06-11,45.31,,
1998-06-12,45.5,,
1998-06-15,45.25,,
1998-06-16,44.06,,
1998-06-17,44.75,,
1998-06-18,44.63,,
1998-06-19,43.88,,
1998-06-22,41.75,,
1998-06-23,43.5,,
1998-06-24,41.94,,
1998-06-25,41.94,,
1998-06-26,41.5,,
1998-06-29,41.13,,
1998-06-30,41.56,,
1998-07-01,41.5,,
1998-07-02,40.94,,
1998-07-06,41.75,,
1998-07-07,41.25,,
1998-07-08,42.56,,
1998-07-09,41.5,,
1998-07-10,41.0,,
1998-07-13,40.38,,
1998-07-14,40.69,,
1998-07-15,43.19,,
1998-07-16,43.69,,
1998-07-17,45.69,,
1998-07-20,45.06,,
1998-07-21,44.5,,
1998-07-22,44.94,,
1998-07-23,44.63,,
1998-07-24,44.19,,
1998-07-27,43.81,,
1998-07-28,43.25,,
1998-07-29,43.25,,
1998-07-30,43.94,,
1998-07-31,43.69,,
1998-08-03,42.94,,
1998-08-04,42.56,,
1998-08-05,43.25,,
1998-08-06,44.0,,
1998-08-07,44.38,,
1998-08-10,42.75,,
1998-08-11,43.06,,
1998-08-12,42.69,,
1998-08-13,42.44,,
1998-08-14,41.19,,
1998-08-17,41.94,,
1998-08-18,42.06,,
1998-08-19,43.0,,
1998-08-20,42.88,,
1998-08-21,41.88,,
1998-08-24,43.0,,
1998-08-25,42.56,,
1998-08-26,41.75,,
1998-08-27,40.5,,
1998-08-28,41.19,,
1998-08-31,39.38,,
1998-09-01,39.56,,
1998-09-02,38.88,,
1998-09-03,38.25,,
1998-09-04,38.38,,
1998-09-08,39.69,,
1998-09-09,39.69,,
1998-09-10,38.25,,
1998-09-11,38.19,,
1998-09-14,39.5,,
1998-09-15,38.94,,
1998-09-16,39.25,,
1998-09-17,39.19,,
1998-09-18,37.75,,
1998-09-21,35.69,,
1998-09-22,32.25,,
1998-09-23,28.0,,
1998-09-24,27.88,,
1998-09-25,28.63,,
1998-09-28,28.25,,
1998-09-29,28.94,,
1998-09-30,29.75,,
1998-10-01,28.13,,
1998-10-02,28.13,,
1998-10-05,26.69,,
1998-10-06,26.19,,
1998-10-07,25.0,,
1998-10-08,24.5,,
1998-10-09,24.5,,
1998-10-12,25.75,,
1998-10-13,25.06,,
1998-10-14,25.44,,
1998-10-15,26.44,,
1998-10-16,27.31,,
1998-10-19,26.63,,
1998-10-20,28.81,,
1998-10-21,28.25,,
1998-10-22,29.5,,
1998-10-23,29.06,,
1998-10-26,28.5,,
1998-10-27,28.5,,
1998-10-28,28.81,,
1998-10-29,29.25,,
1998-10-30,30.0,,
1998-11-02,31.69,,
1998-11-03,31.63,,
1998-11-04,31.56,,
1998-11-05,32.56,,
1998-11-06,31.44,,
1998-11-09,31.13,,
1998-11-10,30.63,,
1998-11-11,30.38,,
1998-11-12,30.69,,
1998-11-13,30.5,,
1998-11-16,30.5,,
1998-11-17,30.0,,
1998-11-18,29.81,,
1998-11-19,30.19,,
1998-11-20,30.63,,
1998-11-23,30.88,,
1998-11-24,30.69,,
1998-11-25,30.81,,
1998-11-27,30.94,,
1998-11-30,30.56,,
1998-12-01,30.38,,
1998-12-02,30.5,,
1998-12-03,30.31,,
1998-12-04,30.69,,
1998-12-07,31.06,,
1998-12-08,31.0,,
1998-12-09,31.13,,
1998-12-10,30.63,,
1998-12-11,29.94,,
1998-12-14,28.88,,
1998-12-15,28.13,,
1998-12-16,28.13,,
1998-12-17,27.94,,
1998-12-18,27.81,,
1998-12-21,27.94,,
1998-12-22,27.0,,
1998-12-23,27.88,,
1998-12-24,27.88,,
1998-12-28,28.0,,
1998-12-29,28.0,,
1998-12-30,27.94,,
1998-12-31,27.75,,
1999-01-04,27.75,,
1999-01-05,28.0,,
1999-01-06,27.94,,
1999-01-07,27.5,,
1999-01-08,27.56,,
1999-01-11,27.88,,
1999-01-12,27.69,,
1999-01-13,27.06,,
1999-01-14,26.06,,
1999-01-15,27.0,,
1999-01-19,26.75,,
1999-01-20,26.5,,
1999-01-21,27.13,,
1999-01-22,26.88,,
1999-01-25,26.56,,
1999-01-26,26.31,,
1999-01-27,26.19,,
1999-01-28,25.69,,
1999-01-29,25.19,,
1999-02-01,25.31,,
1999-02-02,25.0,,
1999-02-03,25.31,,
1999-02-04,25.56,,
1999-02-05,25.75,,
1999-02-08,25.63,,
1999-02-09,25.0,,
1999-02-10,25.44,,
1999-02-11,25.44,,
1999-02-12,25.25,,
1999-02-16,25.38,,
1999-02-17,24.88,,
1999-02-18,24.44,,
1999-02-19,24.38,,
1999-02-22,24.94,,
1999-02-23,24.88,,
1999-02-24,24.69,,
1999-02-25,25.25,,
1999-02-26,24.31,,
1999-03-01,24.44,,
1999-03-02,24.44,,
1999-03-03,24.5,,
1999-03-04,24.94,,
1999-03-05,24.38,,
1999-03-08,24.81,,
1999-03-09,24.81,,
1999-03-10,25.19,,
1999-03-11,25.0,,
1999-03-12,25.0,,
1999-03-15,24.94,,
1999-03-16,24.94,,
1999-03-17,25.06,,
1999-03-18,25.0,,
1999-03-19,25.0,,
1999-03-22,24.75,,
1999-03-23,23.94,,
1999-03-24,23.94,,
1999-03-25,24.25,,
1999-03-26,24.25,,
1999-03-29,24.69,,
1999-03-30,25.06,,
1999-03-31,25.63,,
1999-04-01,25.75,,
1999-04-05,27.0,,
1999-04-06,27.06,,
1999-04-07,27.0,,
1999-04-08,26.94,,
1999-04-09,27.31,,
1999-04-12,28.25,,
1999-04-13,27.5,,
1999-04-14,28.31,,
1999-04-15,30.13,,
1999-04-16,32.94,,
1999-04-19,32.56,,
1999-04-20,31.69,,
1999-04-21,31.0,,
1999-04-22,30.81,,
1999-04-23,30.75,,
1999-04-26,30.69,,
1999-04-27,30.63,,
1999-04-28,30.88,,
1999-04-29,30.75,,
1999-04-30,30.44,,
1999-05-03,31.63,,
1999-05-04,32.13,,
1999-05-05,32.38,,
1999-05-06,31.75,,
1999-05-07,32.31,,
1999-05-10,33.38,,
1999-05-11,33.44,,
1999-05-12,32.69,,
1999-05-13,32.31,,
1999-05-14,32.13,,
1999-05-17,32.69,,
1999-05-18,32.38,,
1999-05-19,32.69,,
1999-05-20,33.38,,
1999-05-21,33.94,,
1999-05-24,33.81,,
1999-05-25,33.13,,
1999-05-26,32.5,,
1999-05-27,31.69,,
1999-05-28,32.56,,
1999-06-01,33.25,,
1999-06-02,33.31,,
1999-06-03,32.81,,
1999-06-04,33.19,,
1999-06-07,33.19,,
1999-06-08,33.38,,
1999-06-09,33.38,,
1999-06-10,32.94,,
1999-06-11,32.25,,
1999-06-14,33.38,,
1999-06-15,33.06,,
1999-06-16,33.06,,
1999-06-17,32.75,,
1999-06-18,32.75,,
1999-06-21,32.44,,
1999-06-22,31.94,,
1999-06-23,32.06,,
1999-06-24,31.63,,
1999-06-25,31.75,,
1999-06-28,31.19,,
1999-06-29,31.5,,
1999-06-30,32.19,,
1999-07-01,31.75,,
1999-07-02,32.31,,
1999-07-06,32.19,,
1999-07-07,31.44,,
1999-07-08,30.81,,
1999-07-09,31.0,,
1999-07-12,31.0,,
1999-07-13,31.31,,
1999-07-14,30.81,,
1999-07-15,30.0,,
1999-07-16,30.31,,
1999-07-19,29.5,,
1999-07-20,29.56,,
1999-07-21,29.56,,
1999-07-22,29.06,,
1999-07-23,29.63,,
1999-07-26,29.31,,
1999-07-27,27.94,,
1999-07-28,28.31,,
1999-07-29,27.94,,
1999-07-30,27.94,,
1999-08-02,28.19,,
1999-08-03,27.75,,
1999-08-04,27.0,,
1999-08-05,27.06,,
1999-08-06,26.0,,
1999-08-09,26.25,,
1999-08-10,25.56,,
1999-08-11,25.81,,
1999-08-12,25.63,,
1999-08-13,25.75,,
1999-08-16,25.63,,
1999-08-17,25.44,,
1999-08-18,25.13,,
1999-08-19,25.25,,
1999-08-20,25.19,,
1999-08-23,25.31,,
1999-08-24,25.56,,
1999-08-25,25.88,,
1999-08-26,26.44,,
1999-08-27,26.25,,
1999-08-30,26.31,,
1999-08-31,26.38,,
1999-09-01,27.06,,
1999-09-02,26.94,,
1999-09-03,27.13,,
1999-09-07,26.19,,
1999-09-08,26.0,,
1999-09-09,26.13,,
1999-09-10,25.56,,
1999-09-13,25.38,,
1999-09-14,25.31,,
1999-09-15,25.5,,
1999-09-16,25.56,,
1999-09-17,25.63,,
1999-09-20,25.19,,
1999-09-21,25.25,,
1999-09-22,25.44,,
1999-09-23,24.94,,
1999-09-24,24.44,,
1999-09-27,24.75,,
1999-09-28,24.75,,
1999-09-29,24.5,,
1999-09-30,25.19,,
1999-10-01,24.56,,
1999-10-04,24.88,,
1999-10-05,24.44,,
1999-10-06,24.25,,
1999-10-07,23.88,,
1999-10-08,23.69,,
1999-10-11,23.75,,
1999-10-12,23.0,,
1999-10-13,22.94,,
1999-10-14,23.19,,
1999-10-15,22.5,,
1999-10-18,22.5,,
1999-10-19,22.13,,
1999-10-20,25.44,,
1999-10-21,24.56,,
1999-10-22,25.13,,
1999-10-25,25.94,,
1999-10-26,27.25,,
1999-10-27,27.06,,
1999-10-28,27.0,,
1999-10-29,27.75,,
1999-11-01,27.5,,
1999-11-02,27.0,,
1999-11-03,27.19,,
1999-11-04,27.25,,
1999-11-05,27.5,,
1999-11-08,27.69,,
1999-11-09,29.44,,
1999-11-10,30.38,,
1999-11-11,30.44,,
1999-11-12,31.13,,
1999-11-15,30.25,,
1999-11-16,32.94,,
1999-11-17,32.69,,
1999-11-18,32.81,,
1999-11-19,32.06,,
1999-11-22,31.56,,
1999-11-23,30.94,,
1999-11-24,31.25,,
1999-11-26,30.75,,
1999-11-29,30.94,,
1999-11-30,31.13,,
1999-12-01,31.06,,
1999-12-02,30.94,,
1999-12-03,31.38,,
1999-12-06,32.13,,
1999-12-07,31.44,,
1999-12-08,31.75,,
1999-12-09,31.31,,
1999-12-10,31.13,,
1999-12-13,31.19,,
1999-12-14,30.94,,
1999-12-15,29.88,,
1999-12-16,29.75,,
1999-12-17,29.81,,
1999-12-20,28.94,,
1999-12-21,29.69,,
1999-12-22,30.06,,
1999-12-23,29.88,,
1999-12-27,29.38,,
1999-12-28,30.06,,
1999-12-29,29.94,,
1999-12-30,30.19,,
1999-12-31,30.13,,
2000-01-03,28.75,,
2000-01-04,28.13,,
2000-01-05,27.75,,
2000-01-06,27.63,,
2000-01-07,28.13,,
2000-01-10,27.88,,
2000-01-11,27.56,,
2000-01-12,28.69,,
2000-01-13,28.75,,
2000-01-14,27.88,,
2000-01-18,26.94,,
2000-01-19,27.69,,
2000-01-20,27.0,,
2000-01-21,26.06,,
2000-01-24,25.5,,
2000-01-25,25.13,,
2000-01-26,24.5,,
2000-01-27,25.25,,
2000-01-28,24.75,,
2000-01-31,25.13,,
2000-02-01,25.13,,
2000-02-02,25.94,,
2000-02-03,26.13,,
2000-02-04,25.63,,
2000-02-07,24.94,,
2000-02-08,24.94,,
2000-02-09,24.31,,
2000-02-10,23.81,,
2000-02-11,23.19,,
2000-02-14,23.63,,
2000-02-15,24.81,,
2000-02-16,24.56,,
2000-02-17,24.63,,
2000-02-18,23.56,,
2000-02-22,24.31,,
2000-02-23,23.5,,
2000-02-24,22.75,,
2000-02-25,22.69,,
2000-02-28,22.88,,
2000-02-29,23.0,,
2000-03-01,23.06,,
2000-03-02,23.31,,
2000-03-03,24.25,,
2000-03-06,23.69,,
2000-03-07,23.0,,
2000-03-08,23.5,,
2000-03-09,23.88,,
2000-03-10,24.25,,
2000-03-13,23.94,,
2000-03-14,24.0,,
2000-03-15,25.19,,
2000-03-16,26.56,,
2000-03-17,26.0,,
2000-03-20,25.44,,
2000-03-21,24.81,,
2000-03-22,24.81,,
2000-03-23,25.19,,
2000-03-24,25.38,,
2000-03-27,24.63,,
2000-03-28,24.81,,
2000-03-29,25.63,,
2000-03-30,26.5,,
2000-03-31,26.38,,
2000-04-03,26.56,,
2000-04-04,26.31,,
2000-04-05,26.56,,
2000-04-06,27.13,,
2000-04-07,26.69,,
2000-04-10,26.13,,
2000-04-11,26.94,,
2000-04-12,28.31,,
2000-04-13,28.13,,
2000-04-14,27.31,,
2000-04-17,28.44,,
2000-04-18,28.25,,
2000-04-19,27.94,,
2000-04-20,29.0,,
2000-04-24,29.31,,
2000-04-25,29.88,,
2000-04-26,29.88,,
2000-04-27,29.88,,
2000-04-28,29.5,,
2000-05-01,30.19,,
2000-05-02,30.0,,
2000-05-03,29.19,,
2000-05-04,29.69,,
2000-05-05,29.88,,
2000-05-08,29.75,,
2000-05-09,29.44,,
2000-05-10,28.88,,
2000-05-11,29.06,,
2000-05-12,29.0,,
2000-05-15,28.75,,
2000-05-16,28.88,,
2000-05-17,28.38,,
2000-05-18,28.13,,
2000-05-19,28.94,,
2000-05-22,29.19,,
2000-05-23,29.5,,
2000-05-24,28.38,,
2000-05-25,27.88,,
2000-05-26,27.25,,
2000-05-30,27.88,,
2000-05-31,26.88,,
2000-06-01,27.38,,
2000-06-02,28.75,,
2000-06-05,27.88,,
2000-06-06,28.13,,
2000-06-07,27.44,,
2000-06-08,26.94,,
2000-06-09,27.19,,
2000-06-12,26.88,,
2000-06-13,26.88,,
2000-06-14,26.81,,
2000-06-15,26.38,,
2000-06-16,25.94,,
2000-06-19,25.56,,
2000-06-20,25.19,,
2000-06-21,25.5,,
2000-06-22,25.44,,
2000-06-23,25.38,,
2000-06-26,25.75,,
2000-06-27,26.19,,
2000-06-28,24.89,,
2000-06-29,24.0,,
2000-06-30,23.75,,
2000-07-03,24.44,,
2000-07-05,24.25,,
2000-07-06,24.19,,
2000-07-07,24.31,,
2000-07-10,24.44,,
2000-07-11,24.94,,
2000-07-12,24.63,,
2000-07-13,25.13,,
2000-07-14,25.06,,
2000-07-17,24.81,,
2000-07-18,24.88,,
2000-07-19,24.69,,
2000-07-20,25.69,,
2000-07-21,25.94,,
2000-07-24,26.13,,
2000-07-25,25.69,,
2000-07-26,25.5,,
2000-07-27,26.31,,
2000-07-28,25.75,,
2000-07-31,26.19,,
2000-08-01,25.75,,
2000-08-02,26.56,,
2000-08-03,26.0,,
2000-08-04,26.44,,
2000-08-07,27.13,,
2000-08-08,27.25,,
2000-08-09,27.63,,
2000-08-10,27.25,,
2000-08-11,28.31,,
2000-08-14,28.38,,
2000-08-15,27.81,,
2000-08-16,27.75,,
2000-08-17,27.81,,
2000-08-18,27.88,,
2000-08-21,27.69,,
2000-08-22,27.63,,
2000-08-23,27.44,,
2000-08-24,28.19,,
2000-08-25,28.13,,
2000-08-28,27.63,,
2000-08-29,27.94,,
2000-08-30,26.81,,
2000-08-31,26.77,,
2000-09-01,25.88,,
2000-09-05,26.75,,
2000-09-06,27.0,,
2000-09-07,26.5,,
2000-09-08,26.0,,
2000-09-11,25.88,,
2000-09-12,25.63,,
2000-09-13,25.5,,
2000-09-14,25.69,,
2000-09-15,24.81,,
2000-09-18,24.0,,
2000-09-19,23.88,,
2000-09-20,23.56,,
2000-09-21,23.5,,
2000-09-22,23.13,,
2000-09-25,23.5,,
2000-09-26,22.81,,
2000-09-27,22.94,,
2000-09-28,23.63,,
2000-09-29,23.06,,
2000-10-02,22.38,,
2000-10-03,23.06,,
2000-10-04,22.69,,
2000-10-05,22.0,,
2000-10-06,21.19,,
2000-10-09,21.75,,
2000-10-10,21.31,,
2000-10-11,20.69,,
2000-10-12,19.75,,
2000-10-13,20.38,,
2000-10-16,20.13,,
2000-10-17,19.25,,
2000-10-18,20.06,,
2000-10-19,21.0,,
2000-10-20,21.81,,
2000-10-23,22.0,,
2000-10-24,23.06,,
2000-10-25,22.81,,
2000-10-26,23.56,,
2000-10-27,24.25,,
2000-10-30,26.0,,
2000-10-31,26.63,,
2000-11-01,26.19,,
2000-11-02,27.44,,
2000-11-03,27.06,,
2000-11-06,26.88,,
2000-11-07,26.75,,
2000-11-08,26.81,,
2000-11-09,25.75,,
2000-11-10,25.0,,
2000-11-13,25.31,,
2000-11-14,25.19,,
2000-11-15,25.13,,
2000-11-16,24.75,,
2000-11-17,24.94,,
2000-11-20,24.63,,
2000-11-21,24.88,,
2000-11-22,25.19,,
2000-11-24,25.63,,
2000-11-27,25.94,,
2000-11-28,26.25,,
2000-11-29,26.63,,
2000-11-30,26.94,,
2000-12-01,26.75,,
2000-12-04,26.94,,
2000-12-05,28.94,,
2000-12-06,28.75,,
2000-12-07,27.63,,
2000-12-08,28.06,,
2000-12-11,28.31,,
2000-12-12,28.63,,
2000-12-13,27.94,,
2000-12-14,27.44,,
2000-12-15,26.75,,
2000-12-18,28.25,,
2000-12-19,28.88,,
2000-12-20,28.63,,
2000-12-21,29.88,,
2000-12-22,30.25,,
2000-12-26,30.75,,
2000-12-27,31.0,,
2000-12-28,31.0,,
2000-12-29,31.19,,
2001-01-02,30.75,,
2001-01-03,30.81,,
2001-01-04,31.0,,
2001-01-05,30.44,,
2001-01-08,29.75,,
2001-01-09,29.94,,
2001-01-10,29.81,,
2001-01-11,29.94,,
2001-01-12,29.81,,
2001-01-16,29.94,,
2001-01-17,29.94,,
2001-01-18,29.56,,
2001-01-19,28.88,,
2001-01-22,28.63,,
2001-01-23,28.5,,
2001-01-24,30.0,,
2001-01-25,30.56,,
2001-01-26,32.44,,
2001-01-29,32.61,,
2001-01-30,33.0,,
2001-01-31,34.32,,
2001-02-01,33.69,,
2001-02-02,33.4,,
2001-02-05,34.1,,
2001-02-06,34.36,,
2001-02-07,34.28,,
2001-02-08,35.3,,
2001-02-09,34.33,,
2001-02-12,34.8,,
2001-02-13,35.92,,
2001-02-14,35.9,,
2001-02-15,36.88,,
2001-02-16,36.07,,
2001-02-20,36.46,,
2001-02-21,36.49,,
2001-02-22,35.21,,
2001-02-23,34.32,,
2001-02-26,35.38,,
2001-02-27,35.95,,
2001-02-28,34.8,,
2001-03-01,35.14,,
2001-03-02,36.47,,
2001-03-05,37.17,,
2001-03-06,37.31,,
2001-03-07,37.57,,
2001-03-08,38.0,,
2001-03-09,37.11,,
2001-03-12,36.7,,
2001-03-13,35.87,,
2001-03-14,34.97,,
2001-03-15,34.0,,
2001-03-16,32.57,,
2001-03-19,33.41,,
2001-03-20,33.85,,
