date,INCY,INCY_EPS,PE Ratio
1994-04-21,1.72,,
1994-04-22,1.75,,
1994-04-25,2.03,,
1994-04-26,2.13,,
1994-04-28,2.16,,
1994-04-29,2.22,,
1994-05-02,2.31,,
1994-05-03,2.25,,
1994-05-04,2.28,,
1994-05-05,2.25,,
1994-05-06,2.25,,
1994-05-09,2.19,,
1994-05-10,2.59,,
1994-05-11,2.53,,
1994-05-12,2.69,,
1994-05-13,2.63,,
1994-05-16,2.59,,
1994-05-17,2.56,,
1994-05-18,2.59,,
1994-05-19,2.66,,
1994-05-20,2.69,,
1994-05-23,2.59,,
1994-05-24,2.59,,
1994-05-25,2.63,,
1994-05-26,2.66,,
1994-05-27,2.66,,
1994-05-31,2.63,,
1994-06-01,2.59,,
1994-06-02,2.59,,
1994-06-03,2.56,,
1994-06-06,2.66,,
1994-06-07,2.66,,
1994-06-08,2.59,,
1994-06-09,2.69,,
1994-06-10,2.69,,
1994-06-13,2.66,,
1994-06-14,2.66,,
1994-06-15,2.59,,
1994-06-16,2.53,,
1994-06-17,2.72,,
1994-06-20,2.72,,
1994-06-21,2.69,,
1994-06-22,2.72,,
1994-06-23,2.78,,
1994-06-24,2.78,,
1994-06-27,2.72,,
1994-06-28,2.69,,
1994-06-29,2.66,,
1994-06-30,2.66,,
1994-07-01,2.66,,
1994-07-05,2.63,,
1994-07-06,2.53,,
1994-07-07,2.41,,
1994-07-08,2.47,,
1994-07-11,2.44,,
1994-07-12,2.44,,
1994-07-13,2.44,,
1994-07-14,2.38,,
1994-07-15,2.41,,
1994-07-18,2.31,,
1994-07-19,2.34,,
1994-07-20,2.28,,
1994-07-21,2.31,,
1994-07-22,2.31,,
1994-07-25,2.41,,
1994-07-26,2.53,,
1994-07-27,2.5,,
1994-07-28,2.5,,
1994-07-29,2.47,,
1994-08-01,2.47,,
1994-08-02,2.47,,
1994-08-03,2.5,,
1994-08-04,2.47,,
1994-08-05,2.25,,
1994-08-08,2.25,,
1994-08-09,2.25,,
1994-08-10,2.25,,
1994-08-11,2.22,,
1994-08-12,2.16,,
1994-08-15,2.22,,
1994-08-16,2.22,,
1994-08-17,2.19,,
1994-08-18,2.16,,
1994-08-19,2.22,,
1994-08-22,2.19,,
1994-08-23,2.25,,
1994-08-24,2.13,,
1994-08-25,2.09,,
1994-08-26,2.16,,
1994-08-29,2.16,,
1994-08-30,2.06,,
1994-08-31,2.03,,
1994-09-01,2.03,,
1994-09-02,2.03,,
1994-09-06,2.13,,
1994-09-07,2.09,,
1994-09-08,2.06,,
1994-09-09,2.0,,
1994-09-12,2.0,,
1994-09-13,1.94,,
1994-09-14,1.91,,
1994-09-15,2.09,,
1994-09-16,2.06,,
1994-09-19,2.0,,
1994-09-20,1.97,,
1994-09-21,1.84,,
1994-09-22,1.73,,
1994-09-23,1.84,,
1994-09-26,1.78,,
1994-09-27,1.76,,
1994-09-28,1.76,,
1994-09-29,1.76,,
1994-09-30,1.81,,
1994-10-03,1.78,,
1994-10-04,1.77,,
1994-10-05,1.73,,
1994-10-06,1.81,,
1994-10-07,1.81,,
1994-10-10,1.81,,
1994-10-11,1.84,,
1994-10-12,1.91,,
1994-10-13,2.0,,
1994-10-14,1.97,,
1994-10-17,1.94,,
1994-10-18,1.94,,
1994-10-19,1.91,,
1994-10-20,1.88,,
1994-10-21,1.84,,
1994-10-24,1.88,,
1994-10-25,1.86,,
1994-10-26,1.88,,
1994-10-27,1.88,,
1994-10-28,1.91,,
1994-10-31,1.97,,
1994-11-01,1.85,,
1994-11-02,1.88,,
1994-11-03,1.84,,
1994-11-04,1.91,,
1994-11-07,2.41,,
1994-11-08,2.47,,
1994-11-09,2.5,,
1994-11-10,2.5,,
1994-11-11,2.5,,
1994-11-14,2.44,,
1994-11-15,2.5,,
1994-11-16,2.44,,
1994-11-17,2.5,,
1994-11-18,2.53,,
1994-11-21,2.53,,
1994-11-22,2.5,,
1994-11-23,2.44,,
1994-11-25,2.47,,
1994-11-28,2.63,,
1994-11-29,2.63,,
1994-11-30,2.68,,
1994-12-01,2.91,,
1994-12-02,3.28,,
1994-12-05,3.84,,
1994-12-06,3.72,,
1994-12-07,3.66,,
1994-12-08,3.31,,
1994-12-09,3.53,,
1994-12-12,3.5,,
1994-12-13,3.34,,
1994-12-14,3.25,,
1994-12-15,3.31,,
1994-12-16,3.63,,
1994-12-19,3.69,,
1994-12-20,3.71,,
1994-12-21,3.88,,
1994-12-22,3.91,,
1994-12-23,3.88,,
1994-12-27,3.88,,
1994-12-28,3.84,,
1994-12-29,3.56,,
1994-12-30,3.47,,
1995-01-03,3.41,,
1995-01-04,3.28,,
1995-01-05,3.28,,
1995-01-06,3.66,,
1995-01-09,3.78,,
1995-01-10,3.78,,
1995-01-11,3.75,,
1995-01-12,3.75,,
1995-01-13,3.78,,
1995-01-16,3.91,,
1995-01-17,3.88,,
1995-01-18,3.75,,
1995-01-19,3.72,,
1995-01-20,3.75,,
1995-01-23,3.72,,
1995-01-24,3.69,,
1995-01-25,3.72,,
1995-01-26,3.73,,
1995-01-27,3.73,,
1995-01-30,3.73,,
1995-01-31,3.78,,
1995-02-01,3.75,,
1995-02-02,3.78,,
1995-02-03,3.72,,
1995-02-06,3.75,,
1995-02-07,3.78,,
1995-02-08,3.75,,
1995-02-09,3.69,,
1995-02-10,3.69,,
1995-02-13,3.84,,
1995-02-14,3.88,,
1995-02-15,4.25,,
1995-02-16,4.47,,
1995-02-17,4.84,,
1995-02-21,4.78,,
1995-02-22,4.56,,
1995-02-23,4.66,,
1995-02-24,4.69,,
1995-02-27,4.56,,
1995-02-28,4.44,,
1995-03-01,4.28,,
1995-03-02,4.22,,
1995-03-03,4.13,,
1995-03-06,4.0,,
1995-03-07,3.91,,
1995-03-08,3.91,,
1995-03-09,3.84,,
1995-03-10,3.94,,
1995-03-13,3.97,,
1995-03-14,4.09,,
1995-03-15,4.0,,
1995-03-16,4.03,,
1995-03-17,3.97,,
1995-03-20,3.91,,
1995-03-21,3.56,,
1995-03-22,3.59,,
1995-03-23,3.5,,
1995-03-24,3.47,,
1995-03-27,3.5,,
1995-03-28,3.53,,
1995-03-29,3.5,,
1995-03-30,3.53,,
1995-03-31,3.56,,
1995-04-03,3.78,,
1995-04-04,3.84,,
1995-04-05,3.78,,
1995-04-06,3.81,,
1995-04-07,3.78,,
1995-04-10,3.78,,
1995-04-11,3.72,,
1995-04-12,3.66,,
1995-04-13,3.69,,
1995-04-17,3.72,,
1995-04-18,3.66,,
1995-04-19,3.66,,
1995-04-20,3.66,,
1995-04-21,3.69,,
1995-04-24,3.78,,
1995-04-25,3.78,,
1995-04-26,3.75,,
1995-04-27,3.84,,
1995-04-28,4.09,,
1995-05-01,4.25,,
1995-05-02,4.22,,
1995-05-03,4.09,,
1995-05-04,4.09,,
1995-05-05,4.06,,
1995-05-08,4.06,,
1995-05-09,4.06,,
1995-05-10,4.0,,
1995-05-11,4.0,,
1995-05-12,3.91,,
1995-05-15,3.84,,
1995-05-16,4.0,,
1995-05-17,4.03,,
1995-05-18,3.94,,
1995-05-19,4.0,,
1995-05-22,3.97,,
1995-05-23,3.88,,
1995-05-24,3.88,,
1995-05-25,3.75,,
1995-05-26,3.78,,
1995-05-30,3.88,,
1995-05-31,3.81,,
1995-06-01,3.75,,
1995-06-02,3.75,,
1995-06-05,3.75,,
1995-06-06,3.78,,
1995-06-07,3.78,,
1995-06-08,3.78,,
1995-06-09,3.78,,
1995-06-12,3.75,,
1995-06-13,3.88,,
1995-06-14,3.81,,
1995-06-15,3.81,,
1995-06-16,4.0,,
1995-06-19,4.03,,
1995-06-20,3.97,,
1995-06-21,3.91,,
1995-06-22,4.0,,
1995-06-23,4.03,,
1995-06-26,4.0,,
1995-06-27,4.0,,
1995-06-28,3.97,,
1995-06-29,4.0,,
1995-06-30,4.09,,
1995-07-03,4.38,,
1995-07-05,4.5,,
1995-07-06,4.53,,
1995-07-07,4.53,,
1995-07-10,4.56,,
1995-07-11,4.56,,
1995-07-12,4.5,,
1995-07-13,4.47,,
1995-07-14,4.41,,
1995-07-17,4.47,,
1995-07-18,4.28,,
1995-07-19,4.16,,
1995-07-20,4.16,,
1995-07-21,4.13,,
1995-07-24,4.25,,
1995-07-25,4.19,,
1995-07-26,4.22,,
1995-07-27,4.22,,
1995-07-28,4.16,,
1995-07-31,4.06,,
1995-08-01,4.03,,
1995-08-02,4.0,,
1995-08-03,4.03,,
1995-08-04,4.31,,
1995-08-07,4.41,,
1995-08-08,4.47,,
1995-08-09,4.47,,
1995-08-10,4.41,,
1995-08-11,4.38,,
1995-08-14,4.28,,
1995-08-15,4.31,,
1995-08-16,4.22,,
1995-08-17,4.22,,
1995-08-18,4.25,,
1995-08-21,4.31,,
1995-08-22,4.38,,
1995-08-23,4.81,,
1995-08-24,5.03,,
1995-08-25,5.47,,
1995-08-28,5.53,,
1995-08-29,5.41,,
1995-08-30,5.44,,
1995-08-31,5.44,,
1995-09-01,5.41,,
1995-09-05,5.38,,
1995-09-06,5.59,,
1995-09-07,5.75,,
1995-09-08,5.81,,
1995-09-11,5.88,,
1995-09-12,5.94,,
1995-09-13,5.81,,
1995-09-14,5.97,,
1995-09-15,6.0,,
1995-09-18,5.94,,
1995-09-19,5.88,,
1995-09-20,5.81,,
1995-09-21,5.81,,
1995-09-22,5.81,,
1995-09-25,5.72,,
1995-09-26,5.72,,
1995-09-27,5.66,,
1995-09-28,5.63,,
1995-09-29,5.63,,
1995-10-02,5.25,,
1995-10-03,5.19,,
1995-10-04,5.28,,
1995-10-05,5.34,,
1995-10-06,5.47,,
1995-10-09,5.34,,
1995-10-10,5.44,,
1995-10-11,5.53,,
1995-10-12,5.75,,
1995-10-13,5.75,,
1995-10-16,5.75,,
1995-10-17,5.56,,
1995-10-18,5.56,,
1995-10-19,5.56,,
1995-10-20,5.5,,
1995-10-23,5.59,,
1995-10-24,5.59,,
1995-10-25,5.5,,
1995-10-26,5.44,,
1995-10-27,5.38,,
1995-10-30,5.47,,
1995-10-31,5.19,,
1995-11-01,5.09,,
1995-11-02,4.91,,
1995-11-03,4.84,,
1995-11-06,4.78,,
1995-11-07,4.75,,
1995-11-08,4.78,,
1995-11-09,4.56,,
1995-11-10,4.44,,
1995-11-13,4.44,,
1995-11-14,4.5,,
1995-11-15,4.41,,
1995-11-16,4.19,,
1995-11-17,4.34,,
1995-11-20,4.41,,
1995-11-21,4.5,,
1995-11-22,4.5,,
1995-11-24,4.66,,
1995-11-27,4.69,,
1995-11-28,4.63,,
1995-11-29,4.5,,
1995-11-30,4.44,,
1995-12-01,4.31,,
1995-12-04,4.41,,
1995-12-05,4.63,,
1995-12-06,4.5,,
1995-12-07,4.56,,
1995-12-08,4.69,,
1995-12-11,4.69,,
1995-12-12,4.5,,
1995-12-13,4.5,,
1995-12-14,4.47,,
1995-12-15,4.47,,
1995-12-18,4.41,,
1995-12-19,4.56,,
1995-12-20,4.88,,
1995-12-21,5.34,,
1995-12-22,5.69,,
1995-12-26,6.0,,
1995-12-27,5.91,,
1995-12-28,6.03,,
1995-12-29,6.25,,
1996-01-02,7.03,,
1996-01-03,6.59,,
1996-01-04,6.38,,
1996-01-05,6.38,,
1996-01-08,6.94,,
1996-01-09,6.66,,
1996-01-10,6.75,,
1996-01-11,7.16,,
1996-01-12,7.09,,
1996-01-15,7.09,,
1996-01-16,7.28,,
1996-01-17,7.56,,
1996-01-18,7.75,,
1996-01-19,8.38,,
1996-01-22,8.3,,
1996-01-23,8.56,,
1996-01-24,8.84,,
1996-01-25,9.31,,
1996-01-26,8.97,,
1996-01-29,9.38,,
1996-01-30,9.38,,
1996-01-31,9.75,,
1996-02-01,9.38,,
1996-02-02,9.38,,
1996-02-05,8.88,,
1996-02-06,8.56,,
1996-02-07,8.38,,
1996-02-08,8.72,,
1996-02-09,8.84,,
1996-02-12,9.03,,
1996-02-13,8.88,,
1996-02-14,8.94,,
1996-02-15,9.13,,
1996-02-16,9.19,,
1996-02-20,8.81,,
1996-02-21,8.75,,
1996-02-22,8.81,,
1996-02-23,8.81,,
1996-02-26,8.5,,
1996-02-27,7.94,,
1996-02-28,8.06,,
1996-02-29,8.0,,
1996-03-01,7.88,,
1996-03-04,7.56,,
1996-03-05,7.78,,
1996-03-06,7.81,,
1996-03-07,8.31,,
1996-03-08,7.69,,
1996-03-11,8.13,,
1996-03-12,7.81,,
1996-03-13,7.88,,
1996-03-14,8.13,,
1996-03-15,8.06,,
1996-03-18,8.09,,
1996-03-19,8.25,,
1996-03-20,8.03,,
1996-03-21,7.72,,
1996-03-22,7.31,,
1996-03-25,7.16,,
1996-03-26,6.88,,
1996-03-27,7.25,,
1996-03-28,7.31,,
1996-03-29,7.13,,
1996-04-01,6.88,,
1996-04-02,6.81,,
1996-04-03,6.47,,
1996-04-04,6.75,,
1996-04-08,6.75,,
1996-04-09,6.81,,
1996-04-10,6.38,,
1996-04-11,6.13,,
1996-04-12,6.06,,
1996-04-15,6.13,,
1996-04-16,6.31,,
1996-04-17,6.31,,
1996-04-18,6.81,,
1996-04-19,7.63,,
1996-04-22,7.81,,
1996-04-23,7.63,,
1996-04-24,7.56,,
1996-04-25,7.5,,
1996-04-26,7.88,,
1996-04-29,8.19,,
1996-04-30,8.03,,
1996-05-01,7.78,,
1996-05-02,7.75,,
1996-05-03,7.75,,
1996-05-06,7.23,,
1996-05-07,7.22,,
1996-05-08,7.06,,
1996-05-09,7.03,,
1996-05-10,7.13,,
1996-05-13,7.56,,
1996-05-14,8.06,,
1996-05-15,8.38,,
1996-05-16,8.38,,
1996-05-17,8.25,,
1996-05-20,8.44,,
1996-05-21,8.66,,
1996-05-22,8.66,,
1996-05-23,8.73,,
1996-05-24,8.81,,
1996-05-28,8.88,,
1996-05-29,8.35,,
1996-05-30,8.38,,
1996-05-31,8.56,,
1996-06-03,8.47,,
1996-06-04,8.47,,
1996-06-05,8.75,,
1996-06-06,9.0,,
1996-06-07,8.78,,
1996-06-10,8.5,,
1996-06-11,9.0,,
1996-06-12,9.44,,
1996-06-13,9.44,,
1996-06-14,9.5,,
1996-06-17,9.14,,
1996-06-18,8.94,,
1996-06-19,8.53,,
1996-06-20,8.16,,
1996-06-21,8.5,,
1996-06-24,9.0,,
1996-06-25,8.63,,
1996-06-26,8.56,,
1996-06-27,9.0,,
1996-06-28,9.64,,
1996-07-01,9.81,,
1996-07-02,9.56,,
1996-07-03,9.56,,
1996-07-05,9.38,,
1996-07-08,10.16,,
1996-07-09,10.34,,
1996-07-10,10.13,,
1996-07-11,9.63,,
1996-07-12,9.69,,
1996-07-15,9.25,,
1996-07-16,9.16,,
1996-07-17,9.91,,
1996-07-18,10.06,,
1996-07-19,9.94,,
1996-07-22,9.63,,
1996-07-23,9.38,,
1996-07-24,9.0,,
1996-07-25,9.38,,
1996-07-26,9.63,,
1996-07-29,9.47,,
1996-07-30,9.25,,
1996-07-31,9.56,,
1996-08-01,9.63,,
1996-08-02,9.75,,
1996-08-05,9.75,,
1996-08-06,9.69,,
1996-08-07,9.63,,
1996-08-08,10.44,,
1996-08-09,10.72,,
1996-08-12,10.38,,
1996-08-13,10.09,,
1996-08-14,10.19,,
1996-08-15,10.25,,
1996-08-16,10.34,,
1996-08-19,10.5,,
1996-08-20,10.25,,
1996-08-21,10.0,,
1996-08-22,10.81,,
1996-08-23,10.75,,
1996-08-26,10.63,,
1996-08-27,10.47,,
1996-08-28,10.5,,
1996-08-29,10.03,,
1996-08-30,10.16,,
1996-09-03,9.88,,
1996-09-04,9.63,,
1996-09-05,9.25,,
1996-09-06,9.91,,
1996-09-09,10.25,,
1996-09-10,10.13,,
1996-09-11,9.88,,
1996-09-12,10.31,,
1996-09-13,10.75,,
1996-09-16,10.78,,
1996-09-17,11.38,,
1996-09-18,11.63,,
1996-09-19,12.06,,
1996-09-20,12.19,,
1996-09-23,11.69,,
1996-09-24,11.56,,
1996-09-25,11.25,,
1996-09-26,11.56,,
1996-09-27,11.94,,
1996-09-30,12.38,,
1996-10-01,12.59,,
1996-10-02,12.5,,
1996-10-03,12.31,,
1996-10-04,11.91,,
1996-10-07,11.69,,
1996-10-08,12.0,,
1996-10-09,11.56,,
1996-10-10,11.19,,
1996-10-11,11.63,,
1996-10-14,11.97,,
1996-10-15,11.63,,
1996-10-16,11.75,,
1996-10-17,11.13,,
1996-10-18,11.06,,
1996-10-21,10.69,,
1996-10-22,10.31,,
1996-10-23,10.13,,
1996-10-24,10.91,,
1996-10-25,10.56,,
1996-10-28,9.72,,
1996-10-29,9.88,,
1996-10-30,10.0,,
1996-10-31,10.13,,
1996-11-01,10.06,,
1996-11-04,9.94,,
1996-11-05,9.81,,
1996-11-06,10.19,,
1996-11-07,10.31,,
1996-11-08,10.56,,
1996-11-11,10.44,,
1996-11-12,10.72,,
1996-11-13,10.69,,
1996-11-14,10.16,,
1996-11-15,10.13,,
1996-11-18,10.31,,
1996-11-19,10.5,,
1996-11-20,10.06,,
1996-11-21,9.94,,
1996-11-22,9.81,,
1996-11-25,9.69,,
1996-11-26,9.31,,
1996-11-27,9.13,,
1996-11-29,9.5,,
1996-12-02,9.5,,
1996-12-03,9.84,,
1996-12-04,10.36,,
1996-12-05,10.47,,
1996-12-06,10.63,,
1996-12-09,10.13,,
1996-12-10,10.38,,
1996-12-11,10.94,,
1996-12-12,11.0,,
1996-12-13,11.88,,
1996-12-16,11.38,,
1996-12-17,11.75,,
1996-12-18,12.25,,
1996-12-19,12.66,,
1996-12-20,12.5,,
1996-12-23,12.66,,
1996-12-24,12.63,,
1996-12-26,12.44,,
1996-12-27,12.53,,
1996-12-30,12.53,,
1996-12-31,12.88,,
1997-01-02,12.75,,
1997-01-03,13.5,,
1997-01-06,13.5,,
1997-01-07,14.13,,
1997-01-08,14.56,,
1997-01-09,14.63,,
1997-01-10,14.69,,
1997-01-13,14.72,,
1997-01-14,15.44,,
1997-01-15,16.06,,
1997-01-16,16.38,,
1997-01-17,17.0,,
1997-01-20,17.31,,
1997-01-21,17.44,,
1997-01-22,17.31,,
1997-01-23,16.94,,
1997-01-24,16.63,,
1997-01-27,15.81,,
1997-01-28,16.88,,
1997-01-29,16.13,,
1997-01-30,16.5,,
1997-01-31,16.63,,
1997-02-03,17.41,,
1997-02-04,17.19,,
1997-02-05,17.0,,
1997-02-06,16.97,,
1997-02-07,16.97,,
1997-02-10,16.88,,
1997-02-11,17.0,,
1997-02-12,16.75,,
1997-02-13,18.06,,
1997-02-14,17.69,,
1997-02-18,17.5,,
1997-02-19,18.31,,
1997-02-20,17.31,,
1997-02-21,16.97,,
1997-02-24,16.5,,
1997-02-25,16.38,,
1997-02-26,15.06,,
1997-02-27,13.25,,
1997-02-28,13.25,,
1997-03-03,14.06,,
1997-03-04,14.0,,
1997-03-05,14.75,,
1997-03-06,14.28,,
1997-03-07,14.25,,
1997-03-10,14.31,,
1997-03-11,14.5,,
1997-03-12,14.06,,
1997-03-13,12.69,,
1997-03-14,13.75,,
1997-03-17,13.19,,
1997-03-18,12.72,,
1997-03-19,13.25,,
1997-03-20,12.88,,
1997-03-21,13.25,,
1997-03-24,13.63,,
1997-03-25,13.75,,
1997-03-26,14.28,,
1997-03-27,13.63,,
1997-03-31,13.0,,
1997-04-01,12.59,,
1997-04-02,11.97,,
1997-04-03,12.0,,
1997-04-04,12.06,,
1997-04-07,12.06,,
1997-04-08,12.94,,
1997-04-09,13.0,,
1997-04-10,12.5,,
1997-04-11,12.31,,
1997-04-14,12.5,,
1997-04-15,12.63,,
1997-04-16,12.13,,
1997-04-17,12.5,,
1997-04-18,12.25,,
1997-04-21,12.44,,
1997-04-22,12.38,,
1997-04-23,12.72,,
1997-04-24,11.75,,
1997-04-25,11.44,,
1997-04-28,10.75,,
1997-04-29,10.81,,
1997-04-30,10.63,,
1997-05-01,10.81,,
1997-05-02,12.53,,
1997-05-05,13.25,,
1997-05-06,14.13,,
1997-05-07,14.19,,
1997-05-08,13.75,,
1997-05-09,13.59,,
1997-05-12,13.88,,
1997-05-13,13.42,,
1997-05-14,13.59,,
1997-05-15,13.44,,
1997-05-16,13.5,,
1997-05-19,13.63,,
1997-05-20,14.19,,
1997-05-21,14.09,,
1997-05-22,13.84,,
1997-05-23,14.88,,
1997-05-27,16.19,,
1997-05-28,16.25,,
1997-05-29,16.31,,
1997-05-30,16.38,,
1997-06-02,16.75,,
1997-06-03,16.38,,
1997-06-04,16.75,,
1997-06-05,16.69,,
1997-06-06,16.63,,
1997-06-09,16.25,,
1997-06-10,16.47,,
1997-06-11,16.97,,
1997-06-12,16.72,,
1997-06-13,16.75,,
1997-06-16,16.69,,
1997-06-17,16.81,,
1997-06-18,16.75,,
1997-06-19,17.06,,
1997-06-20,16.94,,
1997-06-23,17.0,,
1997-06-24,17.38,,
1997-06-25,17.38,,
1997-06-26,16.94,,
1997-06-27,16.88,,
1997-06-30,16.75,,
1997-07-01,15.5,,
1997-07-02,15.75,,
1997-07-03,15.75,,
1997-07-07,15.63,,
1997-07-08,15.7,,
1997-07-09,15.91,,
1997-07-10,16.56,,
1997-07-11,17.0,,
1997-07-14,17.13,,
1997-07-15,17.78,,
1997-07-16,17.5,,
1997-07-17,16.5,,
1997-07-18,16.5,,
1997-07-21,16.63,,
1997-07-22,16.56,,
1997-07-23,15.69,,
1997-07-24,16.31,,
1997-07-25,16.0,,
1997-07-28,16.22,,
1997-07-29,16.28,,
1997-07-30,16.94,,
1997-07-31,16.94,,
1997-08-01,16.94,,
1997-08-04,16.72,,
1997-08-05,17.0,,
1997-08-06,16.97,,
1997-08-07,16.5,,
1997-08-08,16.13,,
1997-08-11,15.5,,
1997-08-12,15.81,,
1997-08-13,15.91,,
1997-08-14,15.88,,
1997-08-15,16.13,,
1997-08-18,15.67,,
1997-08-19,16.13,,
1997-08-20,16.25,,
1997-08-21,16.31,,
1997-08-22,15.94,,
1997-08-25,15.94,,
1997-08-26,15.0,,
1997-08-27,15.13,,
1997-08-28,15.25,,
1997-08-29,15.13,,
1997-09-02,15.5,,
1997-09-03,16.31,,
1997-09-04,16.63,,
1997-09-05,16.63,,
1997-09-08,17.66,,
1997-09-09,17.56,,
1997-09-10,17.19,,
1997-09-11,17.53,,
1997-09-12,17.89,,
1997-09-15,18.66,,
1997-09-16,19.88,,
1997-09-17,20.06,,
1997-09-18,20.25,,
1997-09-19,20.28,,
1997-09-22,20.28,,
1997-09-23,20.16,,
1997-09-24,20.28,,
1997-09-25,20.25,,
1997-09-26,20.31,,
1997-09-29,20.63,,
1997-09-30,21.0,,
1997-10-01,21.0,,
1997-10-02,21.56,,
1997-10-03,22.13,,
1997-10-06,21.94,,
1997-10-07,22.0,,
1997-10-08,21.5,,
1997-10-09,21.25,,
1997-10-10,21.0,,
1997-10-13,20.72,,
1997-10-14,20.63,,
1997-10-15,20.88,,
1997-10-16,20.16,,
1997-10-17,20.13,,
1997-10-20,19.94,,
1997-10-21,19.84,,
1997-10-22,20.44,,
1997-10-23,20.25,,
1997-10-24,20.48,,
1997-10-27,18.47,,
1997-10-28,18.75,,
1997-10-29,20.25,,
1997-10-30,20.63,,
1997-10-31,20.13,,
1997-11-03,20.25,,
1997-11-04,20.84,,
1997-11-05,21.75,,
1997-11-06,21.31,,
1997-11-07,21.06,,
1997-11-10,20.5,,
1997-11-11,21.06,,
1997-11-12,19.97,,
1997-11-13,20.38,,
1997-11-14,20.5,,
1997-11-17,20.13,,
1997-11-18,19.81,,
1997-11-19,20.63,,
1997-11-20,20.38,,
1997-11-21,20.56,,
1997-11-24,20.38,,
1997-11-25,20.44,,
1997-11-26,20.0,,
1997-11-28,20.13,,
1997-12-01,21.0,,
1997-12-02,20.81,,
1997-12-03,19.5,,
1997-12-04,18.81,,
1997-12-05,18.5,,
1997-12-08,18.31,,
1997-12-09,17.88,,
1997-12-10,17.38,,
1997-12-11,15.84,,
1997-12-12,17.25,,
1997-12-15,17.0,,
1997-12-16,17.06,,
1997-12-17,17.75,,
1997-12-18,18.0,,
1997-12-19,18.38,,
1997-12-22,16.56,,
1997-12-23,18.25,,
1997-12-24,18.0,,
1997-12-26,19.25,,
1997-12-29,20.0,,
1997-12-30,20.63,,
1997-12-31,22.5,,
1998-01-02,21.38,,
1998-01-05,21.13,,
1998-01-06,20.5,,
1998-01-07,20.44,,
1998-01-08,20.13,,
1998-01-09,19.69,,
1998-01-12,18.0,,
1998-01-13,19.0,,
1998-01-14,20.06,,
1998-01-15,20.5,,
1998-01-16,21.63,,
1998-01-20,22.52,,
1998-01-21,22.13,,
1998-01-22,21.75,,
1998-01-23,21.75,,
1998-01-26,21.38,,
1998-01-27,21.44,,
1998-01-28,21.88,,
1998-01-29,22.0,,
1998-01-30,21.69,,
1998-02-02,23.5,,
1998-02-03,24.5,,
