date,DUK,DUK_EPS,PE Ratio
1992-05-05,30.07,,
1992-05-06,30.07,,
1992-05-07,30.18,,
1992-05-08,30.07,,
1992-05-11,30.07,,
1992-05-12,29.96,,
1992-05-13,29.85,,
1992-05-14,29.85,,
1992-05-15,29.96,,
1992-05-18,29.75,,
1992-05-19,29.96,,
1992-05-20,30.07,,
1992-05-21,29.75,,
1992-05-22,29.85,,
1992-05-26,29.31,,
1992-05-27,29.31,,
1992-05-28,29.53,,
1992-05-29,29.42,,
1992-06-01,29.31,,
1992-06-02,29.42,,
1992-06-03,29.42,,
1992-06-04,29.31,,
1992-06-05,29.53,,
1992-06-08,29.53,,
1992-06-09,29.53,,
1992-06-10,29.53,,
1992-06-11,29.64,,
1992-06-12,30.07,,
1992-06-15,29.96,,
1992-06-16,30.07,,
1992-06-17,29.85,,
1992-06-18,29.75,,
1992-06-19,29.75,,
1992-06-22,29.64,,
1992-06-23,29.53,,
1992-06-24,29.42,,
1992-06-25,29.64,,
1992-06-26,29.42,,
1992-06-29,29.75,,
1992-06-30,29.85,,
1992-07-01,30.07,,
1992-07-02,30.18,,
1992-07-06,30.51,,
1992-07-07,30.83,,
1992-07-08,31.16,,
1992-07-09,30.83,,
1992-07-10,31.05,,
1992-07-13,31.05,,
1992-07-14,31.05,,
1992-07-15,31.16,,
1992-07-16,31.16,,
1992-07-17,31.16,,
1992-07-20,31.16,,
1992-07-21,31.16,,
1992-07-22,30.94,,
1992-07-23,31.05,,
1992-07-24,30.94,,
1992-07-27,31.05,,
1992-07-28,31.38,,
1992-07-29,31.6,,
1992-07-30,31.6,,
1992-07-31,31.49,,
1992-08-03,31.49,,
1992-08-04,31.6,,
1992-08-05,31.38,,
1992-08-06,31.38,,
1992-08-07,31.49,,
1992-08-10,31.27,,
1992-08-11,31.16,,
1992-08-12,31.27,,
1992-08-13,31.27,,
1992-08-14,31.27,,
1992-08-17,31.16,,
1992-08-18,31.38,,
1992-08-19,31.49,,
1992-08-20,31.71,,
1992-08-21,31.82,,
1992-08-24,31.71,,
1992-08-25,31.49,,
1992-08-26,31.38,,
1992-08-27,31.49,,
1992-08-28,31.6,,
1992-08-31,31.6,,
1992-09-01,31.38,,
1992-09-02,31.38,,
1992-09-03,31.27,,
1992-09-04,31.38,,
1992-09-08,31.27,,
1992-09-09,31.27,,
1992-09-10,31.27,,
1992-09-11,31.16,,
1992-09-14,31.16,,
1992-09-15,30.83,,
1992-09-16,30.94,,
1992-09-17,30.83,,
1992-09-18,30.94,,
1992-09-21,30.94,,
1992-09-22,30.83,,
1992-09-23,30.83,,
1992-09-24,30.94,,
1992-09-25,31.16,,
1992-09-28,31.27,,
1992-09-29,31.38,,
1992-09-30,31.38,,
1992-10-01,31.27,,
1992-10-02,30.94,,
1992-10-05,30.73,,
1992-10-06,30.83,,
1992-10-07,30.73,,
1992-10-08,30.83,,
1992-10-09,30.4,,
1992-10-12,30.73,,
1992-10-13,30.73,,
1992-10-14,30.62,,
1992-10-15,30.83,,
1992-10-16,30.83,,
1992-10-19,30.83,,
1992-10-20,30.73,,
1992-10-21,30.51,,
1992-10-22,30.51,,
1992-10-23,30.51,,
1992-10-26,30.62,,
1992-10-27,30.51,,
1992-10-28,30.73,,
1992-10-29,31.16,,
1992-10-30,31.16,,
1992-11-02,31.38,,
1992-11-03,30.94,,
1992-11-04,30.94,,
1992-11-05,31.16,,
1992-11-06,30.62,,
1992-11-09,30.51,,
1992-11-10,30.73,,
1992-11-11,30.73,,
1992-11-12,30.62,,
1992-11-13,30.4,,
1992-11-16,30.51,,
1992-11-17,30.73,,
1992-11-18,31.05,,
1992-11-19,30.83,,
1992-11-20,31.16,,
1992-11-23,31.16,,
1992-11-24,30.94,,
1992-11-25,30.94,,
1992-11-27,30.94,,
1992-11-30,31.05,,
1992-12-01,31.05,,
1992-12-02,31.05,,
1992-12-03,30.94,,
1992-12-04,30.94,,
1992-12-07,31.16,,
1992-12-08,31.05,,
1992-12-09,31.05,,
1992-12-10,31.05,,
1992-12-11,31.27,,
1992-12-14,31.38,,
1992-12-15,31.82,,
1992-12-16,31.92,,
1992-12-17,31.92,,
1992-12-18,32.14,,
1992-12-21,32.36,,
1992-12-22,32.47,,
1992-12-23,32.36,,
1992-12-24,32.25,,
1992-12-28,32.14,,
1992-12-29,31.82,,
1992-12-30,31.92,,
1992-12-31,31.49,,
1993-01-04,31.82,,
1993-01-05,31.6,,
1993-01-06,31.82,,
1993-01-07,31.6,,
1993-01-08,31.05,,
1993-01-11,31.05,,
1993-01-12,31.05,,
1993-01-13,31.27,,
1993-01-14,31.27,,
1993-01-15,31.27,,
1993-01-18,31.27,,
1993-01-19,31.27,,
1993-01-20,31.16,,
1993-01-21,31.38,,
1993-01-22,31.49,,
1993-01-25,31.6,,
1993-01-26,31.38,,
1993-01-27,31.38,,
1993-01-28,31.92,,
1993-01-29,32.03,,
1993-02-01,32.14,,
1993-02-02,32.14,,
1993-02-03,32.58,,
1993-02-04,33.01,,
1993-02-05,32.8,,
1993-02-08,32.47,,
1993-02-09,32.47,,
1993-02-10,32.58,,
1993-02-11,32.58,,
1993-02-12,32.58,,
1993-02-16,32.36,,
1993-02-17,32.69,,
1993-02-18,32.8,,
1993-02-19,33.34,,
1993-02-22,33.89,,
1993-02-23,33.78,,
1993-02-24,33.67,,
1993-02-25,33.45,,
1993-02-26,33.45,,
1993-03-01,33.45,,
1993-03-02,33.67,,
1993-03-03,33.89,,
1993-03-04,34.43,,
1993-03-05,33.89,,
1993-03-08,34.21,,
1993-03-09,34.1,,
1993-03-10,34.21,,
1993-03-11,34.1,,
1993-03-12,33.34,,
1993-03-15,33.23,,
1993-03-16,33.45,,
1993-03-17,33.34,,
1993-03-18,33.99,,
1993-03-19,34.32,,
1993-03-22,33.99,,
1993-03-23,33.99,,
1993-03-24,34.1,,
1993-03-25,34.21,,
1993-03-26,33.99,,
1993-03-29,34.32,,
1993-03-30,34.54,,
1993-03-31,34.21,,
1993-04-01,34.43,,
1993-04-02,34.1,,
1993-04-05,34.1,,
1993-04-06,34.43,,
1993-04-07,34.65,,
1993-04-08,34.54,,
1993-04-12,35.08,,
1993-04-13,35.19,,
1993-04-14,35.41,,
1993-04-15,35.52,,
1993-04-16,35.85,,
1993-04-19,35.52,,
1993-04-20,35.08,,
1993-04-21,34.97,,
1993-04-22,34.65,,
1993-04-23,34.65,,
1993-04-26,34.43,,
1993-04-27,34.32,,
1993-04-28,34.1,,
1993-04-29,34.1,,
1993-04-30,34.21,,
1993-05-03,34.21,,
1993-05-04,34.43,,
1993-05-05,34.54,,
1993-05-06,34.54,,
1993-05-07,34.54,,
1993-05-10,33.56,,
1993-05-11,33.89,,
1993-05-12,33.89,,
1993-05-13,33.23,,
1993-05-14,32.8,,
1993-05-17,32.58,,
1993-05-18,32.69,,
1993-05-19,33.12,,
1993-05-20,33.34,,
1993-05-21,33.12,,
1993-05-24,33.01,,
1993-05-25,33.45,,
1993-05-26,34.21,,
1993-05-27,33.99,,
1993-05-28,33.99,,
1993-06-01,34.43,,
1993-06-02,34.43,,
1993-06-03,34.1,,
1993-06-04,33.99,,
1993-06-07,34.1,,
1993-06-08,33.78,,
1993-06-09,34.1,,
1993-06-10,34.43,,
1993-06-11,34.65,,
1993-06-14,34.54,,
1993-06-15,34.32,,
1993-06-16,34.65,,
1993-06-17,34.54,,
1993-06-18,34.21,,
1993-06-21,34.43,,
1993-06-22,34.32,,
1993-06-23,34.21,,
1993-06-24,34.65,,
1993-06-25,34.65,,
1993-06-28,34.97,,
1993-06-29,34.65,,
1993-06-30,34.76,,
1993-07-01,34.76,,
1993-07-02,34.87,,
1993-07-06,35.3,,
1993-07-07,35.3,,
1993-07-08,35.63,,
1993-07-09,35.85,,
1993-07-12,35.96,,
1993-07-13,36.17,,
1993-07-14,36.39,,
1993-07-15,36.5,,
1993-07-16,36.61,,
1993-07-19,36.94,,
1993-07-20,36.94,,
1993-07-21,37.05,,
1993-07-22,36.61,,
1993-07-23,36.72,,
1993-07-26,36.94,,
1993-07-27,36.83,,
1993-07-28,36.83,,
1993-07-29,37.15,,
1993-07-30,37.05,,
1993-08-02,37.05,,
1993-08-03,37.15,,
1993-08-04,37.05,,
1993-08-05,37.26,,
1993-08-06,37.15,,
1993-08-09,36.72,,
1993-08-10,36.61,,
1993-08-11,36.83,,
1993-08-12,36.72,,
1993-08-13,36.72,,
1993-08-16,36.61,,
1993-08-17,36.61,,
1993-08-18,36.61,,
1993-08-19,36.61,,
1993-08-20,36.72,,
1993-08-23,36.72,,
1993-08-24,36.94,,
1993-08-25,36.83,,
1993-08-26,36.83,,
1993-08-27,36.61,,
1993-08-30,36.83,,
1993-08-31,36.94,,
1993-09-01,37.15,,
1993-09-02,37.15,,
1993-09-03,37.37,,
1993-09-07,37.59,,
1993-09-08,37.92,,
1993-09-09,37.81,,
1993-09-10,38.13,,
1993-09-13,38.68,,
1993-09-14,38.57,,
1993-09-15,39.12,,
1993-09-16,38.79,,
1993-09-17,38.79,,
1993-09-20,38.46,,
1993-09-21,38.35,,
1993-09-22,38.13,,
1993-09-23,38.35,,
1993-09-24,38.24,,
1993-09-27,38.46,,
1993-09-28,38.13,,
1993-09-29,37.92,,
1993-09-30,37.81,,
1993-10-01,38.03,,
1993-10-04,38.03,,
1993-10-05,37.48,,
1993-10-06,37.7,,
1993-10-07,37.05,,
1993-10-08,37.48,,
1993-10-11,37.48,,
1993-10-12,37.26,,
1993-10-13,37.26,,
1993-10-14,37.37,,
1993-10-15,37.7,,
1993-10-18,37.81,,
1993-10-19,38.03,,
1993-10-20,38.13,,
1993-10-21,37.7,,
1993-10-22,37.05,,
1993-10-25,37.26,,
1993-10-26,37.7,,
1993-10-27,37.7,,
1993-10-28,38.24,,
1993-10-29,38.13,,
1993-11-01,37.92,,
1993-11-02,36.94,,
1993-11-03,35.3,,
1993-11-04,34.97,,
1993-11-05,35.08,,
1993-11-08,34.87,,
1993-11-09,35.08,,
1993-11-10,35.63,,
1993-11-11,34.87,,
1993-11-12,35.3,,
1993-11-15,35.08,,
1993-11-16,36.39,,
1993-11-17,36.5,,
1993-11-18,36.39,,
1993-11-19,36.39,,
1993-11-22,36.39,,
1993-11-23,36.72,,
1993-11-24,36.72,,
1993-11-26,37.15,,
1993-11-29,37.37,,
1993-11-30,36.61,,
1993-12-01,35.85,,
1993-12-02,36.17,,
1993-12-03,36.06,,
1993-12-06,36.39,,
1993-12-07,36.61,,
1993-12-08,36.06,,
1993-12-09,36.17,,
1993-12-10,36.06,,
1993-12-13,36.39,,
1993-12-14,36.17,,
