date,CAH,CAH_EPS,PE Ratio
1990-04-12,3.53,,
1990-04-16,3.49,,
1990-04-17,3.49,,
1990-04-18,3.45,,
1990-04-19,3.38,,
1990-04-20,3.41,,
1990-04-23,3.41,,
1990-04-24,3.41,,
1990-04-25,3.38,,
1990-04-26,3.36,,
1990-04-27,3.41,,
1990-04-30,3.38,,
1990-05-01,3.34,,
1990-05-02,3.38,,
1990-05-03,3.45,,
1990-05-04,3.45,,
1990-05-07,3.45,,
1990-05-08,3.53,,
1990-05-09,3.53,,
1990-05-10,3.53,,
1990-05-11,3.53,,
1990-05-14,3.58,,
1990-05-15,3.6,,
1990-05-16,3.79,,
1990-05-17,3.91,,
1990-05-18,3.83,,
1990-05-21,3.94,,
1990-05-22,3.94,,
1990-05-23,3.91,,
1990-05-24,3.93,,
1990-05-25,3.96,,
1990-05-29,3.91,,
1990-05-30,4.0,,
1990-05-31,4.02,,
1990-06-01,4.04,,
1990-06-04,4.06,,
1990-06-05,4.06,,
1990-06-06,3.98,,
1990-06-07,3.94,,
1990-06-08,3.87,,
1990-06-11,3.96,,
1990-06-12,4.02,,
1990-06-13,4.1,,
1990-06-14,4.06,,
1990-06-15,4.06,,
1990-06-18,4.13,,
1990-06-19,4.1,,
1990-06-20,4.06,,
1990-06-21,4.1,,
1990-06-22,4.06,,
1990-06-25,4.02,,
1990-06-26,4.04,,
1990-06-27,4.1,,
1990-06-28,4.13,,
1990-06-29,4.1,,
1990-07-02,4.13,,
1990-07-03,4.17,,
1990-07-05,4.17,,
1990-07-06,4.17,,
1990-07-09,4.1,,
1990-07-10,4.17,,
1990-07-11,4.13,,
1990-07-12,4.17,,
1990-07-13,4.21,,
1990-07-16,4.21,,
1990-07-17,4.21,,
1990-07-18,4.17,,
1990-07-19,4.17,,
1990-07-20,4.25,,
1990-07-23,4.17,,
1990-07-24,4.25,,
1990-07-25,4.32,,
1990-07-26,4.4,,
1990-07-27,4.4,,
1990-07-30,4.4,,
1990-07-31,4.4,,
1990-08-01,4.44,,
1990-08-02,4.29,,
1990-08-03,4.29,,
1990-08-06,4.17,,
1990-08-07,4.06,,
1990-08-08,4.06,,
1990-08-09,4.06,,
1990-08-10,3.98,,
1990-08-13,3.94,,
1990-08-14,4.02,,
1990-08-15,4.1,,
1990-08-16,4.02,,
1990-08-17,3.91,,
1990-08-20,3.94,,
1990-08-21,3.83,,
1990-08-22,3.72,,
1990-08-23,3.49,,
1990-08-24,3.6,,
1990-08-27,3.72,,
1990-08-28,3.72,,
1990-08-29,3.91,,
1990-08-30,3.98,,
1990-08-31,3.94,,
1990-09-04,3.94,,
1990-09-05,3.87,,
1990-09-06,3.91,,
1990-09-07,3.98,,
1990-09-10,3.94,,
1990-09-11,3.98,,
1990-09-12,4.06,,
1990-09-13,3.98,,
1990-09-14,4.02,,
1990-09-17,4.06,,
1990-09-18,4.06,,
1990-09-19,4.1,,
1990-09-20,4.02,,
1990-09-21,4.0,,
1990-09-24,3.98,,
1990-09-25,4.06,,
1990-09-26,3.98,,
1990-09-27,3.91,,
1990-09-28,3.79,,
1990-10-01,3.89,,
1990-10-02,4.12,,
1990-10-03,4.12,,
1990-10-04,4.12,,
1990-10-05,4.05,,
1990-10-08,4.05,,
1990-10-09,3.93,,
1990-10-10,4.08,,
1990-10-11,3.89,,
1990-10-12,3.93,,
1990-10-15,4.08,,
1990-10-16,4.08,,
1990-10-17,4.12,,
1990-10-18,4.27,,
1990-10-19,4.39,,
1990-10-22,4.5,,
1990-10-23,4.6,,
1990-10-24,4.69,,
1990-10-25,4.65,,
1990-10-26,4.74,,
1990-10-29,4.69,,
1990-10-30,4.65,,
1990-10-31,4.65,,
1990-11-01,4.65,,
1990-11-02,4.69,,
1990-11-05,4.6,,
1990-11-06,4.55,,
1990-11-07,4.46,,
1990-11-08,4.36,,
1990-11-09,4.43,,
1990-11-12,4.46,,
1990-11-13,4.46,,
1990-11-14,4.5,,
1990-11-15,4.53,,
1990-11-16,4.55,,
1990-11-19,4.46,,
1990-11-20,4.53,,
1990-11-21,4.5,,
1990-11-23,4.57,,
1990-11-26,4.57,,
1990-11-27,4.74,,
1990-11-28,4.93,,
1990-11-29,4.88,,
1990-11-30,5.12,,
1990-12-03,5.1,,
1990-12-04,5.17,,
1990-12-05,5.36,,
1990-12-06,5.26,,
1990-12-07,5.17,,
1990-12-10,5.19,,
1990-12-11,5.12,,
1990-12-12,5.07,,
1990-12-13,5.12,,
1990-12-14,5.03,,
1990-12-17,5.07,,
1990-12-18,5.0,,
1990-12-19,5.0,,
1990-12-20,5.05,,
1990-12-21,5.1,,
1990-12-24,5.07,,
1990-12-26,5.07,,
1990-12-27,5.12,,
1990-12-28,5.07,,
1990-12-31,5.07,,
1991-01-02,5.1,,
1991-01-03,5.05,,
1991-01-04,5.21,,
1991-01-07,5.21,,
1991-01-08,5.12,,
1991-01-09,5.0,,
1991-01-10,5.03,,
1991-01-11,5.03,,
1991-01-14,5.1,,
1991-01-15,5.17,,
1991-01-16,5.12,,
1991-01-17,5.31,,
1991-01-18,5.26,,
1991-01-21,5.31,,
1991-01-22,5.64,,
1991-01-23,5.59,,
1991-01-24,5.59,,
1991-01-25,5.59,,
1991-01-28,5.55,,
1991-01-29,5.59,,
1991-01-30,5.69,,
1991-01-31,5.78,,
1991-02-01,6.02,,
1991-02-04,6.02,,
1991-02-05,5.93,,
1991-02-06,6.16,,
1991-02-07,5.97,,
1991-02-08,6.02,,
1991-02-11,6.21,,
1991-02-12,6.28,,
1991-02-13,6.4,,
1991-02-14,6.47,,
1991-02-15,6.54,,
1991-02-19,6.57,,
1991-02-20,6.73,,
1991-02-21,6.92,,
1991-02-22,6.73,,
1991-02-25,6.59,,
1991-02-26,6.49,,
1991-02-27,6.45,,
1991-02-28,6.4,,
1991-03-01,6.4,,
1991-03-04,6.49,,
1991-03-05,6.59,,
1991-03-06,6.83,,
1991-03-07,6.78,,
1991-03-08,6.59,,
1991-03-11,6.59,,
1991-03-12,6.35,,
1991-03-13,6.31,,
1991-03-14,6.52,,
1991-03-15,6.54,,
1991-03-18,6.59,,
1991-03-19,6.45,,
1991-03-20,6.45,,
1991-03-21,6.38,,
1991-03-22,6.35,,
1991-03-25,6.38,,
1991-03-26,6.64,,
1991-03-27,6.78,,
1991-03-28,6.73,,
1991-04-01,6.64,,
1991-04-02,6.92,,
1991-04-03,7.13,,
1991-04-04,7.09,,
1991-04-05,7.02,,
1991-04-08,7.06,,
1991-04-09,7.02,,
1991-04-10,7.11,,
1991-04-11,7.09,,
1991-04-12,7.11,,
1991-04-15,7.21,,
1991-04-16,7.49,,
1991-04-17,7.3,,
1991-04-18,7.18,,
1991-04-19,7.02,,
1991-04-22,6.68,,
1991-04-23,6.76,,
1991-04-24,6.73,,
1991-04-25,6.78,,
1991-04-26,6.78,,
1991-04-29,6.54,,
1991-04-30,6.59,,
1991-05-01,6.73,,
1991-05-02,6.83,,
1991-05-03,6.78,,
1991-05-06,6.76,,
1991-05-07,6.83,,
1991-05-08,6.78,,
1991-05-09,6.87,,
1991-05-10,6.87,,
1991-05-13,6.92,,
1991-05-14,6.83,,
1991-05-15,6.83,,
1991-05-16,6.97,,
1991-05-17,7.04,,
1991-05-20,7.16,,
1991-05-21,7.3,,
1991-05-22,7.21,,
1991-05-23,7.21,,
1991-05-24,7.25,,
1991-05-28,7.35,,
1991-05-29,7.35,,
1991-05-30,7.35,,
1991-05-31,7.3,,
1991-06-03,7.21,,
1991-06-04,7.3,,
1991-06-05,7.21,,
1991-06-06,7.4,,
1991-06-07,7.3,,
1991-06-10,7.44,,
1991-06-11,7.73,,
1991-06-12,7.63,,
1991-06-13,7.59,,
1991-06-14,7.87,,
1991-06-17,7.82,,
1991-06-18,7.73,,
1991-06-19,7.63,,
1991-06-20,7.44,,
1991-06-21,7.54,,
1991-06-24,7.44,,
1991-06-25,7.44,,
1991-06-26,7.25,,
1991-06-27,7.25,,
1991-06-28,7.09,,
1991-07-01,7.25,,
1991-07-02,7.44,,
1991-07-03,7.73,,
1991-07-05,7.68,,
1991-07-08,7.75,,
1991-07-09,7.82,,
1991-07-10,7.96,,
1991-07-11,7.94,,
1991-07-12,8.3,,
1991-07-15,8.39,,
1991-07-16,8.39,,
1991-07-17,8.44,,
1991-07-18,8.44,,
1991-07-19,8.44,,
1991-07-22,8.15,,
1991-07-23,7.96,,
1991-07-24,8.15,,
1991-07-25,8.15,,
1991-07-26,8.11,,
1991-07-29,8.06,,
1991-07-30,8.04,,
1991-07-31,8.01,,
1991-08-01,7.87,,
1991-08-02,7.92,,
1991-08-05,7.96,,
1991-08-06,7.96,,
1991-08-07,8.3,,
1991-08-08,8.34,,
1991-08-09,8.34,,
1991-08-12,8.34,,
1991-08-13,8.34,,
1991-08-14,8.63,,
1991-08-15,8.58,,
1991-08-16,8.63,,
1991-08-19,8.63,,
1991-08-20,8.44,,
1991-08-21,8.58,,
1991-08-22,8.53,,
1991-08-23,8.53,,
1991-08-26,8.53,,
1991-08-27,8.39,,
1991-08-28,8.39,,
1991-08-29,8.51,,
1991-08-30,8.49,,
1991-09-03,8.39,,
1991-09-04,8.53,,
1991-09-05,8.53,,
1991-09-06,8.41,,
1991-09-09,8.3,,
1991-09-10,8.11,,
1991-09-11,8.13,,
1991-09-12,8.25,,
1991-09-13,8.44,,
1991-09-16,8.72,,
1991-09-17,8.72,,
1991-09-18,8.87,,
1991-09-19,8.96,,
1991-09-20,9.01,,
1991-09-23,8.96,,
1991-09-24,8.91,,
1991-09-25,9.01,,
1991-09-26,9.01,,
1991-09-27,8.87,,
1991-09-30,8.96,,
1991-10-01,9.13,,
1991-10-02,8.8,,
1991-10-03,8.53,,
1991-10-04,8.65,,
1991-10-07,8.18,,
1991-10-08,8.41,,
1991-10-09,8.47,,
1991-10-10,8.53,,
1991-10-11,8.47,,
1991-10-14,8.3,,
1991-10-15,8.59,,
1991-10-16,8.59,,
1991-10-17,8.47,,
1991-10-18,8.3,,
1991-10-21,8.12,,
1991-10-22,7.7,,
1991-10-23,7.29,,
1991-10-24,7.11,,
1991-10-25,6.96,,
1991-10-28,7.05,,
1991-10-29,7.23,,
1991-10-30,7.11,,
1991-10-31,7.2,,
1991-11-01,7.11,,
1991-11-04,7.17,,
1991-11-05,7.17,,
1991-11-06,7.29,,
1991-11-07,7.41,,
1991-11-08,7.56,,
1991-11-11,7.76,,
1991-11-12,7.67,,
1991-11-13,7.53,,
1991-11-14,7.64,,
1991-11-15,7.35,,
1991-11-18,7.44,,
1991-11-19,7.29,,
1991-11-20,7.26,,
1991-11-21,7.2,,
1991-11-22,7.17,,
1991-11-25,6.99,,
1991-11-26,7.05,,
1991-11-27,6.22,,
1991-11-29,6.28,,
1991-12-02,6.4,,
1991-12-03,6.58,,
1991-12-04,6.25,,
1991-12-05,6.28,,
1991-12-06,6.13,,
1991-12-09,5.99,,
1991-12-10,5.93,,
1991-12-11,5.87,,
1991-12-12,5.75,,
1991-12-13,5.57,,
1991-12-16,5.63,,
1991-12-17,5.69,,
1991-12-18,5.69,,
1991-12-19,5.57,,
1991-12-20,5.54,,
1991-12-23,5.45,,
1991-12-24,5.63,,
1991-12-26,6.28,,
1991-12-27,7.05,,
1991-12-30,6.93,,
1991-12-31,7.23,,
1992-01-02,6.93,,
1992-01-03,7.11,,
1992-01-06,6.93,,
1992-01-07,6.76,,
1992-01-08,6.58,,
1992-01-09,6.76,,
1992-01-10,6.58,,
1992-01-13,6.64,,
1992-01-14,6.7,,
1992-01-15,6.52,,
1992-01-16,6.22,,
1992-01-17,6.28,,
1992-01-20,6.34,,
1992-01-21,6.52,,
1992-01-22,6.81,,
1992-01-23,6.93,,
1992-01-24,6.87,,
1992-01-27,6.99,,
1992-01-28,7.05,,
1992-01-29,7.17,,
1992-01-30,7.11,,
1992-01-31,7.17,,
1992-02-03,7.35,,
1992-02-04,7.29,,
1992-02-05,7.88,,
1992-02-06,7.85,,
1992-02-07,7.88,,
1992-02-10,7.76,,
1992-02-11,7.76,,
1992-02-12,8.06,,
1992-02-13,7.97,,
1992-02-14,7.88,,
1992-02-18,7.59,,
1992-02-19,7.53,,
1992-02-20,7.7,,
1992-02-21,7.59,,
1992-02-24,7.64,,
1992-02-25,7.59,,
1992-02-26,7.53,,
1992-02-27,7.41,,
1992-02-28,7.35,,
1992-03-02,7.35,,
1992-03-03,7.32,,
1992-03-04,7.35,,
1992-03-05,7.14,,
1992-03-06,6.99,,
1992-03-09,7.17,,
1992-03-10,7.41,,
1992-03-11,7.61,,
1992-03-12,7.56,,
1992-03-13,7.35,,
1992-03-16,7.26,,
1992-03-17,7.17,,
1992-03-18,7.17,,
1992-03-19,7.17,,
1992-03-20,7.23,,
1992-03-23,7.23,,
1992-03-24,7.29,,
1992-03-25,7.23,,
1992-03-26,7.2,,
1992-03-27,7.11,,
1992-03-30,7.17,,
1992-03-31,7.29,,
1992-04-01,6.99,,
1992-04-02,7.05,,
1992-04-03,6.99,,
1992-04-06,6.76,,
1992-04-07,6.64,,
1992-04-08,6.58,,
1992-04-09,6.61,,
1992-04-10,6.67,,
1992-04-13,6.7,,
1992-04-14,6.61,,
1992-04-15,6.58,,
1992-04-16,6.46,,
1992-04-20,6.16,,
1992-04-21,6.04,,
1992-04-22,6.1,,
1992-04-23,6.16,,
1992-04-24,6.1,,
1992-04-27,6.01,,
1992-04-28,5.87,,
1992-04-29,5.93,,
1992-04-30,5.99,,
1992-05-01,6.1,,
1992-05-04,6.16,,
1992-05-05,6.58,,
1992-05-06,6.64,,
1992-05-07,6.46,,
1992-05-08,6.34,,
1992-05-11,6.87,,
1992-05-12,6.81,,
1992-05-13,6.81,,
1992-05-14,6.81,,
1992-05-15,6.81,,
1992-05-18,6.76,,
1992-05-19,6.81,,
1992-05-20,6.79,,
1992-05-21,6.81,,
1992-05-22,7.05,,
1992-05-26,6.96,,
1992-05-27,6.87,,
1992-05-28,6.79,,
1992-05-29,6.93,,
1992-06-01,6.87,,
1992-06-02,6.64,,
1992-06-03,7.05,,
1992-06-04,6.9,,
1992-06-05,6.76,,
1992-06-08,6.93,,
1992-06-09,6.99,,
1992-06-10,6.93,,
1992-06-11,6.99,,
1992-06-12,6.87,,
1992-06-15,6.99,,
1992-06-16,6.9,,
1992-06-17,6.7,,
1992-06-18,6.52,,
1992-06-19,6.81,,
1992-06-22,6.81,,
1992-06-23,6.93,,
1992-06-24,6.87,,
1992-06-25,6.87,,
1992-06-26,6.81,,
1992-06-29,7.05,,
1992-06-30,7.11,,
1992-07-01,7.41,,
1992-07-02,7.64,,
1992-07-06,7.53,,
1992-07-07,7.41,,
1992-07-08,7.17,,
1992-07-09,7.41,,
1992-07-10,7.35,,
1992-07-13,7.23,,
1992-07-14,7.23,,
1992-07-15,7.35,,
1992-07-16,7.41,,
1992-07-17,6.99,,
1992-07-20,7.05,,
1992-07-21,7.05,,
1992-07-22,7.05,,
1992-07-23,6.99,,
1992-07-24,6.87,,
1992-07-27,6.93,,
1992-07-28,6.81,,
1992-07-29,6.87,,
1992-07-30,6.84,,
1992-07-31,6.99,,
1992-08-03,7.11,,
1992-08-04,7.17,,
1992-08-05,7.11,,
1992-08-06,7.17,,
1992-08-07,7.11,,
1992-08-10,6.99,,
1992-08-11,6.93,,
1992-08-12,7.05,,
1992-08-13,7.05,,
1992-08-14,6.93,,
1992-08-17,7.05,,
1992-08-18,7.23,,
1992-08-19,6.99,,
1992-08-20,7.11,,
1992-08-21,6.81,,
1992-08-24,6.64,,
1992-08-25,6.52,,
1992-08-26,6.52,,
1992-08-27,6.4,,
1992-08-28,6.79,,
1992-08-31,6.7,,
1992-09-01,6.52,,
1992-09-02,6.7,,
1992-09-03,6.67,,
1992-09-04,6.76,,
1992-09-08,6.81,,
1992-09-09,6.87,,
1992-09-10,6.76,,
1992-09-11,6.76,,
1992-09-14,6.87,,
1992-09-15,6.76,,
1992-09-16,6.76,,
1992-09-17,6.76,,
1992-09-18,6.87,,
1992-09-21,6.99,,
1992-09-22,6.76,,
1992-09-23,6.87,,
1992-09-24,6.87,,
1992-09-25,6.93,,
1992-09-28,6.76,,
1992-09-29,6.87,,
1992-09-30,6.87,,
1992-10-01,6.73,,
1992-10-02,6.58,,
1992-10-05,6.46,,
1992-10-06,6.46,,
1992-10-07,6.55,,
1992-10-08,6.52,,
1992-10-09,6.34,,
1992-10-12,6.1,,
1992-10-13,6.04,,
1992-10-14,6.22,,
1992-10-15,6.22,,
1992-10-16,5.99,,
1992-10-19,6.28,,
1992-10-20,6.46,,
1992-10-21,6.4,,
1992-10-22,6.4,,
1992-10-23,6.22,,
1992-10-26,6.1,,
1992-10-27,6.16,,
1992-10-28,6.16,,
1992-10-29,6.28,,
1992-10-30,6.4,,
1992-11-02,6.4,,
1992-11-03,6.4,,
1992-11-04,6.31,,
1992-11-05,6.4,,
1992-11-06,6.28,,
1992-11-09,6.28,,
1992-11-10,6.22,,
1992-11-11,6.4,,
1992-11-12,6.4,,
1992-11-13,6.52,,
1992-11-16,6.52,,
1992-11-17,6.52,,
1992-11-18,6.52,,
1992-11-19,6.52,,
1992-11-20,6.52,,
1992-11-23,6.52,,
1992-11-24,6.52,,
1992-11-25,6.4,,
1992-11-27,6.49,,
1992-11-30,6.49,,
1992-12-01,6.46,,
1992-12-02,6.28,,
1992-12-03,6.31,,
1992-12-04,6.28,,
1992-12-07,6.37,,
1992-12-08,6.46,,
1992-12-09,6.46,,
1992-12-10,6.52,,
1992-12-11,6.58,,
1992-12-14,6.64,,
1992-12-15,6.58,,
1992-12-16,6.58,,
1992-12-17,6.76,,
1992-12-18,6.81,,
1992-12-21,6.81,,
1992-12-22,6.99,,
1992-12-23,7.17,,
1992-12-24,6.99,,
1992-12-28,6.99,,
1992-12-29,6.93,,
1992-12-30,6.99,,
1992-12-31,7.17,,
1993-01-04,6.99,,
1993-01-05,7.05,,
1993-01-06,6.84,,
1993-01-07,6.84,,
1993-01-08,6.81,,
1993-01-11,6.7,,
1993-01-12,6.52,,
1993-01-13,6.4,,
1993-01-14,6.46,,
1993-01-15,6.34,,
1993-01-18,6.4,,
1993-01-19,6.34,,
1993-01-20,6.52,,
1993-01-21,6.52,,
1993-01-22,6.58,,
1993-01-25,6.64,,
1993-01-26,6.7,,
1993-01-27,6.58,,
1993-01-28,6.7,,
1993-01-29,6.7,,
1993-02-01,6.76,,
1993-02-02,6.7,,
1993-02-03,6.76,,
1993-02-04,6.76,,
1993-02-05,6.64,,
1993-02-08,6.7,,
1993-02-09,6.76,,
1993-02-10,6.87,,
1993-02-11,6.76,,
1993-02-12,6.49,,
1993-02-16,6.4,,
1993-02-17,6.16,,
1993-02-18,6.28,,
1993-02-19,6.4,,
1993-02-22,5.81,,
1993-02-23,5.99,,
1993-02-24,6.1,,
1993-02-25,6.16,,
1993-02-26,6.1,,
1993-03-01,6.16,,
1993-03-02,5.99,,
1993-03-03,6.1,,
1993-03-04,6.04,,
1993-03-05,6.1,,
1993-03-08,6.16,,
1993-03-09,6.28,,
1993-03-10,6.34,,
1993-03-11,6.55,,
1993-03-12,6.58,,
1993-03-15,6.52,,
1993-03-16,6.58,,
1993-03-17,6.52,,
1993-03-18,6.58,,
1993-03-19,6.76,,
1993-03-22,6.58,,
1993-03-23,6.7,,
1993-03-24,6.64,,
1993-03-25,6.7,,
1993-03-26,6.76,,
1993-03-29,6.64,,
1993-03-30,6.76,,
1993-03-31,7.05,,
1993-04-01,6.96,,
1993-04-02,6.81,,
1993-04-05,6.7,,
1993-04-06,6.52,,
1993-04-07,6.58,,
1993-04-08,6.4,,
1993-04-12,6.43,,
1993-04-13,6.28,,
1993-04-14,6.28,,
1993-04-15,6.46,,
1993-04-16,6.46,,
1993-04-19,6.4,,
1993-04-20,6.49,,
1993-04-21,6.52,,
1993-04-22,6.64,,
1993-04-23,6.64,,
1993-04-26,6.52,,
1993-04-27,6.73,,
1993-04-28,6.76,,
1993-04-29,6.64,,
1993-04-30,6.81,,
1993-05-03,6.81,,
1993-05-04,6.87,,
1993-05-05,6.99,,
1993-05-06,6.9,,
1993-05-07,6.9,,
1993-05-10,6.99,,
1993-05-11,7.02,,
1993-05-12,6.87,,
1993-05-13,6.93,,
1993-05-14,6.87,,
1993-05-17,6.81,,
1993-05-18,6.76,,
1993-05-19,6.81,,
1993-05-20,6.87,,
1993-05-21,6.76,,
1993-05-24,6.93,,
1993-05-25,6.81,,
1993-05-26,6.7,,
1993-05-27,6.76,,
1993-05-28,6.81,,
1993-06-01,6.81,,
1993-06-02,6.81,,
1993-06-03,6.81,,
1993-06-04,6.7,,
1993-06-07,6.7,,
1993-06-08,6.52,,
1993-06-09,6.58,,
1993-06-10,6.55,,
1993-06-11,6.1,,
1993-06-14,6.34,,
1993-06-15,6.4,,
1993-06-16,6.4,,
1993-06-17,6.34,,
1993-06-18,6.4,,
1993-06-21,6.58,,
1993-06-22,6.61,,
1993-06-23,6.7,,
1993-06-24,6.76,,
1993-06-25,6.96,,
1993-06-28,6.99,,
1993-06-29,6.93,,
1993-06-30,6.76,,
1993-07-01,6.87,,
1993-07-02,6.58,,
1993-07-06,6.58,,
1993-07-07,6.58,,
1993-07-08,6.64,,
1993-07-09,6.52,,
1993-07-12,6.46,,
1993-07-13,6.64,,
1993-07-14,6.58,,
1993-07-15,6.64,,
1993-07-16,6.46,,
1993-07-19,6.49,,
1993-07-20,6.52,,
1993-07-21,6.67,,
1993-07-22,6.55,,
1993-07-23,6.52,,
1993-07-26,6.64,,
1993-07-27,6.7,,
1993-07-28,6.87,,
1993-07-29,7.11,,
1993-07-30,7.05,,
1993-08-02,6.87,,
1993-08-03,6.87,,
1993-08-04,6.76,,
1993-08-05,6.93,,
1993-08-06,6.87,,
1993-08-09,7.11,,
1993-08-10,7.05,,
1993-08-11,7.17,,
1993-08-12,7.05,,
1993-08-13,7.29,,
1993-08-16,7.17,,
1993-08-17,7.17,,
1993-08-18,7.59,,
1993-08-19,8.0,,
1993-08-20,8.18,,
1993-08-23,7.94,,
1993-08-24,7.97,,
1993-08-25,8.06,,
1993-08-26,8.12,,
1993-08-27,8.0,,
1993-08-30,8.18,,
1993-08-31,8.53,,
1993-09-01,8.41,,
1993-09-02,8.41,,
1993-09-03,8.83,,
1993-09-07,8.53,,
1993-09-08,8.47,,
1993-09-09,8.47,,
1993-09-10,8.71,,
1993-09-13,8.83,,
1993-09-14,8.71,,
1993-09-15,8.89,,
1993-09-16,8.77,,
1993-09-17,8.77,,
1993-09-20,8.71,,
1993-09-21,8.71,,
1993-09-22,8.77,,
1993-09-23,8.77,,
1993-09-24,8.77,,
1993-09-27,8.65,,
1993-09-28,8.53,,
1993-09-29,8.65,,
1993-09-30,8.71,,
1993-10-01,8.53,,
1993-10-04,8.71,,
1993-10-05,8.83,,
1993-10-06,8.83,,
1993-10-07,8.83,,
1993-10-08,8.65,,
1993-10-11,8.65,,
1993-10-12,9.48,,
1993-10-13,10.25,,
1993-10-14,10.43,,
1993-10-15,10.49,,
1993-10-18,10.58,,
1993-10-19,10.79,,
1993-10-20,10.79,,
1993-10-21,10.61,,
1993-10-22,10.61,,
1993-10-25,10.55,,
1993-10-26,10.31,,
1993-10-27,10.13,,
1993-10-28,10.31,,
1993-10-29,10.19,,
1993-11-01,10.31,,
1993-11-02,10.55,,
1993-11-03,10.84,,
1993-11-04,10.55,,
1993-11-05,10.55,,
1993-11-08,10.9,,
1993-11-09,10.96,,
1993-11-10,11.2,,
1993-11-11,11.14,,
1993-11-12,11.02,,
1993-11-15,10.9,,
1993-11-16,10.9,,
1993-11-17,10.79,,
1993-11-18,10.79,,
1993-11-19,10.67,,
1993-11-22,10.67,,
1993-11-23,10.61,,
1993-11-24,10.67,,
1993-11-26,10.55,,
1993-11-29,10.37,,
1993-11-30,10.37,,
1993-12-01,10.37,,
1993-12-02,10.31,,
1993-12-03,10.46,,
1993-12-06,10.55,,
1993-12-07,10.4,,
1993-12-08,10.01,,
1993-12-09,10.19,,
1993-12-10,10.19,,
1993-12-13,10.13,,
1993-12-14,10.13,,
