date,LEN,LEN_EPS,PE Ratio
1981-04-30,3.24,,
1981-05-01,3.18,,
1981-05-04,3.13,,
1981-05-05,3.07,,
1981-05-06,3.2,,
1981-05-07,3.13,,
1981-05-08,3.24,,
1981-05-11,3.07,,
1981-05-12,2.99,,
1981-05-13,3.09,,
1981-05-14,3.07,,
1981-05-15,3.13,,
1981-05-18,3.32,,
1981-05-19,3.26,,
1981-05-20,3.28,,
1981-05-21,3.3,,
1981-05-22,3.18,,
1981-05-26,3.24,,
1981-05-27,3.24,,
1981-05-28,3.44,,
1981-05-29,3.5,,
1981-06-01,3.54,,
1981-06-02,3.44,,
1981-06-03,3.32,,
1981-06-04,3.36,,
1981-06-05,3.22,,
1981-06-08,3.22,,
1981-06-09,3.18,,
1981-06-10,3.26,,
1981-06-11,3.24,,
1981-06-12,3.24,,
1981-06-15,3.26,,
1981-06-16,3.22,,
1981-06-17,3.22,,
1981-06-18,3.22,,
1981-06-19,3.11,,
1981-06-22,3.07,,
1981-06-23,3.07,,
1981-06-24,2.99,,
1981-06-25,2.97,,
1981-06-26,3.01,,
1981-06-29,3.01,,
1981-06-30,3.07,,
1981-07-01,2.95,,
1981-07-02,2.93,,
1981-07-06,2.85,,
1981-07-07,2.87,,
1981-07-08,2.81,,
1981-07-09,2.83,,
1981-07-10,2.81,,
1981-07-13,2.91,,
1981-07-14,2.85,,
1981-07-15,2.89,,
1981-07-16,2.81,,
1981-07-17,2.75,,
1981-07-20,2.54,,
1981-07-21,2.54,,
1981-07-22,2.54,,
1981-07-23,2.52,,
1981-07-24,2.52,,
1981-07-27,2.58,,
1981-07-28,2.58,,
1981-07-29,2.62,,
1981-07-30,2.62,,
1981-07-31,2.66,,
1981-08-03,2.62,,
1981-08-04,2.58,,
1981-08-05,2.58,,
1981-08-06,2.48,,
1981-08-07,2.44,,
1981-08-10,2.4,,
1981-08-11,2.46,,
1981-08-12,2.66,,
1981-08-13,2.58,,
1981-08-14,2.64,,
1981-08-17,2.58,,
1981-08-18,2.52,,
1981-08-19,2.54,,
1981-08-20,2.48,,
1981-08-21,2.44,,
1981-08-24,2.23,,
1981-08-25,2.15,,
1981-08-26,2.25,,
1981-08-27,2.29,,
1981-08-28,2.25,,
1981-08-31,2.36,,
1981-09-01,2.31,,
1981-09-02,2.31,,
1981-09-03,2.27,,
1981-09-04,2.29,,
1981-09-08,2.13,,
1981-09-09,2.17,,
1981-09-10,2.13,,
1981-09-11,2.25,,
1981-09-14,2.27,,
1981-09-15,2.27,,
1981-09-16,2.25,,
1981-09-17,2.21,,
1981-09-18,2.17,,
1981-09-21,2.13,,
1981-09-22,2.17,,
1981-09-23,2.09,,
1981-09-24,2.07,,
1981-09-25,1.91,,
1981-09-28,1.97,,
1981-09-29,1.99,,
1981-09-30,1.84,,
1981-10-01,1.8,,
1981-10-02,2.01,,
1981-10-05,2.11,,
1981-10-06,2.19,,
1981-10-07,2.31,,
1981-10-08,2.29,,
1981-10-09,2.27,,
1981-10-12,2.25,,
1981-10-13,2.19,,
1981-10-14,1.97,,
1981-10-15,2.03,,
1981-10-16,2.03,,
1981-10-19,2.13,,
1981-10-20,2.09,,
1981-10-21,2.17,,
1981-10-22,2.05,,
1981-10-23,1.95,,
1981-10-26,1.93,,
1981-10-27,1.84,,
1981-10-28,1.95,,
1981-10-29,1.91,,
1981-10-30,1.93,,
1981-11-02,2.27,,
1981-11-03,2.42,,
1981-11-04,2.25,,
1981-11-05,2.25,,
1981-11-06,2.21,,
1981-11-09,2.21,,
1981-11-10,2.27,,
1981-11-11,2.17,,
1981-11-12,2.19,,
1981-11-13,2.25,,
1981-11-16,2.15,,
1981-11-17,2.17,,
1981-11-18,2.17,,
1981-11-19,2.17,,
1981-11-20,2.13,,
1981-11-23,2.19,,
1981-11-24,2.21,,
1981-11-25,2.21,,
1981-11-27,2.25,,
1981-11-30,2.23,,
1981-12-01,2.23,,
1981-12-02,2.25,,
1981-12-03,2.23,,
1981-12-04,2.31,,
1981-12-07,2.25,,
1981-12-08,2.23,,
1981-12-09,2.25,,
1981-12-10,2.21,,
1981-12-11,2.19,,
1981-12-14,2.09,,
1981-12-15,2.01,,
1981-12-16,1.91,,
1981-12-17,2.03,,
1981-12-18,2.17,,
1981-12-21,2.09,,
1981-12-22,2.09,,
1981-12-23,2.01,,
1981-12-24,1.97,,
1981-12-28,1.97,,
1981-12-29,1.99,,
1981-12-30,2.01,,
1981-12-31,2.09,,
1982-01-04,2.19,,
1982-01-05,2.21,,
1982-01-06,2.07,,
1982-01-07,2.05,,
1982-01-08,2.13,,
1982-01-11,2.07,,
1982-01-12,2.07,,
1982-01-13,2.05,,
1982-01-14,2.09,,
1982-01-15,2.07,,
1982-01-18,2.07,,
1982-01-19,2.07,,
1982-01-20,2.05,,
1982-01-21,2.03,,
1982-01-22,2.01,,
1982-01-25,1.86,,
1982-01-26,1.84,,
1982-01-27,1.93,,
1982-01-28,2.01,,
1982-01-29,1.99,,
1982-02-01,1.93,,
1982-02-02,1.86,,
1982-02-03,1.82,,
1982-02-04,1.86,,
1982-02-05,1.91,,
1982-02-08,1.78,,
1982-02-09,1.68,,
1982-02-10,1.66,,
1982-02-11,1.66,,
1982-02-12,1.72,,
1982-02-16,1.74,,
1982-02-17,1.78,,
1982-02-18,1.74,,
1982-02-19,1.74,,
1982-02-22,1.74,,
1982-02-23,1.7,,
1982-02-24,1.7,,
1982-02-25,1.84,,
1982-02-26,1.78,,
1982-03-01,1.76,,
1982-03-02,1.7,,
1982-03-03,1.68,,
1982-03-04,1.62,,
1982-03-05,1.6,,
1982-03-08,1.64,,
1982-03-09,1.68,,
1982-03-10,1.76,,
1982-03-11,1.7,,
1982-03-12,1.62,,
1982-03-15,1.6,,
1982-03-16,1.62,,
1982-03-17,1.64,,
1982-03-18,1.62,,
1982-03-19,1.64,,
1982-03-22,1.62,,
1982-03-23,1.64,,
1982-03-24,1.62,,
1982-03-25,1.64,,
1982-03-26,1.62,,
1982-03-29,1.66,,
1982-03-30,1.76,,
1982-03-31,1.74,,
1982-04-01,1.74,,
1982-04-02,1.86,,
1982-04-05,1.86,,
1982-04-06,1.84,,
1982-04-07,1.8,,
1982-04-08,1.8,,
1982-04-12,1.8,,
1982-04-13,1.8,,
1982-04-14,1.8,,
1982-04-15,1.88,,
1982-04-16,1.91,,
1982-04-19,2.05,,
1982-04-20,1.99,,
1982-04-21,2.07,,
1982-04-22,2.17,,
1982-04-23,2.11,,
1982-04-26,2.13,,
1982-04-27,2.13,,
1982-04-28,2.15,,
1982-04-29,2.11,,
1982-04-30,2.07,,
1982-05-03,2.07,,
1982-05-04,2.05,,
1982-05-05,2.07,,
1982-05-06,2.13,,
1982-05-07,2.23,,
1982-05-10,2.25,,
1982-05-11,2.23,,
1982-05-12,2.25,,
1982-05-13,2.21,,
1982-05-14,2.15,,
1982-05-17,2.09,,
1982-05-18,1.95,,
1982-05-19,2.03,,
1982-05-20,1.99,,
1982-05-21,1.97,,
1982-05-24,2.03,,
1982-05-25,2.05,,
1982-05-26,1.99,,
1982-05-27,1.91,,
1982-05-28,1.97,,
1982-06-01,1.97,,
1982-06-02,1.91,,
1982-06-03,1.95,,
1982-06-04,1.95,,
1982-06-07,1.88,,
1982-06-08,1.86,,
1982-06-09,1.84,,
1982-06-10,1.84,,
1982-06-11,1.93,,
1982-06-14,1.88,,
1982-06-15,1.91,,
1982-06-16,1.93,,
1982-06-17,1.95,,
1982-06-18,1.95,,
1982-06-21,1.93,,
1982-06-22,1.88,,
1982-06-23,1.97,,
1982-06-24,1.97,,
1982-06-25,1.91,,
1982-06-28,1.86,,
1982-06-29,1.78,,
1982-06-30,1.72,,
1982-07-01,1.72,,
1982-07-02,1.74,,
1982-07-06,1.72,,
1982-07-07,1.76,,
1982-07-08,1.74,,
1982-07-09,1.86,,
1982-07-12,1.93,,
1982-07-13,1.88,,
1982-07-14,1.84,,
1982-07-15,1.84,,
1982-07-16,1.82,,
1982-07-19,1.8,,
1982-07-20,1.88,,
1982-07-21,2.01,,
1982-07-22,1.93,,
1982-07-23,1.91,,
1982-07-26,2.01,,
1982-07-27,2.03,,
1982-07-28,1.95,,
1982-07-29,1.95,,
1982-07-30,1.97,,
1982-08-02,1.97,,
1982-08-03,1.97,,
1982-08-04,1.95,,
1982-08-05,1.93,,
1982-08-06,1.93,,
1982-08-09,1.88,,
1982-08-10,1.8,,
1982-08-11,1.74,,
1982-08-12,1.78,,
1982-08-13,1.76,,
1982-08-16,1.84,,
1982-08-17,2.11,,
1982-08-18,2.21,,
1982-08-19,2.23,,
1982-08-20,2.34,,
1982-08-23,2.29,,
1982-08-24,2.42,,
1982-08-25,2.58,,
1982-08-26,2.58,,
1982-08-27,2.44,,
1982-08-30,2.46,,
1982-08-31,2.5,,
1982-09-01,2.38,,
1982-09-02,2.38,,
1982-09-03,2.34,,
1982-09-07,2.25,,
1982-09-08,2.4,,
1982-09-09,2.44,,
1982-09-10,2.38,,
1982-09-13,2.4,,
1982-09-14,2.48,,
1982-09-15,2.58,,
1982-09-16,2.54,,
1982-09-17,2.48,,
1982-09-20,2.46,,
1982-09-21,2.5,,
1982-09-22,2.46,,
1982-09-23,2.42,,
1982-09-24,2.48,,
1982-09-27,2.46,,
1982-09-28,2.46,,
1982-09-29,2.38,,
1982-09-30,2.46,,
1982-10-01,2.46,,
1982-10-04,2.36,,
1982-10-05,2.4,,
1982-10-06,2.46,,
1982-10-07,2.66,,
1982-10-08,2.75,,
1982-10-11,2.95,,
1982-10-12,3.13,,
1982-10-13,3.01,,
1982-10-14,2.79,,
1982-10-15,2.93,,
1982-10-18,3.01,,
1982-10-19,3.18,,
1982-10-20,3.2,,
1982-10-21,3.22,,
1982-10-22,3.34,,
1982-10-25,3.28,,
1982-10-26,3.09,,
1982-10-27,3.15,,
1982-10-28,3.11,,
1982-10-29,3.09,,
1982-11-01,3.03,,
1982-11-02,3.07,,
1982-11-03,3.26,,
1982-11-04,3.4,,
1982-11-05,3.32,,
1982-11-08,3.3,,
1982-11-09,3.11,,
1982-11-10,3.2,,
1982-11-11,3.15,,
1982-11-12,3.18,,
1982-11-15,3.11,,
1982-11-16,3.03,,
1982-11-17,3.38,,
1982-11-18,3.42,,
1982-11-19,3.46,,
1982-11-22,3.61,,
1982-11-23,3.81,,
1982-11-24,3.83,,
1982-11-26,3.93,,
1982-11-29,3.83,,
1982-11-30,3.85,,
1982-12-01,4.02,,
1982-12-02,4.18,,
1982-12-03,4.18,,
1982-12-06,4.42,,
1982-12-07,4.36,,
1982-12-08,4.47,,
1982-12-09,4.26,,
1982-12-10,3.95,,
1982-12-13,3.81,,
1982-12-14,3.85,,
1982-12-15,3.91,,
1982-12-16,3.91,,
1982-12-17,4.18,,
1982-12-20,4.1,,
1982-12-21,3.99,,
1982-12-22,4.14,,
1982-12-23,4.24,,
1982-12-27,4.14,,
1982-12-28,4.1,,
1982-12-29,4.1,,
1982-12-30,4.22,,
1982-12-31,4.51,,
1983-01-03,4.36,,
1983-01-04,4.22,,
1983-01-05,4.18,,
1983-01-06,4.14,,
1983-01-07,4.14,,
1983-01-10,4.14,,
1983-01-11,4.16,,
1983-01-12,4.4,,
1983-01-13,4.34,,
1983-01-14,4.42,,
1983-01-17,4.42,,
1983-01-18,4.18,,
1983-01-19,4.22,,
1983-01-20,4.2,,
1983-01-21,4.02,,
1983-01-24,3.61,,
1983-01-25,3.71,,
1983-01-26,3.89,,
1983-01-27,3.89,,
1983-01-28,4.04,,
1983-01-31,4.1,,
1983-02-01,3.73,,
1983-02-02,3.65,,
1983-02-03,3.69,,
1983-02-04,3.81,,
1983-02-07,3.85,,
1983-02-08,3.81,,
1983-02-09,3.73,,
1983-02-10,3.81,,
1983-02-11,3.81,,
1983-02-14,3.85,,
1983-02-15,3.81,,
1983-02-16,3.91,,
1983-02-17,3.99,,
1983-02-18,4.02,,
1983-02-22,4.02,,
1983-02-23,3.95,,
1983-02-24,3.95,,
1983-02-25,3.99,,
1983-02-28,4.08,,
1983-03-01,4.1,,
1983-03-02,4.04,,
1983-03-03,4.02,,
1983-03-04,3.91,,
1983-03-07,3.93,,
1983-03-08,3.93,,
1983-03-09,3.93,,
1983-03-10,3.97,,
1983-03-11,3.97,,
1983-03-14,3.91,,
1983-03-15,3.87,,
1983-03-16,4.02,,
1983-03-17,4.18,,
1983-03-18,4.34,,
1983-03-21,4.32,,
1983-03-22,4.4,,
1983-03-23,4.42,,
1983-03-24,4.42,,
1983-03-25,4.26,,
1983-03-28,4.1,,
1983-03-29,4.04,,
1983-03-30,4.04,,
1983-03-31,4.06,,
1983-04-04,4.04,,
1983-04-05,3.81,,
1983-04-06,4.02,,
1983-04-07,3.85,,
1983-04-08,3.85,,
1983-04-11,3.97,,
1983-04-12,3.91,,
1983-04-13,4.04,,
1983-04-14,3.97,,
1983-04-15,4.14,,
1983-04-18,4.14,,
1983-04-19,4.06,,
1983-04-20,4.12,,
1983-04-21,4.1,,
1983-04-22,4.14,,
1983-04-25,4.12,,
1983-04-26,4.04,,
1983-04-27,3.97,,
1983-04-28,3.95,,
1983-04-29,4.12,,
1983-05-02,4.12,,
1983-05-03,4.12,,
1983-05-04,4.08,,
1983-05-05,4.04,,
1983-05-06,4.1,,
1983-05-09,4.26,,
1983-05-10,4.4,,
1983-05-11,4.42,,
1983-05-12,4.49,,
1983-05-13,4.65,,
1983-05-16,4.49,,
1983-05-17,4.47,,
1983-05-18,4.63,,
1983-05-19,4.57,,
1983-05-20,4.59,,
1983-05-23,4.79,,
1983-05-24,4.73,,
1983-05-25,4.71,,
1983-05-26,4.65,,
1983-05-27,4.69,,
1983-05-31,4.55,,
1983-06-01,4.61,,
1983-06-02,4.61,,
1983-06-03,4.63,,
1983-06-06,4.61,,
1983-06-07,4.67,,
1983-06-08,4.45,,
1983-06-09,4.38,,
1983-06-10,4.49,,
1983-06-13,4.49,,
1983-06-14,4.55,,
1983-06-15,4.59,,
1983-06-16,4.69,,
1983-06-17,4.79,,
1983-06-20,4.67,,
1983-06-21,4.73,,
1983-06-22,4.77,,
1983-06-23,4.69,,
1983-06-24,4.63,,
1983-06-27,4.55,,
1983-06-28,4.2,,
1983-06-29,4.12,,
1983-06-30,4.16,,
1983-07-01,4.06,,
1983-07-05,3.95,,
1983-07-06,3.91,,
1983-07-07,3.99,,
1983-07-08,3.89,,
1983-07-11,3.81,,
1983-07-12,3.81,,
1983-07-13,3.5,,
1983-07-14,3.77,,
1983-07-15,3.71,,
1983-07-18,3.65,,
1983-07-19,3.67,,
1983-07-20,3.65,,
1983-07-21,3.83,,
1983-07-22,3.65,,
1983-07-25,3.63,,
1983-07-26,3.4,,
1983-07-27,3.44,,
1983-07-28,3.38,,
1983-07-29,3.26,,
1983-08-01,3.11,,
1983-08-02,3.11,,
1983-08-03,3.11,,
1983-08-04,3.09,,
1983-08-05,3.09,,
1983-08-08,2.95,,
1983-08-09,2.91,,
1983-08-10,3.01,,
1983-08-11,3.03,,
1983-08-12,3.07,,
1983-08-15,3.15,,
1983-08-16,3.18,,
1983-08-17,3.11,,
1983-08-18,3.11,,
1983-08-19,3.11,,
1983-08-22,2.99,,
1983-08-23,2.95,,
1983-08-24,2.89,,
1983-08-25,2.93,,
1983-08-26,2.91,,
1983-08-29,2.91,,
1983-08-30,2.93,,
1983-08-31,2.79,,
1983-09-01,2.85,,
1983-09-02,2.89,,
1983-09-06,3.09,,
1983-09-07,3.24,,
1983-09-08,3.26,,
1983-09-09,3.4,,
1983-09-12,3.38,,
1983-09-13,3.3,,
1983-09-14,3.2,,
1983-09-15,3.24,,
1983-09-16,3.22,,
1983-09-19,3.24,,
1983-09-20,3.36,,
1983-09-21,3.3,,
1983-09-22,3.28,,
1983-09-23,3.28,,
1983-09-26,3.22,,
1983-09-27,3.3,,
1983-09-28,3.28,,
1983-09-29,3.24,,
1983-09-30,3.26,,
1983-10-03,3.18,,
1983-10-04,3.2,,
1983-10-05,3.18,,
1983-10-06,3.34,,
1983-10-07,3.28,,
1983-10-10,3.4,,
1983-10-11,3.28,,
1983-10-12,3.28,,
1983-10-13,3.28,,
1983-10-14,3.26,,
1983-10-17,3.36,,
1983-10-18,3.38,,
1983-10-19,3.2,,
1983-10-20,3.22,,
1983-10-21,3.03,,
1983-10-24,2.89,,
1983-10-25,2.81,,
1983-10-26,2.79,,
1983-10-27,2.7,,
1983-10-28,2.68,,
1983-10-31,2.83,,
1983-11-01,2.97,,
1983-11-02,3.01,,
1983-11-03,3.13,,
1983-11-04,3.13,,
1983-11-07,3.11,,
1983-11-08,2.97,,
1983-11-09,2.97,,
1983-11-10,3.09,,
1983-11-11,3.15,,
1983-11-14,3.28,,
1983-11-15,3.15,,
1983-11-16,3.24,,
1983-11-17,3.13,,
1983-11-18,3.09,,
1983-11-21,3.15,,
1983-11-22,3.11,,
1983-11-23,3.15,,
1983-11-25,3.13,,
1983-11-28,3.13,,
1983-11-29,2.99,,
1983-11-30,3.01,,
1983-12-01,2.93,,
1983-12-02,2.93,,
1983-12-05,2.91,,
1983-12-06,2.85,,
1983-12-07,2.77,,
1983-12-08,2.79,,
1983-12-09,2.75,,
1983-12-12,2.79,,
1983-12-13,2.81,,
1983-12-14,2.75,,
1983-12-15,2.6,,
1983-12-16,2.62,,
1983-12-19,2.58,,
1983-12-20,2.75,,
1983-12-21,2.72,,
1983-12-22,2.85,,
1983-12-23,2.81,,
1983-12-27,2.81,,
1983-12-28,2.79,,
1983-12-29,2.7,,
1983-12-30,2.83,,
1984-01-03,2.7,,
1984-01-04,2.87,,
1984-01-05,3.03,,
1984-01-06,3.03,,
1984-01-09,2.79,,
1984-01-10,2.85,,
1984-01-11,3.07,,
1984-01-12,3.11,,
1984-01-13,3.11,,
1984-01-16,3.07,,
1984-01-17,3.03,,
1984-01-18,3.01,,
1984-01-19,2.91,,
1984-01-20,2.91,,
1984-01-23,2.97,,
1984-01-24,3.03,,
1984-01-25,2.83,,
1984-01-26,2.77,,
1984-01-27,2.79,,
1984-01-30,2.81,,
1984-01-31,2.72,,
1984-02-01,2.77,,
1984-02-02,2.68,,
1984-02-03,2.62,,
1984-02-06,2.62,,
1984-02-07,2.62,,
1984-02-08,2.58,,
1984-02-09,2.58,,
1984-02-10,2.54,,
1984-02-13,2.38,,
1984-02-14,2.29,,
1984-02-15,2.36,,
1984-02-16,2.42,,
1984-02-17,2.46,,
1984-02-21,2.27,,
1984-02-22,2.27,,
1984-02-23,2.27,,
1984-02-24,2.25,,
1984-02-27,2.27,,
1984-02-28,2.21,,
1984-02-29,2.23,,
1984-03-01,2.23,,
1984-03-02,2.21,,
1984-03-05,2.21,,
1984-03-06,2.15,,
1984-03-07,2.13,,
1984-03-08,2.15,,
1984-03-09,2.13,,
1984-03-12,2.11,,
1984-03-13,2.15,,
1984-03-14,2.19,,
1984-03-15,2.19,,
1984-03-16,2.21,,
1984-03-19,2.15,,
1984-03-20,2.17,,
1984-03-21,2.19,,
1984-03-22,2.17,,
1984-03-23,2.17,,
1984-03-26,2.15,,
1984-03-27,2.15,,
1984-03-28,2.19,,
1984-03-29,2.27,,
1984-03-30,2.36,,
1984-04-02,2.42,,
1984-04-03,2.34,,
1984-04-04,2.29,,
1984-04-05,2.27,,
1984-04-06,2.23,,
1984-04-09,2.17,,
1984-04-10,2.13,,
1984-04-11,2.13,,
1984-04-12,2.17,,
1984-04-13,2.21,,
1984-04-16,2.27,,
1984-04-17,2.29,,
1984-04-18,2.25,,
1984-04-19,2.21,,
1984-04-23,2.21,,
1984-04-24,2.21,,
1984-04-25,2.19,,
1984-04-26,2.21,,
1984-04-27,2.21,,
1984-04-30,2.11,,
1984-05-01,2.15,,
1984-05-02,2.15,,
1984-05-03,2.13,,
1984-05-04,2.13,,
1984-05-07,2.15,,
1984-05-08,2.17,,
1984-05-09,2.09,,
1984-05-10,2.05,,
1984-05-11,1.99,,
1984-05-14,1.93,,
1984-05-15,1.91,,
1984-05-16,1.93,,
1984-05-17,1.91,,
1984-05-18,1.78,,
1984-05-21,1.82,,
1984-05-22,1.95,,
1984-05-23,1.93,,
1984-05-24,1.91,,
1984-05-25,1.88,,
1984-05-29,1.84,,
1984-05-30,1.86,,
1984-05-31,1.86,,
1984-06-01,1.8,,
1984-06-04,1.86,,
1984-06-05,1.86,,
1984-06-06,1.93,,
1984-06-07,1.97,,
1984-06-08,2.01,,
1984-06-11,2.03,,
1984-06-12,1.93,,
