date,close price,GWW_SHE,GWW_TA,GWW_TL,market cap,PB Ratio
1987-02-19,11.72,,,,,
1987-02-20,11.53,,,,,
1987-02-23,11.44,,,,,
1987-02-24,11.25,,,,,
1987-02-25,11.03,,,,,
1987-02-26,11.0,,,,,
1987-02-27,11.16,,,,,
1987-03-02,11.31,,,,,
1987-03-03,11.19,,,,,
1987-03-04,11.59,,,,,
1987-03-05,11.72,,,,,
1987-03-06,11.63,,,,,
1987-03-09,11.53,,,,,
1987-03-10,11.5,,,,,
1987-03-11,11.38,,,,,
1987-03-12,11.63,,,,,
1987-03-13,11.47,,,,,
1987-03-16,11.47,,,,,
1987-03-17,11.28,,,,,
1987-03-18,11.22,,,,,
1987-03-19,11.22,,,,,
1987-03-20,11.31,,,,,
1987-03-23,11.41,,,,,
1987-03-24,11.56,,,,,
1987-03-25,11.69,,,,,
1987-03-26,11.75,,,,,
1987-03-27,11.56,,,,,
1987-03-30,11.13,,,,,
1987-03-31,10.94,,,,,
1987-04-01,11.0,,,,,
1987-04-02,11.13,,,,,
1987-04-03,11.75,,,,,
1987-04-06,11.75,,,,,
1987-04-07,11.66,,,,,
1987-04-08,11.88,,,,,
1987-04-09,11.81,,,,,
1987-04-10,11.69,,,,,
1987-04-13,11.53,,,,,
1987-04-14,11.41,,,,,
1987-04-15,11.5,,,,,
1987-04-16,11.88,,,,,
1987-04-20,12.16,,,,,
1987-04-21,12.34,,,,,
1987-04-22,12.06,,,,,
1987-04-23,11.94,,,,,
1987-04-24,11.94,,,,,
1987-04-27,11.94,,,,,
1987-04-28,12.0,,,,,
1987-04-29,12.16,,,,,
1987-04-30,12.38,,,,,
1987-05-01,12.47,,,,,
1987-05-04,12.56,,,,,
1987-05-05,12.97,,,,,
1987-05-06,13.0,,,,,
1987-05-07,12.75,,,,,
1987-05-08,12.56,,,,,
1987-05-11,12.81,,,,,
1987-05-12,13.09,,,,,
1987-05-13,12.97,,,,,
1987-05-14,12.84,,,,,
1987-05-15,12.84,,,,,
1987-05-18,12.81,,,,,
1987-05-19,12.31,,,,,
1987-05-20,12.25,,,,,
1987-05-21,12.22,,,,,
1987-05-22,12.34,,,,,
1987-05-26,12.44,,,,,
1987-05-27,12.44,,,,,
1987-05-28,12.72,,,,,
1987-05-29,12.63,,,,,
1987-06-01,12.75,,,,,
1987-06-02,12.66,,,,,
1987-06-03,12.66,,,,,
1987-06-04,12.75,,,,,
1987-06-05,12.75,,,,,
1987-06-08,12.84,,,,,
1987-06-09,12.81,,,,,
1987-06-10,13.0,,,,,
1987-06-11,13.31,,,,,
1987-06-12,13.66,,,,,
1987-06-15,13.88,,,,,
1987-06-16,13.91,,,,,
1987-06-17,13.69,,,,,
1987-06-18,13.56,,,,,
1987-06-19,13.59,,,,,
1987-06-22,13.72,,,,,
1987-06-23,13.59,,,,,
1987-06-24,13.63,,,,,
1987-06-25,13.44,,,,,
1987-06-26,13.5,,,,,
1987-06-29,13.56,,,,,
1987-06-30,13.38,,,,,
1987-07-01,13.03,,,,,
1987-07-02,13.22,,,,,
1987-07-06,13.19,,,,,
1987-07-07,13.66,,,,,
1987-07-08,13.72,,,,,
1987-07-09,13.75,,,,,
1987-07-10,13.97,,,,,
1987-07-13,13.81,,,,,
1987-07-14,14.06,,,,,
1987-07-15,14.09,,,,,
1987-07-16,14.59,,,,,
1987-07-17,14.81,,,,,
1987-07-20,14.66,,,,,
1987-07-21,14.38,,,,,
1987-07-22,14.28,,,,,
1987-07-23,14.34,,,,,
1987-07-24,14.63,,,,,
1987-07-27,15.03,,,,,
1987-07-28,14.94,,,,,
1987-07-29,15.19,,,,,
1987-07-30,15.56,,,,,
1987-07-31,15.69,,,,,
1987-08-03,15.38,,,,,
1987-08-04,15.06,,,,,
1987-08-05,15.13,,,,,
1987-08-06,16.06,,,,,
1987-08-07,16.34,,,,,
1987-08-10,16.38,,,,,
1987-08-11,17.16,,,,,
1987-08-12,16.69,,,,,
1987-08-13,16.53,,,,,
1987-08-14,16.41,,,,,
1987-08-17,16.53,,,,,
1987-08-18,16.19,,,,,
1987-08-19,16.25,,,,,
1987-08-20,16.41,,,,,
1987-08-21,16.25,,,,,
1987-08-24,16.0,,,,,
1987-08-25,16.34,,,,,
1987-08-26,16.47,,,,,
1987-08-27,16.31,,,,,
1987-08-28,16.25,,,,,
1987-08-31,16.53,,,,,
1987-09-01,16.13,,,,,
1987-09-02,15.56,,,,,
1987-09-03,15.41,,,,,
1987-09-04,15.38,,,,,
1987-09-08,15.16,,,,,
1987-09-09,15.31,,,,,
1987-09-10,15.88,,,,,
1987-09-11,16.22,,,,,
1987-09-14,16.31,,,,,
1987-09-15,16.28,,,,,
1987-09-16,16.31,,,,,
1987-09-17,16.38,,,,,
1987-09-18,16.56,,,,,
1987-09-21,16.47,,,,,
1987-09-22,16.44,,,,,
1987-09-23,16.47,,,,,
1987-09-24,16.47,,,,,
1987-09-25,16.5,,,,,
1987-09-28,16.97,,,,,
1987-09-29,17.06,,,,,
1987-09-30,16.94,,,,,
1987-10-01,17.28,,,,,
1987-10-02,17.81,,,,,
1987-10-05,17.66,,,,,
1987-10-06,17.66,,,,,
1987-10-07,17.69,,,,,
1987-10-08,17.44,,,,,
1987-10-09,17.34,,,,,
1987-10-12,17.38,,,,,
1987-10-13,17.44,,,,,
1987-10-14,16.91,,,,,
1987-10-15,16.44,,,,,
1987-10-16,15.56,,,,,
1987-10-19,14.09,,,,,
1987-10-20,13.75,,,,,
1987-10-21,13.69,,,,,
1987-10-22,13.0,,,,,
1987-10-23,12.94,,,,,
1987-10-26,12.41,,,,,
1987-10-27,12.06,,,,,
1987-10-28,11.31,,,,,
1987-10-29,11.5,,,,,
1987-10-30,11.84,,,,,
1987-11-02,12.03,,,,,
1987-11-03,12.06,,,,,
1987-11-04,12.09,,,,,
1987-11-05,11.94,,,,,
1987-11-06,11.97,,,,,
1987-11-09,11.94,,,,,
1987-11-10,11.5,,,,,
1987-11-11,11.94,,,,,
1987-11-12,12.28,,,,,
1987-11-13,12.59,,,,,
1987-11-16,12.88,,,,,
1987-11-17,12.72,,,,,
1987-11-18,12.97,,,,,
1987-11-19,12.69,,,,,
1987-11-20,12.47,,,,,
1987-11-23,12.56,,,,,
1987-11-24,13.0,,,,,
1987-11-25,13.13,,,,,
1987-11-27,13.13,,,,,
1987-11-30,12.56,,,,,
1987-12-01,12.78,,,,,
1987-12-02,12.88,,,,,
1987-12-03,12.44,,,,,
1987-12-04,12.22,,,,,
1987-12-07,12.34,,,,,
1987-12-08,12.69,,,,,
1987-12-09,12.94,,,,,
1987-12-10,13.0,,,,,
1987-12-11,13.13,,,,,
1987-12-14,13.69,,,,,
1987-12-15,14.22,,,,,
1987-12-16,14.19,,,,,
1987-12-17,14.06,,,,,
1987-12-18,14.22,,,,,
1987-12-21,13.94,,,,,
1987-12-22,14.03,,,,,
1987-12-23,14.06,,,,,
1987-12-24,14.09,,,,,
1987-12-28,14.09,,,,,
1987-12-29,14.13,,,,,
1987-12-30,14.31,,,,,
1987-12-31,14.69,,,,,
1988-01-04,14.88,,,,,
1988-01-05,15.09,,,,,
1988-01-06,15.06,,,,,
1988-01-07,14.97,,,,,
1988-01-08,14.0,,,,,
1988-01-11,13.63,,,,,
1988-01-12,13.09,,,,,
1988-01-13,13.25,,,,,
1988-01-14,13.22,,,,,
1988-01-15,13.44,,,,,
1988-01-18,13.44,,,,,
1988-01-19,13.16,,,,,
1988-01-20,12.72,,,,,
1988-01-21,12.5,,,,,
1988-01-22,12.44,,,,,
1988-01-25,13.09,,,,,
1988-01-26,13.16,,,,,
1988-01-27,13.22,,,,,
1988-01-28,13.53,,,,,
1988-01-29,13.84,,,,,
1988-02-01,13.91,,,,,
1988-02-02,13.75,,,,,
1988-02-03,13.56,,,,,
1988-02-04,13.69,,,,,
1988-02-05,13.47,,,,,
1988-02-08,13.31,,,,,
1988-02-09,13.63,,,,,
1988-02-10,14.25,,,,,
1988-02-11,14.22,,,,,
1988-02-12,14.34,,,,,
1988-02-16,14.34,,,,,
1988-02-17,14.28,,,,,
1988-02-18,14.25,,,,,
1988-02-19,14.44,,,,,
1988-02-22,14.59,,,,,
1988-02-23,14.59,,,,,
1988-02-24,14.66,,,,,
1988-02-25,14.56,,,,,
1988-02-26,14.5,,,,,
1988-02-29,14.56,,,,,
1988-03-01,14.19,,,,,
1988-03-02,14.59,,,,,
1988-03-03,14.5,,,,,
1988-03-04,14.28,,,,,
1988-03-07,14.28,,,,,
1988-03-08,14.69,,,,,
1988-03-09,14.69,,,,,
1988-03-10,14.31,,,,,
1988-03-11,14.34,,,,,
1988-03-14,14.63,,,,,
1988-03-15,14.75,,,,,
1988-03-16,15.0,,,,,
1988-03-17,15.31,,,,,
1988-03-18,15.5,,,,,
1988-03-21,15.22,,,,,
1988-03-22,15.38,,,,,
1988-03-23,15.5,,,,,
1988-03-24,15.16,,,,,
1988-03-25,14.56,,,,,
1988-03-28,14.75,,,,,
1988-03-29,14.81,,,,,
1988-03-30,14.78,,,,,
1988-03-31,14.78,,,,,
1988-04-04,14.69,,,,,
1988-04-05,14.84,,,,,
1988-04-06,15.56,,,,,
1988-04-07,15.69,,,,,
1988-04-08,16.0,,,,,
1988-04-11,16.22,,,,,
1988-04-12,16.19,,,,,
1988-04-13,15.94,,,,,
1988-04-14,15.19,,,,,
1988-04-15,15.34,,,,,
1988-04-18,15.59,,,,,
1988-04-19,15.69,,,,,
1988-04-20,15.75,,,,,
1988-04-21,15.78,,,,,
1988-04-22,15.91,,,,,
1988-04-25,16.22,,,,,
1988-04-26,16.16,,,,,
1988-04-27,16.09,,,,,
1988-04-28,16.69,,,,,
1988-04-29,16.78,,,,,
1988-05-02,16.53,,,,,
1988-05-03,16.22,,,,,
1988-05-04,15.88,,,,,
1988-05-05,16.06,,,,,
1988-05-06,16.19,,,,,
1988-05-09,16.19,,,,,
1988-05-10,16.22,,,,,
1988-05-11,15.47,,,,,
1988-05-12,15.56,,,,,
1988-05-13,16.75,,,,,
1988-05-16,16.38,,,,,
1988-05-17,16.22,,,,,
1988-05-18,16.38,,,,,
1988-05-19,16.44,,,,,
1988-05-20,16.25,,,,,
1988-05-23,15.81,,,,,
1988-05-24,16.19,,,,,
1988-05-25,15.5,,,,,
1988-05-26,15.69,,,,,
1988-05-27,15.59,,,,,
1988-05-31,16.03,,,,,
1988-06-01,16.31,,,,,
1988-06-02,16.25,,,,,
1988-06-03,16.31,,,,,
1988-06-06,16.25,,,,,
1988-06-07,16.06,,,,,
1988-06-08,15.25,,,,,
1988-06-09,15.38,,,,,
1988-06-10,15.66,,,,,
1988-06-13,15.47,,,,,
1988-06-14,15.19,,,,,
1988-06-15,15.22,,,,,
1988-06-16,15.03,,,,,
1988-06-17,14.69,,,,,
1988-06-20,14.56,,,,,
1988-06-21,14.56,,,,,
1988-06-22,14.94,,,,,
1988-06-23,15.0,,,,,
1988-06-24,15.16,,,,,
1988-06-27,14.59,,,,,
1988-06-28,15.13,,,,,
1988-06-29,15.13,,,,,
1988-06-30,15.22,,,,,
1988-07-01,14.88,,,,,
1988-07-05,14.94,,,,,
1988-07-06,14.31,,,,,
1988-07-07,14.44,,,,,
1988-07-08,14.41,,,,,
1988-07-11,14.41,,,,,
1988-07-12,14.25,,,,,
1988-07-13,14.28,,,,,
1988-07-14,14.25,,,,,
1988-07-15,14.22,,,,,
1988-07-18,14.59,,,,,
1988-07-19,14.53,,,,,
1988-07-20,14.41,,,,,
1988-07-21,14.28,,,,,
1988-07-22,14.13,,,,,
1988-07-25,14.09,,,,,
1988-07-26,14.22,,,,,
1988-07-27,14.22,,,,,
1988-07-28,14.53,,,,,
1988-07-29,14.97,,,,,
1988-08-01,15.03,,,,,
1988-08-02,14.72,,,,,
1988-08-03,14.38,,,,,
1988-08-04,14.47,,,,,
1988-08-05,14.41,,,,,
1988-08-08,14.06,,,,,
1988-08-09,14.19,,,,,
1988-08-10,14.19,,,,,
1988-08-11,14.31,,,,,
1988-08-12,14.13,,,,,
1988-08-15,13.97,,,,,
1988-08-16,14.28,,,,,
1988-08-17,14.13,,,,,
1988-08-18,14.03,,,,,
1988-08-19,13.97,,,,,
1988-08-22,13.75,,,,,
1988-08-23,13.78,,,,,
1988-08-24,13.97,,,,,
1988-08-25,13.91,,,,,
1988-08-26,13.97,,,,,
1988-08-29,14.06,,,,,
1988-08-30,13.97,,,,,
1988-08-31,13.81,,,,,
1988-09-01,13.63,,,,,
1988-09-02,13.84,,,,,
1988-09-06,13.75,,,,,
1988-09-07,13.81,,,,,
1988-09-08,13.78,,,,,
1988-09-09,13.84,,,,,
1988-09-12,13.81,,,,,
1988-09-13,13.88,,,,,
1988-09-14,14.03,,,,,
1988-09-15,14.13,,,,,
1988-09-16,14.19,,,,,
1988-09-19,13.94,,,,,
1988-09-20,13.94,,,,,
1988-09-21,13.91,,,,,
1988-09-22,13.84,,,,,
1988-09-23,13.91,,,,,
1988-09-26,13.94,,,,,
1988-09-27,13.97,,,,,
1988-09-28,13.91,,,,,
1988-09-29,14.16,,,,,
1988-09-30,14.03,,,,,
1988-10-03,13.81,,,,,
1988-10-04,13.72,,,,,
1988-10-05,13.78,,,,,
1988-10-06,13.88,,,,,
1988-10-07,14.0,,,,,
1988-10-10,14.06,,,,,
1988-10-11,14.13,,,,,
1988-10-12,14.0,,,,,
1988-10-13,14.13,,,,,
1988-10-14,14.06,,,,,
1988-10-17,14.19,,,,,
1988-10-18,14.44,,,,,
1988-10-19,14.16,,,,,
1988-10-20,14.56,,,,,
1988-10-21,14.53,,,,,
1988-10-24,14.56,,,,,
1988-10-25,14.47,,,,,
1988-10-26,14.38,,,,,
1988-10-27,13.97,,,,,
1988-10-28,14.09,,,,,
1988-10-31,14.13,,,,,
1988-11-01,14.06,,,,,
1988-11-02,14.03,,,,,
1988-11-03,14.0,,,,,
1988-11-04,13.88,,,,,
1988-11-07,13.84,,,,,
1988-11-08,13.81,,,,,
1988-11-09,13.53,,,,,
1988-11-10,13.53,,,,,
1988-11-11,13.31,,,,,
1988-11-14,13.31,,,,,
1988-11-15,13.28,,,,,
1988-11-16,13.09,,,,,
1988-11-17,13.09,,,,,
1988-11-18,13.34,,,,,
1988-11-21,13.28,,,,,
1988-11-22,13.22,,,,,
1988-11-23,13.25,,,,,
1988-11-25,13.0,,,,,
1988-11-28,13.09,,,,,
1988-11-29,13.19,,,,,
1988-11-30,13.28,,,,,
1988-12-01,13.19,,,,,
1988-12-02,13.25,,,,,
1988-12-05,13.34,,,,,
1988-12-06,13.44,,,,,
1988-12-07,13.41,,,,,
1988-12-08,13.31,,,,,
1988-12-09,13.31,,,,,
1988-12-12,13.31,,,,,
1988-12-13,13.19,,,,,
1988-12-14,13.16,,,,,
1988-12-15,13.09,,,,,
1988-12-16,13.31,,,,,
1988-12-19,13.41,,,,,
1988-12-20,13.34,,,,,
1988-12-21,13.28,,,,,
1988-12-22,13.53,,,,,
1988-12-23,13.44,,,,,
1988-12-27,13.34,,,,,
1988-12-28,13.34,,,,,
1988-12-29,13.44,,,,,
1988-12-30,13.47,,,,,
1989-01-03,13.47,,,,,
1989-01-04,13.81,,,,,
1989-01-05,13.88,,,,,
1989-01-06,13.72,,,,,
1989-01-09,13.72,,,,,
1989-01-10,13.66,,,,,
1989-01-11,13.72,,,,,
1989-01-12,13.53,,,,,
1989-01-13,13.84,,,,,
1989-01-16,14.06,,,,,
1989-01-17,14.0,,,,,
1989-01-18,14.25,,,,,
1989-01-19,14.19,,,,,
1989-01-20,14.25,,,,,
1989-01-23,14.25,,,,,
1989-01-24,14.44,,,,,
1989-01-25,14.41,,,,,
1989-01-26,14.78,,,,,
1989-01-27,15.0,,,,,
1989-01-30,15.09,,,,,
1989-01-31,15.19,,,,,
1989-02-01,15.22,,,,,
1989-02-02,15.31,,,,,
1989-02-03,15.06,,,,,
1989-02-06,14.88,,,,,
1989-02-07,14.94,,,,,
1989-02-08,14.94,,,,,
1989-02-09,14.66,,,,,
1989-02-10,14.38,,,,,
1989-02-13,14.31,,,,,
1989-02-14,14.06,,,,,
1989-02-15,14.03,,,,,
1989-02-16,14.13,,,,,
1989-02-17,14.19,,,,,
1989-02-21,14.03,,,,,
1989-02-22,14.0,,,,,
1989-02-23,13.97,,,,,
1989-02-24,13.88,,,,,
1989-02-27,13.75,,,,,
1989-02-28,13.81,,,,,
1989-03-01,13.72,,,,,
1989-03-02,13.69,,,,,
1989-03-03,13.69,,,,,
1989-03-06,13.75,,,,,
1989-03-07,13.72,,,,,
1989-03-08,13.72,,,,,
1989-03-09,13.78,,,,,
1989-03-10,13.53,,,,,
1989-03-13,13.56,,,,,
1989-03-14,13.72,,,,,
1989-03-15,13.69,,,,,
1989-03-16,13.81,,,,,
1989-03-17,13.66,,,,,
1989-03-20,13.59,,,,,
1989-03-21,13.66,,,,,
1989-03-22,13.59,,,,,
1989-03-23,13.5,,,,,
1989-03-27,13.44,,,,,
1989-03-28,13.28,,,,,
1989-03-29,13.13,,,,,
1989-03-30,13.38,,,,,
1989-03-31,13.53,,,,,
1989-04-03,13.34,,,,,
1989-04-04,13.22,,,,,
1989-04-05,13.34,,,,,
1989-04-06,13.16,,,,,
1989-04-07,13.5,,,,,
1989-04-10,13.53,,,,,
1989-04-11,13.56,,,,,
1989-04-12,13.5,,,,,
1989-04-13,13.47,,,,,
1989-04-14,13.59,,,,,
1989-04-17,13.56,,,,,
1989-04-18,13.63,,,,,
1989-04-19,14.06,,,,,
1989-04-20,14.13,,,,,
1989-04-21,14.16,,,,,
1989-04-24,14.16,,,,,
1989-04-25,14.44,,,,,
1989-04-26,14.44,,,,,
1989-04-27,14.72,,,,,
1989-04-28,14.69,,,,,
1989-05-01,14.78,,,,,
1989-05-02,14.75,,,,,
1989-05-03,14.84,,,,,
1989-05-04,14.94,,,,,
1989-05-05,14.97,,,,,
1989-05-08,15.03,,,,,
1989-05-09,14.94,,,,,
1989-05-10,14.97,,,,,
1989-05-11,14.91,,,,,
1989-05-12,15.31,,,,,
1989-05-15,15.5,,,,,
1989-05-16,15.5,,,,,
1989-05-17,15.81,,,,,
1989-05-18,15.81,,,,,
1989-05-19,16.19,,,,,
1989-05-22,16.03,,,,,
1989-05-23,15.69,,,,,
1989-05-24,15.84,,,,,
1989-05-25,16.13,,,,,
1989-05-26,16.13,,,,,
1989-05-30,15.56,,,,,
1989-05-31,15.63,,,,,
1989-06-01,15.91,,,,,
1989-06-02,15.97,,,,,
1989-06-05,15.94,,,,,
1989-06-06,16.0,,,,,
1989-06-07,16.06,,,,,
1989-06-08,16.0,,,,,
1989-06-09,15.84,,,,,
1989-06-12,15.75,,,,,
1989-06-13,15.66,,,,,
1989-06-14,15.66,,,,,
1989-06-15,15.31,,,,,
1989-06-16,15.44,,,,,
1989-06-19,15.59,,,,,
1989-06-20,15.63,,,,,
1989-06-21,15.44,,,,,
1989-06-22,15.56,,,,,
1989-06-23,15.84,,,,,
1989-06-26,15.88,,,,,
1989-06-27,16.06,,,,,
1989-06-28,16.03,,,,,
1989-06-29,15.63,,,,,
1989-06-30,15.56,,,,,
1989-07-03,15.53,,,,,
1989-07-05,15.53,,,,,
1989-07-06,15.44,,,,,
1989-07-07,16.13,,,,,
1989-07-10,16.16,,,,,
1989-07-11,16.28,,,,,
1989-07-12,16.53,,,,,
1989-07-13,16.5,,,,,
1989-07-14,16.47,,,,,
1989-07-17,16.25,,,,,
1989-07-18,15.81,,,,,
1989-07-19,15.84,,,,,
1989-07-20,15.59,,,,,
1989-07-21,15.44,,,,,
1989-07-24,15.5,,,,,
1989-07-25,15.44,,,,,
1989-07-26,15.63,,,,,
1989-07-27,15.75,,,,,
1989-07-28,15.78,,,,,
1989-07-31,15.97,,,,,
1989-08-01,15.78,,,,,
1989-08-02,15.81,,,,,
1989-08-03,15.59,,,,,
1989-08-04,15.75,,,,,
1989-08-07,15.81,,,,,
1989-08-08,15.97,,,,,
1989-08-09,16.13,,,,,
1989-08-10,16.13,,,,,
1989-08-11,15.72,,,,,
1989-08-14,15.44,,,,,
1989-08-15,15.69,,,,,
1989-08-16,15.84,,,,,
1989-08-17,15.75,,,,,
1989-08-18,15.88,,,,,
1989-08-21,15.72,,,,,
1989-08-22,15.72,,,,,
1989-08-23,15.81,,,,,
1989-08-24,15.78,,,,,
1989-08-25,15.88,,,,,
1989-08-28,15.84,,,,,
1989-08-29,15.84,,,,,
1989-08-30,15.78,,,,,
1989-08-31,15.81,,,,,
1989-09-01,15.94,,,,,
1989-09-05,15.78,,,,,
1989-09-06,15.31,,,,,
1989-09-07,14.97,,,,,
1989-09-08,15.13,,,,,
1989-09-11,15.03,,,,,
1989-09-12,15.13,,,,,
1989-09-13,15.03,,,,,
1989-09-14,15.0,,,,,
1989-09-15,14.88,,,,,
1989-09-18,14.94,,,,,
1989-09-19,14.91,,,,,
1989-09-20,14.91,,,,,
1989-09-21,14.84,,,,,
1989-09-22,14.59,,,,,
1989-09-25,14.63,,,,,
1989-09-26,14.69,,,,,
1989-09-27,14.59,,,,,
1989-09-28,14.56,,,,,
1989-09-29,14.47,,,,,
1989-10-02,14.44,,,,,
1989-10-03,14.69,,,,,
1989-10-04,15.03,,,,,
1989-10-05,14.97,,,,,
1989-10-06,14.94,,,,,
1989-10-09,14.88,,,,,
1989-10-10,14.84,,,,,
1989-10-11,14.88,,,,,
1989-10-12,14.94,,,,,
1989-10-13,14.53,,,,,
1989-10-16,14.53,,,,,
1989-10-17,14.59,,,,,
1989-10-18,14.56,,,,,
1989-10-19,14.56,,,,,
1989-10-20,14.47,,,,,
1989-10-23,14.47,,,,,
1989-10-24,14.38,,,,,
1989-10-25,14.5,,,,,
1989-10-26,14.28,,,,,
1989-10-27,14.25,,,,,
1989-10-30,14.25,,,,,
1989-10-31,14.56,,,,,
1989-11-01,14.38,,,,,
1989-11-02,14.34,,,,,
1989-11-03,14.44,,,,,
1989-11-06,14.38,,,,,
1989-11-07,14.38,,,,,
1989-11-08,14.41,,,,,
1989-11-09,14.19,,,,,
1989-11-10,14.31,,,,,
1989-11-13,14.44,,,,,
1989-11-14,14.34,,,,,
1989-11-15,14.59,,,,,
1989-11-16,14.78,,,,,
1989-11-17,14.91,,,,,
1989-11-20,14.91,,,,,
1989-11-21,14.88,,,,,
1989-11-22,15.06,,,,,
1989-11-24,15.22,,,,,
1989-11-27,15.38,,,,,
1989-11-28,15.47,,,,,
1989-11-29,15.47,,,,,
1989-11-30,15.56,,,,,
1989-12-01,15.97,,,,,
1989-12-04,15.97,,,,,
1989-12-05,15.81,,,,,
1989-12-06,15.66,,,,,
1989-12-07,15.63,,,,,
1989-12-08,15.63,,,,,
1989-12-11,15.69,,,,,
1989-12-12,15.91,,,,,
1989-12-13,15.97,,,,,
1989-12-14,15.78,,,,,
1989-12-15,15.88,,,,,
1989-12-18,15.91,,,,,
1989-12-19,15.78,,,,,
1989-12-20,15.63,,,,,
1989-12-21,15.53,,,,,
1989-12-22,15.59,,,,,
1989-12-26,15.78,,,,,
1989-12-27,16.25,,,,,
1989-12-28,16.16,,,,,
1989-12-29,16.13,,,,,
1990-01-02,16.44,,,,,
1990-01-03,16.06,,,,,
1990-01-04,16.09,,,,,
1990-01-05,16.09,,,,,
1990-01-08,16.38,,,,,
1990-01-09,16.06,,,,,
1990-01-10,16.44,,,,,
1990-01-11,16.5,,,,,
1990-01-12,16.0,,,,,
1990-01-15,15.91,,,,,
1990-01-16,15.72,,,,,
1990-01-17,15.63,,,,,
1990-01-18,15.78,,,,,
1990-01-19,15.63,,,,,
1990-01-22,15.5,,,,,
1990-01-23,15.16,,,,,
1990-01-24,15.19,,,,,
1990-01-25,15.06,,,,,
1990-01-26,15.19,,,,,
1990-01-29,15.31,,,,,
1990-01-30,15.31,,,,,
1990-01-31,15.53,,,,,
1990-02-01,15.56,,,,,
1990-02-02,15.84,,,,,
1990-02-05,15.81,,,,,
1990-02-06,15.34,,,,,
1990-02-07,15.56,,,,,
1990-02-08,15.66,,,,,
1990-02-09,15.81,,,,,
1990-02-12,16.03,,,,,
1990-02-13,16.13,,,,,
1990-02-14,16.44,,,,,
1990-02-15,17.19,,,,,
1990-02-16,16.84,,,,,
1990-02-20,16.56,,,,,
1990-02-21,16.84,,,,,
1990-02-22,16.91,,,,,
1990-02-23,17.03,,,,,
1990-02-26,17.28,,,,,
1990-02-27,17.63,,,,,
1990-02-28,17.75,,,,,
1990-03-01,17.75,,,,,
1990-03-02,17.78,,,,,
1990-03-05,17.59,,,,,
1990-03-06,17.81,,,,,
1990-03-07,17.75,,,,,
1990-03-08,17.97,,,,,
1990-03-09,18.0,,,,,
1990-03-12,18.19,,,,,
1990-03-13,18.13,,,,,
1990-03-14,17.94,,,,,
1990-03-15,17.94,,,,,
1990-03-16,18.41,,,,,
1990-03-19,18.44,,,,,
1990-03-20,18.5,,,,,
1990-03-21,18.44,,,,,
1990-03-22,18.41,,,,,
1990-03-23,18.47,,,,,
1990-03-26,18.28,,,,,
1990-03-27,18.34,,,,,
1990-03-28,18.34,,,,,
1990-03-29,18.31,,,,,
1990-03-30,18.44,,,,,
1990-04-02,18.5,,,,,
1990-04-03,18.63,,,,,
1990-04-04,18.5,,,,,
1990-04-05,18.63,,,,,
1990-04-06,18.59,,,,,
1990-04-09,18.63,,,,,
1990-04-10,18.41,,,,,
1990-04-11,18.25,,,,,
1990-04-12,18.25,,,,,
1990-04-16,18.28,,,,,
1990-04-17,18.41,,,,,
1990-04-18,18.25,,,,,
1990-04-19,18.41,,,,,
1990-04-20,18.34,,,,,
1990-04-23,18.06,,,,,
1990-04-24,17.91,,,,,
1990-04-25,17.84,,,,,
1990-04-26,17.63,,,,,
1990-04-27,17.5,,,,,
1990-04-30,17.59,,,,,
1990-05-01,17.56,,,,,
1990-05-02,17.5,,,,,
1990-05-03,17.31,,,,,
1990-05-04,17.41,,,,,
1990-05-07,17.41,,,,,
1990-05-08,17.63,,,,,
1990-05-09,17.78,,,,,
1990-05-10,17.78,,,,,
1990-05-11,18.44,,,,,
1990-05-14,18.41,,,,,
1990-05-15,18.41,,,,,
1990-05-16,18.19,,,,,
1990-05-17,18.03,,,,,
1990-05-18,18.09,,,,,
1990-05-21,18.31,,,,,
1990-05-22,18.66,,,,,
1990-05-23,18.56,,,,,
1990-05-24,18.53,,,,,
1990-05-25,18.34,,,,,
1990-05-29,18.34,,,,,
1990-05-30,18.31,,,,,
1990-05-31,18.47,,,,,
1990-06-01,18.5,,,,,
1990-06-04,18.44,,,,,
1990-06-05,18.41,,,,,
1990-06-06,18.28,,,,,
1990-06-07,18.16,,,,,
1990-06-08,18.0,,,,,
1990-06-11,18.06,,,,,
1990-06-12,18.28,,,,,
1990-06-13,18.22,,,,,
1990-06-14,18.22,,,,,
1990-06-15,18.19,,,,,
1990-06-18,18.06,,,,,
1990-06-19,18.0,,,,,
1990-06-20,18.03,,,,,
1990-06-21,18.13,,,,,
1990-06-22,18.13,,,,,
1990-06-25,18.13,,,,,
1990-06-26,18.25,,,,,
1990-06-27,18.28,,,,,
1990-06-28,18.28,,,,,
1990-06-29,18.5,,,,,
1990-07-02,18.63,,,,,
1990-07-03,18.81,,,,,
1990-07-05,18.66,,,,,
1990-07-06,18.72,,,,,
1990-07-09,18.75,,,,,
1990-07-10,18.88,,,,,
1990-07-11,19.22,,,,,
1990-07-12,19.41,,,,,
1990-07-13,19.47,,,,,
1990-07-16,19.53,,,,,
1990-07-17,18.41,,,,,
1990-07-18,17.72,,,,,
1990-07-19,17.63,,,,,
1990-07-20,17.75,,,,,
1990-07-23,17.63,,,,,
1990-07-24,17.19,,,,,
1990-07-25,17.09,,,,,
1990-07-26,17.0,,,,,
1990-07-27,16.88,,,,,
1990-07-30,16.97,,,,,
1990-07-31,17.0,,,,,
