date,HBAN,dcf,Deviation
1980-11-05,2.15,,
1980-11-06,2.15,,
1980-11-07,2.13,,
1980-11-10,2.13,,
1980-11-11,2.13,,
1980-11-12,2.11,,
1980-11-13,2.13,,
1980-11-14,2.13,,
1980-11-17,2.11,,
1980-11-18,2.11,,
1980-11-19,2.11,,
1980-11-20,2.11,,
1980-11-21,2.11,,
1980-11-24,2.11,,
1980-11-25,2.11,,
1980-11-26,2.11,,
1980-11-28,2.13,,
1980-12-01,2.11,,
1980-12-02,2.09,,
1980-12-03,2.09,,
1980-12-04,2.08,,
1980-12-05,2.08,,
1980-12-08,2.0,,
1980-12-09,1.92,,
1980-12-10,1.9,,
1980-12-11,1.85,,
1980-12-12,1.85,,
1980-12-15,1.85,,
1980-12-16,1.87,,
1980-12-17,1.83,,
1980-12-18,1.9,,
1980-12-19,1.92,,
1980-12-22,1.94,,
1980-12-23,1.98,,
1980-12-24,2.06,,
1980-12-26,2.13,,
1980-12-29,2.13,,
1980-12-30,2.13,,
1980-12-31,2.13,,
1981-01-02,2.13,,
1981-01-05,2.13,,
1981-01-06,2.15,,
1981-01-07,2.13,,
1981-01-08,2.09,,
1981-01-09,2.08,,
1981-01-12,2.08,,
1981-01-13,2.08,,
1981-01-14,2.08,,
1981-01-15,2.08,,
1981-01-16,2.08,,
1981-01-19,2.08,,
1981-01-20,2.08,,
1981-01-21,2.08,,
1981-01-22,2.04,,
1981-01-23,2.02,,
1981-01-26,2.02,,
1981-01-27,2.02,,
1981-01-28,2.02,,
1981-01-29,2.02,,
1981-01-30,2.04,,
1981-02-02,2.04,,
1981-02-03,2.04,,
1981-02-04,2.04,,
1981-02-05,2.04,,
1981-02-06,2.04,,
1981-02-09,2.04,,
1981-02-10,2.02,,
1981-02-11,2.02,,
1981-02-12,2.02,,
1981-02-13,2.02,,
1981-02-17,2.02,,
1981-02-18,1.98,,
1981-02-19,1.98,,
1981-02-20,1.98,,
1981-02-23,1.98,,
1981-02-24,2.0,,
1981-02-25,2.04,,
1981-02-26,2.04,,
1981-02-27,2.04,,
1981-03-02,2.04,,
1981-03-03,2.04,,
1981-03-04,2.06,,
1981-03-05,2.06,,
1981-03-06,2.06,,
1981-03-09,2.06,,
1981-03-10,2.08,,
1981-03-11,2.08,,
1981-03-12,2.08,,
1981-03-13,2.08,,
1981-03-16,2.06,,
1981-03-17,2.06,,
1981-03-18,2.06,,
1981-03-19,2.06,,
1981-03-20,2.08,,
1981-03-23,2.08,,
1981-03-24,2.09,,
1981-03-25,2.19,,
1981-03-26,2.23,,
1981-03-27,2.19,,
1981-03-30,2.17,,
1981-03-31,2.17,,
1981-04-01,2.19,,
1981-04-02,2.21,,
1981-04-03,2.21,,
1981-04-06,2.21,,
1981-04-07,2.23,,
1981-04-08,2.25,,
1981-04-09,2.27,,
1981-04-10,2.3,,
1981-04-13,2.3,,
1981-04-14,2.28,,
1981-04-15,2.28,,
1981-04-16,2.3,,
1981-04-20,2.32,,
1981-04-21,2.32,,
1981-04-22,2.36,,
1981-04-23,2.4,,
1981-04-24,2.53,,
1981-04-27,2.59,,
1981-04-28,2.63,,
1981-04-29,2.67,,
1981-04-30,2.65,,
1981-05-01,2.63,,
1981-05-04,2.55,,
1981-05-05,2.55,,
1981-05-06,2.55,,
1981-05-07,2.55,,
1981-05-08,2.55,,
1981-05-11,2.55,,
1981-05-12,2.51,,
1981-05-13,2.51,,
1981-05-14,2.51,,
1981-05-15,2.51,,
1981-05-18,2.53,,
1981-05-19,2.53,,
1981-05-20,2.57,,
1981-05-21,2.7,,
1981-05-22,2.7,,
1981-05-26,2.7,,
1981-05-27,2.72,,
1981-05-28,2.72,,
1981-05-29,2.72,,
1981-06-01,2.72,,
1981-06-02,2.7,,
1981-06-03,2.68,,
1981-06-04,2.67,,
1981-06-05,2.67,,
1981-06-08,2.65,,
1981-06-09,2.65,,
1981-06-10,2.65,,
1981-06-11,2.65,,
1981-06-12,2.65,,
1981-06-15,2.65,,
1981-06-16,2.7,,
1981-06-17,2.76,,
1981-06-18,2.76,,
1981-06-19,2.76,,
1981-06-22,2.76,,
1981-06-23,2.76,,
1981-06-24,2.76,,
1981-06-25,2.76,,
1981-06-26,2.76,,
1981-06-29,2.78,,
1981-06-30,2.78,,
1981-07-01,2.78,,
1981-07-02,2.76,,
1981-07-06,2.7,,
1981-07-07,2.68,,
1981-07-08,2.68,,
1981-07-09,2.68,,
1981-07-10,2.68,,
1981-07-13,2.7,,
1981-07-14,2.7,,
1981-07-15,2.7,,
1981-07-16,2.7,,
1981-07-17,2.7,,
1981-07-20,2.68,,
1981-07-21,2.63,,
1981-07-22,2.63,,
1981-07-23,2.63,,
1981-07-24,2.63,,
1981-07-27,2.63,,
1981-07-28,2.63,,
1981-07-29,2.63,,
1981-07-30,2.63,,
1981-07-31,2.63,,
1981-08-03,2.63,,
1981-08-04,2.65,,
1981-08-05,2.65,,
1981-08-06,2.65,,
1981-08-07,2.65,,
1981-08-10,2.65,,
1981-08-11,2.67,,
1981-08-12,2.68,,
1981-08-13,2.68,,
1981-08-14,2.68,,
1981-08-17,2.68,,
1981-08-18,2.68,,
1981-08-19,2.7,,
1981-08-20,2.8,,
1981-08-21,2.82,,
1981-08-24,2.8,,
1981-08-25,2.68,,
1981-08-26,2.66,,
1981-08-27,2.68,,
1981-08-28,2.68,,
1981-08-31,2.71,,
1981-09-01,2.71,,
1981-09-02,2.68,,
1981-09-03,2.68,,
1981-09-04,2.66,,
1981-09-08,2.66,,
1981-09-09,2.66,,
1981-09-10,2.68,,
1981-09-11,2.68,,
1981-09-14,2.68,,
1981-09-15,2.71,,
1981-09-16,2.71,,
1981-09-17,2.71,,
1981-09-18,2.68,,
1981-09-21,2.68,,
1981-09-22,2.68,,
1981-09-23,2.68,,
1981-09-24,2.68,,
1981-09-25,2.63,,
1981-09-28,2.63,,
1981-09-29,2.63,,
1981-09-30,2.71,,
1981-10-01,2.6,,
1981-10-02,2.63,,
1981-10-05,2.63,,
1981-10-06,2.57,,
1981-10-07,2.6,,
1981-10-08,2.6,,
1981-10-09,2.6,,
1981-10-12,2.6,,
1981-10-13,2.6,,
1981-10-14,2.63,,
1981-10-15,2.63,,
1981-10-16,2.63,,
1981-10-19,2.63,,
1981-10-20,2.66,,
1981-10-21,2.77,,
1981-10-22,2.77,,
1981-10-23,2.74,,
1981-10-26,2.74,,
1981-10-27,2.83,,
1981-10-28,3.0,,
1981-10-29,3.03,,
1981-10-30,3.11,,
1981-11-02,3.11,,
1981-11-03,3.11,,
1981-11-04,3.14,,
1981-11-05,3.17,,
1981-11-06,3.17,,
1981-11-09,3.2,,
1981-11-10,3.26,,
1981-11-11,3.26,,
1981-11-12,3.26,,
1981-11-13,3.26,,
1981-11-16,3.26,,
1981-11-17,3.28,,
1981-11-18,3.28,,
1981-11-19,3.28,,
1981-11-20,3.31,,
1981-11-23,3.31,,
1981-11-24,3.43,,
1981-11-25,3.54,,
1981-11-27,3.6,,
1981-11-30,3.57,,
1981-12-01,3.57,,
1981-12-02,3.31,,
1981-12-03,3.2,,
1981-12-04,3.23,,
1981-12-07,3.14,,
1981-12-08,3.11,,
1981-12-09,3.11,,
1981-12-10,3.11,,
1981-12-11,3.11,,
1981-12-14,3.08,,
1981-12-15,3.03,,
1981-12-16,3.03,,
1981-12-17,3.03,,
1981-12-18,3.03,,
1981-12-21,3.03,,
1981-12-22,3.03,,
1981-12-23,3.03,,
1981-12-24,3.06,,
1981-12-28,3.14,,
1981-12-29,3.23,,
1981-12-30,3.2,,
1981-12-31,3.08,,
1982-01-04,3.06,,
1982-01-05,3.06,,
1982-01-06,3.06,,
1982-01-07,3.06,,
1982-01-08,3.06,,
1982-01-11,2.94,,
1982-01-12,2.83,,
1982-01-13,2.83,,
1982-01-14,2.86,,
1982-01-15,2.86,,
1982-01-18,2.83,,
1982-01-19,2.83,,
1982-01-20,2.83,,
1982-01-21,2.77,,
1982-01-22,2.8,,
1982-01-25,2.83,,
1982-01-26,2.8,,
1982-01-27,2.86,,
1982-01-28,2.86,,
1982-01-29,2.88,,
1982-02-01,2.91,,
1982-02-02,2.94,,
1982-02-03,2.94,,
1982-02-04,2.94,,
1982-02-05,2.94,,
1982-02-08,2.94,,
1982-02-09,2.77,,
1982-02-10,2.77,,
1982-02-11,2.77,,
1982-02-12,2.8,,
1982-02-16,2.8,,
1982-02-17,2.8,,
1982-02-18,2.74,,
1982-02-19,2.74,,
1982-02-22,2.48,,
1982-02-23,2.66,,
1982-02-24,2.66,,
1982-02-25,2.6,,
1982-02-26,2.6,,
1982-03-01,2.6,,
1982-03-02,2.66,,
1982-03-03,2.63,,
1982-03-04,2.63,,
1982-03-05,2.6,,
1982-03-08,2.57,,
1982-03-09,2.51,,
1982-03-10,2.51,,
1982-03-11,2.51,,
1982-03-12,2.51,,
1982-03-15,2.48,,
1982-03-16,2.48,,
1982-03-17,2.51,,
1982-03-18,2.71,,
1982-03-19,2.8,,
1982-03-22,2.86,,
1982-03-23,2.88,,
1982-03-24,2.88,,
1982-03-25,2.83,,
1982-03-26,2.83,,
1982-03-29,2.86,,
1982-03-30,2.86,,
1982-03-31,3.08,,
1982-04-01,3.0,,
1982-04-02,2.97,,
1982-04-05,2.97,,
1982-04-06,2.91,,
1982-04-07,2.88,,
1982-04-08,2.88,,
1982-04-12,2.8,,
1982-04-13,2.77,,
1982-04-14,2.74,,
1982-04-15,2.74,,
1982-04-16,2.77,,
1982-04-19,2.71,,
1982-04-20,2.71,,
1982-04-21,2.68,,
1982-04-22,2.66,,
1982-04-23,2.63,,
1982-04-26,2.63,,
1982-04-27,2.54,,
1982-04-28,2.57,,
1982-04-29,2.6,,
1982-04-30,2.6,,
1982-05-03,2.57,,
1982-05-04,2.57,,
1982-05-05,2.57,,
1982-05-06,2.57,,
1982-05-07,2.54,,
1982-05-10,2.54,,
1982-05-11,2.66,,
1982-05-12,2.63,,
1982-05-13,2.6,,
1982-05-14,2.63,,
1982-05-17,2.63,,
1982-05-18,2.63,,
1982-05-19,2.63,,
1982-05-20,2.6,,
1982-05-21,2.63,,
1982-05-24,2.63,,
1982-05-25,2.63,,
1982-05-26,2.6,,
1982-05-27,2.6,,
1982-05-28,2.6,,
1982-06-01,2.57,,
1982-06-02,2.51,,
1982-06-03,2.48,,
1982-06-04,2.48,,
1982-06-07,2.4,,
1982-06-08,2.43,,
1982-06-09,2.51,,
1982-06-10,2.51,,
1982-06-11,2.51,,
1982-06-14,2.51,,
1982-06-15,2.51,,
1982-06-16,2.51,,
1982-06-17,2.51,,
1982-06-18,2.43,,
1982-06-21,2.46,,
1982-06-22,2.46,,
1982-06-23,2.43,,
1982-06-24,2.34,,
1982-06-25,2.34,,
1982-06-28,2.34,,
1982-06-29,2.31,,
1982-06-30,2.31,,
1982-07-01,2.34,,
1982-07-02,2.34,,
1982-07-06,2.34,,
1982-07-07,2.34,,
1982-07-08,2.37,,
1982-07-09,2.46,,
1982-07-12,2.68,,
1982-07-13,2.71,,
1982-07-14,2.68,,
1982-07-15,2.68,,
1982-07-16,2.68,,
1982-07-19,2.68,,
1982-07-20,2.51,,
1982-07-21,2.51,,
1982-07-22,2.54,,
1982-07-23,2.57,,
1982-07-26,2.51,,
1982-07-27,2.57,,
1982-07-28,2.66,,
1982-07-29,2.4,,
1982-07-30,2.37,,
1982-08-02,2.37,,
1982-08-03,2.37,,
1982-08-04,2.37,,
1982-08-05,2.34,,
1982-08-06,2.31,,
1982-08-09,2.31,,
1982-08-10,2.31,,
1982-08-11,2.31,,
1982-08-12,2.31,,
1982-08-13,2.31,,
1982-08-16,2.31,,
1982-08-17,2.31,,
1982-08-18,2.34,,
1982-08-19,2.34,,
1982-08-20,2.37,,
1982-08-23,2.37,,
1982-08-24,2.48,,
1982-08-25,2.68,,
1982-08-26,2.68,,
1982-08-27,2.71,,
1982-08-30,2.71,,
1982-08-31,2.68,,
1982-09-01,2.66,,
1982-09-02,2.6,,
1982-09-03,2.6,,
1982-09-07,2.6,,
1982-09-08,2.57,,
1982-09-09,2.57,,
1982-09-10,2.54,,
1982-09-13,2.54,,
1982-09-14,2.54,,
1982-09-15,2.54,,
1982-09-16,2.54,,
1982-09-17,2.51,,
1982-09-20,2.51,,
1982-09-21,2.54,,
1982-09-22,2.54,,
1982-09-23,2.54,,
1982-09-24,2.54,,
1982-09-27,2.57,,
1982-09-28,2.57,,
1982-09-29,2.6,,
1982-09-30,2.63,,
1982-10-01,2.71,,
1982-10-04,2.91,,
1982-10-05,2.91,,
1982-10-06,2.94,,
1982-10-07,2.88,,
1982-10-08,2.91,,
1982-10-11,2.91,,
1982-10-12,2.91,,
1982-10-13,2.91,,
1982-10-14,2.88,,
1982-10-15,2.68,,
1982-10-18,2.68,,
1982-10-19,2.68,,
1982-10-20,2.71,,
1982-10-21,2.86,,
1982-10-22,2.86,,
1982-10-25,2.8,,
1982-10-26,2.74,,
1982-10-27,2.77,,
1982-10-28,2.77,,
1982-10-29,2.77,,
1982-11-01,2.77,,
1982-11-02,2.77,,
1982-11-03,2.77,,
1982-11-04,2.77,,
1982-11-05,2.86,,
1982-11-08,3.06,,
1982-11-09,3.14,,
1982-11-10,3.14,,
1982-11-11,3.11,,
1982-11-12,2.77,,
1982-11-15,3.0,,
1982-11-16,3.03,,
1982-11-17,3.2,,
1982-11-18,3.23,,
1982-11-19,3.23,,
1982-11-22,3.03,,
1982-11-23,3.0,,
1982-11-24,2.98,,
1982-11-26,2.98,,
1982-11-29,2.97,,
1982-11-30,2.97,,
1982-12-01,3.0,,
1982-12-02,2.88,,
1982-12-03,2.88,,
1982-12-06,2.94,,
1982-12-07,2.91,,
1982-12-08,2.97,,
1982-12-09,2.94,,
1982-12-10,2.94,,
1982-12-13,2.91,,
1982-12-14,2.88,,
1982-12-15,2.86,,
1982-12-16,2.83,,
1982-12-17,2.84,,
1982-12-20,2.86,,
1982-12-21,2.86,,
1982-12-22,2.86,,
1982-12-23,2.86,,
1982-12-27,2.86,,
1982-12-28,2.86,,
1982-12-29,2.86,,
1982-12-30,2.86,,
1982-12-31,2.86,,
1983-01-03,2.86,,
1983-01-04,2.86,,
1983-01-05,2.86,,
1983-01-06,2.86,,
1983-01-07,2.86,,
1983-01-10,2.86,,
1983-01-11,2.86,,
1983-01-12,2.83,,
1983-01-13,2.83,,
1983-01-14,2.83,,
1983-01-17,2.83,,
1983-01-18,2.83,,
1983-01-19,2.83,,
1983-01-20,2.83,,
1983-01-21,2.86,,
1983-01-24,2.86,,
1983-01-25,2.83,,
1983-01-26,2.8,,
1983-01-27,2.83,,
1983-01-28,2.83,,
1983-01-31,2.86,,
1983-02-01,2.83,,
1983-02-02,2.8,,
1983-02-03,2.8,,
1983-02-04,2.8,,
1983-02-07,2.8,,
1983-02-08,2.8,,
1983-02-09,2.8,,
1983-02-10,2.83,,
1983-02-11,2.83,,
1983-02-14,2.83,,
1983-02-15,2.83,,
1983-02-16,2.83,,
1983-02-17,2.83,,
1983-02-18,2.83,,
1983-02-22,2.83,,
1983-02-23,2.83,,
1983-02-24,2.83,,
1983-02-25,2.83,,
1983-02-28,2.8,,
1983-03-01,2.74,,
1983-03-02,2.74,,
1983-03-03,2.74,,
1983-03-04,2.77,,
1983-03-07,2.77,,
1983-03-08,2.74,,
1983-03-09,2.74,,
1983-03-10,2.74,,
1983-03-11,2.77,,
1983-03-14,2.77,,
1983-03-15,2.77,,
1983-03-16,2.77,,
1983-03-17,2.74,,
1983-03-18,2.77,,
1983-03-21,2.8,,
1983-03-22,2.97,,
1983-03-23,2.97,,
1983-03-24,2.97,,
1983-03-25,2.94,,
1983-03-28,2.94,,
1983-03-29,2.96,,
1983-03-30,2.96,,
1983-03-31,2.97,,
1983-04-04,3.03,,
1983-04-05,3.06,,
1983-04-06,3.14,,
1983-04-07,3.14,,
1983-04-08,3.17,,
1983-04-11,3.28,,
1983-04-12,3.28,,
1983-04-13,3.34,,
1983-04-14,3.34,,
1983-04-15,3.34,,
1983-04-18,3.34,,
1983-04-19,3.26,,
1983-04-20,3.23,,
1983-04-21,3.28,,
1983-04-22,3.34,,
1983-04-25,3.37,,
1983-04-26,3.43,,
1983-04-27,3.48,,
1983-04-28,3.54,,
1983-04-29,3.6,,
1983-05-02,3.54,,
1983-05-03,3.51,,
1983-05-04,3.51,,
1983-05-05,3.48,,
1983-05-06,3.51,,
1983-05-09,3.51,,
1983-05-10,3.54,,
1983-05-11,3.6,,
1983-05-12,3.63,,
1983-05-13,3.68,,
1983-05-16,3.6,,
1983-05-17,3.6,,
1983-05-18,3.6,,
1983-05-19,3.54,,
1983-05-20,3.54,,
1983-05-23,3.48,,
1983-05-24,3.51,,
1983-05-25,3.51,,
1983-05-26,3.51,,
1983-05-27,3.51,,
1983-05-31,3.51,,
1983-06-01,3.51,,
1983-06-02,3.54,,
1983-06-03,3.54,,
1983-06-06,3.54,,
1983-06-07,3.54,,
1983-06-08,3.54,,
1983-06-09,3.51,,
1983-06-10,3.51,,
1983-06-13,3.51,,
1983-06-14,3.51,,
1983-06-15,3.57,,
1983-06-16,3.6,,
1983-06-17,3.63,,
1983-06-20,3.63,,
1983-06-21,3.54,,
1983-06-22,3.51,,
1983-06-23,3.51,,
1983-06-24,3.51,,
1983-06-27,3.51,,
1983-06-28,3.51,,
1983-06-29,3.48,,
1983-06-30,3.48,,
1983-07-01,3.6,,
1983-07-05,3.6,,
1983-07-06,3.57,,
1983-07-07,3.51,,
1983-07-08,3.4,,
1983-07-11,3.31,,
1983-07-12,3.31,,
1983-07-13,3.31,,
1983-07-14,3.4,,
1983-07-15,3.43,,
1983-07-18,3.43,,
1983-07-19,3.43,,
1983-07-20,3.6,,
1983-07-21,3.66,,
1983-07-22,3.71,,
1983-07-25,3.68,,
1983-07-26,3.66,,
1983-07-27,3.66,,
1983-07-28,3.66,,
1983-07-29,3.37,,
1983-08-01,3.37,,
1983-08-02,3.43,,
1983-08-03,3.46,,
1983-08-04,3.46,,
1983-08-05,3.46,,
1983-08-08,3.43,,
1983-08-09,3.4,,
1983-08-10,3.43,,
1983-08-11,3.4,,
1983-08-12,3.4,,
1983-08-15,3.4,,
1983-08-16,3.34,,
1983-08-17,3.28,,
1983-08-18,3.26,,
1983-08-19,3.23,,
1983-08-22,3.14,,
1983-08-23,3.08,,
1983-08-24,2.97,,
1983-08-25,2.94,,
1983-08-26,3.08,,
1983-08-29,3.08,,
1983-08-30,3.11,,
1983-08-31,3.14,,
1983-09-01,3.2,,
1983-09-02,3.23,,
1983-09-06,3.28,,
1983-09-07,3.28,,
1983-09-08,3.31,,
1983-09-09,3.34,,
1983-09-12,3.34,,
1983-09-13,3.34,,
1983-09-14,3.34,,
1983-09-15,3.43,,
1983-09-16,3.46,,
1983-09-19,3.51,,
1983-09-20,3.53,,
1983-09-21,3.51,,
1983-09-22,3.51,,
1983-09-23,3.48,,
1983-09-26,3.46,,
1983-09-27,3.38,,
1983-09-28,3.37,,
1983-09-29,3.36,,
1983-09-30,3.34,,
1983-10-03,3.28,,
1983-10-04,3.31,,
1983-10-05,3.31,,
1983-10-06,3.34,,
1983-10-07,3.31,,
1983-10-10,3.31,,
1983-10-11,3.34,,
1983-10-12,3.28,,
1983-10-13,3.17,,
1983-10-14,3.17,,
1983-10-17,3.2,,
1983-10-18,3.2,,
1983-10-19,3.28,,
1983-10-20,3.26,,
1983-10-21,3.17,,
1983-10-24,3.06,,
1983-10-25,3.14,,
1983-10-26,3.11,,
1983-10-27,3.11,,
1983-10-28,3.08,,
1983-10-31,3.06,,
1983-11-01,3.11,,
1983-11-02,3.08,,
1983-11-03,3.08,,
1983-11-04,3.06,,
1983-11-07,3.06,,
1983-11-08,3.06,,
1983-11-09,3.0,,
1983-11-10,3.06,,
1983-11-11,3.06,,
1983-11-14,3.06,,
1983-11-15,3.03,,
1983-11-16,3.06,,
1983-11-17,3.08,,
1983-11-18,3.14,,
1983-11-21,3.17,,
1983-11-22,3.14,,
1983-11-23,3.26,,
1983-11-25,3.23,,
1983-11-28,3.23,,
1983-11-29,3.28,,
1983-11-30,3.31,,
1983-12-01,3.34,,
1983-12-02,3.31,,
1983-12-05,3.31,,
1983-12-06,3.31,,
1983-12-07,3.31,,
1983-12-08,3.31,,
1983-12-09,3.31,,
1983-12-12,3.31,,
1983-12-13,3.31,,
1983-12-14,3.31,,
1983-12-15,3.31,,
1983-12-16,3.36,,
1983-12-19,3.34,,
1983-12-20,3.31,,
1983-12-21,3.34,,
1983-12-22,3.31,,
1983-12-23,3.31,,
1983-12-27,3.31,,
1983-12-28,3.31,,
1983-12-29,3.31,,
1983-12-30,3.37,,
1984-01-03,3.37,,
1984-01-04,3.48,,
1984-01-05,3.51,,
1984-01-06,3.51,,
1984-01-09,3.51,,
1984-01-10,3.51,,
1984-01-11,3.46,,
1984-01-12,3.43,,
1984-01-13,3.43,,
1984-01-16,3.46,,
1984-01-17,3.48,,
1984-01-18,3.48,,
1984-01-19,3.43,,
1984-01-20,3.43,,
1984-01-23,3.46,,
1984-01-24,3.48,,
1984-01-25,3.48,,
1984-01-26,3.47,,
1984-01-27,3.5,,
1984-01-30,3.48,,
1984-01-31,3.48,,
1984-02-01,3.57,,
1984-02-02,3.58,,
1984-02-03,3.6,,
1984-02-06,3.54,,
1984-02-07,3.54,,
1984-02-08,3.58,,
1984-02-09,3.54,,
1984-02-10,3.54,,
1984-02-13,3.48,,
1984-02-14,3.51,,
1984-02-15,3.48,,
1984-02-16,3.46,,
1984-02-17,3.4,,
1984-02-21,3.37,,
1984-02-22,3.37,,
1984-02-23,3.34,,
1984-02-24,3.28,,
1984-02-27,3.28,,
1984-02-28,3.31,,
1984-02-29,3.34,,
1984-03-01,3.34,,
1984-03-02,3.43,,
1984-03-05,3.43,,
1984-03-06,3.38,,
1984-03-07,3.37,,
1984-03-08,3.37,,
1984-03-09,3.4,,
1984-03-12,3.37,,
1984-03-13,3.37,,
1984-03-14,3.37,,
1984-03-15,3.37,,
1984-03-16,3.38,,
1984-03-19,3.37,,
1984-03-20,3.37,,
1984-03-21,3.37,,
1984-03-22,3.37,,
1984-03-23,3.34,,
1984-03-26,3.31,,
1984-03-27,3.37,,
1984-03-28,3.31,,
1984-03-29,3.37,,
1984-03-30,3.41,,
1984-04-02,3.37,,
1984-04-03,3.37,,
1984-04-04,3.37,,
1984-04-05,3.33,,
1984-04-06,3.34,,
1984-04-09,3.31,,
1984-04-10,3.28,,
1984-04-11,3.23,,
1984-04-12,3.2,,
1984-04-13,3.23,,
1984-04-16,3.23,,
1984-04-17,3.26,,
1984-04-18,3.2,,
1984-04-19,3.17,,
1984-04-23,3.03,,
1984-04-24,3.0,,
1984-04-25,2.97,,
1984-04-26,3.17,,
1984-04-27,3.24,,
1984-04-30,3.14,,
1984-05-01,3.17,,
1984-05-02,3.17,,
1984-05-03,3.14,,
1984-05-04,3.2,,
1984-05-07,3.16,,
1984-05-08,3.14,,
1984-05-09,3.2,,
1984-05-10,3.14,,
1984-05-11,3.17,,
1984-05-14,3.08,,
1984-05-15,3.14,,
1984-05-16,3.11,,
1984-05-17,3.1,,
1984-05-18,3.08,,
1984-05-21,3.06,,
1984-05-22,3.06,,
1984-05-23,3.08,,
1984-05-24,3.04,,
1984-05-25,3.08,,
1984-05-29,3.06,,
1984-05-30,3.03,,
1984-05-31,3.03,,
1984-06-01,3.11,,
1984-06-04,3.14,,
1984-06-05,3.2,,
1984-06-06,3.18,,
1984-06-07,3.2,,
1984-06-08,3.23,,
1984-06-11,3.23,,
1984-06-12,3.23,,
1984-06-13,3.2,,
