date,ALK,dcf,Deviation
1980-12-04,1.04,,
1980-12-05,1.04,,
1980-12-08,1.07,,
1980-12-09,0.98,,
1980-12-10,0.92,,
1980-12-11,0.95,,
1980-12-12,0.98,,
1980-12-15,0.95,,
1980-12-16,0.95,,
1980-12-17,0.95,,
1980-12-18,0.95,,
1980-12-19,0.95,,
1980-12-22,0.95,,
1980-12-23,0.98,,
1980-12-24,1.01,,
1980-12-26,1.01,,
1980-12-29,0.98,,
1980-12-30,0.95,,
1980-12-31,0.98,,
1981-01-02,0.95,,
1981-01-05,0.95,,
1981-01-06,0.95,,
1981-01-07,0.95,,
1981-01-08,0.95,,
1981-01-09,0.95,,
1981-01-12,0.95,,
1981-01-13,0.98,,
1981-01-14,0.95,,
1981-01-15,0.95,,
1981-01-16,0.95,,
1981-01-19,0.95,,
1981-01-20,0.95,,
1981-01-21,0.95,,
1981-01-22,0.92,,
1981-01-23,0.95,,
1981-01-26,0.95,,
1981-01-27,1.04,,
1981-01-28,1.1,,
1981-01-29,1.13,,
1981-01-30,1.1,,
1981-02-02,1.04,,
1981-02-03,1.01,,
1981-02-04,1.07,,
1981-02-05,1.13,,
1981-02-06,1.07,,
1981-02-09,1.07,,
1981-02-10,1.13,,
1981-02-11,1.13,,
1981-02-12,1.13,,
1981-02-13,1.1,,
1981-02-17,1.13,,
1981-02-18,1.1,,
1981-02-19,1.1,,
1981-02-20,1.1,,
1981-02-23,1.1,,
1981-02-24,1.1,,
1981-02-25,1.07,,
1981-02-26,1.07,,
1981-02-27,1.1,,
1981-03-02,1.07,,
1981-03-03,1.07,,
1981-03-04,1.13,,
1981-03-05,1.19,,
1981-03-06,1.19,,
1981-03-09,1.19,,
1981-03-10,1.22,,
1981-03-11,1.19,,
1981-03-12,1.16,,
1981-03-13,1.16,,
1981-03-16,1.16,,
1981-03-17,1.25,,
1981-03-18,1.25,,
1981-03-19,1.28,,
1981-03-20,1.25,,
1981-03-23,1.25,,
1981-03-24,1.16,,
1981-03-25,1.25,,
1981-03-26,1.28,,
1981-03-27,1.25,,
1981-03-30,1.34,,
1981-03-31,1.34,,
1981-04-01,1.34,,
1981-04-02,1.37,,
1981-04-03,1.37,,
1981-04-06,1.4,,
1981-04-07,1.37,,
1981-04-08,1.4,,
1981-04-09,1.49,,
1981-04-10,1.73,,
1981-04-13,1.67,,
1981-04-14,1.58,,
1981-04-15,1.73,,
1981-04-16,1.64,,
1981-04-20,1.67,,
1981-04-21,1.58,,
1981-04-22,1.58,,
1981-04-23,1.61,,
1981-04-24,1.67,,
1981-04-27,1.7,,
1981-04-28,1.64,,
1981-04-29,1.58,,
1981-04-30,1.58,,
1981-05-01,1.58,,
1981-05-04,1.52,,
1981-05-05,1.49,,
1981-05-06,1.43,,
1981-05-07,1.4,,
1981-05-08,1.43,,
1981-05-11,1.46,,
1981-05-12,1.46,,
1981-05-13,1.52,,
1981-05-14,1.67,,
1981-05-15,1.67,,
1981-05-18,1.73,,
1981-05-19,1.67,,
1981-05-20,1.7,,
1981-05-21,1.64,,
1981-05-22,1.67,,
1981-05-26,1.67,,
1981-05-27,1.76,,
1981-05-28,1.82,,
1981-05-29,1.85,,
1981-06-01,1.88,,
1981-06-02,1.85,,
1981-06-03,1.9,,
1981-06-04,1.93,,
1981-06-05,1.96,,
1981-06-08,2.02,,
1981-06-09,2.02,,
1981-06-10,1.99,,
1981-06-11,1.9,,
1981-06-12,1.99,,
1981-06-15,1.93,,
1981-06-16,1.79,,
1981-06-17,1.85,,
1981-06-18,1.79,,
1981-06-19,1.82,,
1981-06-22,1.85,,
1981-06-23,1.9,,
1981-06-24,1.85,,
1981-06-25,1.88,,
1981-06-26,1.88,,
1981-06-29,1.79,,
1981-06-30,1.76,,
1981-07-01,1.73,,
1981-07-02,1.73,,
1981-07-06,1.64,,
1981-07-07,1.61,,
1981-07-08,1.61,,
1981-07-09,1.61,,
1981-07-10,1.67,,
1981-07-13,1.73,,
1981-07-14,1.61,,
1981-07-15,1.67,,
1981-07-16,1.76,,
1981-07-17,1.82,,
1981-07-20,1.73,,
1981-07-21,1.7,,
1981-07-22,1.67,,
1981-07-23,1.61,,
1981-07-24,1.67,,
1981-07-27,1.64,,
1981-07-28,1.61,,
1981-07-29,1.64,,
1981-07-30,1.64,,
1981-07-31,1.61,,
1981-08-03,1.55,,
1981-08-04,1.67,,
1981-08-05,1.64,,
1981-08-06,1.58,,
1981-08-07,1.58,,
1981-08-10,1.55,,
1981-08-11,1.49,,
1981-08-12,1.55,,
1981-08-13,1.58,,
1981-08-14,1.61,,
1981-08-17,1.64,,
1981-08-18,1.55,,
1981-08-19,1.67,,
1981-08-20,1.67,,
1981-08-21,1.61,,
1981-08-24,1.58,,
1981-08-25,1.58,,
1981-08-26,1.58,,
1981-08-27,1.58,,
1981-08-28,1.61,,
1981-08-31,1.55,,
1981-09-01,1.46,,
1981-09-02,1.58,,
1981-09-03,1.52,,
1981-09-04,1.52,,
1981-09-08,1.37,,
1981-09-09,1.43,,
1981-09-10,1.43,,
1981-09-11,1.55,,
1981-09-14,1.61,,
1981-09-15,1.55,,
1981-09-16,1.49,,
1981-09-17,1.49,,
1981-09-18,1.52,,
1981-09-21,1.55,,
1981-09-22,1.49,,
1981-09-23,1.43,,
1981-09-24,1.46,,
1981-09-25,1.37,,
1981-09-28,1.49,,
1981-09-29,1.49,,
1981-09-30,1.46,,
1981-10-01,1.55,,
1981-10-02,1.55,,
1981-10-05,1.61,,
1981-10-06,1.55,,
1981-10-07,1.55,,
1981-10-08,1.61,,
1981-10-09,1.64,,
1981-10-12,1.67,,
1981-10-13,1.64,,
1981-10-14,1.58,,
1981-10-15,1.61,,
1981-10-16,1.67,,
1981-10-19,1.61,,
1981-10-20,1.58,,
1981-10-21,1.58,,
1981-10-22,1.58,,
1981-10-23,1.64,,
1981-10-26,1.64,,
1981-10-27,1.61,,
1981-10-28,1.55,,
1981-10-29,1.55,,
1981-10-30,1.55,,
1981-11-02,1.64,,
1981-11-03,1.64,,
1981-11-04,1.64,,
1981-11-05,1.61,,
1981-11-06,1.61,,
1981-11-09,1.58,,
1981-11-10,1.58,,
1981-11-11,1.58,,
1981-11-12,1.67,,
1981-11-13,1.67,,
1981-11-16,1.66,,
1981-11-17,1.63,,
1981-11-18,1.66,,
1981-11-19,1.69,,
1981-11-20,1.69,,
1981-11-23,1.72,,
1981-11-24,1.69,,
1981-11-25,1.66,,
1981-11-27,1.66,,
1981-11-30,1.78,,
1981-12-01,1.75,,
1981-12-02,1.72,,
1981-12-03,1.69,,
1981-12-04,1.69,,
1981-12-07,1.63,,
1981-12-08,1.66,,
1981-12-09,1.63,,
1981-12-10,1.69,,
1981-12-11,1.69,,
1981-12-14,1.66,,
1981-12-15,1.66,,
1981-12-16,1.63,,
1981-12-17,1.69,,
1981-12-18,1.69,,
1981-12-21,1.66,,
1981-12-22,1.59,,
1981-12-23,1.56,,
1981-12-24,1.53,,
1981-12-28,1.56,,
1981-12-29,1.56,,
1981-12-30,1.53,,
1981-12-31,1.53,,
1982-01-04,1.59,,
1982-01-05,1.53,,
1982-01-06,1.56,,
1982-01-07,1.5,,
1982-01-08,1.56,,
1982-01-11,1.5,,
1982-01-12,1.47,,
1982-01-13,1.44,,
1982-01-14,1.41,,
1982-01-15,1.47,,
1982-01-18,1.47,,
1982-01-19,1.47,,
1982-01-20,1.34,,
1982-01-21,1.38,,
1982-01-22,1.44,,
1982-01-25,1.38,,
1982-01-26,1.41,,
1982-01-27,1.38,,
1982-01-28,1.44,,
1982-01-29,1.44,,
1982-02-01,1.44,,
1982-02-02,1.44,,
1982-02-03,1.38,,
1982-02-04,1.38,,
1982-02-05,1.44,,
1982-02-08,1.38,,
1982-02-09,1.31,,
1982-02-10,1.38,,
1982-02-11,1.44,,
1982-02-12,1.38,,
1982-02-16,1.38,,
1982-02-17,1.34,,
1982-02-18,1.31,,
1982-02-19,1.34,,
1982-02-22,1.28,,
1982-02-23,1.31,,
1982-02-24,1.38,,
1982-02-25,1.31,,
1982-02-26,1.34,,
1982-03-01,1.31,,
1982-03-02,1.34,,
1982-03-03,1.19,,
1982-03-04,1.28,,
1982-03-05,1.25,,
1982-03-08,1.19,,
1982-03-09,1.22,,
1982-03-10,1.19,,
1982-03-11,1.19,,
1982-03-12,1.19,,
1982-03-15,1.19,,
1982-03-16,1.22,,
1982-03-17,1.25,,
1982-03-18,1.28,,
1982-03-19,1.25,,
1982-03-22,1.25,,
1982-03-23,1.25,,
1982-03-24,1.22,,
1982-03-25,1.25,,
1982-03-26,1.25,,
1982-03-29,1.22,,
1982-03-30,1.25,,
1982-03-31,1.25,,
1982-04-01,1.28,,
1982-04-02,1.25,,
1982-04-05,1.28,,
1982-04-06,1.28,,
1982-04-07,1.22,,
1982-04-08,1.25,,
1982-04-12,1.28,,
1982-04-13,1.31,,
1982-04-14,1.38,,
1982-04-15,1.47,,
1982-04-16,1.5,,
1982-04-19,1.47,,
1982-04-20,1.44,,
1982-04-21,1.44,,
1982-04-22,1.5,,
1982-04-23,1.5,,
1982-04-26,1.44,,
1982-04-27,1.41,,
1982-04-28,1.44,,
1982-04-29,1.44,,
1982-04-30,1.44,,
1982-05-03,1.41,,
1982-05-04,1.5,,
1982-05-05,1.5,,
1982-05-06,1.44,,
1982-05-07,1.41,,
1982-05-10,1.41,,
1982-05-11,1.44,,
1982-05-12,1.38,,
1982-05-13,1.41,,
1982-05-14,1.44,,
1982-05-17,1.44,,
1982-05-18,1.44,,
1982-05-19,1.44,,
1982-05-20,1.47,,
1982-05-21,1.47,,
1982-05-24,1.47,,
1982-05-25,1.44,,
1982-05-26,1.44,,
1982-05-27,1.38,,
1982-05-28,1.38,,
1982-06-01,1.38,,
1982-06-02,1.34,,
1982-06-03,1.34,,
1982-06-04,1.41,,
1982-06-07,1.31,,
1982-06-08,1.25,,
1982-06-09,1.28,,
1982-06-10,1.28,,
1982-06-11,1.34,,
1982-06-14,1.31,,
1982-06-15,1.28,,
1982-06-16,1.31,,
1982-06-17,1.31,,
1982-06-18,1.28,,
1982-06-21,1.25,,
1982-06-22,1.25,,
1982-06-23,1.25,,
1982-06-24,1.31,,
1982-06-25,1.28,,
1982-06-28,1.31,,
1982-06-29,1.34,,
1982-06-30,1.38,,
1982-07-01,1.34,,
1982-07-02,1.31,,
1982-07-06,1.28,,
1982-07-07,1.25,,
1982-07-08,1.25,,
1982-07-09,1.34,,
1982-07-12,1.41,,
1982-07-13,1.38,,
1982-07-14,1.34,,
1982-07-15,1.41,,
1982-07-16,1.38,,
1982-07-19,1.47,,
1982-07-20,1.47,,
1982-07-21,1.47,,
1982-07-22,1.47,,
1982-07-23,1.47,,
1982-07-26,1.44,,
1982-07-27,1.47,,
1982-07-28,1.44,,
1982-07-29,1.44,,
1982-07-30,1.41,,
1982-08-02,1.44,,
1982-08-03,1.44,,
1982-08-04,1.38,,
1982-08-05,1.38,,
1982-08-06,1.34,,
1982-08-09,1.31,,
1982-08-10,1.25,,
1982-08-11,1.25,,
1982-08-12,1.25,,
1982-08-13,1.25,,
1982-08-16,1.34,,
1982-08-17,1.41,,
1982-08-18,1.38,,
1982-08-19,1.34,,
1982-08-20,1.31,,
1982-08-23,1.41,,
1982-08-24,1.41,,
1982-08-25,1.53,,
1982-08-26,1.53,,
1982-08-27,1.56,,
1982-08-30,1.56,,
1982-08-31,1.66,,
1982-09-01,1.63,,
1982-09-02,1.66,,
1982-09-03,1.63,,
1982-09-07,1.59,,
1982-09-08,1.63,,
1982-09-09,1.78,,
1982-09-10,1.75,,
1982-09-13,1.75,,
1982-09-14,1.72,,
1982-09-15,1.75,,
1982-09-16,1.75,,
1982-09-17,1.72,,
1982-09-20,1.69,,
1982-09-21,1.66,,
1982-09-22,1.75,,
1982-09-23,1.72,,
1982-09-24,1.72,,
1982-09-27,1.72,,
1982-09-28,1.69,,
1982-09-29,1.66,,
1982-09-30,1.63,,
1982-10-01,1.63,,
1982-10-04,1.66,,
1982-10-05,1.69,,
1982-10-06,1.75,,
1982-10-07,1.75,,
1982-10-08,1.78,,
1982-10-11,1.91,,
1982-10-12,1.91,,
1982-10-13,1.97,,
1982-10-14,1.91,,
1982-10-15,1.97,,
1982-10-18,1.94,,
1982-10-19,1.94,,
1982-10-20,2.03,,
1982-10-21,2.0,,
1982-10-22,2.09,,
1982-10-25,2.19,,
1982-10-26,2.25,,
1982-10-27,2.34,,
1982-10-28,2.5,,
1982-10-29,2.47,,
1982-11-01,2.28,,
1982-11-02,2.34,,
1982-11-03,2.44,,
1982-11-04,2.44,,
1982-11-05,2.5,,
1982-11-08,2.44,,
1982-11-09,2.41,,
1982-11-10,2.5,,
1982-11-11,2.53,,
1982-11-12,2.5,,
1982-11-15,2.47,,
1982-11-16,2.38,,
1982-11-17,2.5,,
1982-11-18,2.47,,
1982-11-19,2.5,,
1982-11-22,2.44,,
1982-11-23,2.47,,
1982-11-24,2.56,,
1982-11-26,2.56,,
1982-11-29,2.84,,
1982-11-30,3.06,,
1982-12-01,3.19,,
1982-12-02,3.09,,
1982-12-03,3.0,,
1982-12-06,2.91,,
1982-12-07,3.09,,
1982-12-08,3.13,,
1982-12-09,3.13,,
1982-12-10,3.16,,
1982-12-13,3.28,,
1982-12-14,3.06,,
1982-12-15,3.16,,
1982-12-16,3.22,,
1982-12-17,3.44,,
1982-12-20,3.34,,
1982-12-21,3.34,,
1982-12-22,3.38,,
1982-12-23,3.5,,
1982-12-27,3.5,,
1982-12-28,3.53,,
1982-12-29,3.5,,
1982-12-30,3.28,,
1982-12-31,3.31,,
1983-01-03,3.22,,
1983-01-04,3.25,,
1983-01-05,3.34,,
1983-01-06,3.25,,
1983-01-07,3.25,,
1983-01-10,3.25,,
1983-01-11,3.19,,
1983-01-12,3.0,,
1983-01-13,3.09,,
1983-01-14,3.09,,
1983-01-17,3.13,,
1983-01-18,3.09,,
1983-01-19,3.03,,
1983-01-20,2.84,,
1983-01-21,2.69,,
1983-01-24,2.91,,
1983-01-25,3.06,,
1983-01-26,3.06,,
1983-01-27,3.13,,
1983-01-28,3.28,,
1983-01-31,3.09,,
1983-02-01,3.0,,
1983-02-02,3.25,,
1983-02-03,3.25,,
1983-02-04,3.34,,
1983-02-07,3.44,,
1983-02-08,3.31,,
1983-02-09,3.25,,
1983-02-10,3.5,,
1983-02-11,3.47,,
1983-02-14,3.44,,
1983-02-15,3.34,,
1983-02-16,3.22,,
1983-02-17,3.28,,
1983-02-18,3.31,,
1983-02-22,3.5,,
1983-02-23,3.53,,
1983-02-24,3.63,,
1983-02-25,3.56,,
1983-02-28,3.59,,
1983-03-01,3.75,,
1983-03-02,3.72,,
1983-03-03,3.78,,
1983-03-04,3.84,,
1983-03-07,3.75,,
1983-03-08,3.72,,
1983-03-09,3.63,,
1983-03-10,3.47,,
1983-03-11,3.44,,
1983-03-14,3.31,,
1983-03-15,3.47,,
1983-03-16,3.59,,
1983-03-17,3.5,,
1983-03-18,3.41,,
1983-03-21,3.41,,
1983-03-22,3.47,,
1983-03-23,3.44,,
1983-03-24,3.41,,
1983-03-25,3.31,,
1983-03-28,3.41,,
1983-03-29,3.41,,
1983-03-30,3.5,,
1983-03-31,3.34,,
1983-04-04,3.25,,
1983-04-05,3.25,,
1983-04-06,3.31,,
1983-04-07,3.38,,
1983-04-08,3.41,,
1983-04-11,3.41,,
1983-04-12,3.38,,
1983-04-13,3.41,,
1983-04-14,3.5,,
1983-04-15,3.56,,
1983-04-18,3.56,,
1983-04-19,3.53,,
1983-04-20,3.63,,
1983-04-21,3.56,,
1983-04-22,3.63,,
1983-04-25,3.59,,
1983-04-26,3.63,,
1983-04-27,3.53,,
1983-04-28,3.38,,
1983-04-29,3.31,,
1983-05-02,3.22,,
1983-05-03,3.28,,
1983-05-04,3.25,,
1983-05-05,3.38,,
1983-05-06,3.66,,
1983-05-09,3.75,,
1983-05-10,3.78,,
1983-05-11,3.75,,
1983-05-12,3.81,,
1983-05-13,3.91,,
1983-05-16,3.75,,
1983-05-17,3.88,,
1983-05-18,3.81,,
1983-05-19,3.88,,
1983-05-20,4.0,,
1983-05-23,3.94,,
1983-05-24,4.0,,
1983-05-25,4.03,,
1983-05-26,4.22,,
1983-05-27,4.16,,
1983-05-31,4.13,,
1983-06-01,4.16,,
1983-06-02,4.22,,
1983-06-03,4.25,,
1983-06-06,4.31,,
1983-06-07,4.5,,
1983-06-08,4.44,,
1983-06-09,4.53,,
1983-06-10,4.5,,
1983-06-13,4.47,,
1983-06-14,4.47,,
1983-06-15,4.44,,
1983-06-16,4.38,,
1983-06-17,4.5,,
1983-06-20,4.5,,
1983-06-21,4.25,,
1983-06-22,4.19,,
1983-06-23,4.19,,
1983-06-24,4.31,,
1983-06-27,4.31,,
1983-06-28,4.16,,
1983-06-29,4.09,,
1983-06-30,4.06,,
1983-07-01,4.06,,
1983-07-05,4.0,,
1983-07-06,4.13,,
1983-07-07,4.13,,
1983-07-08,4.13,,
1983-07-11,4.19,,
1983-07-12,4.25,,
1983-07-13,4.22,,
1983-07-14,4.38,,
1983-07-15,4.38,,
1983-07-18,4.28,,
1983-07-19,4.22,,
1983-07-20,4.28,,
1983-07-21,4.25,,
1983-07-22,4.38,,
1983-07-25,4.31,,
1983-07-26,4.44,,
1983-07-27,4.31,,
1983-07-28,4.25,,
1983-07-29,4.06,,
1983-08-01,3.84,,
1983-08-02,3.94,,
1983-08-03,4.09,,
1983-08-04,4.03,,
1983-08-05,4.06,,
1983-08-08,4.03,,
1983-08-09,4.03,,
1983-08-10,4.03,,
1983-08-11,4.09,,
1983-08-12,4.06,,
1983-08-15,3.91,,
1983-08-16,3.88,,
1983-08-17,3.75,,
1983-08-18,3.75,,
1983-08-19,3.78,,
1983-08-22,3.75,,
1983-08-23,3.75,,
1983-08-24,3.69,,
1983-08-25,3.63,,
1983-08-26,3.66,,
1983-08-29,3.63,,
1983-08-30,3.66,,
1983-08-31,3.69,,
1983-09-01,3.69,,
1983-09-02,3.75,,
1983-09-06,3.63,,
1983-09-07,3.72,,
1983-09-08,3.84,,
1983-09-09,3.94,,
1983-09-12,4.0,,
1983-09-13,4.06,,
1983-09-14,4.06,,
1983-09-15,4.06,,
1983-09-16,4.13,,
1983-09-19,4.13,,
1983-09-20,4.13,,
1983-09-21,4.25,,
1983-09-22,4.38,,
1983-09-23,4.41,,
1983-09-26,4.19,,
1983-09-27,3.81,,
1983-09-28,3.97,,
1983-09-29,4.03,,
1983-09-30,3.97,,
1983-10-03,3.91,,
1983-10-04,3.97,,
1983-10-05,3.84,,
1983-10-06,3.88,,
1983-10-07,3.94,,
1983-10-10,3.97,,
1983-10-11,3.97,,
1983-10-12,3.88,,
1983-10-13,3.75,,
1983-10-14,3.75,,
1983-10-17,3.72,,
1983-10-18,3.69,,
1983-10-19,3.69,,
1983-10-20,3.72,,
1983-10-21,3.66,,
1983-10-24,3.72,,
1983-10-25,3.72,,
1983-10-26,3.72,,
1983-10-27,3.72,,
1983-10-28,3.66,,
1983-10-31,3.63,,
1983-11-01,3.59,,
1983-11-02,3.53,,
1983-11-03,3.59,,
1983-11-04,3.63,,
1983-11-07,3.63,,
1983-11-08,3.44,,
1983-11-09,3.56,,
1983-11-10,3.66,,
1983-11-11,3.69,,
1983-11-14,3.69,,
1983-11-15,3.59,,
1983-11-16,3.63,,
1983-11-17,3.66,,
1983-11-18,3.66,,
1983-11-21,3.72,,
1983-11-22,3.69,,
1983-11-23,3.69,,
1983-11-25,3.69,,
1983-11-28,3.72,,
1983-11-29,3.69,,
1983-11-30,3.69,,
1983-12-01,3.66,,
1983-12-02,3.63,,
1983-12-05,3.59,,
1983-12-06,3.5,,
1983-12-07,3.72,,
1983-12-08,3.75,,
1983-12-09,3.78,,
1983-12-12,3.81,,
1983-12-13,3.69,,
1983-12-14,3.66,,
1983-12-15,3.59,,
1983-12-16,3.66,,
1983-12-19,3.63,,
1983-12-20,3.63,,
1983-12-21,3.69,,
1983-12-22,3.59,,
1983-12-23,3.59,,
1983-12-27,3.56,,
1983-12-28,3.56,,
1983-12-29,3.56,,
1983-12-30,3.53,,
1984-01-03,3.44,,
1984-01-04,3.53,,
1984-01-05,3.53,,
1984-01-06,3.56,,
1984-01-09,3.56,,
1984-01-10,3.66,,
1984-01-11,3.66,,
1984-01-12,3.72,,
1984-01-13,3.72,,
1984-01-16,4.03,,
1984-01-17,4.03,,
1984-01-18,4.03,,
1984-01-19,4.13,,
1984-01-20,4.13,,
1984-01-23,4.09,,
1984-01-24,4.06,,
1984-01-25,4.0,,
1984-01-26,3.97,,
1984-01-27,4.0,,
1984-01-30,3.94,,
1984-01-31,3.81,,
1984-02-01,3.78,,
1984-02-02,3.81,,
1984-02-03,3.75,,
1984-02-06,3.63,,
1984-02-07,3.63,,
1984-02-08,3.56,,
1984-02-09,3.47,,
1984-02-10,3.5,,
1984-02-13,3.38,,
1984-02-14,3.38,,
1984-02-15,3.41,,
1984-02-16,3.47,,
1984-02-17,3.44,,
1984-02-21,3.47,,
1984-02-22,3.47,,
1984-02-23,3.47,,
1984-02-24,3.5,,
1984-02-27,3.47,,
1984-02-28,3.38,,
1984-02-29,3.34,,
1984-03-01,3.38,,
1984-03-02,3.41,,
1984-03-05,3.38,,
1984-03-06,3.38,,
1984-03-07,3.31,,
1984-03-08,3.19,,
1984-03-09,3.19,,
1984-03-12,3.19,,
1984-03-13,3.19,,
1984-03-14,3.06,,
1984-03-15,3.16,,
1984-03-16,3.19,,
1984-03-19,3.19,,
1984-03-20,3.16,,
1984-03-21,3.19,,
1984-03-22,3.13,,
1984-03-23,3.13,,
1984-03-26,3.09,,
1984-03-27,3.19,,
1984-03-28,3.25,,
1984-03-29,3.31,,
1984-03-30,3.5,,
1984-04-02,3.28,,
1984-04-03,3.28,,
1984-04-04,3.22,,
1984-04-05,3.16,,
1984-04-06,3.13,,
1984-04-09,3.13,,
1984-04-10,3.09,,
1984-04-11,3.06,,
1984-04-12,3.13,,
1984-04-13,3.19,,
1984-04-16,3.09,,
1984-04-17,3.03,,
1984-04-18,3.06,,
1984-04-19,3.09,,
1984-04-23,3.06,,
1984-04-24,3.06,,
1984-04-25,3.06,,
1984-04-26,3.0,,
1984-04-27,3.03,,
1984-04-30,3.09,,
1984-05-01,3.16,,
1984-05-02,3.31,,
1984-05-03,3.25,,
1984-05-04,3.25,,
1984-05-07,3.25,,
1984-05-08,3.38,,
1984-05-09,3.38,,
1984-05-10,3.34,,
1984-05-11,3.34,,
1984-05-14,3.25,,
1984-05-15,3.16,,
1984-05-16,3.19,,
1984-05-17,3.09,,
1984-05-18,3.09,,
1984-05-21,3.03,,
1984-05-22,2.97,,
1984-05-23,2.97,,
1984-05-24,2.97,,
1984-05-25,3.0,,
1984-05-29,2.91,,
1984-05-30,2.94,,
1984-05-31,2.94,,
1984-06-01,3.06,,
1984-06-04,3.06,,
1984-06-05,3.03,,
1984-06-06,3.09,,
1984-06-07,3.13,,
1984-06-08,3.13,,
1984-06-11,3.06,,
1984-06-12,3.03,,
1984-06-13,3.03,,
