date,MHK,dcf,Deviation
1992-10-30,5.56,,
1992-11-02,5.72,,
1992-11-03,5.78,,
1992-11-04,5.78,,
1992-11-05,5.33,,
1992-11-06,5.56,,
1992-11-09,5.33,,
1992-11-10,5.67,,
1992-11-11,5.67,,
1992-11-12,5.67,,
1992-11-13,5.67,,
1992-11-16,5.67,,
1992-11-17,5.89,,
1992-11-18,5.89,,
1992-11-19,6.28,,
1992-11-20,6.28,,
1992-11-23,6.67,,
1992-11-24,6.67,,
1992-11-25,7.0,,
1992-11-27,7.11,,
1992-11-30,7.67,,
1992-12-01,7.56,,
1992-12-02,7.44,,
1992-12-03,7.44,,
1992-12-04,7.33,,
1992-12-07,7.33,,
1992-12-08,8.56,,
1992-12-09,8.44,,
1992-12-10,8.33,,
1992-12-11,8.56,,
1992-12-14,8.44,,
1992-12-15,8.33,,
1992-12-16,8.11,,
1992-12-17,8.22,,
1992-12-18,8.39,,
1992-12-21,8.44,,
1992-12-22,8.44,,
1992-12-23,8.89,,
1992-12-24,9.22,,
1992-12-28,9.33,,
1992-12-29,9.33,,
1992-12-30,9.44,,
1992-12-31,9.44,,
1993-01-04,9.0,,
1993-01-05,9.11,,
1993-01-06,9.06,,
1993-01-07,9.0,,
1993-01-08,9.11,,
1993-01-11,9.11,,
1993-01-12,9.22,,
1993-01-13,9.11,,
1993-01-14,9.11,,
1993-01-15,9.67,,
1993-01-18,10.0,,
1993-01-19,9.72,,
1993-01-20,9.89,,
1993-01-21,9.89,,
1993-01-22,9.78,,
1993-01-25,9.67,,
1993-01-26,9.67,,
1993-01-27,9.67,,
1993-01-28,9.67,,
1993-01-29,9.67,,
1993-02-01,9.44,,
1993-02-02,9.33,,
1993-02-03,9.56,,
1993-02-04,9.89,,
1993-02-05,10.61,,
1993-02-08,10.44,,
1993-02-09,10.06,,
1993-02-10,10.5,,
1993-02-11,10.78,,
1993-02-12,11.22,,
1993-02-16,10.89,,
1993-02-17,10.78,,
1993-02-18,10.78,,
1993-02-19,11.44,,
1993-02-22,11.11,,
1993-02-23,11.22,,
1993-02-24,10.94,,
1993-02-25,11.0,,
1993-02-26,11.0,,
1993-03-01,11.11,,
1993-03-02,11.33,,
1993-03-03,11.83,,
1993-03-04,11.56,,
1993-03-05,12.11,,
1993-03-08,12.44,,
1993-03-09,13.33,,
1993-03-10,13.78,,
1993-03-11,14.11,,
1993-03-12,13.89,,
1993-03-15,13.78,,
1993-03-16,13.67,,
1993-03-17,13.0,,
1993-03-18,13.28,,
1993-03-19,13.72,,
1993-03-22,14.0,,
1993-03-23,14.11,,
1993-03-24,13.94,,
1993-03-25,14.06,,
1993-03-26,14.11,,
1993-03-29,14.56,,
1993-03-30,15.67,,
1993-03-31,15.56,,
1993-04-01,14.78,,
1993-04-02,14.0,,
1993-04-05,14.89,,
1993-04-06,14.67,,
1993-04-07,14.39,,
1993-04-08,14.33,,
1993-04-12,14.44,,
1993-04-13,14.44,,
1993-04-14,14.33,,
1993-04-15,14.33,,
1993-04-16,14.06,,
1993-04-19,13.44,,
1993-04-20,13.33,,
1993-04-21,14.0,,
1993-04-22,13.56,,
1993-04-23,14.22,,
1993-04-26,14.0,,
1993-04-27,13.56,,
1993-04-28,13.56,,
1993-04-29,13.56,,
1993-04-30,13.67,,
1993-05-03,13.67,,
1993-05-04,13.56,,
1993-05-05,13.61,,
1993-05-06,13.56,,
1993-05-07,13.56,,
1993-05-10,13.78,,
1993-05-11,13.44,,
1993-05-12,13.33,,
1993-05-13,13.33,,
1993-05-14,13.33,,
1993-05-17,13.44,,
1993-05-18,13.67,,
1993-05-19,13.44,,
1993-05-20,13.33,,
1993-05-21,13.44,,
1993-05-24,13.22,,
1993-05-25,12.89,,
1993-05-26,12.78,,
1993-05-27,12.56,,
1993-05-28,12.11,,
1993-06-01,12.67,,
1993-06-02,12.22,,
1993-06-03,15.22,,
1993-06-04,15.0,,
1993-06-07,14.67,,
1993-06-08,14.44,,
1993-06-09,14.44,,
1993-06-10,14.67,,
1993-06-11,14.67,,
1993-06-14,14.78,,
1993-06-15,15.0,,
1993-06-16,14.89,,
1993-06-17,15.11,,
1993-06-18,15.22,,
1993-06-21,15.39,,
1993-06-22,15.56,,
1993-06-23,15.78,,
1993-06-24,15.33,,
1993-06-25,15.56,,
1993-06-28,15.67,,
1993-06-29,15.33,,
1993-06-30,15.89,,
1993-07-01,15.56,,
1993-07-02,15.89,,
1993-07-06,15.56,,
1993-07-07,15.89,,
1993-07-08,15.72,,
1993-07-09,15.78,,
1993-07-12,15.56,,
1993-07-13,15.78,,
1993-07-14,16.0,,
1993-07-15,17.33,,
1993-07-16,16.67,,
1993-07-19,16.89,,
1993-07-20,17.11,,
1993-07-21,16.44,,
1993-07-22,16.78,,
1993-07-23,17.33,,
1993-07-26,17.17,,
1993-07-27,16.89,,
1993-07-28,17.22,,
1993-07-29,16.44,,
1993-07-30,16.44,,
1993-08-02,16.89,,
1993-08-03,16.78,,
1993-08-04,16.44,,
1993-08-05,17.0,,
1993-08-06,16.78,,
1993-08-09,17.33,,
1993-08-10,17.33,,
1993-08-11,17.33,,
1993-08-12,17.22,,
1993-08-13,17.22,,
1993-08-16,17.22,,
1993-08-17,17.44,,
1993-08-18,18.0,,
1993-08-19,18.78,,
1993-08-20,19.33,,
1993-08-23,19.56,,
1993-08-24,19.67,,
1993-08-25,20.0,,
1993-08-26,18.83,,
1993-08-27,19.0,,
1993-08-30,18.5,,
1993-08-31,18.42,,
1993-09-01,17.83,,
1993-09-02,18.83,,
1993-09-03,19.17,,
1993-09-07,18.33,,
1993-09-08,18.33,,
1993-09-09,18.83,,
1993-09-10,18.5,,
1993-09-13,18.5,,
1993-09-14,19.17,,
1993-09-15,19.0,,
1993-09-16,19.0,,
1993-09-17,18.92,,
1993-09-20,19.0,,
1993-09-21,18.67,,
1993-09-22,18.67,,
1993-09-23,18.83,,
1993-09-24,18.33,,
1993-09-27,18.83,,
1993-09-28,19.5,,
1993-09-29,20.33,,
1993-09-30,20.33,,
1993-10-01,20.0,,
1993-10-04,20.83,,
1993-10-05,20.83,,
1993-10-06,20.33,,
1993-10-07,19.0,,
1993-10-08,17.67,,
1993-10-11,18.5,,
1993-10-12,18.83,,
1993-10-13,18.5,,
1993-10-14,19.17,,
1993-10-15,19.33,,
1993-10-18,19.67,,
1993-10-19,20.0,,
1993-10-20,19.17,,
1993-10-21,18.67,,
1993-10-22,20.33,,
1993-10-25,20.08,,
1993-10-26,19.67,,
1993-10-27,20.0,,
1993-10-28,18.92,,
1993-10-29,18.83,,
1993-11-01,19.5,,
1993-11-02,19.5,,
1993-11-03,19.83,,
1993-11-04,19.5,,
1993-11-05,19.33,,
1993-11-08,19.33,,
1993-11-09,19.5,,
1993-11-10,19.17,,
1993-11-11,20.17,,
1993-11-12,20.33,,
1993-11-15,19.83,,
1993-11-16,19.58,,
1993-11-17,19.67,,
1993-11-18,19.5,,
1993-11-19,19.0,,
1993-11-22,18.08,,
1993-11-23,18.17,,
1993-11-24,18.5,,
1993-11-26,18.67,,
1993-11-29,19.42,,
1993-11-30,20.0,,
1993-12-01,20.67,,
1993-12-02,20.5,,
1993-12-03,19.0,,
1993-12-06,21.17,,
1993-12-07,20.42,,
1993-12-08,20.17,,
1993-12-09,20.17,,
1993-12-10,20.67,,
1993-12-13,20.83,,
1993-12-14,20.83,,
1993-12-15,21.0,,
1993-12-16,21.67,,
1993-12-17,22.0,,
1993-12-20,22.0,,
1993-12-21,22.17,,
1993-12-22,22.17,,
1993-12-23,22.33,,
1993-12-27,22.67,,
1993-12-28,22.5,,
1993-12-29,22.83,,
1993-12-30,22.67,,
1993-12-31,22.83,,
1994-01-03,22.5,,
1994-01-04,22.5,,
1994-01-05,22.67,,
1994-01-06,22.67,,
1994-01-07,22.75,,
1994-01-10,23.17,,
1994-01-11,23.17,,
1994-01-12,23.67,,
1994-01-13,23.67,,
1994-01-14,23.17,,
1994-01-17,23.17,,
1994-01-18,22.5,,
1994-01-19,21.67,,
1994-01-20,21.42,,
1994-01-21,21.67,,
1994-01-24,21.17,,
1994-01-25,21.0,,
1994-01-26,20.0,,
1994-01-27,20.25,,
1994-01-28,20.83,,
1994-01-31,22.33,,
1994-02-01,22.67,,
1994-02-02,22.0,,
1994-02-03,22.0,,
1994-02-04,21.0,,
1994-02-07,20.42,,
1994-02-08,20.92,,
1994-02-09,22.17,,
1994-02-10,22.17,,
1994-02-11,22.17,,
1994-02-14,22.17,,
1994-02-15,22.0,,
1994-02-16,21.0,,
1994-02-17,20.25,,
1994-02-18,18.33,,
1994-02-22,19.0,,
1994-02-23,19.17,,
1994-02-24,18.17,,
1994-02-25,18.67,,
1994-02-28,18.17,,
1994-03-01,17.0,,
1994-03-02,17.33,,
1994-03-03,17.5,,
1994-03-04,17.67,,
1994-03-07,18.33,,
1994-03-08,18.17,,
1994-03-09,17.83,,
1994-03-10,17.42,,
1994-03-11,18.0,,
1994-03-14,17.33,,
1994-03-15,17.33,,
1994-03-16,18.33,,
1994-03-17,18.33,,
1994-03-18,18.83,,
1994-03-21,19.0,,
1994-03-22,19.0,,
1994-03-23,20.17,,
1994-03-24,20.0,,
1994-03-25,19.67,,
1994-03-28,18.17,,
1994-03-29,18.17,,
1994-03-30,18.0,,
1994-03-31,18.17,,
1994-04-04,17.67,,
1994-04-05,17.67,,
1994-04-06,17.5,,
1994-04-07,17.83,,
1994-04-08,18.17,,
1994-04-11,18.67,,
1994-04-12,18.58,,
1994-04-13,18.5,,
1994-04-14,19.0,,
1994-04-15,19.0,,
1994-04-18,19.08,,
1994-04-19,18.92,,
1994-04-20,18.67,,
1994-04-21,18.67,,
1994-04-22,18.33,,
1994-04-25,18.17,,
1994-04-26,18.17,,
1994-04-28,18.0,,
1994-04-29,18.5,,
1994-05-02,18.5,,
1994-05-03,18.33,,
1994-05-04,18.42,,
1994-05-05,17.83,,
1994-05-06,17.33,,
1994-05-09,17.0,,
1994-05-10,16.08,,
1994-05-11,15.83,,
1994-05-12,15.42,,
1994-05-13,15.33,,
1994-05-16,15.33,,
1994-05-17,15.0,,
1994-05-18,14.83,,
1994-05-19,14.67,,
1994-05-20,14.5,,
1994-05-23,14.33,,
1994-05-24,14.67,,
1994-05-25,14.83,,
1994-05-26,15.0,,
1994-05-27,14.83,,
1994-05-31,15.0,,
1994-06-01,14.67,,
1994-06-02,14.67,,
1994-06-03,14.67,,
1994-06-06,14.83,,
1994-06-07,15.17,,
1994-06-08,15.33,,
1994-06-09,15.83,,
1994-06-10,15.83,,
1994-06-13,15.08,,
1994-06-14,14.83,,
1994-06-15,14.67,,
1994-06-16,14.17,,
1994-06-17,13.58,,
1994-06-20,13.0,,
1994-06-21,12.67,,
1994-06-22,12.5,,
1994-06-23,11.83,,
1994-06-24,11.67,,
1994-06-27,11.83,,
1994-06-28,11.67,,
1994-06-29,11.83,,
1994-06-30,11.67,,
1994-07-01,11.83,,
1994-07-05,12.17,,
1994-07-06,12.67,,
1994-07-07,12.33,,
1994-07-08,12.33,,
1994-07-11,12.5,,
1994-07-12,13.33,,
1994-07-13,12.33,,
1994-07-14,11.25,,
1994-07-15,12.0,,
1994-07-18,12.0,,
1994-07-19,11.33,,
1994-07-20,11.17,,
1994-07-21,10.5,,
1994-07-22,9.5,,
1994-07-25,10.0,,
1994-07-26,10.5,,
1994-07-27,10.08,,
1994-07-28,10.0,,
1994-07-29,10.04,,
1994-08-01,10.33,,
1994-08-02,10.33,,
1994-08-03,10.5,,
1994-08-04,10.67,,
1994-08-05,10.5,,
1994-08-08,10.5,,
1994-08-09,10.17,,
1994-08-10,11.0,,
1994-08-11,11.0,,
1994-08-12,11.17,,
1994-08-15,10.83,,
1994-08-16,11.0,,
1994-08-17,10.83,,
1994-08-18,12.17,,
1994-08-19,11.67,,
1994-08-22,11.5,,
1994-08-23,12.0,,
1994-08-24,12.83,,
1994-08-25,13.0,,
1994-08-26,13.0,,
1994-08-29,11.83,,
1994-08-30,12.0,,
1994-08-31,11.83,,
1994-09-01,11.67,,
1994-09-02,12.17,,
1994-09-06,11.67,,
1994-09-07,12.17,,
1994-09-08,11.75,,
1994-09-09,11.75,,
1994-09-12,11.67,,
1994-09-13,12.0,,
1994-09-14,11.5,,
1994-09-15,11.67,,
1994-09-16,11.83,,
1994-09-19,11.17,,
1994-09-20,10.83,,
1994-09-21,10.58,,
1994-09-22,10.46,,
1994-09-23,10.5,,
1994-09-26,10.25,,
1994-09-27,10.33,,
1994-09-28,9.92,,
1994-09-29,10.0,,
1994-09-30,10.17,,
1994-10-03,9.75,,
1994-10-04,9.83,,
1994-10-05,9.67,,
1994-10-06,9.33,,
1994-10-07,9.83,,
1994-10-10,9.5,,
1994-10-11,9.83,,
1994-10-12,9.42,,
1994-10-13,9.5,,
1994-10-14,9.83,,
1994-10-17,9.67,,
1994-10-18,9.33,,
1994-10-19,9.58,,
1994-10-20,9.5,,
1994-10-21,9.83,,
1994-10-24,10.17,,
1994-10-25,10.0,,
1994-10-26,10.0,,
1994-10-27,10.17,,
1994-10-28,10.83,,
1994-10-31,10.75,,
1994-11-01,11.0,,
1994-11-02,10.92,,
1994-11-03,12.0,,
1994-11-04,11.5,,
1994-11-07,11.25,,
1994-11-08,11.42,,
1994-11-09,11.33,,
1994-11-10,11.17,,
1994-11-11,11.0,,
1994-11-14,11.33,,
1994-11-15,11.33,,
1994-11-16,11.17,,
1994-11-17,11.0,,
1994-11-18,11.08,,
1994-11-21,11.0,,
1994-11-22,11.13,,
1994-11-23,11.08,,
1994-11-25,11.04,,
1994-11-28,11.5,,
1994-11-29,11.46,,
1994-11-30,11.33,,
1994-12-01,12.0,,
1994-12-02,11.67,,
1994-12-05,12.0,,
1994-12-06,11.75,,
1994-12-07,11.33,,
1994-12-08,11.17,,
1994-12-09,10.67,,
1994-12-12,10.67,,
1994-12-13,10.58,,
1994-12-14,10.5,,
1994-12-15,10.33,,
1994-12-16,10.33,,
1994-12-19,8.0,,
1994-12-20,7.92,,
1994-12-21,8.0,,
1994-12-22,8.0,,
1994-12-23,8.33,,
1994-12-27,8.83,,
1994-12-28,8.42,,
1994-12-29,8.33,,
1994-12-30,8.5,,
1995-01-03,8.67,,
1995-01-04,8.67,,
1995-01-05,8.5,,
1995-01-06,8.33,,
1995-01-09,8.0,,
1995-01-10,8.0,,
1995-01-11,7.67,,
1995-01-12,7.83,,
1995-01-13,7.75,,
1995-01-16,8.17,,
1995-01-17,8.67,,
1995-01-18,8.5,,
1995-01-19,8.5,,
1995-01-20,8.33,,
1995-01-23,8.67,,
1995-01-24,8.83,,
1995-01-25,8.67,,
1995-01-26,8.83,,
1995-01-27,8.83,,
1995-01-30,8.83,,
1995-01-31,8.5,,
1995-02-01,8.33,,
1995-02-02,8.33,,
1995-02-03,8.33,,
1995-02-06,8.58,,
1995-02-07,8.83,,
1995-02-08,8.96,,
1995-02-09,9.17,,
1995-02-10,9.33,,
1995-02-13,9.13,,
1995-02-14,9.5,,
1995-02-15,9.33,,
1995-02-16,9.33,,
1995-02-17,9.0,,
1995-02-21,8.83,,
1995-02-22,8.5,,
1995-02-23,8.58,,
1995-02-24,8.67,,
1995-02-27,8.75,,
1995-02-28,9.0,,
1995-03-01,8.83,,
1995-03-02,8.67,,
1995-03-03,8.67,,
1995-03-06,8.83,,
1995-03-07,8.75,,
1995-03-08,8.83,,
1995-03-09,8.5,,
1995-03-10,8.5,,
1995-03-13,8.42,,
1995-03-14,8.42,,
1995-03-15,8.67,,
1995-03-16,8.5,,
1995-03-17,8.17,,
1995-03-20,8.0,,
1995-03-21,8.08,,
1995-03-22,8.0,,
1995-03-23,7.96,,
1995-03-24,8.17,,
1995-03-27,8.17,,
1995-03-28,7.92,,
1995-03-29,7.75,,
1995-03-30,7.83,,
1995-03-31,7.83,,
1995-04-03,8.0,,
1995-04-04,7.67,,
1995-04-05,7.92,,
1995-04-06,7.92,,
1995-04-07,7.67,,
1995-04-10,7.67,,
1995-04-11,7.92,,
1995-04-12,7.92,,
1995-04-13,7.92,,
1995-04-17,8.08,,
1995-04-18,8.83,,
1995-04-19,9.0,,
1995-04-20,9.33,,
1995-04-21,9.5,,
1995-04-24,9.33,,
1995-04-25,9.5,,
1995-04-26,9.33,,
1995-04-27,9.33,,
1995-04-28,9.17,,
1995-05-01,9.0,,
1995-05-02,8.5,,
1995-05-03,8.5,,
1995-05-04,8.42,,
1995-05-05,8.83,,
1995-05-08,9.33,,
1995-05-09,10.0,,
1995-05-10,9.83,,
1995-05-11,9.67,,
1995-05-12,9.67,,
1995-05-15,10.0,,
1995-05-16,10.33,,
1995-05-17,10.33,,
1995-05-18,10.0,,
1995-05-19,10.17,,
1995-05-22,10.42,,
1995-05-23,10.5,,
1995-05-24,10.33,,
1995-05-25,10.17,,
1995-05-26,10.33,,
1995-05-30,10.08,,
1995-05-31,10.0,,
1995-06-01,10.33,,
1995-06-02,10.5,,
1995-06-05,10.5,,
1995-06-06,10.92,,
1995-06-07,10.67,,
1995-06-08,10.33,,
1995-06-09,9.83,,
1995-06-12,10.17,,
1995-06-13,10.17,,
1995-06-14,9.83,,
1995-06-15,10.08,,
1995-06-16,10.5,,
1995-06-19,10.25,,
1995-06-20,10.17,,
1995-06-21,10.67,,
1995-06-22,10.5,,
1995-06-23,10.25,,
1995-06-26,10.17,,
1995-06-27,9.67,,
1995-06-28,9.75,,
1995-06-29,9.67,,
1995-06-30,9.83,,
1995-07-03,9.83,,
1995-07-05,10.0,,
1995-07-06,10.0,,
1995-07-07,9.83,,
1995-07-10,10.0,,
1995-07-11,10.08,,
1995-07-12,10.17,,
1995-07-13,10.75,,
1995-07-14,10.5,,
1995-07-17,10.75,,
1995-07-18,11.08,,
1995-07-19,11.17,,
1995-07-20,10.88,,
1995-07-21,11.17,,
1995-07-24,11.67,,
1995-07-25,11.5,,
1995-07-26,12.0,,
1995-07-27,12.17,,
1995-07-28,12.17,,
1995-07-31,11.83,,
1995-08-01,12.0,,
1995-08-02,11.75,,
1995-08-03,11.83,,
1995-08-04,11.75,,
1995-08-07,11.83,,
1995-08-08,11.83,,
1995-08-09,12.42,,
1995-08-10,12.08,,
1995-08-11,12.17,,
1995-08-14,11.92,,
1995-08-15,12.08,,
1995-08-16,11.83,,
1995-08-17,12.0,,
1995-08-18,12.17,,
1995-08-21,12.17,,
1995-08-22,12.0,,
1995-08-23,12.0,,
1995-08-24,12.04,,
1995-08-25,12.0,,
1995-08-28,11.83,,
1995-08-29,12.0,,
1995-08-30,12.17,,
1995-08-31,12.0,,
1995-09-01,12.0,,
1995-09-05,12.08,,
1995-09-06,12.17,,
1995-09-07,12.25,,
1995-09-08,12.33,,
1995-09-11,12.58,,
1995-09-12,12.67,,
1995-09-13,12.33,,
1995-09-14,12.67,,
1995-09-15,12.67,,
1995-09-18,12.5,,
1995-09-19,12.46,,
1995-09-20,12.67,,
1995-09-21,12.42,,
1995-09-22,12.5,,
1995-09-25,12.42,,
1995-09-26,12.17,,
1995-09-27,12.0,,
1995-09-28,12.0,,
1995-09-29,11.67,,
1995-10-02,10.67,,
1995-10-03,10.75,,
1995-10-04,10.92,,
1995-10-05,10.67,,
1995-10-06,10.75,,
1995-10-09,10.5,,
1995-10-10,10.42,,
1995-10-11,10.33,,
1995-10-12,10.33,,
1995-10-13,10.5,,
1995-10-16,11.5,,
1995-10-17,11.25,,
1995-10-18,11.25,,
1995-10-19,11.25,,
1995-10-20,11.17,,
1995-10-23,11.33,,
1995-10-24,11.17,,
1995-10-25,10.58,,
1995-10-26,10.0,,
1995-10-27,10.25,,
1995-10-30,10.0,,
1995-10-31,10.0,,
1995-11-01,9.83,,
1995-11-02,10.33,,
1995-11-03,10.0,,
1995-11-06,10.0,,
1995-11-07,10.17,,
1995-11-08,10.33,,
1995-11-09,11.0,,
1995-11-10,11.5,,
1995-11-13,11.0,,
1995-11-14,11.79,,
1995-11-15,11.67,,
1995-11-16,11.5,,
1995-11-17,11.83,,
1995-11-20,11.75,,
1995-11-21,11.67,,
1995-11-22,11.83,,
1995-11-24,11.67,,
1995-11-27,11.67,,
1995-11-28,11.33,,
1995-11-29,11.67,,
1995-11-30,11.83,,
1995-12-01,11.42,,
1995-12-04,11.42,,
1995-12-05,11.58,,
1995-12-06,11.33,,
1995-12-07,11.33,,
1995-12-08,11.33,,
1995-12-11,11.33,,
1995-12-12,11.33,,
1995-12-13,11.25,,
1995-12-14,11.08,,
1995-12-15,11.33,,
1995-12-18,11.08,,
1995-12-19,11.08,,
1995-12-20,11.33,,
1995-12-21,11.0,,
1995-12-22,11.08,,
1995-12-26,10.25,,
1995-12-27,9.33,,
1995-12-28,9.67,,
1995-12-29,10.42,,
1996-01-02,10.67,,
1996-01-03,10.67,,
1996-01-04,10.5,,
1996-01-05,10.17,,
1996-01-08,9.83,,
1996-01-09,10.0,,
1996-01-10,9.83,,
1996-01-11,9.5,,
1996-01-12,9.67,,
1996-01-15,9.17,,
1996-01-16,9.33,,
1996-01-17,9.33,,
1996-01-18,9.0,,
1996-01-19,8.33,,
1996-01-22,8.67,,
1996-01-23,8.67,,
1996-01-24,8.33,,
1996-01-25,8.67,,
1996-01-26,8.33,,
1996-01-29,8.67,,
1996-01-30,8.42,,
1996-01-31,9.08,,
1996-02-01,9.13,,
1996-02-02,9.0,,
1996-02-05,9.38,,
1996-02-06,9.0,,
1996-02-07,9.0,,
1996-02-08,8.92,,
1996-02-09,8.83,,
1996-02-12,8.88,,
1996-02-13,8.83,,
1996-02-14,8.92,,
1996-02-15,9.0,,
1996-02-16,8.83,,
1996-02-20,8.83,,
1996-02-21,9.0,,
1996-02-22,8.92,,
1996-02-23,8.92,,
1996-02-26,9.17,,
1996-02-27,9.08,,
1996-02-28,9.08,,
1996-02-29,9.58,,
1996-03-01,9.75,,
1996-03-04,9.58,,
1996-03-05,10.0,,
1996-03-06,10.17,,
1996-03-07,10.0,,
1996-03-08,9.83,,
1996-03-11,9.67,,
1996-03-12,9.5,,
1996-03-13,9.33,,
1996-03-14,9.25,,
1996-03-15,9.33,,
1996-03-18,9.42,,
1996-03-19,9.67,,
1996-03-20,9.92,,
1996-03-21,9.92,,
1996-03-22,9.92,,
1996-03-25,10.0,,
1996-03-26,10.08,,
1996-03-27,9.79,,
1996-03-28,9.92,,
1996-03-29,10.0,,
1996-04-01,9.83,,
1996-04-02,9.38,,
1996-04-03,9.58,,
1996-04-04,9.42,,
1996-04-08,9.33,,
1996-04-09,9.33,,
1996-04-10,9.08,,
1996-04-11,9.25,,
1996-04-12,9.0,,
1996-04-15,9.13,,
1996-04-16,9.08,,
1996-04-17,9.04,,
1996-04-18,9.17,,
1996-04-19,8.92,,
1996-04-22,8.83,,
1996-04-23,9.25,,
1996-04-24,9.17,,
1996-04-25,9.25,,
1996-04-26,9.33,,
1996-04-29,9.17,,
1996-04-30,9.75,,
1996-05-01,10.5,,
1996-05-02,10.58,,
1996-05-03,11.08,,
1996-05-06,11.42,,
1996-05-07,11.42,,
1996-05-08,11.0,,
1996-05-09,11.0,,
1996-05-10,11.25,,
1996-05-13,11.0,,
1996-05-14,11.33,,
1996-05-15,11.25,,
1996-05-16,11.25,,
1996-05-17,11.08,,
1996-05-20,11.08,,
1996-05-21,11.33,,
1996-05-22,11.25,,
1996-05-23,11.17,,
1996-05-24,11.21,,
1996-05-28,11.0,,
1996-05-29,10.79,,
1996-05-30,10.75,,
1996-05-31,11.17,,
1996-06-03,11.33,,
1996-06-04,11.17,,
1996-06-05,11.25,,
1996-06-06,11.42,,
1996-06-07,11.21,,
1996-06-10,11.25,,
1996-06-11,11.5,,
1996-06-12,11.75,,
1996-06-13,11.75,,
1996-06-14,11.92,,
1996-06-17,11.83,,
1996-06-18,12.0,,
1996-06-19,11.83,,
1996-06-20,11.17,,
1996-06-21,11.33,,
1996-06-24,12.0,,
1996-06-25,12.25,,
1996-06-26,11.83,,
1996-06-27,11.92,,
1996-06-28,11.83,,
