date,BLK,dcf,Deviation
2004-01-12,58.7,,
2004-01-13,58.9,,
2004-01-14,56.48,,
2004-01-15,56.13,,
2004-01-16,56.17,,
2004-01-20,56.25,,
2004-01-21,56.89,,
2004-01-22,57.61,,
2004-01-23,59.25,,
2004-01-26,58.51,,
2004-01-27,59.72,,
2004-01-28,57.61,,
2004-01-29,57.39,,
2004-01-30,58.02,,
2004-02-02,60.02,,
2004-02-03,60.3,,
2004-02-04,58.4,,
2004-02-05,58.15,,
2004-02-06,60.02,,
2004-02-09,59.22,,
2004-02-10,59.85,,
2004-02-11,60.0,,
2004-02-12,59.55,,
2004-02-13,58.74,,
2004-02-17,59.89,,
2004-02-18,60.14,,
2004-02-19,60.22,,
2004-02-20,59.26,,
2004-02-23,58.84,,
2004-02-24,58.27,,
2004-02-25,58.3,,
2004-02-26,59.6,,
2004-02-27,59.5,,
2004-03-01,60.32,,
2004-03-02,61.09,,
2004-03-03,61.27,,
2004-03-04,61.25,,
2004-03-05,61.5,,
2004-03-08,62.01,,
2004-03-09,61.06,,
2004-03-10,61.05,,
2004-03-11,59.27,,
2004-03-12,60.26,,
2004-03-15,59.5,,
2004-03-16,60.0,,
2004-03-17,60.71,,
2004-03-18,60.71,,
2004-03-19,60.9,,
2004-03-22,60.0,,
2004-03-23,59.91,,
2004-03-24,59.55,,
2004-03-25,59.6,,
2004-03-26,60.0,,
2004-03-29,60.86,,
2004-03-30,60.41,,
2004-03-31,61.17,,
2004-04-01,66.0,,
2004-04-02,65.0,,
2004-04-05,64.1,,
2004-04-06,64.39,,
2004-04-07,63.92,,
2004-04-08,63.1,,
2004-04-12,63.9,,
2004-04-13,62.26,,
2004-04-14,61.47,,
2004-04-15,62.0,,
2004-04-16,63.5,,
2004-04-19,61.74,,
2004-04-20,62.37,,
2004-04-21,61.35,,
2004-04-22,62.4,,
2004-04-23,61.25,,
2004-04-26,61.93,,
2004-04-27,62.41,,
2004-04-28,61.69,,
2004-04-29,62.0,,
2004-04-30,62.2,,
2004-05-03,62.51,,
2004-05-04,63.34,,
2004-05-05,62.56,,
2004-05-06,61.65,,
2004-05-07,59.88,,
2004-05-10,59.2,,
2004-05-11,58.79,,
2004-05-12,58.75,,
2004-05-13,58.73,,
2004-05-14,58.63,,
2004-05-17,57.95,,
2004-05-18,58.43,,
2004-05-19,58.75,,
2004-05-20,59.08,,
2004-05-21,59.16,,
2004-05-24,60.25,,
2004-05-25,60.64,,
2004-05-26,61.56,,
2004-05-27,62.43,,
2004-05-28,63.1,,
2004-06-01,63.2,,
2004-06-02,64.13,,
2004-06-03,63.39,,
2004-06-04,64.55,,
2004-06-07,64.44,,
2004-06-08,64.81,,
2004-06-09,64.04,,
2004-06-10,63.57,,
2004-06-14,62.65,,
2004-06-15,62.2,,
2004-06-16,62.01,,
2004-06-17,63.0,,
2004-06-18,62.25,,
2004-06-21,61.93,,
2004-06-22,62.39,,
2004-06-23,62.38,,
2004-06-24,62.28,,
2004-06-25,62.5,,
2004-06-28,62.53,,
2004-06-29,63.05,,
2004-06-30,63.83,,
2004-07-01,64.15,,
2004-07-02,65.13,,
2004-07-06,65.8,,
2004-07-07,65.01,,
2004-07-08,64.8,,
2004-07-09,64.89,,
2004-07-12,64.87,,
2004-07-13,64.72,,
2004-07-14,64.21,,
2004-07-15,63.5,,
2004-07-16,63.49,,
2004-07-19,62.66,,
2004-07-20,64.65,,
2004-07-21,63.66,,
2004-07-22,62.05,,
2004-07-23,62.51,,
2004-07-26,62.67,,
2004-07-27,62.69,,
2004-07-28,61.48,,
2004-07-29,62.5,,
2004-07-30,61.95,,
2004-08-02,62.68,,
2004-08-03,62.91,,
2004-08-04,63.51,,
2004-08-05,63.06,,
2004-08-06,61.54,,
2004-08-09,60.71,,
2004-08-10,61.72,,
2004-08-11,62.29,,
2004-08-12,62.87,,
2004-08-13,61.56,,
2004-08-16,63.7,,
2004-08-17,64.97,,
2004-08-18,64.63,,
2004-08-19,63.8,,
2004-08-20,63.88,,
2004-08-23,64.94,,
2004-08-24,64.59,,
2004-08-25,65.66,,
2004-08-26,67.21,,
2004-08-27,71.31,,
2004-08-30,73.73,,
2004-08-31,73.09,,
2004-09-01,73.72,,
2004-09-02,73.99,,
2004-09-03,74.89,,
2004-09-07,74.82,,
2004-09-08,74.99,,
2004-09-09,72.57,,
2004-09-10,73.6,,
2004-09-13,74.21,,
2004-09-14,74.35,,
2004-09-15,74.43,,
2004-09-16,74.72,,
2004-09-17,74.55,,
2004-09-20,74.73,,
2004-09-21,74.38,,
2004-09-22,73.56,,
2004-09-23,73.17,,
2004-09-24,73.46,,
2004-09-27,72.89,,
2004-09-28,72.35,,
2004-09-29,72.02,,
2004-09-30,73.49,,
2004-10-01,74.34,,
2004-10-04,74.5,,
2004-10-05,75.33,,
2004-10-06,74.85,,
2004-10-07,74.43,,
2004-10-08,71.8,,
2004-10-11,72.16,,
2004-10-12,71.81,,
2004-10-13,71.15,,
2004-10-14,70.53,,
2004-10-15,69.79,,
2004-10-18,69.33,,
2004-10-19,70.11,,
2004-10-20,70.09,,
2004-10-21,71.25,,
2004-10-22,70.94,,
2004-10-25,70.46,,
2004-10-26,72.89,,
2004-10-27,73.18,,
2004-10-28,73.07,,
2004-10-29,73.5,,
2004-11-01,74.78,,
2004-11-02,74.77,,
2004-11-03,75.25,,
2004-11-04,75.78,,
2004-11-05,74.46,,
2004-11-08,75.3,,
2004-11-09,74.35,,
2004-11-10,74.01,,
2004-11-11,74.3,,
2004-11-12,76.4,,
2004-11-15,74.75,,
2004-11-16,75.2,,
2004-11-17,75.53,,
2004-11-18,75.45,,
2004-11-19,73.9,,
2004-11-22,74.18,,
2004-11-23,74.66,,
2004-11-24,76.38,,
2004-11-26,76.31,,
2004-11-29,76.26,,
2004-11-30,74.56,,
2004-12-01,76.2,,
2004-12-02,76.66,,
2004-12-03,76.35,,
2004-12-06,75.92,,
2004-12-07,74.47,,
2004-12-08,75.05,,
2004-12-09,75.47,,
2004-12-10,76.95,,
2004-12-13,76.92,,
2004-12-14,77.1,,
2004-12-15,77.36,,
2004-12-16,77.4,,
2004-12-17,77.0,,
2004-12-20,75.6,,
2004-12-21,76.44,,
2004-12-22,76.72,,
2004-12-23,77.51,,
2004-12-27,75.9,,
2004-12-28,76.81,,
2004-12-29,76.74,,
2004-12-30,77.17,,
2004-12-31,77.26,,
2005-01-03,75.78,,
2005-01-04,75.55,,
2005-01-05,74.85,,
2005-01-06,80.0,,
2005-01-07,78.34,,
2005-01-10,80.19,,
2005-01-11,79.95,,
2005-01-12,80.7,,
2005-01-13,80.25,,
2005-01-14,80.91,,
2005-01-18,80.48,,
2005-01-19,79.48,,
2005-01-20,79.34,,
2005-01-21,79.31,,
2005-01-24,79.23,,
2005-01-25,79.01,,
2005-01-26,79.24,,
2005-01-27,79.3,,
2005-01-28,79.05,,
2005-01-31,80.3,,
2005-02-01,79.8,,
2005-02-02,79.07,,
2005-02-03,80.05,,
2005-02-04,80.4,,
2005-02-07,80.59,,
2005-02-08,80.41,,
2005-02-09,80.0,,
2005-02-10,80.85,,
2005-02-11,81.0,,
2005-02-14,79.89,,
2005-02-15,79.5,,
2005-02-16,77.58,,
2005-02-17,80.25,,
2005-02-18,80.53,,
2005-02-22,79.33,,
2005-02-23,78.26,,
2005-02-24,78.11,,
2005-02-25,78.17,,
2005-02-28,77.61,,
2005-03-01,80.01,,
2005-03-02,79.97,,
2005-03-03,79.56,,
2005-03-04,80.55,,
2005-03-07,80.31,,
2005-03-08,80.85,,
2005-03-09,80.55,,
2005-03-10,79.63,,
2005-03-11,79.96,,
2005-03-14,80.71,,
2005-03-15,80.62,,
2005-03-16,79.82,,
2005-03-17,79.51,,
2005-03-18,79.64,,
2005-03-21,78.24,,
2005-03-22,77.39,,
2005-03-23,75.47,,
2005-03-24,74.95,,
2005-03-28,76.07,,
2005-03-29,73.98,,
2005-03-30,73.98,,
2005-03-31,74.93,,
2005-04-01,75.63,,
2005-04-04,74.6,,
2005-04-05,74.21,,
2005-04-06,73.37,,
2005-04-07,73.79,,
2005-04-08,73.43,,
2005-04-11,71.56,,
2005-04-12,71.0,,
2005-04-13,70.42,,
2005-04-14,70.42,,
2005-04-15,70.0,,
2005-04-18,70.19,,
2005-04-19,73.87,,
2005-04-20,72.26,,
2005-04-21,73.38,,
2005-04-22,75.25,,
2005-04-25,75.96,,
2005-04-26,75.7,,
2005-04-27,74.97,,
2005-04-28,74.72,,
2005-04-29,74.96,,
2005-05-02,74.8,,
2005-05-03,75.0,,
2005-05-04,74.53,,
2005-05-05,74.37,,
2005-05-06,74.77,,
2005-05-09,76.02,,
2005-05-10,75.55,,
2005-05-11,75.89,,
2005-05-12,75.6,,
2005-05-13,75.71,,
2005-05-16,76.59,,
2005-05-17,76.89,,
2005-05-18,78.54,,
2005-05-19,78.24,,
2005-05-20,78.21,,
2005-05-23,78.05,,
2005-05-24,77.5,,
2005-05-25,77.58,,
2005-05-26,78.09,,
2005-05-27,78.1,,
2005-05-31,78.02,,
2005-06-01,77.7,,
2005-06-02,77.5,,
2005-06-03,77.38,,
2005-06-06,77.48,,
2005-06-07,77.17,,
2005-06-08,75.6,,
2005-06-09,76.77,,
2005-06-10,77.48,,
2005-06-13,78.15,,
2005-06-14,78.01,,
2005-06-15,78.15,,
2005-06-16,78.23,,
2005-06-17,78.07,,
2005-06-20,78.25,,
2005-06-21,77.75,,
2005-06-22,77.9,,
2005-06-23,76.76,,
2005-06-24,76.25,,
2005-06-27,77.48,,
2005-06-28,79.5,,
2005-06-29,79.78,,
2005-06-30,80.45,,
2005-07-01,81.2,,
2005-07-05,81.8,,
2005-07-06,83.85,,
2005-07-07,82.59,,
2005-07-08,82.15,,
2005-07-11,83.52,,
2005-07-12,84.25,,
2005-07-13,83.73,,
2005-07-14,84.16,,
2005-07-15,83.75,,
2005-07-18,83.49,,
2005-07-19,83.29,,
2005-07-20,83.15,,
2005-07-21,82.69,,
2005-07-22,82.3,,
2005-07-25,83.0,,
2005-07-26,83.99,,
2005-07-27,85.3,,
2005-07-28,84.9,,
2005-07-29,85.0,,
2005-08-01,84.37,,
2005-08-02,84.48,,
2005-08-03,84.61,,
2005-08-04,83.6,,
2005-08-05,82.46,,
2005-08-08,82.23,,
2005-08-09,83.32,,
2005-08-10,84.5,,
2005-08-11,83.97,,
2005-08-12,84.41,,
2005-08-15,85.38,,
2005-08-16,84.4,,
2005-08-17,84.96,,
2005-08-18,85.25,,
2005-08-19,85.46,,
2005-08-22,85.0,,
2005-08-23,84.86,,
2005-08-24,84.25,,
2005-08-25,84.01,,
2005-08-26,84.15,,
2005-08-29,84.3,,
2005-08-30,83.03,,
2005-08-31,82.15,,
2005-09-01,83.83,,
2005-09-02,83.03,,
2005-09-06,84.25,,
2005-09-07,83.93,,
2005-09-08,83.4,,
2005-09-09,83.93,,
2005-09-12,85.45,,
2005-09-13,84.0,,
2005-09-14,83.51,,
2005-09-15,83.8,,
2005-09-16,84.25,,
2005-09-19,85.44,,
2005-09-20,87.16,,
2005-09-21,84.96,,
2005-09-22,85.72,,
2005-09-23,85.62,,
2005-09-26,85.23,,
2005-09-27,85.42,,
2005-09-28,86.35,,
2005-09-29,88.26,,
2005-09-30,88.62,,
2005-10-03,89.12,,
2005-10-04,89.59,,
2005-10-05,88.46,,
2005-10-06,87.68,,
2005-10-07,88.2,,
2005-10-10,87.32,,
2005-10-11,86.26,,
2005-10-12,84.48,,
2005-10-13,83.47,,
2005-10-14,84.8,,
2005-10-17,84.8,,
2005-10-18,83.69,,
2005-10-19,91.6,,
2005-10-20,89.85,,
2005-10-21,89.9,,
2005-10-24,90.6,,
2005-10-25,92.48,,
2005-10-26,93.0,,
2005-10-27,93.42,,
2005-10-28,93.22,,
2005-10-31,94.8,,
2005-11-01,94.35,,
2005-11-02,95.3,,
2005-11-03,95.29,,
2005-11-04,96.52,,
2005-11-07,96.76,,
2005-11-08,97.87,,
2005-11-09,99.25,,
2005-11-10,100.39,,
2005-11-11,101.59,,
2005-11-14,101.47,,
2005-11-15,100.0,,
2005-11-16,98.13,,
2005-11-17,104.01,,
2005-11-18,104.67,,
2005-11-21,105.03,,
2005-11-22,108.15,,
2005-11-23,108.77,,
2005-11-25,111.0,,
2005-11-28,108.9,,
2005-11-29,108.89,,
2005-11-30,107.84,,
2005-12-01,109.45,,
2005-12-02,110.04,,
2005-12-05,109.4,,
2005-12-06,110.0,,
2005-12-07,108.32,,
2005-12-08,108.66,,
2005-12-09,109.25,,
2005-12-12,110.49,,
2005-12-13,111.59,,
2005-12-14,112.82,,
2005-12-15,113.45,,
2005-12-16,112.69,,
2005-12-19,111.25,,
2005-12-20,109.7,,
2005-12-21,107.28,,
2005-12-22,108.63,,
2005-12-23,108.78,,
2005-12-27,108.52,,
2005-12-28,108.0,,
2005-12-29,107.76,,
2005-12-30,108.48,,
2006-01-03,109.0,,
2006-01-04,109.18,,
2006-01-05,108.0,,
2006-01-06,110.42,,
2006-01-09,111.7,,
2006-01-10,112.16,,
2006-01-11,110.52,,
2006-01-12,111.99,,
2006-01-13,112.65,,
2006-01-17,111.79,,
2006-01-18,110.9,,
2006-01-19,119.35,,
2006-01-20,127.0,,
2006-01-23,128.18,,
2006-01-24,128.96,,
2006-01-25,129.49,,
2006-01-26,135.01,,
2006-01-27,133.12,,
2006-01-30,133.4,,
2006-01-31,132.8,,
2006-02-01,129.54,,
2006-02-02,129.06,,
2006-02-03,129.66,,
2006-02-06,130.55,,
2006-02-07,130.19,,
2006-02-08,131.11,,
2006-02-09,134.31,,
2006-02-10,131.51,,
2006-02-13,141.99,,
2006-02-14,145.96,,
2006-02-15,151.25,,
2006-02-16,150.9,,
2006-02-17,146.58,,
2006-02-21,145.27,,
2006-02-22,144.42,,
2006-02-23,141.8,,
2006-02-24,143.5,,
2006-02-27,143.5,,
2006-02-28,142.1,,
2006-03-01,142.61,,
2006-03-02,142.5,,
2006-03-03,141.35,,
2006-03-06,137.53,,
2006-03-07,136.35,,
2006-03-08,133.72,,
2006-03-09,132.05,,
2006-03-10,132.25,,
2006-03-13,134.25,,
2006-03-14,137.56,,
2006-03-15,138.82,,
2006-03-16,139.99,,
2006-03-17,140.46,,
2006-03-20,139.99,,
2006-03-21,139.45,,
2006-03-22,139.69,,
2006-03-23,138.89,,
2006-03-24,139.45,,
2006-03-27,139.6,,
2006-03-28,138.1,,
2006-03-29,139.7,,
2006-03-30,139.75,,
2006-03-31,140.0,,
2006-04-03,142.26,,
2006-04-04,145.1,,
2006-04-05,146.91,,
2006-04-06,147.66,,
2006-04-07,147.56,,
2006-04-10,147.98,,
2006-04-11,142.41,,
2006-04-12,144.89,,
2006-04-13,143.0,,
2006-04-17,143.17,,
2006-04-18,147.5,,
2006-04-19,156.31,,
2006-04-20,152.0,,
2006-04-21,150.8,,
2006-04-24,148.14,,
2006-04-25,147.73,,
2006-04-26,152.9,,
2006-04-27,153.48,,
2006-04-28,151.54,,
2006-05-01,142.85,,
2006-05-02,145.0,,
2006-05-03,144.96,,
2006-05-04,146.66,,
2006-05-05,150.75,,
2006-05-08,142.49,,
2006-05-09,141.98,,
2006-05-10,142.12,,
2006-05-11,140.94,,
2006-05-12,139.89,,
2006-05-15,138.51,,
2006-05-16,139.45,,
2006-05-17,135.9,,
2006-05-18,131.81,,
2006-05-19,132.45,,
2006-05-22,130.72,,
2006-05-23,132.75,,
2006-05-24,135.51,,
2006-05-25,136.48,,
2006-05-26,137.3,,
2006-05-30,132.88,,
2006-05-31,134.0,,
2006-06-01,133.5,,
2006-06-02,136.05,,
2006-06-05,135.49,,
2006-06-06,132.48,,
2006-06-07,132.01,,
2006-06-08,132.36,,
2006-06-09,132.71,,
2006-06-12,128.39,,
2006-06-13,123.59,,
2006-06-14,122.51,,
2006-06-15,128.33,,
2006-06-16,127.96,,
2006-06-19,127.19,,
2006-06-20,127.25,,
2006-06-21,131.24,,
2006-06-22,131.57,,
2006-06-23,132.05,,
2006-06-26,134.15,,
2006-06-27,133.37,,
2006-06-28,133.73,,
2006-06-29,136.99,,
2006-06-30,139.17,,
2006-07-03,140.63,,
2006-07-05,139.02,,
2006-07-06,140.48,,
2006-07-07,138.84,,
2006-07-10,139.21,,
2006-07-11,140.5,,
2006-07-12,139.55,,
2006-07-13,135.83,,
2006-07-14,132.98,,
2006-07-17,135.08,,
2006-07-18,127.97,,
2006-07-19,130.91,,
2006-07-20,128.71,,
2006-07-21,126.22,,
2006-07-24,129.0,,
2006-07-25,130.87,,
2006-07-26,128.05,,
2006-07-27,128.55,,
2006-07-28,129.99,,
2006-07-31,129.16,,
2006-08-01,127.26,,
2006-08-02,127.2,,
2006-08-03,128.3,,
2006-08-04,127.15,,
2006-08-07,126.65,,
2006-08-08,125.43,,
2006-08-09,124.11,,
2006-08-10,125.9,,
2006-08-11,125.36,,
2006-08-14,123.84,,
2006-08-15,127.32,,
2006-08-16,129.73,,
2006-08-17,132.21,,
2006-08-18,133.05,,
2006-08-21,131.6,,
2006-08-22,132.45,,
2006-08-23,132.5,,
2006-08-24,130.01,,
2006-08-25,128.4,,
2006-08-28,129.75,,
2006-08-29,127.15,,
2006-08-30,129.79,,
2006-08-31,130.15,,
2006-09-01,133.18,,
2006-09-05,133.12,,
2006-09-06,133.24,,
2006-09-07,132.11,,
2006-09-08,133.01,,
2006-09-11,131.91,,
2006-09-12,135.22,,
2006-09-13,143.89,,
2006-09-14,145.9,,
2006-09-15,148.0,,
2006-09-18,146.54,,
2006-09-19,145.16,,
2006-09-20,145.07,,
2006-09-21,144.47,,
2006-09-22,144.4,,
2006-09-25,146.9,,
2006-09-26,148.94,,
2006-09-27,149.31,,
2006-09-28,149.9,,
2006-09-29,149.0,,
2006-10-02,144.7,,
2006-10-03,144.82,,
2006-10-04,147.45,,
2006-10-05,149.1,,
2006-10-06,149.02,,
2006-10-09,150.02,,
2006-10-10,153.7,,
2006-10-11,152.51,,
2006-10-12,151.88,,
2006-10-13,149.5,,
2006-10-16,148.49,,
2006-10-17,148.45,,
2006-10-18,148.71,,
2006-10-19,146.85,,
2006-10-20,145.61,,
2006-10-23,148.25,,
2006-10-24,147.0,,
2006-10-25,147.01,,
2006-10-26,151.97,,
2006-10-27,149.5,,
2006-10-30,155.0,,
2006-10-31,150.84,,
2006-11-01,149.05,,
2006-11-02,146.97,,
2006-11-03,145.35,,
2006-11-06,144.27,,
2006-11-07,145.81,,
2006-11-08,144.45,,
2006-11-09,143.23,,
2006-11-10,141.76,,
2006-11-13,141.62,,
2006-11-14,141.62,,
2006-11-15,144.0,,
2006-11-16,145.38,,
2006-11-17,147.17,,
2006-11-20,148.55,,
2006-11-21,149.1,,
2006-11-22,150.16,,
2006-11-24,149.75,,
2006-11-27,146.98,,
2006-11-28,145.21,,
2006-11-29,144.6,,
2006-11-30,143.37,,
2006-12-01,142.3,,
2006-12-04,145.74,,
2006-12-05,146.7,,
2006-12-06,147.09,,
2006-12-07,147.82,,
2006-12-08,147.15,,
2006-12-11,145.3,,
2006-12-12,146.1,,
2006-12-13,146.18,,
2006-12-14,146.06,,
2006-12-15,145.86,,
2006-12-18,144.99,,
2006-12-19,145.75,,
2006-12-20,146.86,,
2006-12-21,149.4,,
2006-12-22,149.55,,
2006-12-26,149.14,,
2006-12-27,151.65,,
2006-12-28,153.5,,
2006-12-29,151.9,,
2007-01-03,155.12,170.70946202802324,-0.09132160480632356
2007-01-04,156.79,170.66946202802325,-0.0813236408148067
2007-01-05,156.75,173.5594620280232,-0.09685131442334804
2007-01-08,159.64,174.56946202802325,-0.08552161331416985
2007-01-09,160.65,178.81946202802325,-0.10160785533051131
2007-01-10,164.9,181.93946202802326,-0.09365456970186459
2007-01-11,168.02,186.41946202802325,-0.09869925504482657
2007-01-12,172.5,185.37946202802323,-0.0694762078124721
2007-01-16,171.46,187.10946202802324,-0.08363800450497494
2007-01-17,173.19,183.97946202802322,-0.05864492649934916
2007-01-18,170.06,183.59946202802323,-0.07374456263905971
2007-01-19,169.68,183.19946202802322,-0.07379640681453092
2007-01-22,169.28,190.06946202802325,-0.10937823365311639
2007-01-23,176.15,185.90946202802326,-0.05249577897520974
2007-01-24,171.99,183.61946202802324,-0.06333458283549698
2007-01-25,169.7,183.08946202802323,-0.07313070823253542
2007-01-26,169.17,182.49946202802323,-0.07303836340063552
2007-01-29,168.58,182.03946202802325,-0.07393705671329265
2007-01-30,168.12,181.6794620280232,-0.07463398381227992
2007-01-31,167.76,183.23946202802324,-0.084476683443089
2007-02-01,169.32,182.99946202802323,-0.07475137837251378
2007-02-02,169.08,184.56946202802325,-0.083922128058603
2007-02-05,170.65,184.71946202802326,-0.07616664683599406
2007-02-06,170.8,186.45946202802324,-0.08398319858752867
2007-02-07,172.54,187.35946202802324,-0.07909641641587717
2007-02-08,173.44,187.59946202802323,-0.07547709292422233
2007-02-09,173.68,185.23946202802324,-0.06240280500423012
2007-02-12,171.32,184.4294620280232,-0.07108117045871609
2007-02-13,170.51,186.0594620280232,-0.08357254104970613
2007-02-14,172.14,189.50946202802325,-0.09165485375846194
2007-02-15,175.59,187.45946202802324,-0.063317486882838
2007-02-16,173.54,187.91946202802325,-0.07651928050900303
2007-02-20,174.0,186.5594620280232,-0.06732149573917956
2007-02-21,172.64,188.9294620280232,-0.08621980845743937
2007-02-22,175.01,188.26946202802324,-0.07042810812328992
2007-02-23,174.35,181.49946202802323,-0.0393910921175038
2007-02-26,167.58,176.95946202802324,-0.053003450171756894
2007-02-27,163.04,173.16946202802325,-0.058494505378691164
2007-02-28,159.25,172.45946202802324,-0.07659459140535185
2007-03-01,158.54,169.61946202802324,-0.06531952109477146
2007-03-02,155.7,166.4294620280232,-0.06446852556800675
2007-03-05,152.51,169.00946202802325,-0.0976244869963997
2007-03-06,155.09,169.71946202802326,-0.08619790478482492
2007-03-07,155.8,171.47946202802322,-0.09143638452435121
2007-03-08,157.56,172.53946202802325,-0.08681760017073858
2007-03-09,158.62,173.22946202802322,-0.08433589677522557
2007-03-12,159.31,167.27946202802326,-0.04764160484141311
2007-03-13,153.36,167.51946202802324,-0.08452428068121776
2007-03-14,153.6,169.83946202802323,-0.09561654184552093
2007-03-15,155.92,169.98946202802324,-0.08276667188760123
2007-03-16,156.07,172.22946202802322,-0.09382519017213176
2007-03-19,158.31,168.24946202802323,-0.05907574329341825
2007-03-20,154.33,172.34946202802323,-0.10455189018862932
2007-03-21,158.43,172.09946202802323,-0.07942768598426764
2007-03-22,158.18,174.27946202802326,-0.0923772763622287
2007-03-23,160.36,173.44946202802322,-0.07546556717430708
2007-03-26,159.53,172.48946202802324,-0.07513190588951923
2007-03-27,158.57,170.61946202802324,-0.07062184984526676
2007-03-28,156.7,169.9294620280232,-0.07785266821972014
2007-03-29,156.01,170.22946202802322,-0.08353114589343191
2007-03-30,156.31,161.82450507625086,-0.034077070550300514
2007-04-02,154.1,163.73450507625083,-0.05884224019710482
2007-04-03,156.01,163.50450507625084,-0.045836688553356764
2007-04-04,155.78,164.23450507625083,-0.05147825100654435
2007-04-05,156.51,163.09450507625087,-0.0403723293631042
2007-04-09,155.37,166.31450507625084,-0.06580607669326899
2007-04-10,158.59,164.75450507625084,-0.03741630660356032
2007-04-11,157.03,164.23450507625083,-0.04386718292179781
2007-04-12,156.51,165.58450507625085,-0.0548028637828889
2007-04-13,157.86,168.32450507625086,-0.06216863713046672
2007-04-16,160.6,169.31450507625084,-0.05146933555590094
2007-04-17,161.59,168.11450507625085,-0.03880988778030525
2007-04-18,160.39,164.18450507625087,-0.023111225230959764
2007-04-19,156.46,162.56450507625084,-0.03755127894239596
2007-04-20,154.84,160.41450507625086,-0.03475062977379195
2007-04-23,152.69,160.38450507625086,-0.04797536440688399
2007-04-24,152.66,160.54450507625083,-0.04911102421416469
2007-04-25,152.82,160.63450507625086,-0.04864773650307219
2007-04-26,152.91,159.21450507625087,-0.039597554715454675
2007-04-27,151.49,157.42450507625085,-0.037697466943766966
2007-04-30,149.7,156.57450507625086,-0.04390564781222217
2007-05-01,148.85,156.37450507625084,-0.048118490111810575
2007-05-02,148.65,156.69450507625086,-0.05133878225235933
2007-05-03,148.97,156.64450507625085,-0.048993133034031966
2007-05-04,148.92,156.14450507625085,-0.046268071186513327
2007-05-07,148.42,155.04450507625083,-0.042726474395160974
2007-05-08,147.32,153.85450507625083,-0.042471977489461965
2007-05-09,146.13,153.37450507625084,-0.047234089346526065
2007-05-10,145.65,156.81450507625084,-0.0711956146583641
2007-05-11,149.09,154.43450507625087,-0.03460693627769296
2007-05-14,146.71,152.54450507625083,-0.03824788754819053
2007-05-15,144.82,152.42450507625085,-0.04989030518712645
2007-05-16,144.7,155.82450507625086,-0.07139124280104225
2007-05-17,148.1,155.92450507625085,-0.05018136868495737
2007-05-18,148.2,156.04450507625083,-0.05027094720456604
2007-05-21,148.32,155.10450507625083,-0.043741508816365515
2007-05-22,147.38,155.09450507625087,-0.049740673097722565
2007-05-23,147.37,154.00450507625084,-0.04307994154434602
2007-05-24,146.28,152.70450507625085,-0.04207148356915125
2007-05-25,144.98,154.13450507625086,-0.05939296377356973
2007-05-29,146.41,154.15450507625087,-0.0502385906426811
2007-05-30,146.43,161.26450507625086,-0.09198865596143824
2007-05-31,153.54,162.02450507625085,-0.0523655670002382
2007-06-01,154.3,160.65450507625087,-0.03955385548158041
2007-06-04,152.93,159.92450507625085,-0.04373629340241458
2007-06-05,152.2,158.96450507625087,-0.04255355667610283
2007-06-06,151.24,157.08450507625085,-0.03720612082912855
2007-06-07,149.36,159.74450507625087,-0.06500696265761396
2007-06-08,152.02,162.05450507625088,-0.0619205561210987
2007-06-11,154.33,163.02450507625085,-0.05333250404400358
2007-06-12,155.3,164.68450507625087,-0.05698474833382605
2007-06-13,156.96,164.94450507625086,-0.048407220795623096
2007-06-14,157.22,165.62450507625084,-0.05074433322763161
2007-06-15,157.9,168.00450507625084,-0.060144250725090886
2007-06-18,160.28,168.78450507625087,-0.05038676430877842
2007-06-19,161.06,165.59450507625087,-0.02738318565681197
2007-06-20,157.87,164.36450507625085,-0.0395128198344159
2007-06-21,156.64,163.23450507625083,-0.04039896511568053
2007-06-22,155.51,162.25450507625084,-0.04156744414018765
2007-06-25,154.53,164.02450507625085,-0.057884674438353545
2007-06-26,156.3,167.22450507625086,-0.06532837439865347
2007-06-27,159.5,166.52450507625085,-0.042183011281338834
2007-06-28,158.8,164.31450507625084,-0.03356067118780415
2007-06-29,156.59,175.79740806204305,-0.10925876708753468
2007-07-02,165.49,176.05740806204304,-0.06002251298803085
2007-07-03,165.75,174.20740806204307,-0.04854792431692123
2007-07-05,163.9,175.95740806204307,-0.06852458327751443
2007-07-06,165.65,174.60740806204308,-0.05130027506542134
2007-07-09,164.3,174.15740806204303,-0.05660056710611672
2007-07-10,163.85,175.16740806204305,-0.06460909701897577
2007-07-11,164.86,175.60740806204308,-0.06120133643932579
2007-07-12,165.3,179.15740806204303,-0.0773476699174177
2007-07-13,168.85,177.37740806204303,-0.048074938940703915
2007-07-16,167.07,174.45740806204307,-0.04234505226293317
2007-07-17,164.15,184.60740806204308,-0.1108157482779224
2007-07-18,174.3,185.21740806204306,-0.058943747114666434
2007-07-19,174.91,181.81740806204303,-0.037990906017568826
2007-07-20,171.51,182.63740806204305,-0.060926226341665
2007-07-23,172.33,177.16740806204305,-0.02730416454672635
2007-07-24,166.86,179.10740806204308,-0.06838024286410616
2007-07-25,168.8,175.70740806204307,-0.03931199110059169
2007-07-26,165.4,173.75740806204303,-0.04809813955707065
2007-07-27,163.45,174.70740806204307,-0.06443577972403602
2007-07-30,164.4,169.80740806204304,-0.03184435899326199
2007-07-31,159.5,165.77740806204304,-0.03786648696843953
2007-08-01,155.47,168.25740806204303,-0.07599907908558667
