date,DTE,dcf,Deviation
1962-05-21,28.38,,
1962-05-22,28.38,,
1962-05-23,28.31,,
1962-05-24,28.25,,
1962-05-25,27.94,,
1962-05-28,26.13,,
1962-05-29,24.75,,
1962-05-31,25.88,,
1962-06-01,26.94,,
1962-06-04,26.5,,
1962-06-05,26.5,,
1962-06-06,26.81,,
1962-06-07,26.75,,
1962-06-08,27.0,,
1962-06-11,27.25,,
1962-06-12,26.75,,
1962-06-13,26.5,,
1962-06-14,26.0,,
1962-06-15,26.0,,
1962-06-18,26.0,,
1962-06-19,25.75,,
1962-06-20,25.5,,
1962-06-21,25.44,,
1962-06-22,25.0,,
1962-06-25,24.38,,
1962-06-26,24.38,,
1962-06-27,24.5,,
1962-06-28,24.81,,
1962-06-29,25.19,,
1962-07-02,25.38,,
1962-07-03,25.31,,
1962-07-05,25.5,,
1962-07-06,25.69,,
1962-07-09,25.75,,
1962-07-10,26.0,,
1962-07-11,26.5,,
1962-07-12,27.13,,
1962-07-13,26.81,,
1962-07-16,26.75,,
1962-07-17,26.25,,
1962-07-18,25.88,,
1962-07-19,26.25,,
1962-07-20,26.38,,
1962-07-23,26.25,,
1962-07-24,26.31,,
1962-07-25,26.13,,
1962-07-26,26.38,,
1962-07-27,26.69,,
1962-07-30,26.75,,
1962-07-31,26.88,,
1962-08-01,26.63,,
1962-08-02,26.88,,
1962-08-03,26.88,,
1962-08-06,26.88,,
1962-08-07,26.88,,
1962-08-08,27.31,,
1962-08-09,27.13,,
1962-08-10,27.25,,
1962-08-13,27.06,,
1962-08-14,27.0,,
1962-08-15,27.19,,
1962-08-16,27.06,,
1962-08-17,27.25,,
1962-08-20,27.19,,
1962-08-21,27.25,,
1962-08-22,27.25,,
1962-08-23,27.25,,
1962-08-24,27.25,,
1962-08-27,27.81,,
1962-08-28,27.19,,
1962-08-29,27.06,,
1962-08-30,27.13,,
1962-08-31,27.0,,
1962-09-04,27.13,,
1962-09-05,27.25,,
1962-09-06,27.44,,
1962-09-07,27.44,,
1962-09-10,27.5,,
1962-09-11,27.63,,
1962-09-12,28.0,,
1962-09-13,28.0,,
1962-09-14,29.5,,
1962-09-17,29.44,,
1962-09-18,29.88,,
1962-09-19,30.44,,
1962-09-20,30.56,,
1962-09-21,30.5,,
1962-09-24,29.38,,
1962-09-25,29.01,,
1962-09-26,29.01,,
1962-09-27,29.19,,
1962-09-28,29.19,,
1962-10-01,28.81,,
1962-10-02,28.75,,
1962-10-03,29.0,,
1962-10-04,29.06,,
1962-10-05,29.44,,
1962-10-08,29.69,,
1962-10-09,29.94,,
1962-10-10,29.63,,
1962-10-11,29.63,,
1962-10-12,29.5,,
1962-10-15,29.69,,
1962-10-16,29.5,,
1962-10-17,29.38,,
1962-10-18,29.44,,
1962-10-19,29.5,,
1962-10-22,29.25,,
1962-10-23,28.56,,
1962-10-24,28.88,,
1962-10-25,28.5,,
1962-10-26,28.44,,
1962-10-29,29.19,,
1962-10-30,29.38,,
1962-10-31,29.44,,
1962-11-01,29.38,,
1962-11-02,29.5,,
1962-11-05,29.63,,
1962-11-07,29.5,,
1962-11-08,29.69,,
1962-11-09,29.63,,
1962-11-12,29.75,,
1962-11-13,29.69,,
1962-11-14,30.0,,
1962-11-15,29.88,,
1962-11-16,30.0,,
1962-11-19,29.75,,
1962-11-20,30.25,,
1962-11-21,30.75,,
1962-11-23,31.13,,
1962-11-26,30.63,,
1962-11-27,30.88,,
1962-11-28,31.0,,
1962-11-29,31.0,,
1962-11-30,31.0,,
1962-12-03,30.94,,
1962-12-04,30.63,,
1962-12-05,31.0,,
1962-12-06,30.88,,
1962-12-07,31.0,,
1962-12-10,31.06,,
1962-12-11,31.25,,
1962-12-12,31.5,,
1962-12-13,31.69,,
1962-12-14,31.5,,
1962-12-17,31.81,,
1962-12-18,31.13,,
1962-12-19,31.0,,
1962-12-20,31.0,,
1962-12-21,30.88,,
1962-12-24,30.75,,
1962-12-26,31.0,,
1962-12-27,30.88,,
1962-12-28,31.5,,
1962-12-31,31.5,,
1963-01-02,31.56,,
1963-01-03,31.63,,
1963-01-04,31.88,,
1963-01-07,32.63,,
1963-01-08,32.38,,
1963-01-09,32.0,,
1963-01-10,32.0,,
1963-01-11,31.81,,
1963-01-14,31.94,,
1963-01-15,32.0,,
1963-01-16,32.0,,
1963-01-17,33.75,,
1963-01-18,33.75,,
1963-01-21,34.0,,
1963-01-22,34.5,,
1963-01-23,34.38,,
1963-01-24,34.25,,
1963-01-25,34.38,,
1963-01-28,34.63,,
1963-01-29,34.88,,
1963-01-30,34.63,,
1963-01-31,34.75,,
1963-02-01,34.38,,
1963-02-04,34.25,,
1963-02-05,34.38,,
1963-02-06,34.0,,
1963-02-07,33.88,,
1963-02-08,33.75,,
1963-02-11,33.88,,
1963-02-12,33.75,,
1963-02-13,33.38,,
1963-02-14,33.0,,
1963-02-15,33.0,,
1963-02-18,32.75,,
1963-02-19,32.88,,
1963-02-20,32.75,,
1963-02-21,32.63,,
1963-02-25,32.63,,
1963-02-26,32.63,,
1963-02-27,32.38,,
1963-02-28,32.13,,
1963-03-01,32.0,,
1963-03-04,32.38,,
1963-03-05,32.25,,
1963-03-06,32.38,,
1963-03-07,32.38,,
1963-03-08,32.63,,
1963-03-11,32.75,,
1963-03-12,33.0,,
1963-03-13,33.25,,
1963-03-14,33.13,,
1963-03-15,33.75,,
1963-03-18,33.75,,
1963-03-19,33.5,,
1963-03-20,33.63,,
1963-03-21,33.5,,
1963-03-22,33.63,,
1963-03-25,33.13,,
1963-03-26,33.0,,
1963-03-27,33.13,,
1963-03-28,33.13,,
1963-03-29,33.13,,
1963-04-01,33.13,,
1963-04-02,32.75,,
1963-04-03,33.13,,
1963-04-04,33.0,,
1963-04-05,33.13,,
1963-04-08,33.25,,
1963-04-09,33.13,,
1963-04-10,33.38,,
1963-04-11,33.5,,
1963-04-15,33.38,,
1963-04-16,33.38,,
1963-04-17,33.38,,
1963-04-18,33.25,,
1963-04-19,33.13,,
1963-04-22,33.0,,
1963-04-23,32.75,,
1963-04-24,32.88,,
1963-04-25,32.63,,
1963-04-26,32.5,,
1963-04-29,32.63,,
1963-04-30,32.88,,
1963-05-01,32.38,,
1963-05-02,32.5,,
1963-05-03,32.63,,
1963-05-06,32.75,,
1963-05-07,32.5,,
1963-05-08,32.38,,
1963-05-09,32.88,,
1963-05-10,32.75,,
1963-05-13,32.75,,
1963-05-14,33.0,,
1963-05-15,33.0,,
1963-05-16,32.75,,
1963-05-17,32.88,,
1963-05-20,32.63,,
1963-05-21,32.5,,
1963-05-22,32.75,,
1963-05-23,33.0,,
1963-05-24,32.75,,
1963-05-27,32.75,,
1963-05-28,32.63,,
1963-05-29,32.5,,
1963-05-31,32.63,,
1963-06-03,32.63,,
1963-06-04,32.63,,
1963-06-05,32.25,,
1963-06-06,32.38,,
1963-06-07,32.13,,
1963-06-10,32.0,,
1963-06-11,32.13,,
1963-06-12,32.25,,
1963-06-13,32.25,,
1963-06-14,32.63,,
1963-06-17,32.38,,
1963-06-18,32.88,,
1963-06-19,32.5,,
1963-06-20,32.88,,
1963-06-21,32.88,,
1963-06-24,32.25,,
1963-06-25,32.0,,
1963-06-26,32.13,,
1963-06-27,32.25,,
1963-06-28,32.13,,
1963-07-01,31.88,,
1963-07-02,32.25,,
1963-07-03,32.0,,
1963-07-05,32.25,,
1963-07-08,32.25,,
1963-07-09,32.0,,
1963-07-10,32.0,,
1963-07-11,32.38,,
1963-07-12,32.13,,
1963-07-15,32.25,,
1963-07-16,32.25,,
1963-07-17,32.25,,
1963-07-18,32.13,,
1963-07-19,32.13,,
1963-07-22,32.13,,
1963-07-23,32.13,,
1963-07-24,32.25,,
1963-07-25,31.88,,
1963-07-26,32.0,,
1963-07-29,32.0,,
1963-07-30,32.13,,
1963-07-31,32.13,,
1963-08-01,32.25,,
1963-08-02,32.38,,
1963-08-05,32.88,,
1963-08-06,33.0,,
1963-08-07,32.88,,
1963-08-08,33.0,,
1963-08-09,32.75,,
1963-08-12,33.38,,
1963-08-13,33.63,,
1963-08-14,33.5,,
1963-08-15,34.0,,
1963-08-16,34.25,,
1963-08-19,34.63,,
1963-08-20,34.13,,
1963-08-21,34.13,,
1963-08-22,34.38,,
1963-08-23,34.38,,
1963-08-26,34.63,,
1963-08-27,34.25,,
1963-08-28,34.38,,
1963-08-29,34.38,,
1963-08-30,34.63,,
1963-09-03,35.0,,
1963-09-04,35.0,,
1963-09-05,34.88,,
1963-09-06,35.13,,
1963-09-09,35.0,,
1963-09-10,35.13,,
1963-09-11,35.13,,
1963-09-12,35.0,,
1963-09-13,35.38,,
1963-09-16,35.38,,
1963-09-17,35.5,,
1963-09-18,35.25,,
1963-09-19,35.38,,
1963-09-20,35.75,,
1963-09-23,34.88,,
1963-09-24,34.25,,
1963-09-25,34.0,,
1963-09-26,34.5,,
1963-09-27,34.5,,
1963-09-30,34.38,,
1963-10-01,34.25,,
1963-10-02,34.38,,
1963-10-03,34.0,,
1963-10-04,33.63,,
1963-10-07,33.88,,
1963-10-08,33.38,,
1963-10-09,33.25,,
1963-10-10,33.0,,
1963-10-11,33.0,,
1963-10-14,33.0,,
1963-10-15,33.13,,
1963-10-16,33.0,,
1963-10-17,33.13,,
1963-10-18,33.0,,
1963-10-21,32.88,,
1963-10-22,33.0,,
1963-10-23,33.0,,
1963-10-24,32.88,,
1963-10-25,32.5,,
1963-10-28,32.5,,
1963-10-29,32.38,,
1963-10-30,32.38,,
1963-10-31,32.38,,
1963-11-01,32.0,,
1963-11-04,32.13,,
1963-11-06,32.38,,
1963-11-07,32.13,,
1963-11-08,32.13,,
1963-11-11,32.25,,
1963-11-12,32.38,,
1963-11-13,32.13,,
1963-11-14,32.13,,
1963-11-15,32.0,,
1963-11-18,32.13,,
1963-11-19,32.25,,
1963-11-20,32.25,,
1963-11-21,32.25,,
1963-11-22,32.13,,
1963-11-26,32.13,,
1963-11-27,32.25,,
1963-11-29,32.25,,
1963-12-02,32.38,,
1963-12-03,32.38,,
1963-12-04,32.5,,
1963-12-05,32.38,,
1963-12-06,32.38,,
1963-12-09,32.5,,
1963-12-10,32.88,,
1963-12-11,32.75,,
1963-12-12,32.63,,
1963-12-13,32.5,,
1963-12-16,32.75,,
1963-12-17,32.5,,
1963-12-18,32.38,,
1963-12-19,32.38,,
1963-12-20,32.75,,
1963-12-23,32.13,,
1963-12-24,32.38,,
1963-12-26,32.63,,
1963-12-27,32.63,,
1963-12-30,32.75,,
1963-12-31,32.63,,
1964-01-02,32.38,,
1964-01-03,32.38,,
1964-01-06,32.25,,
1964-01-07,32.25,,
1964-01-08,32.13,,
1964-01-09,32.25,,
1964-01-10,32.63,,
1964-01-13,32.75,,
1964-01-14,32.75,,
1964-01-15,32.63,,
1964-01-16,32.75,,
1964-01-17,32.88,,
1964-01-20,32.5,,
1964-01-21,32.75,,
1964-01-22,32.88,,
1964-01-23,32.88,,
1964-01-24,32.88,,
1964-01-27,32.75,,
1964-01-28,32.63,,
1964-01-29,32.5,,
1964-01-30,32.5,,
1964-01-31,32.38,,
1964-02-03,32.38,,
1964-02-04,32.63,,
1964-02-05,32.38,,
1964-02-06,32.38,,
1964-02-07,32.5,,
1964-02-10,32.63,,
1964-02-11,32.38,,
1964-02-12,32.5,,
1964-02-13,32.5,,
1964-02-14,32.25,,
1964-02-17,32.38,,
1964-02-18,32.38,,
1964-02-19,32.25,,
1964-02-20,32.38,,
1964-02-24,32.38,,
1964-02-25,32.38,,
1964-02-26,32.63,,
1964-02-27,32.5,,
1964-02-28,32.63,,
1964-03-02,32.5,,
1964-03-03,32.63,,
1964-03-04,32.5,,
1964-03-05,32.25,,
1964-03-06,32.63,,
1964-03-09,32.5,,
1964-03-10,32.5,,
1964-03-11,32.63,,
1964-03-12,32.5,,
1964-03-13,32.75,,
1964-03-16,32.63,,
1964-03-17,32.63,,
1964-03-18,32.5,,
1964-03-19,32.38,,
1964-03-20,32.13,,
1964-03-23,32.0,,
1964-03-24,32.0,,
1964-03-25,32.38,,
1964-03-26,32.13,,
1964-03-30,32.13,,
1964-03-31,32.13,,
1964-04-01,32.13,,
1964-04-02,32.25,,
1964-04-03,32.5,,
1964-04-06,32.25,,
1964-04-07,32.25,,
1964-04-08,32.25,,
1964-04-09,32.25,,
1964-04-10,32.38,,
1964-04-13,32.25,,
1964-04-14,32.38,,
1964-04-15,32.38,,
1964-04-16,32.13,,
1964-04-17,32.25,,
1964-04-20,32.25,,
1964-04-21,32.13,,
1964-04-22,32.13,,
1964-04-23,32.25,,
1964-04-24,32.25,,
1964-04-27,32.13,,
1964-04-28,32.38,,
1964-04-29,32.5,,
1964-04-30,32.38,,
1964-05-01,32.5,,
1964-05-04,32.38,,
1964-05-05,32.63,,
1964-05-06,32.38,,
1964-05-07,32.25,,
1964-05-08,32.25,,
1964-05-11,32.25,,
1964-05-12,32.25,,
1964-05-13,32.38,,
1964-05-14,32.63,,
1964-05-15,32.63,,
1964-05-18,32.5,,
1964-05-19,32.38,,
1964-05-20,32.63,,
1964-05-21,32.38,,
1964-05-22,32.5,,
1964-05-25,32.63,,
1964-05-26,32.38,,
1964-05-27,32.5,,
1964-05-28,32.5,,
1964-06-01,32.5,,
1964-06-02,32.5,,
1964-06-03,32.38,,
1964-06-04,32.25,,
1964-06-05,32.63,,
1964-06-08,32.38,,
1964-06-09,32.75,,
1964-06-10,32.75,,
1964-06-11,33.0,,
1964-06-12,33.0,,
1964-06-15,32.75,,
1964-06-16,32.88,,
1964-06-17,32.75,,
1964-06-18,33.0,,
1964-06-19,32.5,,
1964-06-22,32.5,,
1964-06-23,32.5,,
1964-06-24,32.38,,
1964-06-25,32.0,,
1964-06-26,32.25,,
1964-06-29,32.38,,
1964-06-30,32.0,,
1964-07-01,32.25,,
1964-07-02,32.0,,
1964-07-06,32.0,,
1964-07-07,32.38,,
1964-07-08,32.5,,
1964-07-09,32.13,,
1964-07-10,32.25,,
1964-07-13,32.75,,
1964-07-14,32.88,,
1964-07-15,32.75,,
1964-07-16,33.0,,
1964-07-17,34.0,,
1964-07-20,34.25,,
1964-07-21,34.13,,
1964-07-22,34.0,,
1964-07-23,34.0,,
1964-07-24,34.13,,
1964-07-27,34.75,,
1964-07-28,34.88,,
1964-07-29,34.88,,
1964-07-30,35.5,,
1964-07-31,35.25,,
1964-08-03,35.0,,
1964-08-04,34.75,,
1964-08-05,34.88,,
1964-08-06,34.25,,
1964-08-07,34.5,,
1964-08-10,34.5,,
1964-08-11,34.5,,
1964-08-12,34.5,,
1964-08-13,34.63,,
1964-08-14,34.38,,
1964-08-17,34.5,,
1964-08-18,34.38,,
1964-08-19,34.38,,
1964-08-20,34.25,,
1964-08-21,34.5,,
1964-08-24,34.63,,
1964-08-25,34.25,,
1964-08-26,34.63,,
1964-08-27,34.63,,
1964-08-28,34.38,,
1964-08-31,34.38,,
1964-09-01,34.38,,
1964-09-02,34.13,,
1964-09-03,34.25,,
1964-09-04,34.38,,
1964-09-08,34.5,,
1964-09-09,34.63,,
1964-09-10,34.5,,
1964-09-11,34.88,,
1964-09-14,34.88,,
1964-09-15,35.25,,
1964-09-16,35.13,,
1964-09-17,35.5,,
1964-09-18,35.25,,
1964-09-21,35.25,,
1964-09-22,35.5,,
1964-09-23,35.5,,
1964-09-24,35.0,,
1964-09-25,34.88,,
1964-09-28,35.13,,
1964-09-29,35.25,,
1964-09-30,34.88,,
1964-10-01,34.63,,
1964-10-02,34.63,,
1964-10-05,35.0,,
1964-10-06,34.88,,
1964-10-07,35.25,,
1964-10-08,35.0,,
1964-10-09,35.38,,
1964-10-12,35.38,,
1964-10-13,35.5,,
1964-10-14,36.0,,
1964-10-15,36.0,,
1964-10-16,36.38,,
1964-10-19,36.38,,
1964-10-20,36.25,,
1964-10-21,36.25,,
1964-10-22,36.63,,
1964-10-23,37.13,,
1964-10-26,37.38,,
1964-10-27,37.25,,
1964-10-28,37.63,,
1964-10-29,37.13,,
1964-10-30,37.25,,
1964-11-02,37.25,,
1964-11-04,36.5,,
1964-11-05,36.75,,
1964-11-06,36.75,,
1964-11-09,36.75,,
1964-11-10,37.0,,
1964-11-11,37.0,,
1964-11-12,37.0,,
1964-11-13,37.0,,
1964-11-16,37.25,,
1964-11-17,36.88,,
1964-11-18,37.0,,
1964-11-19,36.88,,
1964-11-20,36.75,,
1964-11-23,36.63,,
1964-11-24,36.25,,
1964-11-25,36.38,,
1964-11-27,36.25,,
1964-11-30,36.38,,
1964-12-01,36.25,,
1964-12-02,36.25,,
1964-12-03,35.75,,
1964-12-04,36.63,,
1964-12-07,36.63,,
1964-12-08,36.88,,
1964-12-09,36.25,,
1964-12-10,36.75,,
1964-12-11,36.63,,
1964-12-14,36.75,,
1964-12-15,36.75,,
1964-12-16,36.75,,
1964-12-17,36.75,,
1964-12-18,36.5,,
1964-12-21,36.25,,
1964-12-22,36.5,,
1964-12-23,36.38,,
1964-12-24,36.38,,
1964-12-28,36.13,,
1964-12-29,36.0,,
1964-12-30,35.88,,
1964-12-31,36.25,,
1965-01-04,36.13,,
1965-01-05,36.13,,
1965-01-06,36.0,,
1965-01-07,36.25,,
1965-01-08,36.0,,
1965-01-11,36.13,,
1965-01-12,36.13,,
1965-01-13,36.13,,
1965-01-14,36.38,,
1965-01-15,36.88,,
1965-01-18,36.63,,
1965-01-19,37.0,,
1965-01-20,37.0,,
1965-01-21,37.0,,
1965-01-22,37.0,,
1965-01-25,37.25,,
1965-01-26,36.75,,
1965-01-27,37.0,,
1965-01-28,37.13,,
1965-01-29,37.25,,
1965-02-01,37.38,,
1965-02-02,37.63,,
1965-02-03,38.0,,
1965-02-04,38.5,,
1965-02-05,38.38,,
1965-02-08,38.25,,
1965-02-09,38.0,,
1965-02-10,38.25,,
1965-02-11,37.88,,
1965-02-12,38.13,,
1965-02-15,38.13,,
1965-02-16,38.25,,
1965-02-17,37.88,,
1965-02-18,37.88,,
1965-02-19,38.0,,
1965-02-23,37.75,,
1965-02-24,37.63,,
1965-02-25,37.63,,
1965-02-26,37.5,,
1965-03-01,37.5,,
1965-03-02,37.63,,
1965-03-03,37.63,,
1965-03-04,37.25,,
1965-03-05,37.38,,
1965-03-08,36.75,,
1965-03-09,36.5,,
1965-03-10,36.5,,
1965-03-11,36.63,,
1965-03-12,36.63,,
1965-03-15,37.0,,
1965-03-16,36.75,,
1965-03-17,36.75,,
1965-03-18,36.63,,
1965-03-19,36.75,,
1965-03-22,36.63,,
1965-03-23,36.75,,
1965-03-24,37.0,,
1965-03-25,36.75,,
1965-03-26,36.75,,
1965-03-29,36.88,,
1965-03-30,37.0,,
1965-03-31,37.0,,
1965-04-01,36.75,,
1965-04-02,36.63,,
1965-04-05,36.75,,
1965-04-06,36.75,,
1965-04-07,36.88,,
1965-04-08,36.5,,
1965-04-09,36.63,,
1965-04-12,36.63,,
1965-04-13,36.75,,
1965-04-14,37.0,,
1965-04-15,36.75,,
1965-04-19,36.75,,
1965-04-20,37.25,,
1965-04-21,37.38,,
1965-04-22,37.75,,
1965-04-23,37.5,,
1965-04-26,37.63,,
1965-04-27,37.63,,
1965-04-28,37.5,,
1965-04-29,37.63,,
1965-04-30,37.38,,
1965-05-03,37.0,,
1965-05-04,37.0,,
1965-05-05,37.13,,
1965-05-06,37.13,,
1965-05-07,36.88,,
1965-05-10,36.75,,
1965-05-11,37.0,,
1965-05-12,36.88,,
1965-05-13,36.63,,
1965-05-14,36.88,,
1965-05-17,37.13,,
1965-05-18,37.25,,
1965-05-19,37.0,,
1965-05-20,37.25,,
1965-05-21,36.63,,
1965-05-24,37.13,,
1965-05-25,36.63,,
1965-05-26,37.0,,
1965-05-27,36.88,,
1965-05-28,37.0,,
1965-06-01,36.88,,
1965-06-02,37.0,,
1965-06-03,36.88,,
1965-06-04,37.13,,
1965-06-07,36.88,,
1965-06-08,36.63,,
1965-06-09,36.38,,
1965-06-10,35.88,,
1965-06-11,35.75,,
1965-06-14,35.75,,
1965-06-15,36.13,,
1965-06-16,36.5,,
1965-06-17,36.38,,
1965-06-18,35.88,,
1965-06-21,35.75,,
1965-06-22,35.5,,
1965-06-23,35.25,,
1965-06-24,35.38,,
1965-06-25,35.63,,
1965-06-28,35.0,,
1965-06-29,35.0,,
1965-06-30,35.5,,
1965-07-01,35.88,,
1965-07-02,35.5,,
1965-07-06,35.75,,
1965-07-07,35.38,,
1965-07-08,35.38,,
1965-07-09,35.63,,
1965-07-12,35.38,,
1965-07-13,35.25,,
1965-07-14,35.25,,
1965-07-15,35.13,,
1965-07-16,35.0,,
1965-07-19,35.38,,
1965-07-20,35.25,,
1965-07-21,35.25,,
1965-07-22,35.25,,
1965-07-23,35.5,,
1965-07-26,35.38,,
1965-07-27,35.5,,
1965-07-28,35.25,,
1965-07-29,35.5,,
1965-07-30,35.88,,
1965-08-02,35.75,,
1965-08-03,35.63,,
1965-08-04,35.75,,
1965-08-05,35.63,,
1965-08-06,35.88,,
1965-08-09,35.88,,
1965-08-10,35.63,,
1965-08-11,35.25,,
1965-08-12,35.5,,
1965-08-13,35.63,,
1965-08-16,35.75,,
1965-08-17,35.88,,
1965-08-18,35.63,,
1965-08-19,35.75,,
1965-08-20,35.38,,
1965-08-23,35.5,,
1965-08-24,35.5,,
1965-08-25,35.13,,
1965-08-26,35.63,,
1965-08-27,35.75,,
1965-08-30,35.63,,
1965-08-31,35.75,,
1965-09-01,36.0,,
1965-09-02,36.13,,
1965-09-03,36.25,,
1965-09-07,36.75,,
1965-09-08,36.75,,
1965-09-09,37.38,,
1965-09-10,37.25,,
1965-09-13,37.13,,
1965-09-14,37.25,,
1965-09-15,37.5,,
1965-09-16,37.13,,
1965-09-17,37.38,,
1965-09-20,37.38,,
1965-09-21,37.5,,
1965-09-22,37.75,,
1965-09-23,37.75,,
1965-09-24,37.13,,
1965-09-27,37.25,,
1965-09-28,37.0,,
1965-09-29,37.13,,
1965-09-30,37.0,,
1965-10-01,37.13,,
1965-10-04,37.0,,
1965-10-05,37.38,,
1965-10-06,37.13,,
1965-10-07,37.25,,
1965-10-08,37.25,,
1965-10-11,37.13,,
1965-10-12,37.25,,
1965-10-13,37.38,,
1965-10-14,37.25,,
1965-10-15,37.25,,
1965-10-18,37.63,,
1965-10-19,37.38,,
1965-10-20,37.25,,
1965-10-21,37.25,,
1965-10-22,37.5,,
1965-10-25,37.25,,
1965-10-26,37.25,,
1965-10-27,37.5,,
1965-10-28,37.5,,
1965-10-29,37.88,,
1965-11-01,37.63,,
1965-11-03,37.5,,
1965-11-04,37.5,,
1965-11-05,37.63,,
1965-11-08,37.88,,
1965-11-09,37.75,,
1965-11-10,37.88,,
1965-11-11,37.63,,
1965-11-12,37.88,,
1965-11-15,37.88,,
1965-11-16,37.88,,
1965-11-17,37.75,,
1965-11-18,37.63,,
1965-11-19,37.38,,
1965-11-22,37.5,,
1965-11-23,37.75,,
1965-11-24,37.63,,
1965-11-26,37.75,,
1965-11-29,37.5,,
1965-11-30,37.5,,
1965-12-01,37.38,,
1965-12-02,37.25,,
1965-12-03,37.5,,
1965-12-06,37.25,,
1965-12-07,37.0,,
1965-12-08,37.0,,
1965-12-09,36.75,,
1965-12-10,36.5,,
1965-12-13,36.38,,
1965-12-14,36.5,,
1965-12-15,36.38,,
1965-12-16,36.88,,
1965-12-17,37.0,,
1965-12-20,37.0,,
1965-12-21,37.5,,
1965-12-22,37.13,,
1965-12-23,37.13,,
1965-12-27,36.88,,
1965-12-28,36.63,,
1965-12-29,36.63,,
1965-12-30,36.75,,
1965-12-31,37.25,,
1966-01-03,37.5,,
1966-01-04,37.38,,
1966-01-05,37.38,,
1966-01-06,37.25,,
1966-01-07,37.25,,
1966-01-10,37.0,,
1966-01-11,36.75,,
1966-01-12,36.25,,
1966-01-13,36.38,,
1966-01-14,36.25,,
1966-01-17,35.88,,
1966-01-18,36.0,,
1966-01-19,36.0,,
1966-01-20,35.38,,
1966-01-21,35.88,,
1966-01-24,35.63,,
1966-01-25,35.13,,
1966-01-26,35.38,,
1966-01-27,35.5,,
1966-01-28,35.38,,
1966-01-31,35.13,,
1966-02-01,35.0,,
1966-02-02,35.5,,
1966-02-03,35.63,,
1966-02-04,35.5,,
1966-02-07,35.13,,
1966-02-08,35.38,,
1966-02-09,34.88,,
1966-02-10,34.88,,
1966-02-11,34.88,,
1966-02-14,35.0,,
1966-02-15,35.0,,
1966-02-16,34.63,,
1966-02-17,34.75,,
1966-02-18,34.75,,
1966-02-21,34.25,,
1966-02-23,34.13,,
1966-02-24,34.13,,
1966-02-25,34.13,,
1966-02-28,34.13,,
1966-03-01,33.25,,
1966-03-02,33.13,,
1966-03-03,32.88,,
1966-03-04,32.63,,
1966-03-07,32.88,,
1966-03-08,33.88,,
1966-03-09,33.75,,
1966-03-10,33.75,,
1966-03-11,33.63,,
1966-03-14,33.88,,
1966-03-15,33.88,,
1966-03-16,34.0,,
1966-03-17,33.63,,
1966-03-18,33.38,,
1966-03-21,33.5,,
1966-03-22,33.25,,
1966-03-23,33.0,,
1966-03-24,33.0,,
1966-03-25,33.25,,
1966-03-28,32.88,,
1966-03-29,32.63,,
1966-03-30,32.38,,
1966-03-31,32.25,,
1966-04-01,32.5,,
1966-04-04,32.63,,
1966-04-05,32.88,,
