date,BDX,dcf,Deviation
1991-04-04,9.94,,
1991-04-05,9.75,,
1991-04-08,9.63,,
1991-04-09,9.45,,
1991-04-10,9.47,,
1991-04-11,9.95,,
1991-04-12,9.97,,
1991-04-15,9.94,,
1991-04-16,9.95,,
1991-04-17,9.97,,
1991-04-18,9.92,,
1991-04-19,9.75,,
1991-04-22,9.5,,
1991-04-23,9.48,,
1991-04-24,9.33,,
1991-04-25,9.31,,
1991-04-26,9.56,,
1991-04-29,9.59,,
1991-04-30,9.52,,
1991-05-01,9.56,,
1991-05-02,9.5,,
1991-05-03,9.61,,
1991-05-06,9.59,,
1991-05-07,9.72,,
1991-05-08,9.75,,
1991-05-09,9.88,,
1991-05-10,9.8,,
1991-05-13,9.73,,
1991-05-14,9.44,,
1991-05-15,9.23,,
1991-05-16,9.44,,
1991-05-17,9.59,,
1991-05-20,9.59,,
1991-05-21,9.75,,
1991-05-22,9.77,,
1991-05-23,9.72,,
1991-05-24,9.75,,
1991-05-28,9.75,,
1991-05-29,9.7,,
1991-05-30,9.75,,
1991-05-31,9.69,,
1991-06-03,9.47,,
1991-06-04,9.66,,
1991-06-05,9.67,,
1991-06-06,9.5,,
1991-06-07,9.34,,
1991-06-10,9.3,,
1991-06-11,9.31,,
1991-06-12,9.19,,
1991-06-13,9.17,,
1991-06-14,9.25,,
1991-06-17,9.38,,
1991-06-18,9.16,,
1991-06-19,9.08,,
1991-06-20,9.11,,
1991-06-21,9.2,,
1991-06-24,9.13,,
1991-06-25,9.16,,
1991-06-26,9.13,,
1991-06-27,9.25,,
1991-06-28,9.3,,
1991-07-01,9.39,,
1991-07-02,9.42,,
1991-07-03,9.38,,
1991-07-05,9.39,,
1991-07-08,9.44,,
1991-07-09,9.3,,
1991-07-10,9.38,,
1991-07-11,9.34,,
1991-07-12,8.34,,
1991-07-15,8.3,,
1991-07-16,8.2,,
1991-07-17,8.28,,
1991-07-18,8.42,,
1991-07-19,8.16,,
1991-07-22,8.05,,
1991-07-23,8.09,,
1991-07-24,8.06,,
1991-07-25,8.02,,
1991-07-26,7.97,,
1991-07-29,8.16,,
1991-07-30,8.39,,
1991-07-31,8.44,,
1991-08-01,8.3,,
1991-08-02,8.33,,
1991-08-05,8.28,,
1991-08-06,8.36,,
1991-08-07,8.45,,
1991-08-08,8.45,,
1991-08-09,8.5,,
1991-08-12,8.55,,
1991-08-13,8.56,,
1991-08-14,8.61,,
1991-08-15,8.69,,
1991-08-16,8.61,,
1991-08-19,8.41,,
1991-08-20,8.34,,
1991-08-21,8.56,,
1991-08-22,8.64,,
1991-08-23,8.72,,
1991-08-26,8.66,,
1991-08-27,8.64,,
1991-08-28,8.72,,
1991-08-29,8.66,,
1991-08-30,8.7,,
1991-09-03,8.63,,
1991-09-04,8.56,,
1991-09-05,8.38,,
1991-09-06,8.44,,
1991-09-09,8.34,,
1991-09-10,8.23,,
1991-09-11,8.25,,
1991-09-12,8.25,,
1991-09-13,8.31,,
1991-09-16,8.3,,
1991-09-17,8.31,,
1991-09-18,8.34,,
1991-09-19,8.45,,
1991-09-20,8.52,,
1991-09-23,8.5,,
1991-09-24,8.58,,
1991-09-25,8.58,,
1991-09-26,8.56,,
1991-09-27,8.5,,
1991-09-30,8.5,,
1991-10-01,8.52,,
1991-10-02,8.5,,
1991-10-03,8.45,,
1991-10-04,8.48,,
1991-10-07,8.42,,
1991-10-08,8.44,,
1991-10-09,8.47,,
1991-10-10,8.5,,
1991-10-11,8.45,,
1991-10-14,8.64,,
1991-10-15,8.72,,
1991-10-16,8.77,,
1991-10-17,8.83,,
1991-10-18,8.75,,
1991-10-21,8.73,,
1991-10-22,8.69,,
1991-10-23,8.7,,
1991-10-24,8.69,,
1991-10-25,8.58,,
1991-10-28,8.7,,
1991-10-29,8.81,,
1991-10-30,8.8,,
1991-10-31,8.75,,
1991-11-01,8.83,,
1991-11-04,8.92,,
1991-11-05,9.0,,
1991-11-06,9.0,,
1991-11-07,9.11,,
1991-11-08,7.89,,
1991-11-11,7.95,,
1991-11-12,8.17,,
1991-11-13,8.11,,
1991-11-14,8.13,,
1991-11-15,8.0,,
1991-11-18,7.88,,
1991-11-19,7.89,,
1991-11-20,7.73,,
1991-11-21,7.56,,
1991-11-22,7.55,,
1991-11-25,7.52,,
1991-11-26,7.39,,
1991-11-27,7.34,,
1991-11-29,7.34,,
1991-12-02,7.44,,
1991-12-03,7.3,,
1991-12-04,7.42,,
1991-12-05,7.48,,
1991-12-06,7.5,,
1991-12-09,7.48,,
1991-12-10,7.5,,
1991-12-11,7.5,,
1991-12-12,7.56,,
1991-12-13,7.64,,
1991-12-16,7.75,,
1991-12-17,7.72,,
1991-12-18,7.64,,
1991-12-19,7.63,,
1991-12-20,7.59,,
1991-12-23,7.84,,
1991-12-24,7.91,,
1991-12-26,8.11,,
1991-12-27,8.16,,
1991-12-30,8.5,,
1991-12-31,8.56,,
1992-01-02,8.3,,
1992-01-03,8.31,,
1992-01-06,8.23,,
1992-01-07,8.22,,
1992-01-08,8.25,,
1992-01-09,8.48,,
1992-01-10,8.48,,
1992-01-13,8.48,,
1992-01-14,8.69,,
1992-01-15,8.69,,
1992-01-16,8.61,,
1992-01-17,8.5,,
1992-01-20,8.59,,
1992-01-21,8.5,,
1992-01-22,8.81,,
1992-01-23,8.75,,
1992-01-24,8.75,,
1992-01-27,8.88,,
1992-01-28,8.83,,
1992-01-29,8.8,,
1992-01-30,8.73,,
1992-01-31,8.7,,
1992-02-03,8.7,,
1992-02-04,8.73,,
1992-02-05,8.73,,
1992-02-06,8.69,,
1992-02-07,8.66,,
1992-02-10,8.55,,
1992-02-11,8.52,,
1992-02-12,8.61,,
1992-02-13,8.58,,
1992-02-14,8.58,,
1992-02-18,8.56,,
1992-02-19,8.42,,
1992-02-20,8.5,,
1992-02-21,8.47,,
1992-02-24,8.53,,
1992-02-25,8.39,,
1992-02-26,8.5,,
1992-02-27,8.44,,
1992-02-28,8.61,,
1992-03-02,8.56,,
1992-03-03,8.59,,
1992-03-04,8.52,,
1992-03-05,8.52,,
1992-03-06,8.48,,
1992-03-09,8.38,,
1992-03-10,8.45,,
1992-03-11,8.44,,
1992-03-12,8.55,,
1992-03-13,8.45,,
1992-03-16,8.5,,
1992-03-17,8.56,,
1992-03-18,8.64,,
1992-03-19,8.73,,
1992-03-20,8.88,,
1992-03-23,8.97,,
1992-03-24,8.97,,
1992-03-25,8.97,,
1992-03-26,9.03,,
1992-03-27,8.91,,
1992-03-30,8.86,,
1992-03-31,8.81,,
1992-04-01,8.73,,
1992-04-02,8.75,,
1992-04-03,8.75,,
1992-04-06,8.75,,
1992-04-07,8.67,,
1992-04-08,8.44,,
1992-04-09,8.66,,
1992-04-10,8.8,,
1992-04-13,8.8,,
1992-04-14,8.83,,
1992-04-15,8.73,,
1992-04-16,8.8,,
1992-04-20,8.67,,
1992-04-21,8.55,,
1992-04-22,8.47,,
1992-04-23,8.34,,
1992-04-24,8.5,,
1992-04-27,8.64,,
1992-04-28,8.56,,
1992-04-29,8.61,,
1992-04-30,8.78,,
1992-05-01,8.75,,
1992-05-04,8.81,,
1992-05-05,8.89,,
1992-05-06,9.0,,
1992-05-07,8.91,,
1992-05-08,8.97,,
1992-05-11,9.05,,
1992-05-12,9.0,,
1992-05-13,8.98,,
1992-05-14,8.92,,
1992-05-15,8.91,,
1992-05-18,8.98,,
1992-05-19,8.94,,
1992-05-20,8.88,,
1992-05-21,8.8,,
1992-05-22,8.86,,
1992-05-26,8.75,,
1992-05-27,8.73,,
1992-05-28,8.88,,
1992-05-29,8.77,,
1992-06-01,8.83,,
1992-06-02,8.72,,
1992-06-03,8.84,,
1992-06-04,8.75,,
1992-06-05,8.78,,
1992-06-08,8.78,,
1992-06-09,8.75,,
1992-06-10,8.75,,
1992-06-11,8.7,,
1992-06-12,8.66,,
1992-06-15,8.77,,
1992-06-16,8.73,,
1992-06-17,8.7,,
1992-06-18,8.73,,
1992-06-19,8.81,,
1992-06-22,8.91,,
1992-06-23,8.94,,
1992-06-24,9.02,,
1992-06-25,9.22,,
1992-06-26,9.23,,
1992-06-29,9.28,,
1992-06-30,9.31,,
1992-07-01,9.56,,
1992-07-02,9.44,,
1992-07-06,9.52,,
1992-07-07,9.38,,
1992-07-08,9.42,,
1992-07-09,9.69,,
1992-07-10,9.59,,
1992-07-13,9.58,,
1992-07-14,9.64,,
1992-07-15,9.63,,
1992-07-16,9.58,,
1992-07-17,9.56,,
1992-07-20,9.56,,
1992-07-21,9.56,,
1992-07-22,9.42,,
1992-07-23,9.39,,
1992-07-24,9.42,,
1992-07-27,9.39,,
1992-07-28,9.48,,
1992-07-29,9.64,,
1992-07-30,9.72,,
1992-07-31,9.8,,
1992-08-03,9.83,,
1992-08-04,9.8,,
1992-08-05,9.75,,
1992-08-06,9.77,,
1992-08-07,9.7,,
1992-08-10,9.61,,
1992-08-11,9.5,,
1992-08-12,9.61,,
1992-08-13,9.58,,
1992-08-14,9.56,,
1992-08-17,9.55,,
1992-08-18,9.52,,
1992-08-19,9.52,,
1992-08-20,9.63,,
1992-08-21,9.8,,
1992-08-24,9.64,,
1992-08-25,9.66,,
1992-08-26,9.67,,
1992-08-27,9.55,,
1992-08-28,9.47,,
1992-08-31,9.5,,
1992-09-01,9.59,,
1992-09-02,9.56,,
1992-09-03,9.56,,
1992-09-04,9.58,,
1992-09-08,9.53,,
1992-09-09,9.53,,
1992-09-10,9.56,,
1992-09-11,9.55,,
1992-09-14,9.53,,
1992-09-15,9.5,,
1992-09-16,9.45,,
1992-09-17,9.44,,
1992-09-18,9.42,,
1992-09-21,9.44,,
1992-09-22,9.5,,
1992-09-23,9.47,,
1992-09-24,9.47,,
1992-09-25,9.42,,
1992-09-28,9.42,,
1992-09-29,9.34,,
1992-09-30,9.39,,
1992-10-01,9.38,,
1992-10-02,9.31,,
1992-10-05,9.3,,
1992-10-06,9.3,,
1992-10-07,9.25,,
1992-10-08,9.38,,
1992-10-09,9.39,,
1992-10-12,9.48,,
1992-10-13,9.44,,
1992-10-14,9.44,,
1992-10-15,9.45,,
1992-10-16,9.5,,
1992-10-19,9.72,,
1992-10-20,9.75,,
1992-10-21,9.59,,
1992-10-22,9.69,,
1992-10-23,9.72,,
1992-10-26,9.67,,
1992-10-27,9.67,,
1992-10-28,9.8,,
1992-10-29,9.75,,
1992-10-30,9.66,,
1992-11-02,9.75,,
1992-11-03,9.61,,
1992-11-04,9.63,,
1992-11-05,9.52,,
1992-11-06,9.5,,
1992-11-09,9.63,,
1992-11-10,9.66,,
1992-11-11,9.78,,
1992-11-12,9.63,,
1992-11-13,9.72,,
1992-11-16,9.69,,
1992-11-17,9.72,,
1992-11-18,9.75,,
1992-11-19,9.7,,
1992-11-20,9.75,,
1992-11-23,9.73,,
1992-11-24,9.91,,
1992-11-25,9.94,,
1992-11-27,10.0,,
1992-11-30,10.23,,
1992-12-01,10.23,,
1992-12-02,10.36,,
1992-12-03,10.48,,
1992-12-04,10.44,,
1992-12-07,10.39,,
1992-12-08,10.42,,
1992-12-09,10.39,,
1992-12-10,10.39,,
1992-12-11,10.44,,
1992-12-14,10.34,,
1992-12-15,10.33,,
1992-12-16,10.3,,
1992-12-17,10.31,,
1992-12-18,10.36,,
1992-12-21,10.27,,
1992-12-22,10.25,,
1992-12-23,10.19,,
1992-12-24,10.02,,
1992-12-28,9.97,,
1992-12-29,9.94,,
1992-12-30,9.94,,
1992-12-31,9.83,,
1993-01-04,9.72,,
1993-01-05,9.69,,
1993-01-06,9.63,,
1993-01-07,9.72,,
1993-01-08,9.84,,
1993-01-11,9.72,,
1993-01-12,9.67,,
1993-01-13,9.66,,
1993-01-14,9.78,,
1993-01-15,9.7,,
1993-01-18,9.66,,
1993-01-19,9.59,,
1993-01-20,9.56,,
1993-01-21,9.77,,
1993-01-22,9.61,,
1993-01-25,9.75,,
1993-01-26,10.06,,
1993-01-27,9.86,,
1993-01-28,9.72,,
1993-01-29,9.7,,
1993-02-01,9.88,,
1993-02-02,9.88,,
1993-02-03,9.95,,
1993-02-04,9.97,,
1993-02-05,9.95,,
1993-02-08,9.78,,
1993-02-09,9.89,,
1993-02-10,9.84,,
1993-02-11,9.75,,
1993-02-12,9.78,,
1993-02-16,9.52,,
1993-02-17,9.39,,
1993-02-18,9.02,,
1993-02-19,8.97,,
1993-02-22,8.75,,
1993-02-23,8.81,,
1993-02-24,8.94,,
1993-02-25,8.89,,
1993-02-26,9.03,,
1993-03-01,9.0,,
1993-03-02,9.13,,
1993-03-03,9.0,,
1993-03-04,8.84,,
1993-03-05,8.91,,
1993-03-08,9.09,,
1993-03-09,9.13,,
1993-03-10,9.28,,
1993-03-11,9.19,,
1993-03-12,9.16,,
1993-03-15,9.25,,
1993-03-16,9.25,,
1993-03-17,9.22,,
1993-03-18,9.34,,
1993-03-19,9.25,,
1993-03-22,9.06,,
1993-03-23,9.09,,
1993-03-24,8.91,,
1993-03-25,9.09,,
1993-03-26,8.94,,
1993-03-29,9.19,,
1993-03-30,9.19,,
1993-03-31,9.09,,
1993-04-01,9.03,,
1993-04-02,8.72,,
1993-04-05,8.72,,
1993-04-06,8.41,,
1993-04-07,8.28,,
1993-04-08,8.19,,
1993-04-12,8.59,,
1993-04-13,8.56,,
1993-04-14,8.53,,
1993-04-15,8.69,,
1993-04-16,8.72,,
1993-04-19,8.56,,
1993-04-20,8.72,,
1993-04-21,8.53,,
1993-04-22,8.44,,
1993-04-23,8.41,,
1993-04-26,8.38,,
1993-04-27,8.72,,
1993-04-28,8.69,,
1993-04-29,8.59,,
1993-04-30,8.66,,
1993-05-03,8.69,,
1993-05-04,8.69,,
1993-05-05,8.94,,
1993-05-06,9.06,,
1993-05-07,9.09,,
1993-05-10,9.22,,
1993-05-11,9.19,,
1993-05-12,9.0,,
1993-05-13,8.78,,
1993-05-14,8.88,,
1993-05-17,9.03,,
1993-05-18,9.09,,
1993-05-19,9.16,,
1993-05-20,9.16,,
1993-05-21,9.19,,
1993-05-24,9.38,,
1993-05-25,9.47,,
1993-05-26,9.53,,
1993-05-27,9.59,,
1993-05-28,9.66,,
1993-06-01,9.59,,
1993-06-02,9.47,,
1993-06-03,9.31,,
1993-06-04,9.25,,
1993-06-07,9.19,,
1993-06-08,9.13,,
1993-06-09,9.09,,
1993-06-10,9.09,,
1993-06-11,9.34,,
1993-06-14,9.81,,
1993-06-15,9.75,,
1993-06-16,9.84,,
1993-06-17,9.81,,
1993-06-18,9.63,,
1993-06-21,9.63,,
1993-06-22,9.5,,
1993-06-23,9.44,,
1993-06-24,9.53,,
1993-06-25,9.69,,
1993-06-28,9.88,,
1993-06-29,9.97,,
1993-06-30,10.0,,
1993-07-01,9.94,,
1993-07-02,9.75,,
1993-07-06,9.59,,
1993-07-07,9.63,,
1993-07-08,9.72,,
1993-07-09,9.53,,
1993-07-12,9.75,,
1993-07-13,9.72,,
1993-07-14,9.63,,
1993-07-15,9.5,,
1993-07-16,9.44,,
1993-07-19,9.38,,
1993-07-20,9.25,,
1993-07-21,9.0,,
1993-07-22,9.06,,
1993-07-23,9.44,,
1993-07-26,9.22,,
1993-07-27,9.19,,
1993-07-28,9.09,,
1993-07-29,9.03,,
1993-07-30,8.84,,
1993-08-02,8.69,,
1993-08-03,8.81,,
1993-08-04,8.84,,
1993-08-05,8.88,,
1993-08-06,8.78,,
1993-08-09,8.81,,
1993-08-10,8.75,,
1993-08-11,8.69,,
1993-08-12,8.72,,
1993-08-13,8.75,,
1993-08-16,8.94,,
1993-08-17,9.16,,
1993-08-18,9.03,,
1993-08-19,8.94,,
1993-08-20,9.0,,
1993-08-23,8.97,,
1993-08-24,9.34,,
1993-08-25,9.22,,
1993-08-26,9.16,,
1993-08-27,9.25,,
1993-08-30,9.38,,
1993-08-31,9.19,,
1993-09-01,9.16,,
1993-09-02,9.16,,
1993-09-03,9.16,,
1993-09-07,9.22,,
1993-09-08,8.91,,
1993-09-09,8.75,,
1993-09-10,8.84,,
1993-09-13,8.84,,
1993-09-14,8.81,,
1993-09-15,8.75,,
1993-09-16,8.91,,
1993-09-17,8.94,,
1993-09-20,9.0,,
1993-09-21,8.84,,
1993-09-22,8.97,,
1993-09-23,9.03,,
1993-09-24,9.06,,
1993-09-27,9.16,,
1993-09-28,9.25,,
1993-09-29,9.16,,
1993-09-30,9.41,,
1993-10-01,9.34,,
1993-10-04,9.34,,
1993-10-05,9.28,,
1993-10-06,9.16,,
1993-10-07,9.09,,
1993-10-08,9.25,,
1993-10-11,9.19,,
1993-10-12,9.28,,
1993-10-13,9.41,,
1993-10-14,9.56,,
1993-10-15,9.41,,
1993-10-18,9.66,,
1993-10-19,9.69,,
1993-10-20,9.56,,
1993-10-21,9.47,,
1993-10-22,9.44,,
1993-10-25,9.22,,
1993-10-26,9.13,,
1993-10-27,9.44,,
1993-10-28,9.53,,
1993-10-29,9.5,,
1993-11-01,9.72,,
1993-11-02,9.72,,
1993-11-03,9.63,,
1993-11-04,9.56,,
1993-11-05,9.5,,
1993-11-08,9.44,,
1993-11-09,9.5,,
1993-11-10,9.44,,
1993-11-11,9.31,,
1993-11-12,9.28,,
1993-11-15,9.13,,
1993-11-16,9.06,,
1993-11-17,9.09,,
1993-11-18,9.09,,
1993-11-19,9.06,,
1993-11-22,8.84,,
1993-11-23,8.81,,
1993-11-24,8.59,,
1993-11-26,8.5,,
1993-11-29,8.56,,
1993-11-30,8.5,,
1993-12-01,8.53,,
1993-12-02,8.88,,
1993-12-03,8.72,,
1993-12-06,8.81,,
1993-12-07,8.91,,
1993-12-08,8.88,,
1993-12-09,8.81,,
1993-12-10,8.78,,
1993-12-13,8.81,,
1993-12-14,8.88,,
1993-12-15,8.88,,
